	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
3587	14	99	7	1	2	0	4	4	0.00000000e+00	3.21139008e+02	2p3.4S_3/2
3588	14	99	7	2	2	2	2	4	8.57217026e+00	3.21139008e+02	2p3.2D_3/2
3589	14	99	7	3	2	2	2	6	8.60344982e+00	3.21139008e+02	2p3.2D_5/2
3590	14	99	7	4	2	1	2	2	1.30559998e+01	3.21139008e+02	2p3.2P_1/2
3591	14	99	7	5	2	1	2	4	1.31232004e+01	3.21139008e+02	2p3.2P_3/2
3592	14	99	7	6	2	1	4	6	3.87499008e+01	3.21139008e+02	2s1.2p4.4P_5/2
3593	14	99	7	7	2	1	4	4	3.91935997e+01	3.21139008e+02	2s1.2p4.4P_3/2
3594	14	99	7	8	2	1	4	2	3.94277992e+01	3.21139008e+02	2s1.2p4.4P_1/2
3595	14	99	7	9	2	2	2	4	5.33391991e+01	3.21139008e+02	2s1.2p4.2D_3/2
3596	14	99	7	10	2	2	2	6	5.33354988e+01	3.21139008e+02	2s1.2p4.2D_5/2
3597	14	99	7	11	2	0	2	2	6.25400009e+01	3.21139008e+02	2s1.2p4.2S_1/2
3598	14	99	7	12	2	1	2	4	6.57373962e+01	3.21139008e+02	2s1.2p4.2P_3/2
3599	14	99	7	13	2	1	2	2	6.60311966e+01	3.21139008e+02	2s1.2p4.2P_1/2
3600	14	99	7	15	2	1	2	4	1.01689003e+02	3.21139008e+02	2s0.2p5.2P_3/2
3601	14	99	7	16	2	1	2	2	1.02402000e+02	3.21139008e+02	2s0.2p5.2P_1/2
3602	14	99	7	17	2	1	4	6	1.77183997e+03	3.21139008e+02	1s1.2s2.2p4.4P_5/2
3603	14	99	7	18	2	1	4	4	1.77238000e+03	3.21139008e+02	1s1.2s2.2p4.4P_3/2
3604	14	99	7	19	2	1	4	2	1.77267004e+03	3.21139008e+02	1s1.2s2.2p4.4P_1/2
3605	14	99	7	20	2	2	2	4	1.78258997e+03	3.21139008e+02	1s1.2s2.2p4.2D_3/2
3606	14	99	7	21	2	2	2	6	1.78268994e+03	3.21139008e+02	1s1.2s2.2p4.2D_5/2
3607	14	99	7	22	2	1	2	4	1.78455005e+03	3.21139008e+02	1s1.2s2.2p4.2P_3/2
3608	14	99	7	23	2	1	2	2	1.78503003e+03	3.21139008e+02	1s1.2s2.2p4.2P_1/2
3609	14	99	7	24	2	0	2	2	1.78896997e+03	3.21139008e+02	1s1.2s2.2p4.2S_1/2
3610	14	99	7	25	2	1	4	6	1.81075000e+03	3.21139008e+02	1s1.2s1.2p5.4P_5/2
3611	14	99	7	26	2	1	4	4	1.81126001e+03	3.21139008e+02	1s1.2s1.2p5.4P_3/2
3612	14	99	7	27	2	1	4	2	1.81156995e+03	3.21139008e+02	1s1.2s1.2p5.4P_1/2
3613	14	99	7	28	2	1	2	4	1.82623999e+03	3.21139008e+02	1s1.2s1.2p5.2P_3/2
3614	14	99	7	29	2	1	2	2	1.82658997e+03	3.21139008e+02	1s1.2s1.2p5.2P_1/2
3615	14	99	7	30	2	1	2	4	1.83620996e+03	3.21139008e+02	1s1.2s1.2p5.2P_3/2#2
3616	14	99	7	31	2	1	2	2	1.83646997e+03	3.21139008e+02	1s1.2s1.2p5.2P_1/2#2
3617	14	99	7	32	2	0	2	2	1.87522998e+03	3.21139008e+02	1s1.2p6.2S_1/2
3618	14	99	7	34	2	0	0	1	3.03000000e+02	3.03000000e+02	continuum
3619	14	99	7	14	12	0	1	1	3.00895996e+02	3.03000000e+02	superlevel
3620	14	99	7	33	1	0	0	1	1.91256006e+03	-1.59142004e+03	superlevel_[K]
