	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
3515	14	96	10	1	2	0	1	1	0.00000000e+00	1.67000000e+02	2p6.1S_0
3516	14	96	10	2	3	1	3	5	1.03857002e+02	1.67000000e+02	2p5.3s1.3P_2
3517	14	96	10	3	3	1	3	3	1.04176003e+02	1.67000000e+02	2p5.3s1.3P_1
3518	14	96	10	4	3	1	3	1	1.04484001e+02	1.67000000e+02	2p5.3s1.3P_0
3519	14	96	10	5	3	1	1	3	1.05157997e+02	1.67000000e+02	2p5.3s1.1P_1
3520	14	96	10	6	3	0	3	3	1.12314003e+02	1.67000000e+02	2p5.3p1.3S_1
3521	14	96	10	7	3	2	3	7	1.13761002e+02	1.67000000e+02	2p5.3p1.3D_3
3522	14	96	10	8	3	2	3	5	1.13889000e+02	1.67000000e+02	2p5.3p1.3D_2
3523	14	96	10	9	3	2	3	3	1.14125000e+02	1.67000000e+02	2p5.3p1.3D_1
3524	14	96	10	10	3	1	3	5	1.14934998e+02	1.67000000e+02	2p5.3p1.3P_2
3525	14	96	10	11	3	1	1	3	1.14754997e+02	1.67000000e+02	2p5.3p1.1P_1
3526	14	96	10	12	3	2	1	5	1.14550003e+02	1.67000000e+02	2p5.3p1.1D_2
3527	14	96	10	13	3	1	3	1	1.14985001e+02	1.67000000e+02	2p5.3p1.3P_0
3528	14	96	10	14	3	1	3	3	1.15058998e+02	1.67000000e+02	2p5.3p1.3P_1
3529	14	96	10	15	3	0	1	1	1.19341003e+02	1.67000000e+02	2p5.3p1.1S_0
3530	14	96	10	16	3	1	3	1	1.26116997e+02	1.67000000e+02	2p5.3d1.3P_0
3531	14	96	10	17	3	1	3	3	1.26192001e+02	1.67000000e+02	2p5.3d1.3P_1
3532	14	96	10	18	3	1	3	5	1.26353996e+02	1.67000000e+02	2p5.3d1.3P_2
3533	14	96	10	19	3	3	3	9	1.26583000e+02	1.67000000e+02	2p5.3d1.3F_4
3534	14	96	10	20	3	3	3	7	1.26702003e+02	1.67000000e+02	2p5.3d1.3F_3
3535	14	96	10	21	3	3	3	5	1.26935997e+02	1.67000000e+02	2p5.3d1.3F_2
3536	14	96	10	22	3	3	1	7	1.27096001e+02	1.67000000e+02	2p5.3d1.1F_3
3537	14	96	10	23	3	2	1	5	1.27569000e+02	1.67000000e+02	2p5.3d1.1D_2
3538	14	96	10	24	3	2	3	3	1.27577003e+02	1.67000000e+02	2p5.3d1.3D_1
3539	14	96	10	25	3	2	3	7	1.27635002e+02	1.67000000e+02	2p5.3d1.3D_3
3540	14	96	10	26	3	2	3	5	1.27702003e+02	1.67000000e+02	2p5.3d1.3D_2
3541	14	96	10	27	3	1	1	3	1.28507004e+02	1.67000000e+02	2p5.3d1.1P_1
3542	14	96	10	29	3	0	3	3	1.54095993e+02	1.67000000e+02	2s1.2p6.3s1.3S_1
3543	14	96	10	30	3	0	1	1	1.56460007e+02	1.67000000e+02	2s1.2p6.3s1.1S_0
3544	14	96	10	31	3	1	3	1	1.63867996e+02	1.67000000e+02	2s1.2p6.3p1.3P_0
3545	14	96	10	32	3	1	3	3	1.63893005e+02	1.67000000e+02	2s1.2p6.3p1.3P_1
3546	14	96	10	33	3	1	3	5	1.63951004e+02	1.67000000e+02	2s1.2p6.3p1.3P_2
3547	14	96	10	34	3	1	1	3	1.64589996e+02	1.67000000e+02	2s1.2p6.3p1.1P_1
3548	14	96	10	35	3	2	3	3	1.76404999e+02	1.67000000e+02	2s1.2p6.3d1.3D_1
3549	14	96	10	36	3	2	3	5	1.76408997e+02	1.67000000e+02	2s1.2p6.3d1.3D_2
3550	14	96	10	37	3	2	3	7	1.76416000e+02	1.67000000e+02	2s1.2p6.3d1.3D_3
3551	14	96	10	38	3	2	1	5	1.76968994e+02	1.67000000e+02	2s1.2p6.3d1.1D_2
3552	14	96	10	39	3	0	3	3	1.85217004e+03	1.67000000e+02	1s1.2s2.2p6.3s1.3S_1
3553	14	96	10	40	3	0	1	1	1.85333997e+03	1.67000000e+02	1s1.2s2.2p6.3s1.1S_0
3554	14	96	10	41	3	1	3	1	1.86207996e+03	1.67000000e+02	1s1.2s2.2p6.3p1.3P_0
3555	14	96	10	42	3	1	3	3	1.86210999e+03	1.67000000e+02	1s1.2s2.2p6.3p1.3P_1
3556	14	96	10	43	3	1	3	5	1.86216003e+03	1.67000000e+02	1s1.2s2.2p6.3p1.3P_2
3557	14	96	10	44	3	1	1	3	1.86280005e+03	1.67000000e+02	1s1.2s2.2p6.3p1.1P_1
3558	14	96	10	46	2	0	2	4	1.67000000e+02	1.67000000e+02	continuum
3559	14	96	10	28	12	0	1	4	1.65839996e+02	1.67000000e+02	superlevel
3560	14	96	10	45	1	0	0	1	1.92371997e+03	-1.75671997e+03	superlevel_[K]
