	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	Einstein A Coefficient
23382	14	102	2	1	1.000000e+10	0.000000e+00	1.000000e+10
23383	14	102	3	1	5.809070e+02	5.173000e-05	3.408000e+05
23384	14	102	3	2	4.269830e+04	0.000000e+00	2.309000e-01
23385	14	102	4	1	5.639570e+02	0.000000e+00	2.410000e-01
23386	14	102	4	2	1.330490e+04	0.000000e+00	1.018000e-05
23387	14	102	4	3	1.932740e+04	0.000000e+00	1.867000e+00
23388	14	102	5	1	3.033240e+02	2.652000e-01	6.410000e+09
23389	14	102	6	3	3.682880e+02	1.014000e-01	4.984000e+09
23390	14	102	6	5	8.772600e+02	6.297000e-05	5.458000e+05
23391	14	102	7	2	3.614120e+02	1.034000e-01	1.760000e+09
23392	14	102	7	3	3.644970e+02	7.679000e-02	1.285000e+09
23393	14	102	7	4	3.715030e+02	1.254000e-01	2.021000e+09
23394	14	102	7	5	8.560520e+02	1.553000e-05	4.713000e+04
23395	14	102	8	3	3.586520e+02	1.304000e-01	1.352000e+09
23396	14	102	8	4	3.654330e+02	3.809000e-01	3.805000e+09
23397	14	102	8	5	8.244960e+02	8.842000e-04	1.735000e+06
23398	14	102	8	7	2.236640e+04	0.000000e+00	1.199000e+00
23399	14	102	9	1	2.019380e+02	0.000000e+00	4.498000e+03
23400	14	102	9	2	3.073140e+02	0.000000e+00	1.299000e+00
23401	14	102	9	3	3.095420e+02	1.413000e-04	1.967000e+06
23402	14	102	9	4	3.145800e+02	2.548000e-03	3.434000e+07
23403	14	102	9	5	6.041470e+02	2.969000e-01	1.085000e+09
23404	14	102	9	7	2.053080e+03	0.000000e+00	8.812000e+00
23405	14	102	9	8	2.260590e+03	0.000000e+00	1.970000e+01
23406	14	102	10	3	2.290350e+02	1.984000e-05	2.522000e+06
23407	14	102	10	4	2.317810e+02	0.000000e+00	1.026000e+01
23408	14	102	10	5	3.583200e+02	1.922000e-01	9.987000e+09
23409	14	102	10	7	6.162780e+02	0.000000e+00	3.857000e+02
23410	14	102	10	8	6.337400e+02	0.000000e+00	2.108000e+00
23411	14	102	10	9	8.806130e+02	0.000000e+00	1.431000e+02
23412	14	102	11	2	4.899800e+01	2.843000e-02	2.727000e+10
23413	14	102	11	3	4.905400e+01	8.489000e-02	8.130000e+10
23414	14	102	11	4	4.917900e+01	1.403000e-01	1.339000e+11
23415	14	102	11	5	5.316300e+01	5.120000e-05	4.250000e+07
23416	14	102	12	3	4.831700e+01	1.937000e-05	5.706000e+07
23417	14	102	12	5	5.229800e+01	3.368000e-02	8.615000e+10
23418	14	102	13	1	4.376300e+01	4.557000e-01	5.332000e+11
23419	14	102	13	6	5.430700e+01	4.395000e-04	3.498000e+08
23420	14	102	13	7	5.439100e+01	2.739000e-04	2.175000e+08
23421	14	102	13	8	5.452300e+01	1.255000e-03	9.937000e+08
23422	14	102	13	9	5.587100e+01	1.982000e-02	1.512000e+10
23423	14	102	13	10	5.965600e+01	3.495000e-04	2.379000e+08
23424	14	102	14	7	-5.741300e+01	1.646000e-03	3.330000e+09
23425	14	102	15	1	-4.406900e+01	1.085000e-01	1.242000e+11
23426	14	102	15	6	-5.721500e+01	1.346000e-03	9.144000e+08
23427	14	102	15	7	-5.735700e+01	9.469000e-04	6.399000e+08
23428	14	102	15	8	-5.759100e+01	1.110000e-03	7.442000e+08
23429	14	102	15	9	-5.972200e+01	5.641000e-03	3.516000e+09
23430	14	102	15	10	-6.485300e+01	1.409000e-04	7.447000e+07
23431	14	102	16	7	-5.730700e+01	2.481000e-03	1.008000e+09
23432	14	102	16	8	-5.754100e+01	6.630000e-03	2.671000e+09
23433	14	102	16	9	-5.966800e+01	3.196000e-05	1.198000e+07
23434	14	102	17	2	-4.699600e+01	7.291000e-01	7.339000e+11
23435	14	102	17	3	-4.707700e+01	5.446000e-01	5.464000e+11
23436	14	102	17	4	-4.724900e+01	3.607000e-02	3.592000e+10
23437	14	102	17	5	-5.154500e+01	3.482000e-04	2.913000e+08
23438	14	102	18	3	4.629800e+01	1.634000e+00	1.033000e+12
23439	14	102	18	4	4.640900e+01	5.409000e-01	3.410000e+11
23440	14	102	18	5	4.994100e+01	4.431000e-04	2.445000e+08
23441	14	102	19	4	4.639900e+01	3.027000e+00	1.364000e+12
23442	14	102	20	3	4.568000e+01	3.992000e-04	2.577000e+08
23443	14	102	20	4	4.578800e+01	4.742000e-05	3.052000e+07
23444	14	102	20	5	4.922200e+01	1.482000e+00	8.358000e+11
23445	14	102	21	3	4.282600e+01	1.020000e-01	3.732000e+11
23446	14	102	21	5	4.592400e+01	3.793000e-04	1.223000e+09
23447	14	102	22	3	-4.151200e+01	2.219000e-04	8.590000e+08
23448	14	102	22	5	-4.496400e+01	1.266000e-01	4.176000e+11
23449	14	102	23	4	4.329000e+01	3.821000e-01	1.959000e+11
23450	14	102	24	7	-5.288100e+01	6.456000e-02	1.540000e+11
23451	14	102	25	7	-4.833000e+01	2.883000e-01	8.232000e+11
23452	14	102	26	19	-4.534310e+02	1.280000e-02	4.614000e+07
23453	14	102	26	23	-1.521130e+03	6.640000e-01	2.127000e+08
23454	14	102	27	2	-4.386200e+01	1.091000e-02	1.261000e+10
23455	14	102	27	3	-4.394400e+01	2.508000e-02	2.887000e+10
23456	14	102	27	4	-4.406900e+01	2.003000e-05	2.293000e+07
23457	14	102	27	5	-4.779800e+01	2.142000e-01	2.084000e+11
23458	14	102	28	2	-4.365600e+01	8.934000e-02	1.042000e+11
23459	14	102	28	3	-4.373800e+01	3.245000e-02	3.771000e+10
23460	14	102	28	4	-4.386200e+01	3.430000e-03	3.964000e+09
23461	14	102	28	5	-4.754900e+01	5.587000e-02	5.494000e+10
23462	14	102	29	2	4.290700e+01	5.090000e-02	6.185000e+10
23463	14	102	29	3	4.295000e+01	1.187000e-01	1.439000e+11
23464	14	102	29	4	4.304600e+01	5.639000e-02	6.817000e+10
23465	14	102	29	5	4.606700e+01	6.374000e-03	6.808000e+09
23466	14	102	30	2	4.272900e+01	6.144000e-02	7.523000e+10
23467	14	102	30	3	4.277200e+01	4.046000e-02	4.945000e+10
23468	14	102	30	4	4.286700e+01	1.979000e-01	2.411000e+11
23469	14	102	30	5	4.586200e+01	2.922000e-04	3.146000e+08
23470	14	102	31	3	-4.365600e+01	2.196000e-01	1.537000e+11
23471	14	102	31	4	-4.382000e+01	4.624000e-02	3.212000e+10
23472	14	102	31	5	-4.749100e+01	1.637000e-03	9.681000e+08
23473	14	102	32	3	4.273100e+01	1.046000e-01	7.681000e+10
23474	14	102	32	4	4.282500e+01	4.017000e-01	2.940000e+11
23475	14	102	32	5	4.581500e+01	8.363000e-03	5.410000e+09
23476	14	102	33	3	4.236800e+01	1.128000e-03	8.386000e+08
23477	14	102	33	4	4.246100e+01	2.945000e-03	2.181000e+09
23478	14	102	33	5	4.539800e+01	8.435000e-01	5.530000e+11
23479	14	102	34	1	-4.129100e+01	9.864999e-04	1.286000e+09
23480	14	102	34	6	-5.267200e+01	6.638000e-02	5.319000e+10
23481	14	102	34	7	-5.279100e+01	4.771000e-02	3.806000e+10
23482	14	102	34	8	-5.299000e+01	8.186000e-02	6.481000e+10
23483	14	102	34	9	-5.478800e+01	4.031000e-04	2.986000e+08
23484	14	102	34	10	-5.907700e+01	1.812000e-04	1.155000e+08
23485	14	102	35	1	4.047200e+01	4.340000e-02	5.899000e+10
23486	14	102	35	6	4.933000e+01	3.036000e-04	2.890000e+08
23487	14	102	35	7	4.939900e+01	6.933000e-04	6.588000e+08
23488	14	102	35	8	4.950900e+01	8.758000e-06	8.298000e+06
23489	14	102	35	9	5.061700e+01	1.762000e-01	1.613000e+11
23490	14	102	35	10	5.370400e+01	5.363000e-02	4.426000e+10
23491	14	102	36	1	-3.874400e+01	4.891000e-04	7.244000e+08
23492	14	102	36	6	-4.860300e+01	1.144000e+00	1.077000e+12
23493	14	102	36	7	-4.870400e+01	5.006000e-01	4.692000e+11
23494	14	102	36	8	-4.887300e+01	4.843000e-03	4.508000e+09
23495	14	102	36	9	-5.039900e+01	7.269000e-04	6.362000e+08
23496	14	102	36	10	-5.400500e+01	1.953000e-03	1.489000e+09
23497	14	102	37	1	3.909000e+01	8.667000e-05	1.244000e+08
23498	14	102	37	6	4.729100e+01	8.441000e-02	8.563000e+10
23499	14	102	37	7	4.735400e+01	4.242000e-01	4.295000e+11
23500	14	102	37	8	4.745500e+01	3.981000e-01	4.019000e+11
23501	14	102	37	9	4.847200e+01	1.846000e-03	1.803000e+09
23502	14	102	37	10	5.129600e+01	9.260000e-04	8.171000e+08
23503	14	102	38	1	-3.786100e+01	3.938000e-02	6.107000e+10
23504	14	102	38	6	-4.719200e+01	3.199000e-03	3.194000e+09
23505	14	102	38	7	-4.728800e+01	1.483000e-03	1.474000e+09
23506	14	102	38	8	-4.744700e+01	1.004000e-10	9.914000e+01
23507	14	102	38	9	-4.888400e+01	5.310000e-02	4.940000e+10
