	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	Einstein A Coefficient
23508	14	102	38	10	-5.226900e+01	1.117000e+00	9.090000e+11
23509	14	102	39	7	5.041000e+01	8.709000e-02	4.767000e+10
23510	14	102	39	8	5.052400e+01	2.484000e-01	1.356000e+11
23511	14	102	39	9	5.167900e+01	1.540000e-03	8.120000e+08
23512	14	102	40	7	-4.964000e+01	2.514000e-03	1.361000e+09
23513	14	102	40	8	-4.981600e+01	1.120000e-02	6.021000e+09
23514	14	102	40	9	-5.140800e+01	1.715000e-01	8.658000e+10
23515	14	102	41	7	4.811100e+01	3.043000e-02	1.801000e+10
23516	14	102	41	8	4.821400e+01	9.520000e-03	5.618000e+09
23517	14	102	41	9	4.926500e+01	7.013000e-01	4.002000e+11
23518	14	102	42	7	4.760500e+01	2.444000e+00	1.471000e+12
23519	14	102	42	8	4.770700e+01	1.641000e-01	9.848000e+10
23520	14	102	42	9	4.873500e+01	2.275000e-03	1.320000e+09
23521	14	102	43	7	4.738700e+01	4.419000e-05	2.681000e+07
23522	14	102	43	8	4.748800e+01	1.585000e+00	9.588000e+11
23523	14	102	43	9	4.850700e+01	3.067000e-02	1.795000e+10
23524	14	102	44	8	-4.967200e+01	3.733000e-02	1.441000e+10
23525	14	102	44	9	-5.124900e+01	7.095000e-03	2.574000e+09
23526	14	102	45	8	4.765300e+01	3.929000e+00	1.686000e+12
23527	14	102	45	9	4.867900e+01	2.749000e-03	1.141000e+09
23528	14	102	46	8	4.690500e+01	8.034000e-03	3.517000e+09
23529	14	102	46	9	4.789900e+01	5.253000e+00	2.225000e+12
23530	14	102	48	7	7.037400e+00	7.310000e-03	9.860000e+11
23531	14	102	49	1	6.821400e+00	1.810000e-03	8.670000e+10
23532	14	102	49	6	7.034600e+00	7.670000e-03	3.450000e+11
23533	14	102	49	7	7.036000e+00	5.580000e-03	2.510000e+11
23534	14	102	49	8	7.038400e+00	8.970000e-03	4.030000e+11
23535	14	102	49	9	7.063100e+00	3.940000e-06	1.750000e+08
23536	14	102	49	10	7.121800e+00	3.080000e-08	1.350000e+06
23537	14	102	50	7	7.032900e+00	9.820000e-03	2.650000e+11
23538	14	102	50	8	7.035200e+00	2.790000e-02	7.520000e+11
23539	14	102	50	9	7.059900e+00	8.650000e-05	2.320000e+09
23540	14	102	51	2	6.885200e+00	7.460000e-05	3.510000e+09
23541	14	102	51	3	6.886400e+00	2.200000e-04	1.030000e+10
23542	14	102	51	4	6.888900e+00	2.300000e-05	1.080000e+09
23543	14	102	51	5	6.965800e+00	2.770000e-10	1.270000e+04
23544	14	102	52	3	6.884800e+00	4.110000e-07	1.160000e+07
23545	14	102	52	4	6.887300e+00	3.110000e-04	8.760001e+09
23546	14	102	52	5	6.964200e+00	2.220000e-09	6.110000e+04
23547	14	102	53	4	6.885000e+00	5.410000e-04	1.090000e+10
23548	14	102	54	1	6.781800e+00	7.180000e-01	3.480000e+13
23549	14	102	54	6	6.992500e+00	8.890000e-06	4.050000e+08
23550	14	102	54	7	6.993900e+00	2.650000e-05	1.210000e+09
23551	14	102	54	8	6.996200e+00	1.350000e-04	6.140000e+09
23552	14	102	54	9	7.020600e+00	3.930000e-02	1.770000e+12
23553	14	102	54	10	7.078700e+00	2.310000e-03	1.030000e+11
23554	14	102	55	3	6.801000e+00	3.520000e-01	5.090000e+13
23555	14	102	55	5	6.878500e+00	2.300000e-06	3.240000e+08
23556	14	102	56	2	6.798000e+00	3.780000e-02	1.820000e+12
23557	14	102	56	3	6.799200e+00	4.280000e-01	2.060000e+13
23558	14	102	56	4	6.801600e+00	3.210000e-01	1.540000e+13
23559	14	102	56	5	6.876600e+00	7.500000e-05	3.530000e+09
23560	14	102	57	3	6.797100e+00	1.400000e-01	4.050000e+12
23561	14	102	57	4	6.799500e+00	1.470000e+00	4.250000e+13
23562	14	102	57	5	6.874400e+00	1.790000e-04	5.070000e+09
23563	14	102	58	4	6.802600e+00	8.340000e-01	1.720000e+13
23564	14	102	59	2	6.799900e+00	5.260000e-01	2.530000e+13
23565	14	102	59	3	6.801000e+00	7.620000e-04	3.670000e+10
23566	14	102	59	4	6.803400e+00	1.060000e-01	5.090000e+12
23567	14	102	59	5	6.878400e+00	3.370000e-05	1.580000e+09
23568	14	102	60	3	6.800800e+00	7.550000e-01	2.180000e+13
23569	14	102	60	4	6.803200e+00	4.810000e-03	1.390000e+11
23570	14	102	60	5	6.878200e+00	1.300000e-04	3.670000e+09
23571	14	102	61	2	6.759200e+00	3.570000e-02	1.740000e+12
23572	14	102	61	3	6.760300e+00	1.150000e-01	5.590000e+12
23573	14	102	61	4	6.762700e+00	2.130000e-01	1.040000e+13
23574	14	102	61	5	6.836800e+00	6.010000e-04	2.860000e+10
23575	14	102	62	3	6.747200e+00	1.000000e-03	2.930000e+10
23576	14	102	62	4	6.749600e+00	8.810000e-03	2.580000e+11
23577	14	102	62	5	6.823400e+00	5.580000e-01	1.600000e+13
23578	14	102	63	7	6.878200e+00	1.300000e-04	3.670000e+09
23579	14	102	63	8	6.880400e+00	3.190000e-04	8.990000e+09
23580	14	102	63	9	6.904000e+00	2.060000e-07	5.760000e+06
23581	14	102	64	3	6.745300e+00	1.660000e-02	2.430000e+12
23582	14	102	64	5	6.821500e+00	7.960000e-04	1.140000e+11
23583	14	102	65	2	6.742800e+00	9.040000e-03	4.430000e+11
23584	14	102	65	3	6.743900e+00	5.900000e-03	2.890000e+11
23585	14	102	65	4	6.746300e+00	3.590000e-02	1.760000e+12
23586	14	102	65	5	6.820000e+00	1.260000e-03	6.020000e+10
23587	14	102	66	3	6.741500e+00	1.230000e-02	3.610000e+11
23588	14	102	66	4	6.743900e+00	4.720000e-02	1.390000e+12
23589	14	102	66	5	6.817600e+00	3.890000e-02	1.120000e+12
23590	14	102	67	2	6.711900e+00	9.570000e-05	4.730000e+09
23591	14	102	67	3	6.713000e+00	1.870000e-05	9.250000e+08
23592	14	102	67	4	6.715400e+00	1.190000e-05	5.890000e+08
23593	14	102	67	5	6.788400e+00	1.100000e+00	5.320000e+13
23594	14	102	68	3	6.707200e+00	5.310000e-06	7.880000e+08
23595	14	102	68	5	6.782500e+00	1.240000e-01	1.790000e+13
23596	14	102	69	1	6.620000e+00	7.060000e-06	3.590000e+08
23597	14	102	69	6	6.820600e+00	2.130000e-01	1.020000e+13
23598	14	102	69	7	6.821900e+00	1.320000e-01	6.320000e+12
23599	14	102	69	8	6.824100e+00	8.300000e-03	3.960000e+11
23600	14	102	69	9	6.847300e+00	3.380000e-04	1.610000e+10
23601	14	102	69	10	6.902500e+00	3.220000e-05	1.500000e+09
23602	14	102	70	7	6.821900e+00	4.700000e-01	1.350000e+13
23603	14	102	70	8	6.824100e+00	1.170000e-01	3.360000e+12
23604	14	102	70	9	6.847300e+00	8.380000e-04	2.390000e+10
23605	14	102	71	8	6.823900e+00	8.180000e-01	1.680000e+13
23606	14	102	71	9	6.847200e+00	4.190000e-03	8.520000e+10
23607	14	102	72	1	6.603700e+00	5.430000e-06	2.770000e+08
23608	14	102	72	6	6.803400e+00	1.780000e-01	8.570000e+12
23609	14	102	72	7	6.804600e+00	5.250000e-01	2.520000e+13
23610	14	102	72	8	6.806900e+00	7.640000e-01	3.670000e+13
23611	14	102	72	9	6.830000e+00	1.170000e-03	5.580000e+10
23612	14	102	72	10	6.884900e+00	1.040000e-04	4.890000e+09
23613	14	102	73	7	6.786200e+00	1.970000e-02	5.720000e+11
23614	14	102	73	8	6.788400e+00	1.400000e-01	4.060000e+12
23615	14	102	73	9	6.811400e+00	1.430000e+00	4.110000e+13
23616	14	102	74	7	6.782500e+00	1.130000e-01	1.640000e+13
23617	14	102	75	1	6.582600e+00	5.530000e-08	2.840000e+06
23618	14	102	75	6	6.781000e+00	8.150000e-02	3.940000e+12
23619	14	102	75	7	6.782200e+00	6.610000e-02	3.200000e+12
23620	14	102	75	8	6.784400e+00	1.960000e-01	9.480001e+12
23621	14	102	75	9	6.807400e+00	5.320000e-04	2.560000e+10
23622	14	102	75	10	6.861900e+00	3.510000e-04	1.660000e+10
23623	14	102	76	7	6.781100e+00	9.160000e-02	2.660000e+12
23624	14	102	76	8	6.783300e+00	3.180000e-01	9.240000e+12
23625	14	102	76	9	6.806300e+00	3.830000e-01	1.100000e+13
23626	14	102	77	1	6.548500e+00	1.090000e-03	5.660000e+10
23627	14	102	77	6	6.744800e+00	6.310000e-07	3.080000e+07
23628	14	102	77	7	6.746100e+00	1.620000e-04	7.900000e+09
23629	14	102	77	8	6.748200e+00	1.790000e-04	8.730000e+09
23630	14	102	77	9	6.770900e+00	5.790000e-01	2.810000e+13
23631	14	102	77	10	6.824900e+00	4.930000e-01	2.360000e+13
