	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	Einstein A Coefficient
21782	14	98	2	1	2.481400e+04	0.000000e+00	1.520000e+00
21783	14	98	3	1	1.796950e+04	0.000000e+00	2.190000e-05
21784	14	98	3	2	6.514650e+04	0.000000e+00	2.020000e-01
21785	14	98	4	1	2.147310e+03	0.000000e+00	1.310000e+01
21786	14	98	4	2	2.350740e+03	0.000000e+00	3.380000e+00
21787	14	98	4	3	2.438740e+03	0.000000e+00	4.240000e-04
21788	14	98	5	1	1.006630e+03	0.000000e+00	6.550000e-02
21789	14	98	5	2	1.049200e+03	0.000000e+00	1.380000e+02
21790	14	98	5	4	1.894970e+03	0.000000e+00	3.260000e+00
21791	14	98	6	1	2.753530e+02	6.930000e-01	1.280000e+10
21792	14	98	6	2	2.784430e+02	2.290000e-01	4.130000e+09
21793	14	98	6	4	3.158550e+02	1.700000e-03	2.400000e+07
21794	14	98	7	1	2.726380e+02	2.340000e-01	7.330000e+09
21795	14	98	7	2	2.756670e+02	1.390000e-01	4.250000e+09
21796	14	98	7	3	2.768390e+02	1.840000e-01	5.590000e+09
21797	14	98	7	4	3.122890e+02	0.000000e+00	1.620000e+06
21798	14	98	7	5	3.739080e+02	0.000000e+00	5.200000e+06
21799	14	98	8	2	2.741740e+02	1.860000e-01	1.730000e+10
21800	14	98	9	1	1.977650e+02	2.600000e-03	1.620000e+08
21801	14	98	9	2	1.993540e+02	0.000000e+00	3.680000e+06
21802	14	98	9	3	1.999660e+02	0.000000e+00	9.580000e+06
21803	14	98	9	4	2.178270e+02	1.192000e+00	6.080000e+10
21804	14	98	9	5	2.461180e+02	1.030000e-01	4.280000e+09
21805	14	98	10	7	2.073520e+02	0.000000e+00	4.660000e+07
21806	14	98	10	9	2.911990e+02	6.390000e-01	5.620000e+10
21807	14	98	12	1	7.067100e+00	7.530000e-01	2.020000e+13
21808	14	98	12	2	7.069000e+00	2.520000e-01	6.750000e+12
21809	14	98	12	4	7.091400e+00	2.160000e-03	5.760000e+10
21810	14	98	13	1	7.064800e+00	2.540000e-01	1.130000e+13
21811	14	98	13	2	7.066700e+00	1.510000e-01	6.740000e+12
21812	14	98	13	3	7.067500e+00	2.010000e-01	9.010000e+12
21813	14	98	13	4	7.089200e+00	8.990000e-04	4.000000e+10
21814	14	98	13	5	7.113400e+00	8.240000e-07	3.640000e+07
21815	14	98	13	10	7.529800e+00	1.910000e-05	7.520000e+08
21816	14	98	14	2	7.065500e+00	2.020000e-01	2.700000e+13
21817	14	98	15	1	7.035000e+00	7.260000e-04	3.280000e+10
21818	14	98	15	2	7.036900e+00	4.700000e-04	2.120000e+10
21819	14	98	15	3	7.037700e+00	9.590000e-08	4.330000e+06
21820	14	98	15	4	7.059200e+00	1.050000e+00	4.690000e+13
21821	14	98	15	5	7.083200e+00	1.910000e-01	8.490000e+12
21822	14	98	15	10	7.496000e+00	7.480000e-03	2.970000e+11
21823	14	98	16	6	7.062200e+00	5.040000e-01	2.260000e+13
21824	14	98	16	7	7.064000e+00	3.020000e-01	1.350000e+13
21825	14	98	16	8	7.064900e+00	1.010000e-01	4.500000e+12
21826	14	98	16	9	7.138700e+00	8.870000e-05	3.890000e+09
21827	14	98	17	7	7.015000e+00	9.120000e-05	1.240000e+10
21828	14	98	17	9	7.088600e+00	3.030000e-01	4.050000e+13
