	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
3985	14	104	2	1	1	0	1	1	0.00000000e+00	2.43800000e+03	1s2.1S_0
3986	14	104	2	2	2	0	3	3	1.83942334e+03	2.43800000e+03	1s1.2s1.3S_1
3987	14	104	2	3	2	1	3	1	1.85353455e+03	2.43800000e+03	1s1.2p1.3P_0
3988	14	104	2	4	2	1	3	3	1.85375586e+03	2.43800000e+03	1s1.2p1.3P_1
3989	14	104	2	5	2	1	3	5	1.85464185e+03	2.43800000e+03	1s1.2p1.3P_2
3990	14	104	2	6	2	0	1	1	1.85464966e+03	2.43800000e+03	1s1.2s1.1S_0
3991	14	104	2	7	2	1	1	3	1.86497595e+03	2.43800000e+03	1s1.2p1.1P_1
3992	14	104	2	8	3	0	3	3	2.17551855e+03	2.43800000e+03	1s1.3s1.3S_1
3993	14	104	2	9	3	1	3	1	2.17939844e+03	2.43800000e+03	1s1.3p1.3P_0
3994	14	104	2	10	3	1	3	3	2.17946533e+03	2.43800000e+03	1s1.3p1.3P_1
3995	14	104	2	11	3	1	3	5	2.17972827e+03	2.43800000e+03	1s1.3p1.3P_2
3996	14	104	2	12	3	0	1	1	2.17953955e+03	2.43800000e+03	1s1.3s1.1S_0
3997	14	104	2	13	3	2	3	3	2.18187500e+03	2.43800000e+03	1s1.3d1.3D_1
3998	14	104	2	14	3	2	3	5	2.18187842e+03	2.43800000e+03	1s1.3d1.3D_2
3999	14	104	2	15	3	2	3	7	2.18197998e+03	2.43800000e+03	1s1.3d1.3D_3
4000	14	104	2	16	3	2	1	5	2.18207349e+03	2.43800000e+03	1s1.3d1.1D_2
4001	14	104	2	17	3	1	1	3	2.18254688e+03	2.43800000e+03	1s1.3p1.1P_1
4002	14	104	2	18	4	0	3	3	2.29115308e+03	2.43800000e+03	1s1.4s1.3S_1
4003	14	104	2	19	4	1	3	1	2.29275464e+03	2.43800000e+03	1s1.4p1.3P_0
4004	14	104	2	20	4	1	3	3	2.29278320e+03	2.43800000e+03	1s1.4p1.3P_1
4005	14	104	2	21	4	1	3	5	2.29289380e+03	2.43800000e+03	1s1.4p1.3P_2
4006	14	104	2	22	4	0	1	1	2.29278247e+03	2.43800000e+03	1s1.4s1.1S_0
4007	14	104	2	23	4	2	3	3	2.29377979e+03	2.43800000e+03	1s1.4d1.3D_1
4008	14	104	2	24	4	2	3	5	2.29377979e+03	2.43800000e+03	1s1.4d1.3D_2
4009	14	104	2	25	4	2	3	7	2.29382324e+03	2.43800000e+03	1s1.4d1.3D_3
4010	14	104	2	26	4	2	1	5	2.29386279e+03	2.43800000e+03	1s1.4d1.1D_2
4011	14	104	2	27	4	3	3	7	2.29388843e+03	2.43800000e+03	1s1.4f1.3F_3
4012	14	104	2	28	4	3	3	9	2.29388843e+03	2.43800000e+03	1s1.4f1.3F_4
4013	14	104	2	29	4	3	3	5	2.29388843e+03	2.43800000e+03	1s1.4f1.3F_2
4014	14	104	2	30	4	3	1	7	2.29388843e+03	2.43800000e+03	1s1.4f1.1F_3
4015	14	104	2	31	4	1	1	3	2.29404761e+03	2.43800000e+03	1s1.4p1.1P_1
4016	14	104	2	32	5	0	3	3	2.34424609e+03	2.43800000e+03	1s1.5s1.3S_1
4017	14	104	2	33	5	1	3	1	2.34505566e+03	2.43800000e+03	1s1.5p1.3P_0
4018	14	104	2	34	5	1	3	3	2.34507031e+03	2.43800000e+03	1s1.5p1.3P_1
4019	14	104	2	35	5	1	3	5	2.34512695e+03	2.43800000e+03	1s1.5p1.3P_2
