	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	Einstein A Coefficient
21982	14	100	2	1	3.929240e+04	0.000000e+00	3.030000e-01
21983	14	100	3	2	2.584650e+04	0.000000e+00	7.910000e-01
21984	14	100	4	1	1.889430e+03	0.000000e+00	1.030000e-03
21985	14	100	4	2	1.984880e+03	0.000000e+00	8.120000e+00
21986	14	100	4	3	2.149990e+03	0.000000e+00	1.930000e+01
21987	14	100	5	2	9.500820e+02	0.000000e+00	2.070000e+02
21988	14	100	5	3	9.863380e+02	0.000000e+00	1.060000e-01
21989	14	100	5	4	1.822390e+03	0.000000e+00	2.870000e+00
21990	14	100	6	2	6.746500e+02	2.230000e-05	5.480000e+04
21991	14	100	6	3	6.927310e+02	5.950000e-05	1.380000e+05
21992	14	100	6	4	1.022030e+03	8.900000e-08	8.160000e+01
21993	14	100	7	2	3.451240e+02	1.840000e-01	2.070000e+09
21994	14	100	7	3	3.497940e+02	3.690000e-02	4.050000e+08
21995	14	100	7	4	4.177630e+02	1.400000e-04	1.060000e+06
21996	14	100	8	1	3.419490e+02	8.310000e-02	1.590000e+09
21997	14	100	8	2	3.449510e+02	4.870000e-02	9.150000e+08
21998	14	100	8	3	3.496170e+02	1.960000e-03	3.580000e+07
21999	14	100	8	4	4.175100e+02	7.170000e-05	8.990000e+05
22000	14	100	8	5	5.415880e+02	7.650000e-05	6.080000e+05
22001	14	100	9	3	3.498730e+02	3.030000e-01	2.380000e+09
22002	14	100	9	4	4.178740e+02	9.700000e-04	5.220000e+06
22003	14	100	10	2	2.928000e+02	8.890000e-02	6.920000e+09
22004	14	100	11	1	2.906900e+02	8.260000e-02	2.180000e+09
22005	14	100	11	2	2.928560e+02	7.980000e-02	2.070000e+09
22006	14	100	11	3	2.962130e+02	1.030000e-01	2.620000e+09
22007	14	100	11	4	3.435440e+02	3.450000e-04	6.400000e+06
22008	14	100	11	5	4.233520e+02	2.150000e-04	2.760000e+06
22009	14	100	12	2	2.927630e+02	8.940000e-02	1.390000e+09
22010	14	100	12	3	2.961170e+02	3.510000e-01	5.350000e+09
22011	14	100	12	4	3.434160e+02	1.340000e-04	1.490000e+06
22012	14	100	13	2	2.283840e+02	1.130000e-04	3.090000e+06
