	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	Einstein A Coefficient
22013	14	100	13	3	2.304200e+02	2.330000e-03	6.240000e+07
22014	14	100	13	4	2.580800e+02	9.560000e-01	2.030000e+10
22015	14	100	14	1	2.237420e+02	9.750000e-02	4.620000e+09
22016	14	100	14	2	2.250240e+02	2.960000e-01	1.380000e+10
22017	14	100	14	3	2.270000e+02	5.130000e-01	2.360000e+10
22018	14	100	14	4	2.537970e+02	3.670000e-04	1.340000e+07
22019	14	100	14	5	2.948610e+02	2.560000e-04	7.270000e+06
22020	14	100	15	1	2.029400e+02	1.640000e-05	9.320000e+05
22021	14	100	15	2	2.039940e+02	1.680000e-03	9.490000e+07
22022	14	100	15	3	2.056170e+02	1.280000e-04	7.080000e+06
22023	14	100	15	4	2.273610e+02	6.140000e-01	2.770000e+10
22024	14	100	15	5	2.597700e+02	1.820000e-01	6.520000e+09
22025	14	100	16	6	1.908420e+02	1.660000e-04	6.680000e+06
22026	14	100	16	7	2.614600e+02	1.580000e-01	3.280000e+09
22027	14	100	16	8	2.615590e+02	1.230000e-02	2.550000e+08
22028	14	100	16	9	2.614160e+02	7.300000e-01	1.510000e+10
22029	14	100	16	11	3.023380e+02	7.720000e-02	1.210000e+09
22030	14	100	16	12	3.024380e+02	1.900000e-01	2.980000e+09
22031	14	100	16	13	4.266920e+02	2.120000e-03	1.530000e+07
22032	14	100	16	14	4.389390e+02	3.960000e-01	2.690000e+09
22033	14	100	16	15	5.494230e+02	6.660000e-04	2.920000e+06
22034	14	100	17	6	1.892040e+02	4.840000e-05	3.290000e+06
22035	14	100	17	7	2.583950e+02	3.680000e-01	1.300000e+10
22036	14	100	17	8	2.584920e+02	1.400000e-01	4.960000e+09
22037	14	100	17	10	2.983070e+02	5.780000e-02	1.550000e+09
22038	14	100	17	11	2.982480e+02	3.080000e-02	8.260000e+08
22039	14	100	17	12	2.983450e+02	9.740000e-02	2.610000e+09
22040	14	100	17	13	4.185900e+02	4.430000e-05	5.530000e+05
22041	14	100	17	14	4.303700e+02	2.490000e-01	2.930000e+09
22042	14	100	17	15	5.360630e+02	1.030000e-03	7.910000e+06
22043	14	100	18	8	2.573090e+02	1.650000e-01	1.760000e+10
22044	14	100	18	11	2.966740e+02	6.510000e-02	5.300000e+09
22045	14	100	18	14	4.271000e+02	8.520000e-02	3.060000e+09
22046	14	100	18	15	5.309990e+02	4.320000e-05	1.010000e+06
22047	14	100	19	7	2.340790e+02	5.000000e-04	1.330000e+07
22048	14	100	19	8	2.341580e+02	2.350000e-05	6.260000e+05
22049	14	100	19	9	2.340440e+02	2.710000e-03	7.230000e+07
22050	14	100	19	11	2.663160e+02	3.310000e-04	6.930000e+06
22051	14	100	19	12	2.663940e+02	6.540000e-05	1.370000e+06
22052	14	100	19	13	3.582960e+02	1.140000e+00	1.240000e+10
22053	14	100	19	15	4.410200e+02	1.940000e-01	1.420000e+09
22054	14	100	20	8	1.896640e+02	2.020000e-05	4.070000e+06
22055	14	100	20	11	2.102250e+02	1.390000e-04	2.300000e+07
22056	14	100	20	14	2.682780e+02	1.630000e-03	1.590000e+08
22057	14	100	20	15	3.058720e+02	4.140000e-01	3.140000e+10
22058	14	100	21	2	-6.088300e+01	5.500000e-02	9.900000e+10
22059	14	100	21	17	-1.048930e+02	7.070000e-04	4.290000e+08
22060	14	100	22	1	6.160000e+01	5.360000e-02	3.230000e+10
22061	14	100	22	2	6.169700e+01	3.960000e-02	2.380000e+10
22062	14	100	22	3	6.184400e+01	6.990000e-02	4.180000e+10
22063	14	100	22	4	6.367600e+01	4.960000e-03	2.790000e+09
22064	14	100	22	5	6.598100e+01	9.140000e-04	4.840000e+08
22065	14	100	22	16	1.054170e+02	8.430000e-04	1.730000e+08
22066	14	100	22	17	1.059230e+02	5.080000e-04	1.030000e+08
22067	14	100	22	18	1.061230e+02	6.840000e-04	1.380000e+08
22068	14	100	22	19	1.106340e+02	1.560000e-04	2.850000e+07
22069	14	100	22	20	1.244260e+02	8.010000e-05	1.150000e+07
22070	14	100	23	2	6.150200e+01	6.830000e-02	2.480000e+10
22071	14	100	23	3	6.164900e+01	2.050000e-01	7.420000e+10
22072	14	100	23	4	6.346900e+01	9.750000e-04	3.310000e+08
22073	14	100	23	16	1.048510e+02	2.700000e-03	3.350000e+08
22074	14	100	23	17	1.053520e+02	8.660000e-04	1.060000e+08
22075	14	100	24	1	6.094400e+01	7.840000e-04	4.830000e+08
22076	14	100	24	2	6.103900e+01	1.210000e-03	7.450000e+08
22077	14	100	24	3	6.118300e+01	3.540000e-04	2.160000e+08
22078	14	100	24	4	6.297500e+01	2.260000e-01	1.300000e+11
22079	14	100	24	5	6.522900e+01	6.500000e-02	3.520000e+10
22080	14	100	24	16	1.035100e+02	9.340000e-05	1.990000e+07
22081	14	100	24	17	1.039990e+02	1.510000e-05	3.180000e+06
22082	14	100	24	19	1.085370e+02	3.520000e-03	6.690000e+08
22083	14	100	24	20	1.217790e+02	3.500000e-03	5.240000e+08
22084	14	100	25	2	-5.826800e+01	0.000000e+00	3.970000e+06
22085	14	100	25	3	-5.840100e+01	0.000000e+00	2.480000e+06
22086	14	100	25	4	-6.012600e+01	0.000000e+00	2.720000e+07
22087	14	100	25	7	-7.014000e+01	5.730000e-05	2.590000e+07
22088	14	100	25	8	-7.014300e+01	3.720000e-04	1.680000e+08
22089	14	100	25	10	-7.274800e+01	1.810000e-04	7.600000e+07
22090	14	100	25	11	-7.275400e+01	4.730000e-04	1.990000e+08
22091	14	100	25	12	-7.276400e+01	7.280000e-05	3.060000e+07
22092	14	100	25	13	-7.911500e+01	7.340000e-03	2.610000e+09
22093	14	100	25	14	-7.953500e+01	5.710000e-07	2.010000e+05
22094	14	100	25	15	-8.245300e+01	1.020000e-05	3.340000e+06
22095	14	100	25	21	-1.356740e+03	3.260000e-02	3.940000e+07
22096	14	100	25	22	-1.387870e+03	9.160000e-02	1.060000e+08
22097	14	100	25	23	-1.491490e+03	1.460000e-04	1.460000e+05
22098	14	100	25	24	-1.852500e+03	1.590000e-01	1.030000e+08
22099	14	100	26	2	-5.807100e+01	0.000000e+00	1.480000e+07
22100	14	100	26	3	-5.820300e+01	0.000000e+00	3.190000e+06
22101	14	100	26	4	-5.991600e+01	0.000000e+00	8.740000e+06
22102	14	100	26	6	-6.304700e+01	1.070000e-07	5.980000e+04
22103	14	100	26	7	-6.985500e+01	5.720000e-04	2.610000e+08
22104	14	100	26	8	-6.985700e+01	8.970000e-04	4.080000e+08
22105	14	100	26	10	-7.244100e+01	1.330000e-03	5.620000e+08
22106	14	100	26	11	-7.244700e+01	4.110000e-04	1.740000e+08
22107	14	100	26	12	-7.245700e+01	2.130000e-04	9.000000e+07
22108	14	100	26	13	-7.875200e+01	2.060000e-03	7.400000e+08
22109	14	100	26	14	-7.916800e+01	4.380000e-07	1.550000e+05
22110	14	100	26	15	-8.205800e+01	9.800000e-07	3.240000e+05
22111	14	100	26	21	-1.257360e+03	1.890000e-01	2.660000e+08
22112	14	100	26	22	-1.284050e+03	5.680000e-02	7.660000e+07
22113	14	100	26	23	-1.372250e+03	9.320000e-03	1.100000e+07
22114	14	100	26	24	-1.672050e+03	8.350000e-02	6.640000e+07
22115	14	100	27	1	-5.794000e+01	0.000000e+00	8.510000e+06
22116	14	100	27	2	-5.802700e+01	0.000000e+00	2.400000e+06
22117	14	100	27	3	-5.815800e+01	0.000000e+00	1.330000e+07
22118	14	100	27	6	-6.299500e+01	4.430000e-07	1.490000e+05
22119	14	100	27	7	-6.979100e+01	1.960000e-03	5.370000e+08
22120	14	100	27	8	-6.979300e+01	2.870000e-04	7.860000e+07
22121	14	100	27	9	-6.980500e+01	7.060000e-04	1.930000e+08
22122	14	100	27	11	-7.237700e+01	3.240000e-03	8.240000e+08
22123	14	100	27	12	-7.238800e+01	8.220000e-04	2.090000e+08
22124	14	100	27	13	-7.867000e+01	1.020000e-05	2.200000e+06
22125	14	100	27	14	-7.908600e+01	2.910000e-06	6.200000e+05
22126	14	100	27	15	-8.197000e+01	4.790000e-06	9.510000e+05
22127	14	100	27	22	-1.262680e+03	4.780000e-01	4.000000e+08
22128	14	100	27	23	-1.347870e+03	1.160000e-01	8.540000e+07
22129	14	100	27	24	-1.635990e+03	5.820000e-03	2.900000e+06
22130	14	100	28	2	-5.788200e+01	0.000000e+00	7.980000e+06
22131	14	100	28	3	-5.801300e+01	0.000000e+00	1.600000e+07
22132	14	100	28	4	-5.971500e+01	0.000000e+00	7.020000e+04
22133	14	100	28	6	-6.282400e+01	2.330000e-06	5.620000e+05
22134	14	100	28	7	-6.958200e+01	2.360000e-04	4.640000e+07
22135	14	100	28	9	-6.959600e+01	3.540000e-03	6.970000e+08
22136	14	100	28	12	-7.216200e+01	6.010000e-03	1.100000e+09
22137	14	100	28	13	-7.840400e+01	5.220000e-06	8.100000e+05
22138	14	100	28	23	-1.273890e+03	8.460000e-01	4.970000e+08
22139	14	100	29	3	-5.774900e+01	0.000000e+00	1.670000e+05
22140	14	100	29	4	-5.943600e+01	0.000000e+00	7.330000e+05
22141	14	100	29	6	-6.251500e+01	3.260000e-06	1.850000e+06
22142	14	100	29	7	-6.920300e+01	1.920000e-04	8.890000e+07
22143	14	100	29	8	-6.920500e+01	9.380000e-05	4.360000e+07
22144	14	100	29	10	-7.174000e+01	1.580000e-03	6.810000e+08
22145	14	100	29	11	-7.174500e+01	5.010000e-03	2.160000e+09
22146	14	100	29	12	-7.175500e+01	7.670000e-03	3.310000e+09
22147	14	100	29	13	-7.792400e+01	2.600000e-04	9.510000e+07
22148	14	100	29	21	-1.074960e+03	5.330000e-02	1.020000e+08
22149	14	100	29	22	-1.094410e+03	1.410000e-01	2.620000e+08
22150	14	100	29	23	-1.157840e+03	1.450000e-01	2.410000e+08
22151	14	100	29	24	-1.364220e+03	2.020000e-02	2.420000e+07
22152	14	100	30	3	-5.729100e+01	0.000000e+00	1.480000e+07
22153	14	100	30	4	-5.895100e+01	0.000000e+00	1.470000e+05
22154	14	100	30	8	-6.854800e+01	1.580000e-03	2.240000e+09
22155	14	100	30	11	-7.104000e+01	1.580000e-04	2.090000e+08
22156	14	100	30	14	-7.749100e+01	1.230000e-04	1.370000e+08
22157	14	100	30	15	-8.025800e+01	2.660000e-05	2.750000e+07
22158	14	100	30	22	-9.504010e+02	1.750000e-01	1.290000e+09
22159	14	100	30	24	-1.147490e+03	1.490000e-03	7.560000e+06
22160	14	100	31	2	-5.709900e+01	0.000000e+00	2.980000e+06
22161	14	100	31	3	-5.722600e+01	0.000000e+00	1.130000e+07
22162	14	100	31	4	-5.888200e+01	0.000000e+00	1.620000e+05
22163	14	100	31	6	-6.190300e+01	1.930000e-07	1.120000e+05
22164	14	100	31	7	-6.845300e+01	3.350000e-03	1.590000e+09
22165	14	100	31	8	-6.845500e+01	1.320000e-03	6.270000e+08
22166	14	100	31	10	-7.093400e+01	1.200000e-05	5.320000e+06
22167	14	100	31	11	-7.094000e+01	1.620000e-07	7.150000e+04
22168	14	100	31	12	-7.094900e+01	7.140000e-04	3.150000e+08
22169	14	100	31	13	-7.697400e+01	5.340000e-06	2.000000e+06
22170	14	100	31	14	-7.737200e+01	3.850000e-04	1.430000e+08
22171	14	100	31	15	-8.013000e+01	5.190000e-06	1.800000e+06
22172	14	100	31	21	-9.186470e+02	1.420000e-01	3.740000e+08
22173	14	100	31	22	-9.328120e+02	1.070000e-01	2.730000e+08
22174	14	100	31	23	-9.785040e+02	2.730000e-01	6.330000e+08
22175	14	100	31	24	-1.121950e+03	5.510000e-03	9.740000e+06
22176	14	100	32	1	-5.694200e+01	0.000000e+00	2.390000e+06
22177	14	100	32	2	-5.702500e+01	0.000000e+00	6.010000e+06
22178	14	100	32	3	-5.715200e+01	0.000000e+00	5.820000e+06
22179	14	100	32	4	-5.880300e+01	0.000000e+00	4.190000e+05
22180	14	100	32	5	-6.052800e+01	0.000000e+00	6.960000e+04
22181	14	100	32	6	-6.181600e+01	2.060000e-07	7.200000e+04
22182	14	100	32	7	-6.834700e+01	1.550000e-03	4.430000e+08
22183	14	100	32	8	-6.834900e+01	1.110000e-04	3.170000e+07
22184	14	100	32	9	-6.836100e+01	6.870000e-03	1.960000e+09
22185	14	100	32	11	-7.082600e+01	3.790000e-05	1.010000e+07
22186	14	100	32	12	-7.083500e+01	2.820000e-04	7.500000e+07
22187	14	100	32	13	-7.684000e+01	1.080000e-05	2.440000e+06
22188	14	100	32	14	-7.723700e+01	6.310000e-04	1.410000e+08
22189	14	100	32	15	-7.998500e+01	5.610000e-05	1.170000e+07
22190	14	100	32	22	-9.135270e+02	1.950000e-01	3.110000e+08
22191	14	100	32	23	-9.573050e+02	6.910000e-01	1.010000e+09
22192	14	100	32	24	-1.094160e+03	3.820000e-04	4.260000e+05
22193	14	100	33	2	-5.647800e+01	0.000000e+00	1.090000e+05
22194	14	100	33	3	-5.660200e+01	0.000000e+00	1.370000e+05
22195	14	100	33	4	-5.822100e+01	0.000000e+00	1.970000e+07
22196	14	100	33	5	-5.991200e+01	0.000000e+00	1.130000e+07
22197	14	100	33	7	-6.756200e+01	6.680000e-06	1.950000e+06
22198	14	100	33	8	-6.756400e+01	3.500000e-06	1.020000e+06
22199	14	100	33	9	-6.757600e+01	1.220000e-04	3.560000e+07
22200	14	100	33	11	-6.998300e+01	8.320000e-06	2.270000e+06
22201	14	100	33	12	-6.999300e+01	8.510000e-07	2.320000e+05
22202	14	100	33	13	-7.585000e+01	1.460000e-03	3.390000e+08
22203	14	100	33	14	-7.623600e+01	2.090000e-05	4.800000e+06
22204	14	100	33	15	-7.891300e+01	6.240000e-03	1.340000e+09
22205	14	100	33	20	-1.075560e+02	0.000000e+00	3.340000e+04
22206	14	100	33	22	-7.907660e+02	7.280000e-03	1.550000e+07
22207	14	100	33	23	-8.233580e+02	5.730000e-03	1.130000e+07
22208	14	100	33	24	-9.226130e+02	8.400000e-01	1.320000e+09
22209	14	100	34	4	-5.730900e+01	0.000000e+00	5.940000e+07
22210	14	100	34	8	-6.633900e+01	6.950000e-06	1.050000e+07
22211	14	100	34	11	-6.866900e+01	1.290000e-07	1.830000e+05
22212	14	100	34	14	-7.467900e+01	4.460000e-05	5.330000e+07
22213	14	100	34	15	-7.724600e+01	6.500000e-03	7.260000e+09
22214	14	100	34	22	-6.501760e+02	2.210000e-03	3.490000e+07
22215	14	100	34	24	-7.367420e+02	2.110000e-01	2.590000e+09
22216	14	100	35	2	-5.530500e+01	2.710000e-03	1.180000e+09
22217	14	100	35	3	-5.542400e+01	9.310000e-03	4.040000e+09
22218	14	100	35	4	-5.697600e+01	1.620000e-01	6.670000e+10
22219	14	100	35	16	-8.900600e+01	5.520000e-06	9.300000e+05
22220	14	100	35	17	-8.936500e+01	4.700000e-05	7.850000e+06
22221	14	100	35	19	-9.341000e+01	4.580000e-03	7.000000e+08
22222	14	100	35	25	-1.087520e+03	3.470000e-01	3.910000e+08
22223	14	100	35	26	-1.161080e+03	2.010000e-01	1.990000e+08
22224	14	100	35	27	-1.179120e+03	7.570000e-02	7.260000e+07
22225	14	100	35	28	-1.242240e+03	1.100000e-03	9.530000e+05
22226	14	100	35	33	-2.663410e+03	1.010000e-02	1.900000e+06
22227	14	100	36	3	-5.532600e+01	3.930000e-02	1.220000e+10
22228	14	100	36	4	-5.687300e+01	9.490000e-03	2.800000e+09
22229	14	100	36	16	-8.875400e+01	4.710000e-04	5.700000e+07
22230	14	100	36	19	-9.313300e+01	1.320000e-04	1.450000e+07
22231	14	100	36	27	-1.136350e+03	8.250000e-01	6.090000e+08
22232	14	100	36	28	-1.194860e+03	6.870000e-02	4.590000e+07
22233	14	100	36	32	-1.732150e+03	8.860000e-04	2.810000e+05
22234	14	100	37	2	5.581900e+01	3.790000e-02	1.670000e+10
22235	14	100	37	3	5.594000e+01	7.330000e-03	3.200000e+09
22236	14	100	37	4	5.743400e+01	7.480000e-01	3.090000e+11
22237	14	100	37	16	8.934300e+01	1.230000e-04	2.090000e+07
22238	14	100	37	17	8.970600e+01	3.820000e-04	6.440000e+07
22239	14	100	37	19	9.306200e+01	2.050000e-02	3.160000e+09
22240	14	100	37	25	-1.025580e+03	1.760000e-01	2.230000e+08
22241	14	100	37	26	-1.090750e+03	3.560000e-01	3.990000e+08
22242	14	100	37	27	-1.106660e+03	5.590000e-03	6.090000e+06
22243	14	100	37	33	-2.320240e+03	6.400000e-02	1.580000e+07
22244	14	100	38	7	-6.560100e+01	0.000000e+00	7.870000e+03
22245	14	100	38	9	-6.561400e+01	0.000000e+00	7.990000e+04
22246	14	100	38	12	-6.789000e+01	0.000000e+00	2.290000e+05
22247	14	100	38	28	-1.146750e+03	1.140000e+00	6.450000e+08
22248	14	100	39	1	5.530500e+01	1.040000e+00	7.780000e+11
22249	14	100	39	2	5.538300e+01	4.040000e-01	3.000000e+11
22250	14	100	39	3	5.550200e+01	1.280000e-03	9.480000e+08
22251	14	100	39	4	5.697200e+01	4.650000e-04	3.260000e+08
22252	14	100	39	5	5.881100e+01	1.730000e-03	1.150000e+09
22253	14	100	39	16	8.823000e+01	1.500000e-04	4.360000e+07
22254	14	100	39	17	8.858500e+01	6.250000e-03	1.810000e+09
22255	14	100	39	18	8.872500e+01	1.210000e-02	3.500000e+09
22256	14	100	39	20	1.011660e+02	2.320000e-04	5.030000e+07
22257	14	100	39	25	-8.849740e+02	4.470000e-02	1.270000e+08
22258	14	100	39	26	-9.330820e+02	4.720000e-02	1.200000e+08
22259	14	100	39	27	-9.447000e+02	1.500000e-02	3.750000e+07
22260	14	100	39	29	-1.067500e+03	2.900000e-02	5.660000e+07
22261	14	100	39	30	-1.252630e+03	1.810000e-01	2.560000e+08
22262	14	100	39	31	-1.284560e+03	6.740000e-02	9.080000e+07
22263	14	100	40	2	5.535600e+01	2.170000e+00	9.710000e+11
22264	14	100	40	3	5.547500e+01	6.970000e-02	3.100000e+10
22265	14	100	40	4	5.694400e+01	7.440000e-03	3.140000e+09
22266	14	100	40	16	8.816200e+01	2.540000e-03	4.440000e+08
22267	14	100	40	17	8.851600e+01	2.470000e-02	4.300000e+09
22268	14	100	40	19	9.178200e+01	3.870000e-04	6.150000e+07
22269	14	100	40	26	-9.269660e+02	1.250000e-02	1.930000e+07
22270	14	100	40	27	-9.384320e+02	1.450000e-01	2.200000e+08
22271	14	100	40	29	-1.059500e+03	1.320000e-01	1.570000e+08
22272	14	100	40	31	-1.272990e+03	3.240000e-01	2.660000e+08
22273	14	100	40	32	-1.310760e+03	2.040000e-02	1.590000e+07
22274	14	100	41	3	5.540100e+01	3.490000e+00	1.110000e+12
22275	14	100	41	16	8.797700e+01	4.690000e-02	5.890000e+09
22276	14	100	41	19	9.158100e+01	4.430000e-04	5.060000e+07
22277	14	100	41	27	-9.176690e+02	1.470000e-02	1.660000e+07
22278	14	100	41	28	-9.554500e+02	2.700000e-01	2.820000e+08
22279	14	100	41	32	-1.270600e+03	5.980000e-01	3.530000e+08
22280	14	100	42	2	5.515400e+01	9.550000e-03	4.290000e+09
22281	14	100	42	3	5.527200e+01	1.550000e+00	6.960000e+11
22282	14	100	42	4	5.673000e+01	2.150000e-02	9.130000e+09
22283	14	100	42	16	8.765100e+01	1.070000e-02	1.900000e+09
22284	14	100	42	17	8.800100e+01	1.320000e-03	2.310000e+08
22285	14	100	42	27	-8.891120e+02	5.300000e-03	8.940000e+06
22286	14	100	42	28	-9.245320e+02	6.520000e-02	1.020000e+08
22287	14	100	42	29	-9.970600e+02	3.400000e-01	4.560000e+08
22288	14	100	42	31	-1.183910e+03	1.490000e-02	1.420000e+07
22289	14	100	42	32	-1.216500e+03	2.530000e-01	2.280000e+08
22290	14	100	43	1	5.503900e+01	6.120000e-02	4.610000e+10
22291	14	100	43	2	5.511600e+01	4.240000e-01	3.180000e+11
22292	14	100	43	3	5.523400e+01	3.780000e-01	2.820000e+11
22293	14	100	43	4	5.669000e+01	1.080000e-03	7.600000e+08
22294	14	100	43	5	5.851000e+01	5.470000e-04	3.660000e+08
22295	14	100	43	16	8.755500e+01	2.000000e-03	5.900000e+08
22296	14	100	43	17	8.790400e+01	2.910000e-03	8.520000e+08
22297	14	100	43	20	1.002800e+02	5.330000e-05	1.180000e+07
22298	14	100	43	25	-8.289690e+02	3.870000e-03	1.250000e+07
22299	14	100	43	27	-8.811520e+02	3.020000e-02	8.640000e+07
22300	14	100	43	29	-9.870610e+02	2.050000e-01	4.680000e+08
22301	14	100	43	30	-1.143300e+03	8.600000e-03	1.460000e+07
22302	14	100	43	31	-1.169840e+03	1.040000e-01	1.690000e+08
22303	14	100	43	32	-1.201650e+03	6.450000e-02	9.930000e+07
22304	14	100	44	2	5.509400e+01	2.700000e-01	6.080000e+11
22305	14	100	44	17	8.784800e+01	1.200000e-03	1.050000e+09
22306	14	100	44	26	-8.671470e+02	9.860000e-03	8.750000e+07
22307	14	100	44	29	-9.820700e+02	7.040000e-02	4.870000e+08
22308	14	100	44	31	-1.162830e+03	6.000000e-02	2.960000e+08
22309	14	100	45	1	5.439000e+01	2.290000e-03	1.770000e+09
22310	14	100	45	2	5.446600e+01	1.510000e-03	1.160000e+09
22311	14	100	45	3	5.458100e+01	4.830000e-05	3.700000e+07
22312	14	100	45	4	5.600200e+01	3.540000e-02	2.580000e+10
22313	14	100	45	5	5.777800e+01	1.120000e+00	7.710000e+11
22314	14	100	45	17	8.626200e+01	3.300000e-05	1.010000e+07
22315	14	100	45	19	8.936100e+01	2.320000e-03	6.510000e+08
22316	14	100	45	20	9.814800e+01	4.520000e-02	1.050000e+10
22317	14	100	45	25	-6.875840e+02	1.820000e-01	8.560000e+08
22318	14	100	45	26	-7.162770e+02	6.790000e-02	2.940000e+08
22319	14	100	45	29	-7.929220e+02	1.090000e-02	3.860000e+07
22320	14	100	45	33	-1.098540e+03	1.080000e-02	1.980000e+07
22321	14	100	45	34	-1.570230e+03	1.530000e-01	1.380000e+08
22322	14	100	46	3	5.460400e+01	5.840000e-04	1.920000e+08
22323	14	100	46	4	5.602700e+01	4.550000e+00	1.420000e+12
22324	14	100	46	16	8.598300e+01	7.390000e-04	9.770000e+07
22325	14	100	46	19	8.942300e+01	3.900000e-02	4.710000e+09
22326	14	100	46	33	-1.085040e+03	9.460000e-01	7.650000e+08
22327	14	100	48	2	6.995400e+00	2.120000e-04	5.800000e+09
22328	14	100	48	3	6.997400e+00	5.330000e-04	1.450000e+10
22329	14	100	48	4	7.021600e+00	2.100000e-07	5.690000e+06
22330	14	100	48	16	7.345300e+00	5.900000e-06	1.460000e+08
22331	14	100	48	17	7.347600e+00	1.580000e-06	3.920000e+07
22332	14	100	48	19	7.372400e+00	1.370000e-09	3.360000e+04
22333	14	100	49	2	6.939400e+00	4.550000e-01	1.260000e+13
22334	14	100	49	3	6.941400e+00	7.240000e-02	2.010000e+12
22335	14	100	49	4	6.965200e+00	6.700000e-04	1.840000e+10
22336	14	100	49	16	7.283600e+00	3.440000e-03	8.670000e+10
22337	14	100	49	17	7.285900e+00	5.310000e-03	1.340000e+11
22338	14	100	49	19	7.310300e+00	3.690000e-06	9.220000e+07
22339	14	100	50	1	6.938200e+00	2.120000e-01	9.790000e+12
22340	14	100	50	2	6.939400e+00	1.010000e-01	4.670000e+12
22341	14	100	50	3	6.941300e+00	5.220000e-03	2.420000e+11
22342	14	100	50	4	6.965200e+00	1.010000e-03	4.650000e+10
22343	14	100	50	5	6.990200e+00	2.010000e-05	9.150000e+08
22344	14	100	50	16	7.283600e+00	3.850000e-04	1.620000e+10
22345	14	100	50	17	7.285800e+00	2.370000e-03	9.940000e+10
22346	14	100	50	18	7.286800e+00	2.440000e-03	1.020000e+11
22347	14	100	50	19	7.310200e+00	9.730000e-06	4.050000e+08
22348	14	100	50	20	7.365500e+00	2.320000e-06	9.520000e+07
22349	14	100	51	3	6.941000e+00	7.360000e-01	1.460000e+13
22350	14	100	51	4	6.964900e+00	2.770000e-03	5.450000e+10
22351	14	100	51	16	7.283200e+00	1.240000e-02	2.230000e+11
22352	14	100	51	19	7.309900e+00	3.190000e-05	5.690000e+08
22353	14	100	52	1	6.925100e+00	2.110000e-01	9.820000e+12
22354	14	100	52	2	6.926300e+00	5.580000e-01	2.590000e+13
22355	14	100	52	3	6.928300e+00	4.050000e-01	1.880000e+13
22356	14	100	52	4	6.952000e+00	3.940000e-06	1.820000e+08
22357	14	100	52	5	6.976900e+00	2.660000e-05	1.220000e+09
22358	14	100	52	16	7.269200e+00	1.560000e-02	6.560000e+11
22359	14	100	52	17	7.271500e+00	4.400000e-03	1.850000e+11
22360	14	100	52	18	7.272400e+00	5.580000e-04	2.350000e+10
22361	14	100	52	19	7.295700e+00	3.150000e-06	1.320000e+08
22362	14	100	52	20	7.350800e+00	5.660000e-06	2.330000e+08
22363	14	100	53	2	6.923000e+00	1.120000e-01	1.560000e+13
22364	14	100	53	17	7.267800e+00	2.380000e-03	3.000000e+11
22365	14	100	54	2	6.922900e+00	7.890000e-02	2.200000e+12
22366	14	100	54	3	6.924900e+00	4.820000e-01	1.340000e+13
22367	14	100	54	4	6.948600e+00	7.060000e-03	1.960000e+11
22368	14	100	54	16	7.265500e+00	7.830000e-03	1.980000e+11
22369	14	100	54	17	7.267700e+00	4.360000e-03	1.100000e+11
22370	14	100	54	19	7.292000e+00	1.170000e-04	2.950000e+09
22371	14	100	55	1	6.921000e+00	1.300000e-02	6.030000e+11
22372	14	100	55	2	6.922200e+00	9.460000e-04	4.390000e+10
