	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
0	14	96	2	1	1.038976e+02	0.000000e+00	1.000000e+02
1	14	96	3	1	1.042164e+02	2.360000e-02	3.700000e+09
2	14	96	4	3	3.075511e-01	0.000000e+00	6.880000e-01
3	14	96	5	1	1.051989e+02	2.820000e-01	4.510000e+10
4	14	96	6	2	8.459796e+00	4.250000e-01	4.400000e+08
5	14	96	6	3	8.140833e+00	1.630000e-01	1.560000e+08
6	14	96	6	4	7.833301e+00	4.510000e-02	4.000000e+07
7	14	96	6	5	7.158777e+00	4.860000e-03	3.600000e+06
8	14	96	7	2	9.907383e+00	1.540000e+00	9.340000e+08
9	14	96	8	1	1.139323e+02	0.000000e+00	4.480000e+05
10	14	96	8	2	1.003521e+01	4.280000e-01	3.740000e+08
11	14	96	8	3	9.716225e+00	6.520000e-01	5.340000e+08
12	14	96	8	5	8.734184e+00	7.840000e-03	5.190000e+06
13	14	96	9	2	1.027132e+01	5.800000e-02	8.840000e+07
14	14	96	9	3	9.952398e+00	3.920000e-01	5.620000e+08
15	14	96	9	4	9.644797e+00	1.990000e-01	2.680000e+08
16	14	96	9	5	8.970278e+00	1.680000e-03	1.960000e+06
17	14	96	10	1	1.149794e+02	1.990000e-05	2.280000e+06
18	14	96	10	2	1.108142e+01	4.890000e-01	5.210000e+08
19	14	96	10	3	1.076253e+01	2.340000e-01	2.350000e+08
20	14	96	10	5	9.780456e+00	3.050000e-01	2.530000e+08
21	14	96	11	2	1.090154e+01	5.100000e-02	8.760000e+07
22	14	96	11	3	1.058256e+01	4.270000e-02	6.910000e+07
23	14	96	11	4	1.027507e+01	2.270000e-01	3.470000e+08
24	14	96	11	5	9.600508e+00	3.110000e-01	4.140000e+08
25	14	96	12	1	1.145936e+02	1.980000e-05	2.260000e+06
26	14	96	12	2	1.069632e+01	2.000000e-01	1.980000e+08
27	14	96	12	3	1.037733e+01	2.180000e-01	2.040000e+08
28	14	96	12	5	9.395271e+00	7.630000e-01	5.840000e+08
29	14	96	13	3	1.081303e+01	2.170000e-01	1.100000e+09
30	14	96	13	5	9.830944e+00	1.240000e-02	5.200000e+07
31	14	96	14	2	1.120632e+01	1.270000e-01	2.310000e+08
32	14	96	14	3	1.088738e+01	5.340000e-02	9.150000e+07
33	14	96	14	4	1.057985e+01	1.950000e-01	3.150000e+08
34	14	96	14	5	9.905325e+00	2.830000e-01	4.010000e+08
35	14	96	15	3	1.517020e+01	4.090000e-02	4.080000e+08
36	14	96	15	5	1.418813e+01	5.800000e-01	5.060000e+09
37	14	96	16	6	1.380848e+01	2.770000e-01	2.290000e+09
38	14	96	16	9	1.199694e+01	2.980000e-02	1.860000e+08
39	14	96	16	11	1.136670e+01	3.160000e-02	1.770000e+08
40	14	96	16	14	1.106194e+01	7.100000e-02	3.770000e+08
41	14	96	17	1	1.262410e+02	2.620000e-03	6.040000e+08
42	14	96	17	2	2.234345e+01	0.000000e+00	4.350000e+04
43	14	96	17	6	1.388369e+01	7.640000e-01	2.130000e+09
44	14	96	17	8	1.230827e+01	5.890000e-02	1.290000e+08
45	14	96	17	9	1.207217e+01	4.340000e-03	9.140000e+06
46	14	96	17	10	1.126200e+01	1.410000e-01	2.580000e+08
47	14	96	17	11	1.144191e+01	3.810000e-02	7.220000e+07
48	14	96	17	12	1.164722e+01	5.760000e-02	1.130000e+08
49	14	96	17	13	1.121149e+01	9.960000e-02	1.810000e+08
50	14	96	17	14	1.113716e+01	6.910000e-02	1.240000e+08
51	14	96	18	6	1.404510e+01	1.050000e+00	1.790000e+09
52	14	96	18	7	1.259748e+01	5.600000e-02	7.710000e+07
53	14	96	18	8	1.246968e+01	2.970000e-02	4.000000e+07
54	14	96	18	9	1.223358e+01	2.450000e-02	3.180000e+07
55	14	96	18	10	1.142346e+01	5.670000e-01	6.420000e+08
56	14	96	18	11	1.160329e+01	7.440000e-02	8.690000e+07
57	14	96	18	12	1.180852e+01	2.270000e-01	2.750000e+08
58	14	96	18	14	1.129854e+01	4.010000e-02	4.440000e+07
59	14	96	19	2	2.273382e+01	2.140000e-05	5.330000e+04
60	14	96	19	7	1.282643e+01	3.730000e+00	2.960000e+09
