	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
0	14	95	2	1	8.838227e+00	5.378000e-01	9.116000e+08
1	14	95	3	1	8.895362e+00	1.083000e+00	9.301000e+08
2	14	95	4	2	1.104499e+01	1.683000e+00	1.485000e+09
3	14	95	4	3	1.098782e+01	3.357000e-01	2.932000e+08
4	14	95	5	3	1.098802e+01	3.021000e+00	3.958000e+09
5	14	95	6	2	1.521128e+01	2.323000e-01	1.166000e+09
6	14	95	6	3	1.515411e+01	4.693000e-01	2.339000e+09
7	14	95	7	1	2.706071e+01	2.107000e-02	3.347000e+08
8	14	95	7	4	7.177510e+00	7.342000e-01	8.208000e+08
9	14	95	8	1	2.708081e+01	4.047000e-02	3.220000e+08
10	14	95	8	4	7.197552e+00	1.462000e-01	8.220000e+07
11	14	95	8	5	7.197427e+00	5.850000e-01	3.288000e+08
12	14	95	9	2	2.215776e+01	7.145000e-03	2.537000e+07
13	14	95	9	3	2.210061e+01	1.564000e-03	5.524000e+06
14	14	95	10	3	2.210061e+01	1.408000e-02	7.464000e+07
15	14	95	11	4	1.162342e+01	5.595000e+00	5.468000e+09
16	14	95	11	5	1.162331e+01	1.776000e-01	1.736000e+08
17	14	95	12	5	1.162352e+01	3.552000e+00	2.604000e+09
18	14	95	13	2	2.406827e+01	3.563000e-02	4.479000e+08
19	14	95	13	3	2.401112e+01	7.171000e-02	8.971000e+08
20	14	95	14	1	3.428091e+01	9.642000e-03	2.459000e+08
21	14	95	14	4	1.439771e+01	5.890000e-02	2.650000e+08
22	14	95	15	1	3.429030e+01	1.871000e-02	2.387000e+08
23	14	95	15	4	1.440705e+01	1.181000e-02	2.659000e+07
24	14	95	15	5	1.440690e+01	4.723000e-02	1.064000e+08
25	14	95	16	2	2.730163e+01	1.337000e-02	1.081000e+08
26	14	95	16	3	2.724446e+01	2.778000e-03	2.237000e+07
27	14	95	17	3	2.724446e+01	2.501000e-02	1.343000e+08
28	14	95	18	4	1.653206e+01	1.003000e+00	1.983000e+09
29	14	95	18	5	1.653192e+01	3.185000e-02	6.296000e+07
30	14	95	19	5	1.653192e+01	6.370000e-01	9.444000e+08
31	14	95	20	11	4.923338e+00	8.076000e+00	1.062000e+09
32	14	95	20	12	4.923104e+00	2.960000e-01	3.892000e+07
33	14	95	21	12	4.923104e+00	1.047000e+01	1.102000e+09
34	14	95	23	1	9.706336e+01	1.670000e-01	1.700000e+10
35	14	95	23	2	8.814851e+01	3.740000e-07	3.160000e+04
36	14	95	23	3	8.808150e+01	3.700000e-07	3.120000e+04
37	14	95	24	1	9.769974e+01	8.390000e-02	1.740000e+10
38	14	95	24	3	8.871810e+01	3.780000e-07	6.450000e+04
39	14	95	25	2	9.405963e+01	1.640000e-04	1.570000e+07
40	14	95	25	3	9.399260e+01	7.260000e-04	6.960000e+07
41	14	95	25	23	5.911353e+00	1.310000e-06	4.960000e+02
42	14	95	25	24	5.274690e+00	4.650000e-07	1.400000e+02
43	14	95	26	3	9.729492e+01	0.000000e+00	8.915000e+01
44	14	95	27	1	1.041000e+02	1.420000e-06	1.110000e+05
45	14	95	27	3	9.511826e+01	1.180000e-02	7.720000e+08
46	14	95	27	23	7.037121e+00	1.920000e-04	6.890000e+04
47	14	95	28	1	1.042479e+02	1.180000e-06	1.390000e+05
48	14	95	28	2	9.533256e+01	1.350000e-02	1.330000e+09
49	14	95	28	3	9.526590e+01	1.390000e-04	1.360000e+07
50	14	95	28	23	7.184539e+00	1.250000e-04	7.000000e+04
51	14	95	28	24	6.547905e+00	1.950000e-05	9.050000e+03
52	14	95	29	2	9.547352e+01	3.260000e-03	6.440000e+08
53	14	95	29	3	9.540666e+01	1.180000e-03	2.330000e+08
54	14	95	29	23	7.325215e+00	8.110000e-07	9.440000e+02
55	14	95	29	24	6.688570e+00	8.740000e-05	8.480000e+04
56	14	95	30	1	1.047235e+02	3.860000e-06	3.060000e+05
57	14	95	30	3	9.574189e+01	3.400000e-02	2.260000e+09
58	14	95	30	23	7.660700e+00	1.450000e-04	6.150000e+04
59	14	95	31	1	1.048874e+02	4.100000e-06	4.900000e+05
60	14	95	31	2	9.597238e+01	1.750000e-02	1.740000e+09
61	14	95	31	3	9.590482e+01	2.960000e-02	2.950000e+09
62	14	95	31	23	7.823859e+00	3.580000e-04	2.380000e+05
63	14	95	31	24	7.187163e+00	3.730000e-04	2.090000e+05
64	14	95	32	2	9.606236e+01	3.200000e-03	6.400000e+08
65	14	95	32	3	9.599542e+01	4.780000e-04	9.560000e+07
66	14	95	32	23	7.913853e+00	1.790000e-03	2.430000e+06
67	14	95	32	24	7.277188e+00	1.160000e-03	1.330000e+06
68	14	95	33	1	1.055014e+02	3.890000e-05	3.130000e+06
69	14	95	33	3	9.651929e+01	3.280000e-01	2.210000e+10
70	14	95	33	23	8.437802e+00	3.800000e-03	1.960000e+06
71	14	95	34	1	1.090586e+02	9.890000e-06	8.500000e+05
