	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
0	14	99	2	1	8.575480e+00	0.000000e+00	1.960000e+00
1	14	99	3	1	8.606794e+00	0.000000e+00	3.750000e-02
2	14	99	3	2	3.129228e-02	0.000000e+00	3.540000e-04
3	14	99	4	1	1.306106e+01	0.000000e+00	2.990000e+01
4	14	99	4	2	4.485577e+00	0.000000e+00	1.140000e+01
5	14	99	4	3	4.454297e+00	0.000000e+00	1.190000e-01
6	14	99	5	1	1.312825e+01	0.000000e+00	7.120000e+01
7	14	99	5	2	4.552782e+00	0.000000e+00	1.190000e+01
8	14	99	5	3	4.521484e+00	0.000000e+00	1.050000e+01
9	14	99	5	4	6.719638e-02	0.000000e+00	1.290000e-03
10	14	99	6	1	3.876483e+01	4.330000e-01	4.700000e+09
11	14	99	6	2	3.018940e+01	6.060000e-05	3.990000e+05
12	14	99	6	3	3.015811e+01	2.270000e-04	1.490000e+06
13	14	99	6	5	2.563662e+01	1.760000e-04	8.340000e+05
14	14	99	7	1	3.920874e+01	2.910000e-01	4.850000e+09
15	14	99	7	2	3.063322e+01	1.050000e-05	1.070000e+05
16	14	99	7	3	3.060192e+01	0.000000e+00	8.650000e+04
17	14	99	7	5	2.608046e+01	2.010000e-04	1.480000e+06
18	14	99	8	1	3.944300e+01	1.470000e-01	4.950000e+09
19	14	99	8	2	3.086759e+01	1.050000e-05	2.160000e+05
20	14	99	8	4	2.638198e+01	3.410000e-05	5.150000e+05
21	14	99	9	1	5.335985e+01	0.000000e+00	1.770000e+05
22	14	99	9	2	4.478431e+01	5.100000e-01	1.110000e+10
23	14	99	9	3	4.475311e+01	4.400000e-02	9.550000e+08
24	14	99	9	4	4.029878e+01	8.120000e-02	1.430000e+09
25	14	99	9	5	4.023157e+01	1.990000e-03	3.500000e+07
26	14	99	10	2	4.478060e+01	2.970000e-02	4.300000e+08
27	14	99	10	3	4.474940e+01	7.530000e-01	1.090000e+10
28	14	99	10	5	4.022778e+01	1.740000e-01	2.030000e+09
29	14	99	11	1	6.256403e+01	1.320000e-04	1.120000e+07
30	14	99	11	2	5.398862e+01	1.910000e-02	1.210000e+09
31	14	99	11	4	4.950309e+01	1.830000e-01	9.720001e+09
32	14	99	11	5	4.943578e+01	2.790000e-01	1.480000e+10
33	14	99	12	1	6.576281e+01	4.730000e-04	2.220000e+07
34	14	99	12	2	5.718740e+01	1.650000e-01	5.840000e+09
35	14	99	12	3	5.715603e+01	1.080000e+00	3.820000e+10
36	14	99	12	4	5.270183e+01	7.270000e-02	2.190000e+09
37	14	99	12	5	5.263448e+01	2.790000e-01	8.380000e+09
38	14	99	13	1	6.605643e+01	6.530000e-05	6.180000e+06
39	14	99	13	2	5.748118e+01	5.190000e-01	3.720000e+10
40	14	99	13	4	5.299559e+01	1.130000e-01	6.860000e+09
41	14	99	13	5	5.292839e+01	1.730000e-01	1.050000e+10
42	14	99	15	9	4.834810e+01	0.000000e+00	2.193000e+09
43	14	99	15	10	4.835187e+01	0.000000e+00	1.634000e+10
44	14	99	15	11	3.914771e+01	0.000000e+00	1.300000e+09
45	14	99	15	12	3.595040e+01	0.000000e+00	1.058000e+10
46	14	99	15	13	3.565656e+01	0.000000e+00	1.804000e+09
47	14	99	16	9	4.906116e+01	0.000000e+00	1.824000e+10
48	14	99	16	11	3.986059e+01	0.000000e+00	4.126000e+08
49	14	99	16	12	3.666334e+01	0.000000e+00	4.892000e+09
50	14	99	16	13	3.636961e+01	0.000000e+00	9.159999e+09
51	14	99	17	1	1.770005e+03	6.110000e-01	1.390000e+13
52	14	99	17	2	1.760979e+03	1.660000e-04	3.720000e+09
53	14	99	17	3	1.760904e+03	1.490000e-03	3.350000e+10
54	14	99	17	5	1.756713e+03	2.620000e-05	5.870000e+08
55	14	99	17	15	1.665972e+03	1.060000e-05	2.130000e+08
56	14	99	18	1	1.770536e+03	4.070000e-01	1.390000e+13
57	14	99	18	2	1.761505e+03	3.290000e-04	1.110000e+10
58	14	99	18	3	1.761430e+03	2.320000e-04	7.840000e+09
59	14	99	18	4	1.757310e+03	1.150000e-06	3.860000e+07
60	14	99	18	5	1.757236e+03	7.240000e-05	2.430000e+09
61	14	99	18	15	1.666510e+03	6.640000e-06	2.000000e+08
