	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
0	14	93	2	1	3.561845e-02	0.000000e+00	2.132000e-04
1	14	93	3	1	5.309363e+00	0.000000e+00	5.575000e+03
2	14	93	3	2	5.273748e+00	0.000000e+00	4.600000e+03
3	14	93	4	1	5.322789e+00	0.000000e+00	6.344000e+00
4	14	93	4	2	5.287174e+00	0.000000e+00	1.328000e+03
5	14	93	5	2	5.308908e+00	0.000000e+00	1.813000e+03
6	14	93	6	1	6.857263e+00	1.866000e-03	9.514000e+05
7	14	93	6	2	6.821646e+00	1.860000e-04	9.385000e+04
8	14	93	7	2	6.823598e+00	1.671000e-03	5.624000e+05
9	14	93	8	1	8.120784e+00	1.304000e-01	1.865000e+08
10	14	93	8	2	8.085142e+00	1.298000e-01	1.840000e+08
11	14	93	9	1	9.504972e+00	8.845000e-02	1.733000e+08
12	14	93	9	2	9.469326e+00	8.811000e-02	1.713000e+08
13	14	93	10	1	9.836403e+00	1.166000e+00	1.223000e+09
14	14	93	10	2	9.800791e+00	1.162000e-01	1.210000e+08
15	14	93	11	2	9.802805e+00	1.046000e+00	7.266000e+08
16	14	93	12	2	1.003050e+01	0.000000e+00	5.188000e+03
17	14	93	12	4	4.743322e+00	0.000000e+00	1.527000e+03
18	14	93	12	6	3.208858e+00	2.994000e-01	6.691000e+07
19	14	93	12	8	1.945355e+00	7.875000e-01	6.466000e+07
20	14	93	12	9	5.611326e-01	7.524000e-03	5.140000e+04
21	14	93	12	10	2.297100e-01	9.523000e-02	1.090000e+05
22	14	93	13	1	1.007353e+01	0.000000e+00	2.573000e+03
23	14	93	13	2	1.003797e+01	0.000000e+00	2.594000e+03
24	14	93	13	5	4.729029e+00	2.998000e-05	7.270000e+03
25	14	93	13	6	3.216300e+00	5.988000e-02	6.721000e+06
26	14	93	13	7	3.214324e+00	5.386000e-01	6.037000e+07
27	14	93	13	8	1.952795e+00	1.579000e+00	6.533000e+07
28	14	93	13	9	5.685747e-01	1.521000e-02	5.334000e+04
29	14	93	13	10	2.371520e-01	1.965000e-02	1.199000e+04
30	14	93	13	11	2.351116e-01	1.755000e-01	1.052000e+05
31	14	93	14	1	1.038976e+01	5.810000e-01	1.360000e+09
32	14	93	14	2	1.035419e+01	1.448000e-01	3.367000e+08
33	14	93	15	1	1.041481e+01	2.912000e-01	3.425000e+08
34	14	93	15	2	1.037924e+01	7.255000e-01	8.475000e+08
