	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
0	14	101	5	1	2	1	2	2	0.000000e+00	4.010000e+02	2p1.2P_1/2
1	14	101	5	2	2	1	2	4	8.663610e-01	4.010000e+02	2p1.2P_3/2
2	14	101	5	3	2	1	4	2	1.995430e+01	4.010000e+02	2s1.2p2.4P_1/2
3	14	101	5	4	2	1	4	4	2.026170e+01	4.010000e+02	2s1.2p2.4P_3/2
4	14	101	5	5	2	1	4	6	2.070410e+01	4.010000e+02	2s1.2p2.4P_5/2
5	14	101	5	6	2	2	2	4	3.567390e+01	4.010000e+02	2s1.2p2.2D_3/2
6	14	101	5	7	2	2	2	6	3.567760e+01	4.010000e+02	2s1.2p2.2D_5/2
7	14	101	5	8	2	0	2	2	4.556620e+01	4.010000e+02	2s1.2p2.2S_1/2
8	14	101	5	9	2	1	2	2	4.833860e+01	4.010000e+02	2s1.2p2.2P_1/2
9	14	101	5	10	2	1	2	4	4.883310e+01	4.010000e+02	2s1.2p2.2P_3/2
10	14	101	5	11	2	0	4	4	6.312250e+01	4.010000e+02	2s0.2p3.4S_3/2
11	14	101	5	12	2	2	2	4	7.131440e+01	4.010000e+02	2s0.2p3.2D_3/2
12	14	101	5	13	2	2	2	6	7.131690e+01	4.010000e+02	2s0.2p3.2D_5/2
13	14	101	5	14	2	1	2	2	8.015450e+01	4.010000e+02	2s0.2p3.2P_1/2
14	14	101	5	15	2	1	2	4	8.023260e+01	4.010000e+02	2s0.2p3.2P_3/2
15	14	101	5	16	3	0	2	2	2.243590e+02	4.010000e+02	2p0.3s1.2S_1/2
16	14	101	5	17	3	2	4	2	2.546040e+02	4.010000e+02	2s1.2p1.3p1.4D_1/2
17	14	101	5	18	3	1	2	2	2.558690e+02	4.010000e+02	2s1.2p1.3p1.2P_1/2
18	14	101	5	19	3	1	4	2	2.582070e+02	4.010000e+02	2s1.2p1.3p1.4P_1/2
19	14	101	5	20	3	0	2	2	2.642980e+02	4.010000e+02	2s1.2p1.3p1.2S_1/2
20	14	101	5	21	3	1	2	2	2.770990e+02	4.010000e+02	2s1.2p1.3p1.2P_1/2#2
21	14	101	5	22	3	0	2	2	2.783890e+02	4.010000e+02	2s1.2p1.3p1.2S_1/2#2
22	14	101	5	23	3	1	4	2	2.820400e+02	4.010000e+02	2s0.2p2.3s1.4P_1/2
23	14	101	5	24	3	1	2	2	2.873930e+02	4.010000e+02	2s0.2p2.3s1.2P_1/2
24	14	101	5	25	3	2	4	2	2.996830e+02	4.010000e+02	2s0.2p2.3d1.4D_1/2
25	14	101	5	26	3	1	2	2	3.003300e+02	4.010000e+02	2s0.2p2.3d1.2P_1/2
26	14	101	5	27	3	1	4	2	3.022140e+02	4.010000e+02	2s0.2p2.3d1.4P_1/2
27	14	101	5	28	3	0	2	2	3.046410e+02	4.010000e+02	2s0.2p2.3s1.2S_1/2
28	14	101	5	29	3	1	2	2	3.110920e+02	4.010000e+02	2s0.2p2.3d1.2P_1/2#2
29	14	101	5	30	3	0	2	2	3.128780e+02	4.010000e+02	2s0.2p2.3d1.2S_1/2
30	14	101	5	31	3	2	2	4	2.452940e+02	4.010000e+02	2p0.3d1.2D_3/2
31	14	101	5	32	3	2	4	4	2.548710e+02	4.010000e+02	2s1.2p1.3p1.4D_3/2
32	14	101	5	33	3	1	2	4	2.561370e+02	4.010000e+02	2s1.2p1.3p1.2P_3/2
33	14	101	5	34	3	0	4	4	2.571160e+02	4.010000e+02	2s1.2p1.3p1.4S_3/2
34	14	101	5	35	3	1	4	4	2.584630e+02	4.010000e+02	2s1.2p1.3p1.4P_3/2
35	14	101	5	36	3	2	2	4	2.609710e+02	4.010000e+02	2s1.2p1.3p1.2D_3/2
36	14	101	5	37	3	1	2	4	2.772170e+02	4.010000e+02	2s1.2p1.3p1.2P_3/2#2
37	14	101	5	38	3	2	2	4	2.773900e+02	4.010000e+02	2s1.2p1.3p1.2D_3/2#2
38	14	101	5	39	3	1	4	4	2.823500e+02	4.010000e+02	2s0.2p2.3s1.4P_3/2
39	14	101	5	40	3	1	2	4	2.879110e+02	4.010000e+02	2s0.2p2.3s1.2P_3/2
40	14	101	5	41	3	2	2	4	2.909800e+02	4.010000e+02	2s0.2p2.3s1.2D_3/2
41	14	101	5	42	3	3	4	4	2.977950e+02	4.010000e+02	2s0.2p2.3d1.4F_3/2
