	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
0	14	95	11	1	3	0	2	2	0.000000e+00	4.510000e+01	3s1.2S_1/2
1	14	95	11	2	3	1	2	2	8.834830e+00	4.510000e+01	3s0.3p1.2P_1/2
2	14	95	11	3	3	1	2	4	8.891980e+00	4.510000e+01	3s0.3p1.2P_3/2
3	14	95	11	4	3	2	2	4	1.987570e+01	4.510000e+01	3s0.3d1.2D_3/2
4	14	95	11	5	3	2	2	6	1.987560e+01	4.510000e+01	3s0.3d1.2D_5/2
5	14	95	11	6	4	0	2	2	2.404030e+01	4.510000e+01	3s0.4s1.2S_1/2
6	14	95	11	7	4	1	2	2	2.705030e+01	4.510000e+01	3s0.4p1.2P_1/2
7	14	95	11	8	4	1	2	4	2.707040e+01	4.510000e+01	3s0.4p1.2P_3/2
8	14	95	11	9	4	2	2	4	3.098410e+01	4.510000e+01	3s0.4d1.2D_3/2
9	14	95	11	10	4	2	2	6	3.098410e+01	4.510000e+01	3s0.4d1.2D_5/2
10	14	95	11	11	4	3	2	6	3.149460e+01	4.510000e+01	3s0.4f1.2F_5/2
11	14	95	11	12	4	3	2	8	3.149480e+01	4.510000e+01	3s0.4f1.2F_7/2
12	14	95	11	13	5	0	2	2	3.289390e+01	4.510000e+01	3s0.5s1.2S_1/2
13	14	95	11	14	5	1	2	2	3.426770e+01	4.510000e+01	3s0.5p1.2P_1/2
14	14	95	11	15	5	1	2	4	3.427710e+01	4.510000e+01	3s0.5p1.2P_3/2
15	14	95	11	16	5	2	2	4	3.612600e+01	4.510000e+01	3s0.5d1.2D_3/2
16	14	95	11	17	5	2	2	6	3.612600e+01	4.510000e+01	3s0.5d1.2D_5/2
17	14	95	11	18	5	3	2	6	3.640130e+01	4.510000e+01	3s0.5f1.2F_5/2
18	14	95	11	19	5	3	2	8	3.640130e+01	4.510000e+01	3s0.5f1.2F_7/2
19	14	95	11	20	5	4	2	8	3.641600e+01	4.510000e+01	3s0.5g1.2G_7/2
20	14	95	11	21	5	4	2	10	3.641600e+01	4.510000e+01	3s0.5g1.2G_9/2
