	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	Temperature	Rate
0	14	101	1	100	47	12	0	2	1.000000e+01	3.620760e-09
1	14	101	1	100	47	12	0	2	1.258925e+01	3.196537e-09
2	14	101	1	100	47	12	0	2	1.584893e+01	2.819812e-09
3	14	101	1	100	47	12	0	2	1.995262e+01	2.485536e-09
4	14	101	1	100	47	12	0	2	2.511886e+01	2.189021e-09
5	14	101	1	100	47	12	0	2	3.162278e+01	1.926238e-09
6	14	101	1	100	47	12	0	2	3.981072e+01	1.693479e-09
7	14	101	1	100	47	12	0	2	5.011873e+01	1.487545e-09
8	14	101	1	100	47	12	0	2	6.309573e+01	1.305480e-09
9	14	101	1	100	47	12	0	2	7.943282e+01	1.144721e-09
10	14	101	1	100	47	12	0	2	1.000000e+02	1.003784e-09
11	14	101	1	100	47	12	0	2	1.258925e+02	8.859100e-10
12	14	101	1	100	47	12	0	2	1.584893e+02	8.069932e-10
13	14	101	1	100	47	12	0	2	1.995262e+02	7.979219e-10
14	14	101	1	100	47	12	0	2	2.511887e+02	8.857485e-10
15	14	101	1	100	47	12	0	2	3.162278e+02	1.063555e-09
16	14	101	1	100	47	12	0	2	3.981071e+02	1.281297e-09
17	14	101	1	100	47	12	0	2	5.011873e+02	1.469500e-09
18	14	101	1	100	47	12	0	2	6.309573e+02	1.573767e-09
19	14	101	1	100	47	12	0	2	7.943284e+02	1.574126e-09
20	14	101	1	100	47	12	0	2	1.000000e+03	1.483578e-09
21	14	101	1	100	47	12	0	2	1.258925e+03	1.335887e-09
22	14	101	1	100	47	12	0	2	1.584893e+03	1.171522e-09
23	14	101	1	100	47	12	0	2	1.995262e+03	1.023624e-09
24	14	101	1	100	47	12	0	2	2.511887e+03	9.075897e-10
25	14	101	1	100	47	12	0	2	3.162278e+03	8.199923e-10
26	14	101	1	100	47	12	0	2	3.981071e+03	7.472575e-10
27	14	101	1	100	47	12	0	2	5.011873e+03	6.763160e-10
28	14	101	1	100	47	12	0	2	6.309573e+03	6.011741e-10
29	14	101	1	100	47	12	0	2	7.943284e+03	5.237452e-10
30	14	101	1	100	47	12	0	2	1.000000e+04	4.506606e-10
31	14	101	1	100	47	12	0	2	1.258925e+04	3.881501e-10
32	14	101	1	100	47	12	0	2	1.584892e+04	3.382128e-10
33	14	101	1	100	47	12	0	2	1.995263e+04	2.983321e-10
34	14	101	1	100	47	12	0	2	2.511887e+04	2.640465e-10
35	14	101	1	100	47	12	0	2	3.162278e+04	2.317236e-10
36	14	101	1	100	47	12	0	2	3.981071e+04	1.998482e-10
37	14	101	1	100	47	12	0	2	5.011870e+04	1.689545e-10
38	14	101	1	100	47	12	0	2	6.309576e+04	1.409580e-10
39	14	101	1	100	47	12	0	2	7.943284e+04	1.181626e-10
40	14	101	1	100	47	12	0	2	1.000000e+05	1.019131e-10
41	14	101	1	100	47	12	0	2	1.258925e+05	9.164315e-11
42	14	101	1	100	47	12	0	2	1.584892e+05	8.511386e-11
43	14	101	1	100	47	12	0	2	1.995263e+05	7.981777e-11
44	14	101	1	100	47	12	0	2	2.511887e+05	7.404575e-11
45	14	101	1	100	47	12	0	2	3.162278e+05	6.732872e-11
46	14	101	1	100	47	12	0	2	3.981071e+05	6.014501e-11
47	14	101	1	100	47	12	0	2	5.011870e+05	5.327207e-11
48	14	101	1	100	47	12	0	2	6.309576e+05	4.726073e-11
49	14	101	1	100	47	12	0	2	7.943284e+05	4.219883e-11
50	14	101	1	100	47	12	0	2	1.000000e+06	3.779203e-11
51	14	101	1	100	47	12	0	2	1.258925e+06	3.361242e-11
52	14	101	1	100	47	12	0	2	1.584892e+06	2.942391e-11
53	14	101	1	100	47	12	0	2	1.995263e+06	2.517677e-11
54	14	101	1	100	47	12	0	2	2.511887e+06	2.100874e-11
55	14	101	1	100	47	12	0	2	3.162278e+06	1.710409e-11
56	14	101	1	100	47	12	0	2	3.981071e+06	1.360816e-11
57	14	101	1	100	47	12	0	2	5.011870e+06	1.061451e-11
58	14	101	1	100	47	12	0	2	6.309576e+06	8.141414e-12
59	14	101	1	100	47	12	0	2	7.943284e+06	6.156019e-12
60	14	101	1	100	47	12	0	2	1.000000e+07	4.602567e-12
61	14	101	1	100	47	12	0	2	1.258925e+07	3.408005e-12
62	14	101	1	100	47	12	0	2	1.584892e+07	2.504955e-12
63	14	101	1	100	47	12	0	2	1.995263e+07	1.830205e-12
64	14	101	1	100	47	12	0	2	2.511887e+07	1.330453e-12
65	14	101	1	100	47	12	0	2	3.162278e+07	9.636073e-13
66	14	101	1	100	47	12	0	2	3.981071e+07	6.956641e-13
67	14	101	1	100	47	12	0	2	5.011870e+07	5.010715e-13
68	14	101	1	100	47	12	0	2	6.309576e+07	3.600811e-13
69	14	101	1	100	47	12	0	2	7.943284e+07	2.583449e-13
70	14	101	1	100	47	12	0	2	1.000000e+08	1.850545e-13
71	14	101	1	100	47	12	0	2	1.258927e+08	1.324341e-13
72	14	101	1	100	47	12	0	2	1.584892e+08	9.464550e-14
73	14	101	1	100	47	12	0	2	1.995263e+08	6.759270e-14
74	14	101	1	100	47	12	0	2	2.511884e+08	4.823921e-14
75	14	101	1	100	47	12	0	2	3.162278e+08	3.439537e-14
76	14	101	1	100	47	12	0	2	3.981075e+08	2.451317e-14
77	14	101	1	100	47	12	0	2	5.011870e+08	1.745821e-14
78	14	101	1	100	47	12	0	2	6.309576e+08	1.242511e-14
79	14	101	1	100	47	12	0	2	7.943275e+08	8.840968e-15
80	14	101	1	100	47	12	0	2	1.000000e+09	6.286370e-15
