	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
0	14	93	13	1	3	1	2	2	0.000000e+00	1.630000e+01	3p1.2P_1/2
1	14	93	13	2	3	1	2	4	3.559340e-02	1.630000e+01	3p1.2P_3/2
2	14	93	13	3	3	1	4	2	5.307320e+00	1.630000e+01	3s1.3p2.4P_1/2
3	14	93	13	4	3	1	4	4	5.320740e+00	1.630000e+01	3s1.3p2.4P_3/2
4	14	93	13	5	3	1	4	6	5.342460e+00	1.630000e+01	3s1.3p2.4P_5/2
5	14	93	13	6	3	2	2	4	6.854620e+00	1.630000e+01	3s1.3p2.2D_3/2
6	14	93	13	7	3	2	2	6	6.856580e+00	1.630000e+01	3s1.3p2.2D_5/2
7	14	93	13	8	4	0	2	2	8.117630e+00	1.630000e+01	3p0.4s1.2S_1/2
8	14	93	13	9	3	0	2	2	9.501320e+00	1.630000e+01	3s1.3p2.2S_1/2
9	14	93	13	10	3	2	2	4	9.832610e+00	1.630000e+01	3p0.3d1.2D_3/2
10	14	93	13	11	3	2	2	6	9.834650e+00	1.630000e+01	3p0.3d1.2D_5/2
11	14	93	13	12	4	1	2	2	1.006220e+01	1.630000e+01	3p0.4p1.2P_1/2
12	14	93	13	13	4	1	2	4	1.006970e+01	1.630000e+01	3p0.4p1.2P_3/2
13	14	93	13	14	3	1	2	2	1.038580e+01	1.630000e+01	3s1.3p2.2P_1/2
14	14	93	13	15	3	1	2	4	1.041080e+01	1.630000e+01	3s1.3p2.2P_3/2
15	14	93	13	16	12	0	1	1	1.618680e+01	1.630000e+01	superlevel
16	14	93	13	18	3	0	1	1	1.630000e+01	1.630000e+01	continuum
17	14	93	13	17	1	0	0	1	1.860450e+03	1.630000e+01	superlevel_[K]
