	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	Temperature	Rate
0	14	95	1	94	21	12	0	2	1.000000e+01	2.839684e-10
1	14	95	1	94	21	12	0	2	1.258925e+01	2.503399e-10
2	14	95	1	94	21	12	0	2	1.584893e+01	2.204603e-10
3	14	95	1	94	21	12	0	2	1.995262e+01	1.939276e-10
4	14	95	1	94	21	12	0	2	2.511886e+01	1.703804e-10
5	14	95	1	94	21	12	0	2	3.162278e+01	1.494995e-10
6	14	95	1	94	21	12	0	2	3.981072e+01	1.309998e-10
7	14	95	1	94	21	12	0	2	5.011873e+01	1.146253e-10
8	14	95	1	94	21	12	0	2	6.309573e+01	1.001475e-10
9	14	95	1	94	21	12	0	2	7.943282e+01	8.735754e-11
10	14	95	1	94	21	12	0	2	1.000000e+02	7.608516e-11
11	14	95	1	94	21	12	0	2	1.258925e+02	6.616062e-11
12	14	95	1	94	21	12	0	2	1.584893e+02	5.742486e-11
13	14	95	1	94	21	12	0	2	1.995262e+02	4.976229e-11
14	14	95	1	94	21	12	0	2	2.511887e+02	4.305264e-11
15	14	95	1	94	21	12	0	2	3.162278e+02	3.718778e-11
16	14	95	1	94	21	12	0	2	3.981071e+02	3.208485e-11
17	14	95	1	94	21	12	0	2	5.011873e+02	2.775878e-11
18	14	95	1	94	21	12	0	2	6.309573e+02	2.428285e-11
19	14	95	1	94	21	12	0	2	7.943284e+02	2.174705e-11
20	14	95	1	94	21	12	0	2	1.000000e+03	2.010017e-11
21	14	95	1	94	21	12	0	2	1.258925e+03	1.906338e-11
22	14	95	1	94	21	12	0	2	1.584893e+03	1.830627e-11
23	14	95	1	94	21	12	0	2	1.995262e+03	1.763193e-11
24	14	95	1	94	21	12	0	2	2.511887e+03	1.705297e-11
25	14	95	1	94	21	12	0	2	3.162278e+03	1.664563e-11
26	14	95	1	94	21	12	0	2	3.981071e+03	1.635310e-11
27	14	95	1	94	21	12	0	2	5.011873e+03	1.597348e-11
28	14	95	1	94	21	12	0	2	6.309573e+03	1.532145e-11
29	14	95	1	94	21	12	0	2	7.943284e+03	1.440123e-11
30	14	95	1	94	21	12	0	2	1.000000e+04	1.363640e-11
31	14	95	1	94	21	12	0	2	1.258925e+04	1.425609e-11
32	14	95	1	94	21	12	0	2	1.584892e+04	1.866379e-11
33	14	95	1	94	21	12	0	2	1.995263e+04	2.962099e-11
34	14	95	1	94	21	12	0	2	2.511887e+04	4.792920e-11
35	14	95	1	94	21	12	0	2	3.162278e+04	7.074569e-11
36	14	95	1	94	21	12	0	2	3.981071e+04	9.259775e-11
37	14	95	1	94	21	12	0	2	5.011870e+04	1.082057e-10
38	14	95	1	94	21	12	0	2	6.309576e+04	1.147096e-10
39	14	95	1	94	21	12	0	2	7.943284e+04	1.122302e-10
40	14	95	1	94	21	12	0	2	1.000000e+05	1.028893e-10
41	14	95	1	94	21	12	0	2	1.258925e+05	8.951577e-11
42	14	95	1	94	21	12	0	2	1.584892e+05	7.471361e-11
43	14	95	1	94	21	12	0	2	1.995263e+05	6.035312e-11
44	14	95	1	94	21	12	0	2	2.511887e+05	4.755545e-11
45	14	95	1	94	21	12	0	2	3.162278e+05	3.680441e-11
46	14	95	1	94	21	12	0	2	3.981071e+05	2.812545e-11
47	14	95	1	94	21	12	0	2	5.011870e+05	2.130590e-11
48	14	95	1	94	21	12	0	2	6.309576e+05	1.603245e-11
49	14	95	1	94	21	12	0	2	7.943284e+05	1.199775e-11
50	14	95	1	94	21	12	0	2	1.000000e+06	8.933059e-12
