	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	A Coefficient
23993	14	105	26	3	2.119071e+01	0.000000e+00	2.823630e+10
23994	14	105	26	5	5.765057e+01	0.000000e+00	1.948380e+10
23995	14	105	26	6	5.779030e+01	0.000000e+00	1.948380e+10
23996	14	105	26	10	1.458470e+02	0.000000e+00	1.376240e+10
23997	14	105	26	11	1.462242e+02	0.000000e+00	1.376240e+10
23998	14	105	26	17	4.990341e+02	0.000000e+00	1.030230e+10
23999	14	105	26	18	5.012982e+02	0.000000e+00	1.030230e+10
24000	14	105	27	1	4.784875e+00	0.000000e+00	7.579020e+11
24001	14	105	27	4	2.112972e+01	0.000000e+00	1.098080e+11
24002	14	105	27	7	5.765593e+01	0.000000e+00	3.669150e+10
24003	14	105	27	8	5.779007e+01	0.000000e+00	3.005760e+09
24004	14	105	27	9	5.783656e+01	0.000000e+00	3.005760e+09
24005	14	105	27	12	1.458615e+02	0.000000e+00	1.711930e+10
24006	14	105	27	13	1.462236e+02	0.000000e+00	3.617640e+09
24007	14	105	27	14	1.463492e+02	0.000000e+00	3.617640e+09
24008	14	105	27	19	4.991213e+02	0.000000e+00	9.333590e+09
24009	14	105	27	20	5.012957e+02	0.000000e+00	3.685440e+09
24010	14	105	27	21	5.020507e+02	0.000000e+00	3.685440e+09
24011	14	105	28	2	2.112735e+01	0.000000e+00	1.976540e+11
24012	14	105	28	3	2.119071e+01	0.000000e+00	1.976540e+11
24013	14	105	28	5	5.765057e+01	0.000000e+00	7.213830e+10
24014	14	105	28	6	5.779030e+01	0.000000e+00	7.213830e+10
24015	14	105	28	10	1.458470e+02	0.000000e+00	3.312260e+10
24016	14	105	28	11	1.462242e+02	0.000000e+00	3.312260e+10
24017	14	105	28	15	1.463490e+02	0.000000e+00	8.240270e+08
24018	14	105	28	16	1.464118e+02	0.000000e+00	8.240270e+08
24019	14	105	28	17	4.990341e+02	0.000000e+00	1.726780e+10
24020	14	105	28	18	5.012982e+02	0.000000e+00	1.726780e+10
24021	14	105	28	22	5.020507e+02	0.000000e+00	1.501310e+09
24022	14	105	28	23	5.024290e+02	0.000000e+00	1.501310e+09
24023	14	105	29	8	5.779007e+01	0.000000e+00	8.244380e+10
24024	14	105	29	9	5.783656e+01	0.000000e+00	8.244380e+10
24025	14	105	29	13	1.462236e+02	0.000000e+00	4.944180e+10
24026	14	105	29	14	1.463492e+02	0.000000e+00	4.944180e+10
24027	14	105	29	20	5.012957e+02	0.000000e+00	2.778520e+10
24028	14	105	29	21	5.020507e+02	0.000000e+00	2.778520e+10
24029	14	105	29	24	5.024290e+02	0.000000e+00	4.369090e+08
24030	14	105	29	25	5.026563e+02	0.000000e+00	4.369090e+08
24031	14	105	30	15	1.463490e+02	0.000000e+00	5.273790e+10
24032	14	105	30	16	1.464118e+02	0.000000e+00	5.273790e+10
24033	14	105	30	22	5.020507e+02	0.000000e+00	4.247730e+10
24034	14	105	30	23	5.024290e+02	0.000000e+00	4.247730e+10
24035	14	105	31	24	5.024290e+02	0.000000e+00	6.318930e+10
24036	14	105	31	25	5.026563e+02	0.000000e+00	6.318930e+10
