	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	A Coefficient
23904	14	105	2	1	6.185827e+00	0.000000e+00	2.406770e+13
23905	14	105	3	1	6.180416e+00	0.000000e+00	2.406770e+13
23906	14	105	5	1	5.217954e+00	0.000000e+00	6.425310e+12
23907	14	105	5	4	3.335466e+01	0.000000e+00	8.623930e+11
23908	14	105	6	1	5.216812e+00	0.000000e+00	6.425310e+12
23909	14	105	6	4	3.330806e+01	0.000000e+00	8.623930e+11
23910	14	105	7	2	3.334696e+01	0.000000e+00	2.425470e+11
23911	14	105	7	3	3.350509e+01	0.000000e+00	2.425470e+11
23912	14	105	8	2	3.330225e+01	0.000000e+00	2.483690e+12
23913	14	105	8	3	3.345996e+01	0.000000e+00	2.483690e+12
23914	14	105	9	2	3.328683e+01	0.000000e+00	2.483690e+12
23915	14	105	9	3	3.344439e+01	0.000000e+00	2.483690e+12
23916	14	105	10	1	4.947179e+00	0.000000e+00	2.619510e+12
23917	14	105	10	4	2.470954e+01	0.000000e+00	3.714160e+11
23918	14	105	10	7	9.534915e+01	0.000000e+00	1.177520e+11
23919	14	105	10	8	9.571658e+01	0.000000e+00	1.335120e+10
23920	14	105	10	9	9.584419e+01	0.000000e+00	1.335120e+10
23921	14	105	11	1	4.946746e+00	0.000000e+00	2.619510e+12
23922	14	105	11	4	2.469874e+01	0.000000e+00	3.714160e+11
23923	14	105	11	7	9.518860e+01	0.000000e+00	1.177520e+11
23924	14	105	11	8	9.555479e+01	0.000000e+00	1.335120e+10
23925	14	105	11	9	9.568197e+01	0.000000e+00	1.335120e+10
23926	14	105	12	2	2.470588e+01	0.000000e+00	9.904410e+10
23927	14	105	12	3	2.479257e+01	0.000000e+00	9.904410e+10
23928	14	105	12	5	9.532834e+01	0.000000e+00	7.051100e+10
23929	14	105	12	6	9.571100e+01	0.000000e+00	7.051100e+10
23930	14	105	13	2	2.469552e+01	0.000000e+00	7.923530e+11
23931	14	105	13	3	2.478214e+01	0.000000e+00	7.923530e+11
23932	14	105	13	5	9.517429e+01	0.000000e+00	2.703620e+11
23933	14	105	13	6	9.555570e+01	0.000000e+00	2.703620e+11
23934	14	105	14	2	2.469194e+01	0.000000e+00	7.923530e+11
23935	14	105	14	3	2.477854e+01	0.000000e+00	7.923530e+11
23936	14	105	14	5	9.512114e+01	0.000000e+00	2.703620e+11
23937	14	105	14	6	9.550214e+01	0.000000e+00	2.703620e+11
23938	14	105	15	8	9.550159e+01	0.000000e+00	5.296870e+11
23939	14	105	15	9	9.562862e+01	0.000000e+00	5.296870e+11
23940	14	105	16	8	9.547488e+01	0.000000e+00	5.296870e+11
23941	14	105	16	9	9.560184e+01	0.000000e+00	5.296870e+11
23942	14	105	17	1	4.831198e+00	0.000000e+00	1.320590e+12
23943	14	105	17	4	2.206393e+01	0.000000e+00	1.900990e+11
23944	14	105	17	7	6.518735e+01	0.000000e+00	6.291580e+10
23945	14	105	17	8	6.535888e+01	0.000000e+00	5.744690e+09
23946	14	105	17	9	6.541835e+01	0.000000e+00	5.744690e+09
23947	14	105	17	12	2.061027e+02	0.000000e+00	2.832040e+10
23948	14	105	17	13	2.068265e+02	0.000000e+00	7.239960e+09
23949	14	105	17	14	2.070779e+02	0.000000e+00	7.239960e+09
23950	14	105	18	1	4.830986e+00	0.000000e+00	1.320590e+12
23951	14	105	18	4	2.205953e+01	0.000000e+00	1.900990e+11
23952	14	105	18	7	6.514891e+01	0.000000e+00	6.291580e+10
23953	14	105	18	8	6.532024e+01	0.000000e+00	5.744690e+09
23954	14	105	18	9	6.537965e+01	0.000000e+00	5.744690e+09
23955	14	105	18	12	2.057190e+02	0.000000e+00	2.832040e+10
23956	14	105	18	13	2.064401e+02	0.000000e+00	7.239960e+09
23957	14	105	18	14	2.066906e+02	0.000000e+00	7.239960e+09
23958	14	105	19	2	2.206118e+01	0.000000e+00	4.950480e+10
23959	14	105	19	3	2.213028e+01	0.000000e+00	4.950480e+10
23960	14	105	19	5	6.517902e+01	0.000000e+00	3.475530e+10
23961	14	105	19	6	6.535768e+01	0.000000e+00	3.475530e+10
23962	14	105	19	10	2.060590e+02	0.000000e+00	2.478160e+10
23963	14	105	19	11	2.068128e+02	0.000000e+00	2.478160e+10
23964	14	105	20	2	2.205695e+01	0.000000e+00	3.620920e+11
23965	14	105	20	3	2.212602e+01	0.000000e+00	3.620920e+11
23966	14	105	20	5	6.514212e+01	0.000000e+00	1.302890e+11
23967	14	105	20	6	6.532058e+01	0.000000e+00	1.302890e+11
23968	14	105	20	10	2.056906e+02	0.000000e+00	5.707930e+10
23969	14	105	20	11	2.064418e+02	0.000000e+00	5.707930e+10
23970	14	105	20	15	2.066906e+02	0.000000e+00	1.939160e+09
23971	14	105	20	16	2.068158e+02	0.000000e+00	1.939160e+09
23972	14	105	21	2	2.205549e+01	0.000000e+00	3.620920e+11
23973	14	105	21	3	2.212456e+01	0.000000e+00	3.620920e+11
23974	14	105	21	5	6.512939e+01	0.000000e+00	1.302890e+11
23975	14	105	21	6	6.530779e+01	0.000000e+00	1.302890e+11
23976	14	105	21	10	2.055638e+02	0.000000e+00	5.707930e+10
23977	14	105	21	11	2.063140e+02	0.000000e+00	5.707930e+10
23978	14	105	21	15	2.065625e+02	0.000000e+00	1.939160e+09
23979	14	105	21	16	2.066876e+02	0.000000e+00	1.939160e+09
23980	14	105	22	8	6.530749e+01	0.000000e+00	1.744950e+11
23981	14	105	22	9	6.536687e+01	0.000000e+00	1.744950e+11
23982	14	105	22	13	2.063128e+02	0.000000e+00	9.928500e+10
23983	14	105	22	14	2.065629e+02	0.000000e+00	9.928500e+10
23984	14	105	23	8	6.530109e+01	0.000000e+00	1.744950e+11
23985	14	105	23	9	6.536046e+01	0.000000e+00	1.744950e+11
23986	14	105	23	13	2.062489e+02	0.000000e+00	9.928500e+10
23987	14	105	23	14	2.064989e+02	0.000000e+00	9.928500e+10
23988	14	105	24	15	2.064985e+02	0.000000e+00	1.634320e+11
23989	14	105	24	16	2.066235e+02	0.000000e+00	1.634320e+11
23990	14	105	25	15	2.064601e+02	0.000000e+00	1.634320e+11
23991	14	105	25	16	2.065851e+02	0.000000e+00	1.634320e+11
23992	14	105	26	2	2.112735e+01	0.000000e+00	2.823630e+10
