	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	A Coefficient
21145	14	95	2	1	1.402770e+03	5.378000e-01	9.116000e+08
21146	14	95	3	1	1.393760e+03	1.083000e+00	9.301000e+08
21147	14	95	4	2	1.122500e+03	1.683000e+00	1.485000e+09
21148	14	95	4	3	1.128340e+03	3.357000e-01	2.932000e+08
21149	14	95	5	3	1.128320e+03	3.021000e+00	3.958000e+09
21150	14	95	6	2	8.150530e+02	2.323000e-01	1.166000e+09
21151	14	95	6	3	8.181280e+02	4.693000e-01	2.339000e+09
21152	14	95	7	1	4.581550e+02	2.107000e-02	3.347000e+08
21153	14	95	7	4	1.727340e+03	7.342000e-01	8.208000e+08
21154	14	95	8	1	4.578150e+02	4.047000e-02	3.220000e+08
21155	14	95	8	4	1.722530e+03	1.462000e-01	8.220000e+07
21156	14	95	8	5	1.722560e+03	5.850000e-01	3.288000e+08
21157	14	95	9	2	5.595330e+02	7.145000e-03	2.537000e+07
21158	14	95	9	3	5.609800e+02	1.564000e-03	5.524000e+06
21159	14	95	10	3	5.609800e+02	1.408000e-02	7.464000e+07
21160	14	95	11	4	1.066640e+03	5.595000e+00	5.468000e+09
21161	14	95	11	5	1.066650e+03	1.776000e-01	1.736000e+08
21162	14	95	12	5	1.066630e+03	3.552000e+00	2.604000e+09
21163	14	95	13	2	5.151180e+02	3.563000e-02	4.479000e+08
21164	14	95	13	3	5.163440e+02	7.171000e-02	8.971000e+08
21165	14	95	14	1	3.616590e+02	9.642000e-03	2.459000e+08
21166	14	95	14	4	8.611090e+02	5.890000e-02	2.650000e+08
21167	14	95	15	1	3.615600e+02	1.871000e-02	2.387000e+08
21168	14	95	15	4	8.605510e+02	1.181000e-02	2.659000e+07
21169	14	95	15	5	8.605600e+02	4.723000e-02	1.064000e+08
21170	14	95	16	2	4.541120e+02	1.337000e-02	1.081000e+08
21171	14	95	16	3	4.550650e+02	2.778000e-03	2.237000e+07
21172	14	95	17	3	4.550650e+02	2.501000e-02	1.343000e+08
21173	14	95	18	4	7.499370e+02	1.003000e+00	1.983000e+09
21174	14	95	18	5	7.499430e+02	3.185000e-02	6.296000e+07
21175	14	95	19	5	7.499430e+02	6.370000e-01	9.444000e+08
21176	14	95	20	11	2.518210e+03	8.076000e+00	1.062000e+09
21177	14	95	20	12	2.518330e+03	2.960000e-01	3.892000e+07
21178	14	95	21	12	2.518330e+03	1.047000e+01	1.102000e+09
21179	14	95	23	1	1.277310e+02	1.670000e-01	1.700000e+10
21180	14	95	23	2	1.406490e+02	3.740000e-07	3.160000e+04
21181	14	95	23	3	1.407560e+02	3.700000e-07	3.120000e+04
21182	14	95	24	1	1.268990e+02	8.390000e-02	1.740000e+10
21183	14	95	24	3	1.397460e+02	3.780000e-07	6.450000e+04
21184	14	95	25	2	1.318100e+02	1.640000e-04	1.570000e+07
21185	14	95	25	3	1.319040e+02	7.260000e-04	6.960000e+07
21186	14	95	25	23	2.097320e+03	1.310000e-06	4.960000e+02
21187	14	95	25	24	2.350470e+03	4.650000e-07	1.400000e+02
21188	14	95	26	3	1.274270e+02	0.000000e+00	8.915000e+01
21189	14	95	27	1	1.190970e+02	1.420000e-06	1.110000e+05
21190	14	95	27	3	1.303430e+02	1.180000e-02	7.720000e+08
21191	14	95	27	23	1.761800e+03	1.920000e-04	6.890000e+04
21192	14	95	28	1	1.189280e+02	1.180000e-06	1.390000e+05
21193	14	95	28	2	1.300500e+02	1.350000e-02	1.330000e+09
21194	14	95	28	3	1.301410e+02	1.390000e-04	1.360000e+07
21195	14	95	28	23	1.725650e+03	1.250000e-04	7.000000e+04
21196	14	95	28	24	1.893430e+03	1.950000e-05	9.050000e+03
21197	14	95	29	2	1.298580e+02	3.260000e-03	6.440000e+08
21198	14	95	29	3	1.299490e+02	1.180000e-03	2.330000e+08
21199	14	95	29	23	1.692510e+03	8.110000e-07	9.440000e+02
21200	14	95	29	24	1.853610e+03	8.740000e-05	8.480000e+04
21201	14	95	30	1	1.183880e+02	3.860000e-06	3.060000e+05
21202	14	95	30	3	1.294940e+02	3.400000e-02	2.260000e+09
21203	14	95	30	23	1.618390e+03	1.450000e-04	6.150000e+04
21204	14	95	31	1	1.182030e+02	4.100000e-06	4.900000e+05
21205	14	95	31	2	1.291830e+02	1.750000e-02	1.740000e+09
21206	14	95	31	3	1.292740e+02	2.960000e-02	2.950000e+09
21207	14	95	31	23	1.584640e+03	3.580000e-04	2.380000e+05
21208	14	95	31	24	1.725020e+03	3.730000e-04	2.090000e+05
21209	14	95	32	2	1.290620e+02	3.200000e-03	6.400000e+08
21210	14	95	32	3	1.291520e+02	4.780000e-04	9.560000e+07
21211	14	95	32	23	1.566620e+03	1.790000e-03	2.430000e+06
21212	14	95	32	24	1.703680e+03	1.160000e-03	1.330000e+06
21213	14	95	33	1	1.175150e+02	3.890000e-05	3.130000e+06
21214	14	95	33	3	1.284510e+02	3.280000e-01	2.210000e+10
21215	14	95	33	23	1.469340e+03	3.800000e-03	1.960000e+06
21216	14	95	34	1	1.136820e+02	9.890000e-06	8.500000e+05
21217	14	95	34	3	1.238860e+02	1.300000e-01	9.390000e+09
21218	14	95	34	23	1.033600e+03	2.970000e+00	3.090000e+09
21219	14	95	35	1	1.177810e+02	2.300000e-05	2.770000e+06
21220	14	95	35	2	1.286790e+02	1.560000e-01	1.570000e+10
21221	14	95	35	3	1.287690e+02	4.760000e-02	4.790000e+09
21222	14	95	35	23	1.511990e+03	2.420000e-05	1.760000e+04
21223	14	95	35	24	1.639270e+03	8.940000e-04	5.550000e+05
21224	14	95	36	1	1.133130e+02	4.660000e-06	6.060000e+05
21225	14	95	36	2	1.233650e+02	9.420000e-02	1.030000e+10
21226	14	95	36	3	1.234480e+02	1.350000e-02	1.470000e+09
21227	14	95	36	23	1.003880e+03	1.520000e+00	2.510000e+09
21228	14	95	36	24	1.058440e+03	4.900000e-01	7.300000e+08
21229	14	95	37	1	1.173100e+02	5.870000e-07	7.120000e+04
21230	14	95	37	2	1.281180e+02	5.870000e-02	5.970000e+09
21231	14	95	37	3	1.282070e+02	1.360000e-01	1.380000e+10
21232	14	95	37	23	1.437920e+03	1.200000e-02	9.690000e+06
21233	14	95	37	24	1.552570e+03	1.520000e-03	1.050000e+06
21234	14	95	38	1	1.127970e+02	2.460000e-06	3.220000e+05
21235	14	95	38	2	1.227530e+02	5.380000e-04	5.950000e+07
21236	14	95	38	3	1.228350e+02	1.300000e-01	1.430000e+10
21237	14	95	38	23	9.647230e+02	5.260000e-01	9.420000e+08
21238	14	95	38	24	1.015010e+03	1.510000e+00	2.440000e+09
21239	14	95	39	2	1.283190e+02	5.630000e-02	1.140000e+10
21240	14	95	39	3	1.284080e+02	4.370000e-02	8.850000e+09
21241	14	95	39	23	1.463690e+03	6.040000e-03	9.400000e+06
21242	14	95	39	24	1.582650e+03	1.240000e-03	1.650000e+06
21243	14	95	40	2	1.225820e+02	3.930000e-02	8.730000e+09
21244	14	95	40	3	1.226640e+02	3.720000e-02	8.250000e+09
21245	14	95	40	23	9.542890e+02	3.560000e-01	1.300000e+09
21246	14	95	40	24	1.003460e+03	6.660000e-01	2.200000e+09
21247	14	95	41	2	1.269110e+02	5.890000e-02	1.220000e+10
21248	14	95	41	3	1.269980e+02	7.580000e-02	1.570000e+10
21249	14	95	41	23	1.299280e+03	2.660000e-01	5.250000e+08
21250	14	95	41	24	1.392170e+03	8.600000e-02	1.480000e+08
21251	14	95	42	2	1.187450e+02	3.790000e-02	8.960000e+09
21252	14	95	42	3	1.188220e+02	5.760000e-02	1.360000e+10
21253	14	95	42	23	7.624860e+02	4.170000e-01	2.390000e+09
21254	14	95	42	24	7.935580e+02	2.860000e-01	1.520000e+09
21255	14	95	42	33	1.584980e+03	1.990000e-07	2.650000e+02
21256	14	95	42	35	1.538180e+03	1.220000e-07	1.720000e+02
21257	14	95	43	2	8.716410e+01	2.360000e-03	1.040000e+09
21258	14	95	43	3	8.721420e+01	4.680000e-03	2.050000e+09
21259	14	95	43	23	2.290550e+02	4.940000e-01	3.140000e+10
21260	14	95	43	24	2.323980e+02	2.440000e-01	1.510000e+10
21261	14	95	43	27	2.633730e+02	6.160000e-09	2.960000e+02
21262	14	95	43	28	2.643330e+02	6.020000e-09	2.870000e+02
21263	14	95	43	30	2.669030e+02	1.830000e-08	8.580000e+02
21264	14	95	43	31	2.679690e+02	2.410000e-08	1.120000e+03
21265	14	95	43	33	2.720460e+02	1.260000e-07	5.670000e+03
21266	14	95	43	34	2.942700e+02	7.230000e-08	2.790000e+03
21267	14	95	43	35	2.704130e+02	7.170000e-08	3.270000e+03
21268	14	95	43	36	2.969760e+02	2.570000e-08	9.740000e+02
21269	14	95	43	37	2.730050e+02	2.370000e-09	1.060000e+02
21270	14	95	43	38	3.011980e+02	2.050000e-08	7.520000e+02
21271	14	95	44	1	7.881730e+01	5.780000e-06	3.100000e+06
21272	14	95	44	25	2.281340e+02	1.060000e-01	6.780000e+09
21273	14	95	44	28	2.336570e+02	3.150000e-01	1.930000e+10
21274	14	95	44	29	2.344390e+02	2.520000e-01	1.530000e+10
21275	14	95	44	31	2.364930e+02	7.720000e-02	4.600000e+09
21276	14	95	44	32	2.370790e+02	5.290000e-03	3.140000e+08
