	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	A Coefficient
21277	14	95	44	35	2.383950e+02	8.220000e-04	4.830000e+07
21278	14	95	44	36	2.588030e+02	7.980000e-06	3.970000e+05
21279	14	95	44	37	2.404080e+02	1.940000e-02	1.120000e+09
21280	14	95	44	38	2.620030e+02	2.490000e-06	1.210000e+05
21281	14	95	44	39	2.395230e+02	1.960000e-02	1.140000e+09
21282	14	95	44	40	2.626750e+02	3.260000e-08	1.580000e+03
21283	14	95	44	41	2.446100e+02	1.280000e-03	7.160000e+07
21284	14	95	44	42	2.819740e+02	6.480000e-05	2.720000e+06
21285	14	95	44	58	2.013410e+03	8.410000e-06	6.920000e+03
21286	14	95	45	1	7.880440e+01	2.930000e-05	7.880000e+06
21287	14	95	45	25	2.280260e+02	1.520000e-01	4.870000e+09
21288	14	95	45	27	2.327930e+02	7.310000e-01	2.250000e+10
21289	14	95	45	28	2.335430e+02	2.030000e-01	6.210000e+09
21290	14	95	45	29	2.343240e+02	9.820000e-03	2.980000e+08
21291	14	95	45	30	2.355470e+02	9.540000e-02	2.870000e+09
21292	14	95	45	31	2.363770e+02	7.080000e-02	2.110000e+09
21293	14	95	45	32	2.369620e+02	2.450000e-01	7.290000e+09
21294	14	95	45	33	2.395430e+02	4.110000e-03	1.190000e+08
21295	14	95	45	34	2.566080e+02	2.760000e-06	6.990000e+04
21296	14	95	45	35	2.382760e+02	7.320000e-02	2.150000e+09
21297	14	95	45	36	2.586630e+02	3.070000e-06	7.660000e+04
21298	14	95	45	37	2.402870e+02	2.700000e-03	7.790000e+07
21299	14	95	45	38	2.618600e+02	1.820000e-07	4.420000e+03
21300	14	95	45	39	2.394030e+02	1.620000e-04	4.710000e+06
21301	14	95	45	40	2.625310e+02	1.220000e-05	2.950000e+05
21302	14	95	45	41	2.444850e+02	5.650000e-03	1.580000e+08
21303	14	95	45	42	2.818080e+02	3.260000e-04	6.850000e+06
21304	14	95	45	58	2.004980e+03	4.380000e-05	1.820000e+04
21305	14	95	46	1	7.878230e+01	2.190000e-09	3.920000e+02
21306	14	95	46	25	2.278410e+02	1.360000e-01	2.900000e+09
21307	14	95	46	26	2.319930e+02	1.140000e+00	2.350000e+10
21308	14	95	46	27	2.326010e+02	8.460000e-02	1.740000e+09
21309	14	95	46	28	2.333500e+02	1.920000e-04	3.930000e+06
21310	14	95	46	30	2.353500e+02	5.890000e-01	1.180000e+10
21311	14	95	46	31	2.361780e+02	2.140000e-01	4.260000e+09
21312	14	95	46	33	2.393400e+02	1.220000e-01	2.370000e+09
21313	14	95	46	34	2.563740e+02	1.330000e-05	2.250000e+05
21314	14	95	46	35	2.380750e+02	8.630000e-02	1.690000e+09
21315	14	95	46	36	2.584250e+02	1.080000e-06	1.790000e+04
21316	14	95	46	37	2.400820e+02	1.840000e-02	3.550000e+08
21317	14	95	46	38	2.616170e+02	2.840000e-06	4.610000e+04
21318	14	95	47	1	7.776480e+01	8.780000e-02	4.840000e+10
21319	14	95	47	3	8.241020e+01	6.150000e-07	3.020000e+05
21320	14	95	47	23	1.986430e+02	1.500000e-08	1.270000e+03
21321	14	95	47	25	2.195340e+02	5.770000e-04	4.000000e+07
21322	14	95	47	28	2.246430e+02	3.430000e-02	2.270000e+09
21323	14	95	47	29	2.253660e+02	1.200000e-02	7.870000e+08
21324	14	95	47	31	2.272640e+02	4.550000e-02	2.940000e+09
21325	14	95	47	32	2.278050e+02	4.940000e-03	3.170000e+08
21326	14	95	47	35	2.290190e+02	2.290000e-01	1.460000e+10
21327	14	95	47	36	2.477900e+02	1.280000e-02	6.940000e+08
21328	14	95	47	37	2.308760e+02	1.290000e-01	8.040000e+09
21329	14	95	47	38	2.507230e+02	1.590000e-03	8.440000e+07
21330	14	95	47	39	2.300600e+02	1.290000e-01	8.100000e+09
21331	14	95	47	40	2.513380e+02	1.210000e-02	6.390000e+08
21332	14	95	47	41	2.347490e+02	3.280000e-02	1.980000e+09
21333	14	95	47	42	2.689510e+02	1.100000e-01	5.050000e+09
21334	14	95	47	58	1.496120e+03	1.470000e-02	2.190000e+07
21335	14	95	48	1	7.604020e+01	9.390000e-03	5.420000e+09
21336	14	95	48	3	8.047600e+01	1.130000e-06	5.820000e+05
21337	14	95	48	23	1.877650e+02	1.280000e-08	1.210000e+03
21338	14	95	48	25	2.063240e+02	1.170000e-06	9.200000e+04
21339	14	95	48	28	2.108310e+02	2.420000e-04	1.820000e+07
21340	14	95	48	29	2.114670e+02	3.130000e-05	2.330000e+06
21341	14	95	48	31	2.131370e+02	7.820000e-04	5.740000e+07
21342	14	95	48	32	2.136130e+02	5.560000e-04	4.060000e+07
21343	14	95	48	35	2.146800e+02	2.190000e-03	1.580000e+08
21344	14	95	48	36	2.310900e+02	4.540000e-01	2.830000e+10
21345	14	95	48	37	2.163110e+02	1.720000e-05	1.220000e+06
21346	14	95	48	38	2.336390e+02	5.150000e-02	3.140000e+09
21347	14	95	48	39	2.155950e+02	2.110000e-04	1.520000e+07
21348	14	95	48	40	2.341730e+02	1.560000e-01	9.500000e+09
21349	14	95	48	41	2.197080e+02	4.120000e-02	2.850000e+09
21350	14	95	48	42	2.493890e+02	3.450000e-02	1.850000e+09
21351	14	95	48	58	1.041630e+03	9.820000e-01	3.020000e+09
21352	14	95	49	1	7.774640e+01	1.770000e-01	4.890000e+10
21353	14	95	49	2	8.234490e+01	6.360000e-07	1.560000e+05
21354	14	95	49	3	8.238960e+01	6.370000e-07	1.560000e+05
21355	14	95	49	23	1.985230e+02	1.480000e-08	6.280000e+02
21356	14	95	49	24	2.010290e+02	1.530000e-08	6.310000e+02
21357	14	95	49	25	2.193880e+02	2.540000e-03	8.790000e+07
21358	14	95	49	27	2.237970e+02	2.460000e-02	8.170000e+08
21359	14	95	49	28	2.244900e+02	1.280000e-03	4.250000e+07
21360	14	95	49	29	2.252110e+02	4.530000e-03	1.490000e+08
21361	14	95	49	30	2.263410e+02	7.840000e-02	2.550000e+09
21362	14	95	49	31	2.271070e+02	8.690000e-02	2.810000e+09
21363	14	95	49	32	2.276480e+02	5.830000e-04	1.880000e+07
21364	14	95	49	33	2.300290e+02	5.440000e-01	1.710000e+10
21365	14	95	49	34	2.457200e+02	2.180000e-02	6.010000e+08
21366	14	95	49	35	2.288600e+02	7.070000e-02	2.250000e+09
21367	14	95	49	36	2.476040e+02	1.040000e-03	2.830000e+07
21368	14	95	49	37	2.307140e+02	3.060000e-01	9.570000e+09
21369	14	95	49	38	2.505320e+02	1.450000e-02	3.870000e+08
21370	14	95	49	39	2.298990e+02	8.920000e-02	2.810000e+09
21371	14	95	49	40	2.511460e+02	1.930000e-06	5.090000e+04
21372	14	95	49	41	2.345820e+02	3.740000e-02	1.130000e+09
21373	14	95	49	42	2.687310e+02	2.290000e-01	5.290000e+09
21374	14	95	49	58	1.489360e+03	3.510000e-02	2.640000e+07
21375	14	95	50	1	7.603270e+01	1.720000e-02	4.960000e+09
21376	14	95	50	2	8.042490e+01	1.110000e-06	2.860000e+05
21377	14	95	50	3	8.046750e+01	1.110000e-06	2.850000e+05
21378	14	95	50	23	1.877190e+02	1.320000e-08	6.230000e+02
21379	14	95	50	24	1.899580e+02	1.180000e-08	5.430000e+02
21380	14	95	50	25	2.062680e+02	6.500000e-06	2.550000e+05
21381	14	95	50	27	2.101610e+02	2.610000e-04	9.870000e+06
21382	14	95	50	28	2.107730e+02	1.330000e-05	4.990000e+05
21383	14	95	50	30	2.124030e+02	7.890000e-04	2.920000e+07
21384	14	95	50	31	2.130780e+02	3.230000e-04	1.190000e+07
21385	14	95	50	32	2.135530e+02	7.020000e-04	2.570000e+07
21386	14	95	50	33	2.156480e+02	3.950000e-03	1.420000e+08
21387	14	95	50	34	2.293800e+02	7.720000e-01	2.450000e+10
21388	14	95	50	35	2.146200e+02	5.840000e-04	2.120000e+07
21389	14	95	50	36	2.310200e+02	3.930000e-02	1.230000e+09
21390	14	95	50	38	2.335670e+02	4.300000e-01	1.320000e+10
21391	14	95	50	39	2.155340e+02	7.790000e-04	2.800000e+07
21392	14	95	50	40	2.341010e+02	7.280000e-02	2.210000e+09
21393	14	95	50	41	2.196440e+02	5.070000e-02	1.750000e+09
21394	14	95	50	42	2.493080e+02	1.020000e-01	2.740000e+09
21395	14	95	50	58	1.040210e+03	1.960000e+00	3.020000e+09
21396	14	95	51	2	6.765100e+00	4.240000e-04	3.090000e+10
21397	14	95	51	3	6.765300e+00	8.390000e-04	6.110000e+10
21398	14	95	51	23	7.115400e+00	3.790000e-01	2.500000e+13
21399	14	95	51	24	7.117900e+00	1.900000e-01	1.250000e+13
21400	14	95	52	1	6.707100e+00	2.930000e-06	2.170000e+08
21401	14	95	52	25	7.111800e+00	8.870000e-02	5.850000e+12
21402	14	95	52	28	7.116900e+00	2.180000e-01	1.440000e+13
21403	14	95	52	29	7.117500e+00	1.740000e-01	1.140000e+13
21404	14	95	52	31	7.119300e+00	6.110000e-02	4.020000e+12
21405	14	95	52	32	7.119600e+00	6.900000e-03	4.540000e+11
21406	14	95	52	35	7.121000e+00	1.870000e-04	1.230000e+10
21407	14	95	52	36	7.143300e+00	8.470000e-07	5.540000e+07
21408	14	95	52	37	7.122500e+00	9.250000e-03	6.080000e+11
21409	14	95	52	38	7.145600e+00	5.190000e-07	3.390000e+07
21410	14	95	52	39	7.121900e+00	9.910000e-03	6.510000e+11
21411	14	95	52	40	7.146300e+00	8.340000e-09	5.450000e+05
21412	14	95	52	41	7.128000e+00	4.290000e-04	2.810000e+10
21413	14	95	52	42	7.154300e+00	2.500000e-05	1.630000e+09
21414	14	95	53	1	6.707000e+00	1.460000e-05	5.420000e+08
21415	14	95	53	25	7.111700e+00	1.380000e-01	4.560000e+12
21416	14	95	53	27	7.116200e+00	5.000000e-01	1.650000e+13
21417	14	95	53	28	7.116800e+00	1.450000e-01	4.760000e+12
21418	14	95	53	29	7.117400e+00	8.830000e-03	2.900000e+11
21419	14	95	53	30	7.118500e+00	7.000000e-02	2.300000e+12
21420	14	95	53	31	7.119200e+00	6.620000e-02	2.180000e+12
21421	14	95	53	32	7.119500e+00	1.770000e-01	5.810000e+12
21422	14	95	53	33	7.121900e+00	1.550000e-03	5.100000e+10
21423	14	95	53	34	7.141500e+00	7.100000e-07	2.320000e+07
21424	14	95	53	35	7.120900e+00	2.660000e-02	8.750000e+11
21425	14	95	53	36	7.143200e+00	9.330000e-07	3.050000e+07
21426	14	95	53	37	7.122400e+00	2.260000e-03	7.450000e+10
21427	14	95	53	38	7.145500e+00	5.220000e-08	1.710000e+06
21428	14	95	53	39	7.121800e+00	1.920000e-04	6.320000e+09
21429	14	95	53	40	7.146200e+00	4.290000e-06	1.400000e+08
21430	14	95	53	41	7.127900e+00	2.020000e-03	6.640000e+10
21431	14	95	53	42	7.154200e+00	1.220000e-04	3.980000e+09
21432	14	95	54	25	7.111600e+00	1.410000e-01	3.110000e+12
21433	14	95	54	26	7.115600e+00	7.670000e-01	1.690000e+13
21434	14	95	54	27	7.116100e+00	6.050000e-02	1.330000e+12
21435	14	95	54	28	7.116700e+00	2.810000e-04	6.150000e+09
21436	14	95	54	30	7.118400e+00	4.460000e-01	9.770000e+12
21437	14	95	54	31	7.119000e+00	1.890000e-01	4.150000e+12
21438	14	95	54	33	7.121700e+00	5.940000e-02	1.300000e+12
21439	14	95	54	34	7.141400e+00	2.020000e-06	4.410000e+07
21440	14	95	54	35	7.120800e+00	3.220000e-02	7.060000e+11
21441	14	95	54	36	7.143000e+00	9.440000e-08	2.060000e+06
21442	14	95	54	37	7.122300e+00	9.640000e-03	2.110000e+11
21443	14	95	54	38	7.145400e+00	1.160000e-06	2.530000e+07
21444	14	95	55	1	6.702200e+00	2.670000e-02	1.990000e+12
21445	14	95	55	25	7.106400e+00	3.740000e-04	2.470000e+10
21446	14	95	55	28	7.111400e+00	1.910000e-02	1.260000e+12
21447	14	95	55	29	7.112000e+00	6.440000e-03	4.250000e+11
21448	14	95	55	31	7.113800e+00	1.820000e-02	1.200000e+12
21449	14	95	55	32	7.114100e+00	2.970000e-03	1.960000e+11
21450	14	95	55	35	7.115500e+00	2.320000e-01	1.530000e+13
21451	14	95	55	36	7.137700e+00	1.480000e-06	9.700000e+07
21452	14	95	55	37	7.117000e+00	1.120000e-01	7.350000e+12
21453	14	95	55	38	7.140100e+00	1.080000e-04	7.070000e+09
21454	14	95	55	39	7.116400e+00	1.100000e-01	7.260000e+12
21455	14	95	55	40	7.140800e+00	2.690000e-04	1.760000e+10
21456	14	95	55	41	7.122500e+00	3.900000e-02	2.560000e+12
21457	14	95	55	42	7.148800e+00	2.420000e-02	1.580000e+12
21458	14	95	56	1	6.702000e+00	5.400000e-02	2.000000e+12
21459	14	95	56	25	7.106200e+00	1.650000e-03	5.450000e+10
21460	14	95	56	27	7.110700e+00	1.470000e-02	4.830000e+11
21461	14	95	56	28	7.111300e+00	9.080000e-04	3.000000e+10
21462	14	95	56	29	7.111800e+00	2.530000e-03	8.330000e+10
21463	14	95	56	30	7.113000e+00	4.700000e-02	1.550000e+12
21464	14	95	56	31	7.113600e+00	4.070000e-02	1.340000e+12
21465	14	95	56	32	7.114000e+00	1.480000e-04	4.860000e+09
21466	14	95	56	33	7.116300e+00	5.120000e-01	1.680000e+13
21467	14	95	56	34	7.135900e+00	4.710000e-05	1.540000e+09
21468	14	95	56	35	7.115300e+00	9.020000e-02	2.970000e+12
21469	14	95	56	36	7.137500e+00	1.380000e-04	4.510000e+09
21470	14	95	56	37	7.116800e+00	2.450000e-01	8.090000e+12
21471	14	95	56	38	7.139900e+00	1.260000e-04	4.120000e+09
21472	14	95	56	39	7.116200e+00	6.850000e-02	2.260000e+12
21473	14	95	56	40	7.140600e+00	1.630000e-03	5.320000e+10
21474	14	95	56	41	7.122400e+00	5.770000e-02	1.900000e+12
21475	14	95	56	42	7.148600e+00	4.620000e-02	1.510000e+12
21476	14	95	57	1	6.682800e+00	6.790000e-03	5.080000e+11
21477	14	95	57	25	7.084500e+00	1.730000e-07	1.150000e+07
21478	14	95	57	28	7.089600e+00	2.180000e-06	1.440000e+08
21479	14	95	57	29	7.090100e+00	5.130000e-08	3.400000e+06
21480	14	95	57	31	7.091900e+00	2.510000e-05	1.660000e+09
21481	14	95	57	32	7.092200e+00	1.640000e-04	1.090000e+10
21482	14	95	57	35	7.093600e+00	8.470000e-05	5.620000e+09
21483	14	95	57	36	7.115700e+00	3.800000e-01	2.510000e+13
21484	14	95	57	37	7.095100e+00	7.690000e-05	5.100000e+09
21485	14	95	57	38	7.118000e+00	1.120000e-03	7.360000e+10
21486	14	95	57	39	7.094500e+00	3.910000e-04	2.590000e+10
21487	14	95	57	40	7.118700e+00	1.330000e-01	8.780000e+12
21488	14	95	57	41	7.100600e+00	3.200000e-02	2.120000e+12
21489	14	95	57	42	7.126700e+00	1.990000e-02	1.310000e+12
21490	14	95	58	1	6.682700e+00	1.320000e-02	4.910000e+11
21491	14	95	58	25	7.084500e+00	5.500000e-07	1.830000e+07
21492	14	95	58	27	7.089000e+00	8.790000e-06	2.920000e+08
21493	14	95	58	28	7.089500e+00	7.430000e-06	2.460000e+08
21494	14	95	58	29	7.090100e+00	7.290000e-06	2.420000e+08
21495	14	95	58	30	7.091200e+00	1.600000e-05	5.310000e+08
21496	14	95	58	31	7.091900e+00	4.740000e-07	1.570000e+07
21497	14	95	58	32	7.092200e+00	3.200000e-04	1.060000e+10
21498	14	95	58	33	7.094600e+00	8.810000e-05	2.920000e+09
21499	14	95	58	34	7.114100e+00	5.740000e-01	1.890000e+13
21500	14	95	58	35	7.093600e+00	8.320000e-06	2.750000e+08
21501	14	95	58	36	7.115700e+00	8.510000e-04	2.800000e+10
21502	14	95	58	37	7.095100e+00	3.130000e-04	1.040000e+10
21503	14	95	58	38	7.118000e+00	3.760000e-01	1.240000e+13
21504	14	95	58	39	7.094500e+00	3.630000e-05	1.200000e+09
21505	14	95	58	40	7.118700e+00	5.250000e-02	1.730000e+12
21506	14	95	58	41	7.100600e+00	5.010000e-02	1.660000e+12
21507	14	95	58	42	7.126600e+00	8.040000e-02	2.640000e+12
