	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	log Density/cm-3	Temperature (eV)	Rate
10443	14	104	1	103	25	12	0	2	0.000000e+00	8.617340e-04	5.050106e-09
10444	14	104	1	103	25	12	0	2	0.000000e+00	1.084859e-03	4.491481e-09
10445	14	104	1	103	25	12	0	2	0.000000e+00	1.365757e-03	3.993649e-09
10446	14	104	1	103	25	12	0	2	0.000000e+00	1.719385e-03	3.549928e-09
10447	14	104	1	103	25	12	0	2	0.000000e+00	2.164578e-03	3.154641e-09
10448	14	104	1	103	25	12	0	2	0.000000e+00	2.725042e-03	2.802398e-09
10449	14	104	1	103	25	12	0	2	0.000000e+00	3.430625e-03	2.488573e-09
10450	14	104	1	103	25	12	0	2	0.000000e+00	4.318901e-03	2.208969e-09
10451	14	104	1	103	25	12	0	2	0.000000e+00	5.437173e-03	1.959928e-09
10452	14	104	1	103	25	12	0	2	0.000000e+00	6.844996e-03	1.738040e-09
10453	14	104	1	103	25	12	0	2	0.000000e+00	8.617340e-03	1.540458e-09
10454	14	104	1	103	25	12	0	2	0.000000e+00	1.084859e-02	1.364521e-09
10455	14	104	1	103	25	12	0	2	0.000000e+00	1.365757e-02	1.207869e-09
10456	14	104	1	103	25	12	0	2	0.000000e+00	1.719385e-02	1.068441e-09
10457	14	104	1	103	25	12	0	2	0.000000e+00	2.164578e-02	9.443644e-10
10458	14	104	1	103	25	12	0	2	0.000000e+00	2.725042e-02	8.339879e-10
10459	14	104	1	103	25	12	0	2	0.000000e+00	3.430624e-02	7.358509e-10
10460	14	104	1	103	25	12	0	2	0.000000e+00	4.318901e-02	6.486049e-10
10461	14	104	1	103	25	12	0	2	0.000000e+00	5.437173e-02	5.711098e-10
10462	14	104	1	103	25	12	0	2	0.000000e+00	6.844998e-02	5.022965e-10
10463	14	104	1	103	25	12	0	2	0.000000e+00	8.617340e-02	4.412249e-10
10464	14	104	1	103	25	12	0	2	0.000000e+00	1.084859e-01	3.870173e-10
10465	14	104	1	103	25	12	0	2	0.000000e+00	1.365757e-01	3.389065e-10
10466	14	104	1	103	25	12	0	2	0.000000e+00	1.719385e-01	2.961962e-10
10467	14	104	1	103	25	12	0	2	0.000000e+00	2.164578e-01	2.582797e-10
10468	14	104	1	103	25	12	0	2	0.000000e+00	2.725042e-01	2.245848e-10
10469	14	104	1	103	25	12	0	2	0.000000e+00	3.430624e-01	1.945986e-10
10470	14	104	1	103	25	12	0	2	0.000000e+00	4.318901e-01	1.678533e-10
10471	14	104	1	103	25	12	0	2	0.000000e+00	5.437173e-01	1.440091e-10
10472	14	104	1	103	25	12	0	2	0.000000e+00	6.844998e-01	1.228315e-10
10473	14	104	1	103	25	12	0	2	0.000000e+00	8.617340e-01	1.041429e-10
10474	14	104	1	103	25	12	0	2	0.000000e+00	1.084859e+00	8.776073e-11
10475	14	104	1	103	25	12	0	2	0.000000e+00	1.365756e+00	7.348530e-11
10476	14	104	1	103	25	12	0	2	0.000000e+00	1.719386e+00	6.112228e-11
10477	14	104	1	103	25	12	0	2	0.000000e+00	2.164578e+00	5.054754e-11
10478	14	104	1	103	25	12	0	2	0.000000e+00	2.725042e+00	4.157193e-11
10479	14	104	1	103	25	12	0	2	0.000000e+00	3.430624e+00	3.404864e-11
10480	14	104	1	103	25	12	0	2	0.000000e+00	4.318899e+00	2.778433e-11
10481	14	104	1	103	25	12	0	2	0.000000e+00	5.437176e+00	2.260478e-11
10482	14	104	1	103	25	12	0	2	0.000000e+00	6.844998e+00	1.834003e-11
10483	14	104	1	103	25	12	0	2	0.000000e+00	8.617340e+00	1.483884e-11
10484	14	104	1	103	25	12	0	2	0.000000e+00	1.084859e+01	1.197569e-11
10485	14	104	1	103	25	12	0	2	0.000000e+00	1.365756e+01	9.633851e-12
10486	14	104	1	103	25	12	0	2	0.000000e+00	1.719386e+01	7.728579e-12
10487	14	104	1	103	25	12	0	2	0.000000e+00	2.164578e+01	6.178744e-12
10488	14	104	1	103	25	12	0	2	0.000000e+00	2.725042e+01	4.922658e-12
10489	14	104	1	103	25	12	0	2	0.000000e+00	3.430624e+01	3.908409e-12
10490	14	104	1	103	25	12	0	2	0.000000e+00	4.318899e+01	3.091719e-12
10491	14	104	1	103	25	12	0	2	0.000000e+00	5.437176e+01	2.437249e-12
10492	14	104	1	103	25	12	0	2	0.000000e+00	6.844998e+01	1.914696e-12
10493	14	104	1	103	25	12	0	2	0.000000e+00	8.617340e+01	1.499341e-12
10494	14	104	1	103	25	12	0	2	0.000000e+00	1.084859e+02	1.171115e-12
10495	14	104	1	103	25	12	0	2	0.000000e+00	1.365756e+02	9.141142e-13
10496	14	104	1	103	25	12	0	2	0.000000e+00	1.719386e+02	7.209409e-13
10497	14	104	1	103	25	12	0	2	0.000000e+00	2.164578e+02	5.979984e-13
10498	14	104	1	103	25	12	0	2	0.000000e+00	2.725042e+02	5.659786e-13
10499	14	104	1	103	25	12	0	2	0.000000e+00	3.430624e+02	6.420961e-13
10500	14	104	1	103	25	12	0	2	0.000000e+00	4.318899e+02	8.147048e-13
10501	14	104	1	103	25	12	0	2	0.000000e+00	5.437176e+02	1.034427e-12
10502	14	104	1	103	25	12	0	2	0.000000e+00	6.844998e+02	1.233388e-12
10503	14	104	1	103	25	12	0	2	0.000000e+00	8.617340e+02	1.357062e-12
10504	14	104	1	103	25	12	0	2	0.000000e+00	1.084859e+03	1.381975e-12
10505	14	104	1	103	25	12	0	2	0.000000e+00	1.365756e+03	1.315830e-12
10506	14	104	1	103	25	12	0	2	0.000000e+00	1.719386e+03	1.184677e-12
10507	14	104	1	103	25	12	0	2	0.000000e+00	2.164578e+03	1.018825e-12
10508	14	104	1	103	25	12	0	2	0.000000e+00	2.725042e+03	8.445016e-13
