	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	A Coefficient
23031	14	101	97	10	-5.213100e+01	6.413000e-01	3.935000e+11
23032	14	101	98	3	-4.570800e+01	8.268000e-02	6.599000e+10
23033	14	101	98	4	-4.575900e+01	7.357000e-02	5.858000e+10
23034	14	101	98	5	-4.583200e+01	3.691000e-03	2.930000e+09
23035	14	101	98	6	-4.886300e+01	1.183000e-05	8.259000e+06
23036	14	101	98	7	-4.886300e+01	1.346000e-04	9.397000e+07
23037	14	101	98	8	-5.088000e+01	2.254000e-04	1.452000e+08
23038	14	101	98	9	-5.164800e+01	2.068000e-04	1.293000e+08
23039	14	101	99	3	-4.547500e+01	7.598000e-02	6.126000e+10
23040	14	101	99	4	-4.552600e+01	4.633000e-02	3.728000e+10
23041	14	101	99	5	-4.559800e+01	7.781000e-02	6.240000e+10
23042	14	101	99	6	-4.859700e+01	3.165000e-04	2.235000e+08
23043	14	101	99	7	-4.859700e+01	1.333000e-04	9.410000e+07
23044	14	101	99	8	-5.059100e+01	2.094000e-05	1.364000e+07
23045	14	101	99	9	-5.135100e+01	3.240000e-03	2.049000e+09
23046	14	101	99	10	-5.145800e+01	1.635000e-04	1.029000e+08
23047	14	101	100	3	-4.526500e+01	1.090000e-03	8.871000e+08
23048	14	101	100	4	-4.531500e+01	5.908000e-04	4.797000e+08
23049	14	101	100	5	-4.538600e+01	9.566000e-04	7.744000e+08
23050	14	101	100	6	-4.835700e+01	2.852000e-02	2.034000e+10
23051	14	101	100	7	-4.835700e+01	2.747000e-03	1.959000e+09
23052	14	101	100	8	-5.033100e+01	3.098000e-03	2.039000e+09
23053	14	101	100	9	-5.108300e+01	1.655000e-01	1.057000e+11
23054	14	101	100	10	-5.118900e+01	2.896000e-02	1.843000e+10
23055	14	101	101	3	-4.492800e+01	4.736000e-02	3.913000e+10
23056	14	101	101	4	-4.497700e+01	1.073000e-01	8.847000e+10
23057	14	101	101	5	-4.504800e+01	1.925000e-01	1.582000e+11
23058	14	101	101	6	-4.797300e+01	7.801000e-05	5.652000e+07
23059	14	101	101	7	-4.797200e+01	6.079000e-04	4.404000e+08
23060	14	101	101	9	-5.065400e+01	2.980000e-05	1.936000e+07
23061	14	101	101	10	-5.075800e+01	2.105000e-04	1.362000e+08
23062	14	101	102	3	-4.484600e+01	2.404000e-04	1.993000e+08
23063	14	101	102	4	-4.489500e+01	6.037000e-05	4.994000e+07
23064	14	101	102	5	-4.496600e+01	1.627000e-03	1.341000e+09
23065	14	101	102	6	-4.788000e+01	1.183000e-02	8.607000e+09
23066	14	101	102	7	-4.787900e+01	5.133000e-02	3.734000e+10
23067	14	101	102	8	-4.981400e+01	1.759000e-03	1.182000e+09
23068	14	101	102	9	-5.055100e+01	5.056000e-02	3.299000e+10
23069	14	101	102	10	-5.065400e+01	2.040000e-01	1.326000e+11
23070	14	101	103	5	-4.398600e+01	1.507000e-05	1.299000e+07
23071	14	101	103	6	-4.677000e+01	1.912000e-01	1.458000e+11
23072	14	101	103	7	-4.677000e+01	4.704000e-02	3.586000e+10
23073	14	101	103	8	-4.861400e+01	4.965000e-03	3.503000e+09
23074	14	101	103	9	-4.931600e+01	1.800000e-01	1.234000e+11
23075	14	101	103	10	-4.941400e+01	3.376000e-02	2.305000e+10
23076	14	101	104	3	-4.345100e+01	9.881000e-06	8.727000e+06
23077	14	101	104	4	-4.349700e+01	5.424000e-05	4.780000e+07
23078	14	101	104	5	-4.356300e+01	8.221000e-05	7.223000e+07
23079	14	101	104	6	-4.629300e+01	3.511000e-02	2.732000e+10
23080	14	101	104	7	-4.629200e+01	1.812000e-01	1.410000e+11
23081	14	101	104	8	-4.809900e+01	7.329000e-03	5.282000e+09
23082	14	101	104	9	-4.878500e+01	6.895000e-03	4.831000e+09
23083	14	101	104	10	-4.888200e+01	1.112000e-01	7.757000e+10
23084	14	101	105	3	-4.192800e+01	6.598000e-06	6.258000e+06
23085	14	101	105	4	-4.197100e+01	2.034000e-06	1.925000e+06
23086	14	101	105	6	-4.456800e+01	4.858000e-05	4.078000e+07
23087	14	101	105	7	-4.456700e+01	2.160000e-04	1.814000e+08
23088	14	101	105	8	-4.623900e+01	2.094000e-01	1.633000e+11
23089	14	101	105	9	-4.687300e+01	2.714000e-05	2.060000e+07
23090	14	101	105	10	-4.696200e+01	2.617000e-02	1.978000e+10
23091	14	101	106	4	5.446400e+01	1.246000e-01	4.682000e+10
23092	14	101	106	5	5.457000e+01	2.887000e-01	1.081000e+11
23093	14	101	106	6	5.842000e+01	1.110000e-05	3.657000e+06
23094	14	101	106	7	5.842100e+01	1.836000e-04	6.048000e+07
23095	14	101	106	10	6.228400e+01	5.531000e-06	1.613000e+06
23096	14	101	107	4	-5.085800e+01	2.372000e-02	1.020000e+10
23097	14	101	107	5	-5.094800e+01	9.268000e-03	3.969000e+09
23098	14	101	107	6	-5.472200e+01	2.934000e-04	1.089000e+08
23099	14	101	107	7	-5.472100e+01	3.572000e-03	1.326000e+09
23100	14	101	107	10	-5.837700e+01	4.003000e-04	1.306000e+08
23101	14	101	108	4	5.030500e+01	2.316000e+00	1.019000e+12
23102	14	101	108	5	5.039600e+01	1.853000e-01	8.127000e+10
23103	14	101	108	6	5.366200e+01	1.407000e-02	5.486000e+09
23104	14	101	108	7	5.366300e+01	1.099000e-01	4.285000e+10
23105	14	101	108	10	5.690500e+01	4.160000e-02	1.450000e+10
23106	14	101	109	4	5.022600e+01	3.447000e-01	1.522000e+11
23107	14	101	109	5	5.031600e+01	3.175000e-01	1.397000e+11
23108	14	101	109	6	5.357200e+01	7.389000e-02	2.891000e+10
23109	14	101	109	7	5.357300e+01	5.337000e-01	2.088000e+11
23110	14	101	109	10	5.680400e+01	2.314000e-01	8.096000e+10
23111	14	101	110	4	5.006400e+01	4.948000e-02	2.200000e+10
23112	14	101	110	5	5.015400e+01	1.606000e+00	7.115000e+11
23113	14	101	110	6	5.338800e+01	8.228000e-03	3.243000e+09
23114	14	101	110	7	5.338900e+01	5.400000e-02	2.128000e+10
23115	14	101	110	10	5.659700e+01	2.279000e-02	8.037000e+09
23116	14	101	111	6	5.261100e+01	2.136000e+00	8.639000e+11
23117	14	101	111	7	5.261200e+01	1.985000e-01	8.025000e+10
23118	14	101	111	10	5.572400e+01	1.922000e-03	6.962000e+08
23119	14	101	112	4	4.680700e+01	3.903000e-05	1.969000e+07
23120	14	101	112	5	4.688600e+01	2.422000e-05	1.217000e+07
23121	14	101	112	6	4.970100e+01	1.724000e+00	7.766000e+11
23122	14	101	112	7	4.970100e+01	1.280000e-01	5.764000e+10
23123	14	101	112	10	5.246900e+01	2.338000e-04	9.492000e+07
23124	14	101	113	4	4.655700e+01	4.919000e-05	2.512000e+07
23125	14	101	113	5	4.663500e+01	2.326000e-05	1.184000e+07
23126	14	101	113	6	4.941800e+01	1.933000e-02	8.822000e+09
23127	14	101	113	7	4.941900e+01	2.059000e-01	9.397000e+10
23128	14	101	113	10	5.215500e+01	2.343000e+00	9.645000e+11
23129	14	101	114	4	-4.570500e+01	1.928000e-01	1.026000e+11
23130	14	101	114	5	-4.577800e+01	4.724000e-02	2.506000e+10
23131	14	101	114	6	-4.880200e+01	6.588000e-05	3.075000e+07
23132	14	101	114	10	-5.168800e+01	2.635000e-04	1.096000e+08
23133	14	101	115	4	-4.548000e+01	6.257000e-02	3.362000e+10
23134	14	101	115	5	-4.555200e+01	2.286000e-01	1.225000e+11
23135	14	101	115	6	-4.854500e+01	1.051000e-04	4.958000e+07
23136	14	101	115	7	-4.854400e+01	2.353000e-03	1.110000e+09
23137	14	101	115	10	-5.140000e+01	1.069000e-02	4.496000e+09
23138	14	101	116	4	-4.521600e+01	2.880000e-03	1.566000e+09
23139	14	101	116	5	-4.528700e+01	1.026000e-02	5.562000e+09
23140	14	101	116	6	-4.824400e+01	9.268000e-04	4.426000e+08
23141	14	101	116	7	-4.824400e+01	4.322000e-02	2.064000e+10
23142	14	101	116	10	-5.106300e+01	3.042000e-01	1.297000e+11
23143	14	101	117	4	-4.430400e+01	4.017000e-05	2.275000e+07
23144	14	101	117	5	-4.437200e+01	5.236000e-06	2.956000e+06
23145	14	101	117	6	-4.720800e+01	1.333000e-01	6.649000e+10
23146	14	101	117	7	-4.720700e+01	3.019000e-03	1.506000e+09
23147	14	101	117	10	-4.990300e+01	4.249000e-04	1.897000e+08
23148	14	101	118	5	-4.399200e+01	3.508000e-05	2.015000e+07
23149	14	101	118	6	-4.677800e+01	2.111000e-02	1.073000e+10
23150	14	101	118	7	-4.677700e+01	3.406000e-01	1.730000e+11
23151	14	101	118	10	-4.942300e+01	3.294000e-01	1.499000e+11
23152	14	101	119	5	-5.089300e+01	5.522000e-02	1.777000e+10
23153	14	101	119	7	-5.465800e+01	2.260000e-03	6.308000e+08
23154	14	101	120	5	5.033300e+01	4.213000e+00	1.389000e+12
23155	14	101	121	7	5.248500e+01	3.250000e+00	9.905000e+11
23156	14	101	122	5	-4.661300e+01	3.698000e-04	1.419000e+08
23157	14	101	122	7	-4.975100e+01	2.320000e+00	7.816000e+11
23158	14	101	123	5	-4.570600e+01	3.188000e-01	1.272000e+11
23159	14	101	123	7	-4.871900e+01	2.298000e-04	8.072000e+07
23160	14	101	124	5	-4.434600e+01	3.005000e-04	1.274000e+08
23161	14	101	124	7	-4.717800e+01	1.869000e-01	7.002000e+10
23162	14	101	125	65	1.538190e+03	7.545000e-01	2.127000e+08
23163	14	101	127	1	6.911700e+00	4.800000e-04	3.350000e+10
23164	14	101	127	2	6.915000e+00	1.420000e-04	9.890000e+09
23165	14	101	127	11	7.162900e+00	5.500000e-03	3.580000e+11
23166	14	101	127	12	7.201100e+00	1.390000e-06	8.940000e+07
23167	14	101	127	14	7.239300e+00	1.770000e-06	1.130000e+08
23168	14	101	127	15	7.239700e+00	2.880000e-06	1.830000e+08
23169	14	101	128	1	6.910200e+00	3.230000e-06	1.130000e+08
23170	14	101	128	2	6.913500e+00	5.220000e-04	1.820000e+10
23171	14	101	128	11	7.161200e+00	1.120000e-02	3.640000e+11
23172	14	101	128	12	7.199500e+00	5.740000e-06	1.850000e+08
23173	14	101	128	13	7.199700e+00	2.160000e-06	6.940000e+07
23174	14	101	128	14	7.237700e+00	2.160000e-08	6.860000e+05
23175	14	101	128	15	7.238100e+00	8.970000e-08	2.860000e+06
23176	14	101	129	2	6.911300e+00	1.290000e-03	3.010000e+10
23177	14	101	129	11	7.158900e+00	1.730000e-02	3.760000e+11
23178	14	101	129	12	7.197100e+00	1.370000e-06	2.950000e+07
23179	14	101	129	13	7.197300e+00	2.680000e-05	5.760000e+08
23180	14	101	129	15	7.235600e+00	1.470000e-10	3.130000e+03
23181	14	101	130	4	6.973500e+00	1.140000e-04	2.600000e+09
23182	14	101	130	5	6.975300e+00	2.400000e-04	5.500000e+09
23183	14	101	130	6	7.038800e+00	6.190000e-11	1.390000e+03
23184	14	101	130	7	7.038900e+00	6.710000e-10	1.510000e+04
23185	14	101	130	10	7.093800e+00	4.980000e-10	1.100000e+04
23186	14	101	131	1	6.864700e+00	4.570000e-01	1.620000e+13
23187	14	101	131	2	6.868000e+00	1.180000e-02	4.180000e+11
23188	14	101	131	11	7.112400e+00	3.370000e-06	1.110000e+08
23189	14	101	131	12	7.150100e+00	1.350000e-02	4.410000e+11
23190	14	101	131	13	7.150300e+00	4.240000e-03	1.380000e+11
23191	14	101	131	14	7.187800e+00	3.180000e-03	1.020000e+11
23192	14	101	131	15	7.188200e+00	2.470000e-04	7.980000e+09
23193	14	101	132	2	6.867700e+00	6.700000e-01	1.580000e+13
23194	14	101	132	11	7.112000e+00	1.910000e-05	4.200000e+08
23195	14	101	132	12	7.149800e+00	2.320000e-03	5.040000e+10
23196	14	101	132	13	7.150000e+00	2.490000e-02	5.420000e+11
23197	14	101	132	15	7.187800e+00	4.330000e-03	9.320000e+10
23198	14	101	133	1	6.856100e+00	5.060000e-01	3.600000e+13
23199	14	101	133	2	6.859400e+00	1.800000e-01	1.280000e+13
23200	14	101	133	11	7.103200e+00	7.080000e-07	4.680000e+07
23201	14	101	133	12	7.140800e+00	1.600000e-02	1.050000e+12
23202	14	101	133	14	7.178400e+00	2.430000e-03	1.570000e+11
23203	14	101	133	15	7.178700e+00	1.900000e-03	1.230000e+11
23204	14	101	134	1	6.852900e+00	1.480000e-01	5.240000e+12
23205	14	101	134	2	6.856100e+00	1.220000e+00	4.330000e+13
23206	14	101	134	11	7.099700e+00	1.920000e-06	6.360000e+07
23207	14	101	134	12	7.137300e+00	4.620000e-03	1.520000e+11
23208	14	101	134	13	7.137500e+00	2.570000e-02	8.410000e+11
23209	14	101	134	14	7.174800e+00	1.060000e-03	3.420000e+10
23210	14	101	134	15	7.175200e+00	9.510000e-03	3.080000e+11
23211	14	101	135	1	6.838700e+00	3.840000e-02	2.740000e+12
23212	14	101	135	2	6.841900e+00	2.150000e-01	1.530000e+13
23213	14	101	135	11	7.084400e+00	2.160000e-07	1.440000e+07
23214	14	101	135	12	7.121900e+00	1.040000e-04	6.820000e+09
23215	14	101	135	14	7.159200e+00	4.990000e-03	3.250000e+11
23216	14	101	135	15	7.159600e+00	6.890000e-03	4.490000e+11
23217	14	101	136	3	6.872000e+00	3.140000e-01	1.110000e+13
23218	14	101	136	4	6.873100e+00	6.500000e-01	2.300000e+13
23219	14	101	136	5	6.875000e+00	8.510000e-01	3.000000e+13
23220	14	101	136	6	6.936600e+00	5.520000e-07	1.910000e+07
23221	14	101	136	7	6.936700e+00	5.890000e-06	2.040000e+08
23222	14	101	136	8	6.975400e+00	3.440000e-05	1.180000e+09
23223	14	101	136	9	6.988000e+00	1.970000e-10	6.730000e+03
23224	14	101	136	10	6.990000e+00	8.240000e-07	2.820000e+07
23225	14	101	137	4	6.877700e+00	5.150000e-01	1.210000e+13
23226	14	101	137	5	6.879500e+00	1.530000e-01	3.600000e+12
23227	14	101	137	6	6.941200e+00	3.890000e-05	8.980000e+08
23228	14	101	137	7	6.941300e+00	1.710000e-04	3.940000e+09
23229	14	101	137	10	6.994700e+00	2.170000e-05	4.930000e+08
23230	14	101	138	3	6.876500e+00	1.920000e-01	1.360000e+13
23231	14	101	138	4	6.877600e+00	3.090000e-02	2.180000e+12
23232	14	101	138	6	6.941200e+00	2.000000e-04	1.380000e+10
23233	14	101	138	8	6.980100e+00	1.140000e-05	7.820000e+08
23234	14	101	138	9	6.992600e+00	2.100000e-06	1.430000e+08
23235	14	101	138	10	6.994700e+00	1.230000e-06	8.380000e+07
23236	14	101	139	5	6.879300e+00	8.910000e-01	1.570000e+13
23237	14	101	139	7	6.941100e+00	5.850000e-04	1.010000e+10
23238	14	101	140	3	6.876500e+00	2.260000e-01	7.990000e+12
23239	14	101	140	4	6.877700e+00	2.000000e-01	7.060000e+12
23240	14	101	140	5	6.879500e+00	2.050000e-02	7.230000e+11
23241	14	101	140	6	6.941200e+00	1.150000e-04	3.990000e+09
23242	14	101	140	7	6.941300e+00	1.350000e-04	4.660000e+09
23243	14	101	140	8	6.980100e+00	4.270000e-06	1.460000e+08
23244	14	101	140	9	6.992700e+00	1.770000e-05	6.030000e+08
23245	14	101	140	10	6.994700e+00	3.710000e-07	1.260000e+07
23246	14	101	141	3	6.850000e+00	1.380000e-01	4.900000e+12
23247	14	101	141	4	6.851200e+00	5.560000e-02	1.970000e+12
23248	14	101	141	5	6.853000e+00	2.610000e-01	9.270000e+12
23249	14	101	141	6	6.914200e+00	2.880000e-04	1.010000e+10
23250	14	101	141	7	6.914300e+00	1.050000e-05	3.660000e+08
23251	14	101	141	8	6.952800e+00	1.450000e-04	5.000000e+09
23252	14	101	141	9	6.965300e+00	3.450000e-06	1.190000e+08
23253	14	101	141	10	6.967300e+00	8.090000e-06	2.780000e+08
23254	14	101	142	3	6.850100e+00	3.120000e-02	2.220000e+12
23255	14	101	142	4	6.851300e+00	1.940000e-01	1.380000e+13
23256	14	101	142	6	6.914300e+00	1.460000e-05	1.020000e+09
23257	14	101	142	8	6.952900e+00	1.940000e-05	1.340000e+09
23258	14	101	142	9	6.965400e+00	2.070000e-05	1.420000e+09
23259	14	101	142	10	6.967400e+00	1.400000e-05	9.640000e+08
23260	14	101	143	4	6.851200e+00	1.550000e-01	3.670000e+12
23261	14	101	143	5	6.853000e+00	5.210000e-01	1.230000e+13
23262	14	101	143	6	6.914200e+00	1.540000e-04	3.580000e+09
23263	14	101	143	7	6.914300e+00	1.860000e-03	4.330000e+10
23264	14	101	143	10	6.967300e+00	2.530000e-05	5.800000e+08
23265	14	101	144	3	6.812200e+00	4.720000e-05	1.700000e+09
23266	14	101	144	4	6.813400e+00	7.940000e-05	2.850000e+09
23267	14	101	144	5	6.815200e+00	2.590000e-07	9.300000e+06
23268	14	101	144	6	6.875700e+00	1.090000e+00	3.850000e+13
23269	14	101	144	7	6.875800e+00	1.450000e-01	5.130000e+12
23270	14	101	144	8	6.913900e+00	3.240000e-03	1.130000e+11
23271	14	101	144	9	6.926200e+00	3.850000e-02	1.340000e+12
23272	14	101	144	10	6.928200e+00	7.310000e-03	2.540000e+11
23273	14	101	145	4	6.813200e+00	2.320000e-04	5.560000e+09
23274	14	101	145	5	6.815000e+00	3.830000e-05	9.170000e+08
23275	14	101	145	6	6.875500e+00	1.290000e-01	3.050000e+12
23276	14	101	145	7	6.875600e+00	1.740000e+00	4.100000e+13
23277	14	101	145	10	6.928100e+00	5.940000e-02	1.380000e+12
23278	14	101	146	3	6.786600e+00	4.660000e-06	1.690000e+08
23279	14	101	146	4	6.787800e+00	3.590000e-06	1.300000e+08
23280	14	101	146	5	6.789600e+00	4.060000e-06	1.470000e+08
23281	14	101	146	6	6.849600e+00	1.380000e-01	4.900000e+12
23282	14	101	146	7	6.849700e+00	5.450000e-01	1.940000e+13
23283	14	101	146	8	6.887500e+00	5.550000e-01	1.950000e+13
23284	14	101	146	9	6.899800e+00	6.280000e-03	2.200000e+11
23285	14	101	146	10	6.901800e+00	2.190000e-02	7.670000e+11
23286	14	101	147	3	6.792200e+00	5.190000e-03	1.880000e+11
23287	14	101	147	4	6.793300e+00	1.220000e-02	4.410000e+11
23288	14	101	147	5	6.795100e+00	2.320000e-02	8.390000e+11
23289	14	101	147	6	6.855300e+00	8.220000e-04	2.920000e+10
23290	14	101	147	7	6.855400e+00	1.770000e-03	6.280000e+10
23291	14	101	147	8	6.893300e+00	2.060000e-03	7.230000e+10
23292	14	101	147	9	6.905500e+00	4.270000e-04	1.490000e+10
23293	14	101	147	10	6.907500e+00	2.080000e-03	7.270000e+10
23294	14	101	148	3	6.786400e+00	1.140000e-05	8.280000e+08
23295	14	101	148	4	6.787600e+00	1.080000e-06	7.850000e+07
23296	14	101	148	6	6.849400e+00	3.550000e-01	2.520000e+13
23297	14	101	148	8	6.887300e+00	2.540000e-01	1.790000e+13
23298	14	101	148	9	6.899600e+00	3.020000e-02	2.120000e+12
23299	14	101	148	10	6.901600e+00	1.060000e-02	7.440000e+11
23300	14	101	149	4	6.777900e+00	1.010000e-05	2.460000e+08
23301	14	101	149	5	6.779700e+00	2.390000e-05	5.770000e+08
23302	14	101	149	6	6.839600e+00	8.340000e-03	1.980000e+11
23303	14	101	149	7	6.839700e+00	1.790000e-01	4.250000e+12
23304	14	101	149	10	6.891600e+00	6.110000e-01	1.430000e+13
23305	14	101	150	3	6.776400e+00	5.970000e-07	2.170000e+07
23306	14	101	150	4	6.777600e+00	7.670000e-07	2.780000e+07
23307	14	101	150	5	6.779300e+00	5.900000e-06	2.140000e+08
23308	14	101	150	6	6.839200e+00	7.730000e-02	2.760000e+12
23309	14	101	150	7	6.839300e+00	7.570000e-02	2.700000e+12
23310	14	101	150	8	6.877000e+00	4.830000e-03	1.700000e+11
23311	14	101	150	9	6.889200e+00	3.340000e-01	1.180000e+13
23312	14	101	150	10	6.891200e+00	7.130000e-02	2.500000e+12
23313	14	101	151	3	6.752000e+00	8.610000e-07	6.300000e+07
23314	14	101	151	4	6.753100e+00	9.200000e-08	6.740000e+06
23315	14	101	151	6	6.814300e+00	2.740000e-02	1.970000e+12
23316	14	101	151	8	6.851800e+00	5.190000e-02	3.690000e+12
23317	14	101	151	9	6.863900e+00	2.760000e-01	1.950000e+13
23318	14	101	151	10	6.865900e+00	2.110000e-03	1.490000e+11
23319	14	101	152	3	6.751000e+00	1.120000e-05	4.110000e+08
23320	14	101	152	4	6.752100e+00	4.840000e-06	1.770000e+08
23321	14	101	152	5	6.753900e+00	1.720000e-06	6.280000e+07
23322	14	101	152	6	6.813300e+00	5.680000e-03	2.040000e+11
23323	14	101	152	7	6.813400e+00	6.640000e-02	2.390000e+12
23324	14	101	152	8	6.850800e+00	3.870000e-02	1.380000e+12
23325	14	101	152	9	6.862900e+00	7.240000e-02	2.570000e+12
23326	14	101	152	10	6.864900e+00	3.520000e-01	1.250000e+13
23327	14	101	153	3	6.746600e+00	1.330000e-06	9.780000e+07
23328	14	101	153	4	6.747700e+00	3.670000e-06	2.690000e+08
23329	14	101	153	6	6.808800e+00	5.150000e-03	3.710000e+11
23330	14	101	153	8	6.846300e+00	7.000000e-04	4.980000e+10
23331	14	101	153	9	6.858300e+00	1.500000e-01	1.070000e+13
23332	14	101	153	10	6.860300e+00	6.780000e-01	4.810000e+13
23333	14	101	154	2	6.654100e+00	2.610000e-06	6.550000e+07
23334	14	101	154	11	6.883200e+00	6.530000e-01	1.530000e+13
23335	14	101	154	12	6.918600e+00	1.600000e-04	3.730000e+09
23336	14	101	154	13	6.918700e+00	1.720000e-03	4.000000e+10
23337	14	101	154	15	6.954100e+00	2.810000e-06	6.460000e+07
23338	14	101	155	1	6.648900e+00	5.640000e-11	2.130000e+03
23339	14	101	155	2	6.652000e+00	1.930000e-06	7.270000e+07
23340	14	101	155	11	6.881000e+00	4.370000e-01	1.540000e+13
23341	14	101	155	12	6.916300e+00	4.030000e-04	1.400000e+10
23342	14	101	155	13	6.916500e+00	2.170000e-04	7.580000e+09
23343	14	101	155	14	6.951500e+00	3.040000e-06	1.050000e+08
23344	14	101	155	15	6.951900e+00	6.350000e-06	2.200000e+08
23345	14	101	156	1	6.647800e+00	7.230000e-09	5.460000e+05
23346	14	101	156	2	6.650800e+00	1.010000e-06	7.650000e+07
23347	14	101	156	11	6.879800e+00	2.180000e-01	1.540000e+13
23348	14	101	156	12	6.915100e+00	6.750000e-05	4.710000e+09
23349	14	101	156	14	6.950300e+00	5.280000e-05	3.650000e+09
23350	14	101	156	15	6.950600e+00	5.410000e-05	3.730000e+09
23351	14	101	157	1	6.611900e+00	1.290000e-04	4.920000e+09
23352	14	101	157	2	6.614900e+00	1.110000e-04	4.250000e+09
23353	14	101	157	11	6.841300e+00	1.320000e-05	4.720000e+08
23354	14	101	157	12	6.876200e+00	6.980000e-01	2.460000e+13
23355	14	101	157	13	6.876400e+00	1.050000e-02	3.710000e+11
23356	14	101	157	14	6.911000e+00	1.440000e-01	5.020000e+12
23357	14	101	157	15	6.911400e+00	6.350000e-02	2.220000e+12
23358	14	101	158	2	6.614600e+00	3.290000e-04	8.360000e+09
23359	14	101	158	11	6.841000e+00	3.220000e-04	7.660000e+09
23360	14	101	158	12	6.875900e+00	4.710000e-02	1.110000e+12
23361	14	101	158	13	6.876100e+00	9.310000e-01	2.190000e+13
23362	14	101	158	15	6.911100e+00	3.610000e-01	8.420000e+12
23363	14	101	159	1	6.601600e+00	1.510000e-04	5.780000e+09
23364	14	101	159	2	6.604600e+00	5.350000e-04	2.050000e+10
23365	14	101	159	11	6.830300e+00	1.430000e-04	5.110000e+09
23366	14	101	159	12	6.865100e+00	7.130000e-02	2.520000e+12
23367	14	101	159	13	6.865300e+00	1.090000e+00	3.850000e+13
23368	14	101	159	14	6.899800e+00	1.640000e-01	5.750000e+12
23369	14	101	159	15	6.900100e+00	5.080000e-01	1.780000e+13
23370	14	101	160	1	6.599500e+00	2.260000e-04	1.730000e+10
23371	14	101	160	2	6.602600e+00	9.080000e-05	6.940000e+09
23372	14	101	160	11	6.828100e+00	1.640000e-05	1.170000e+09
23373	14	101	160	12	6.862900e+00	5.370000e-01	3.810000e+13
23374	14	101	160	14	6.897600e+00	2.550000e-01	1.790000e+13
23375	14	101	160	15	6.897900e+00	1.340000e-01	9.380000e+12
23376	14	101	161	1	6.560300e+00	5.960000e-05	4.620000e+09
23377	14	101	161	2	6.563300e+00	1.670000e-04	1.300000e+10
23378	14	101	161	11	6.786100e+00	2.780000e-06	2.010000e+08
23379	14	101	161	12	6.820500e+00	7.350000e-07	5.280000e+07
23380	14	101	161	14	6.854700e+00	1.280000e-01	9.060000e+12
23381	14	101	161	15	6.855000e+00	3.140000e-01	2.230000e+13
