	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	log Density/cm-3	Temperature (eV)	Rate
9795	14	96	1	95	22	12	0	2	0.000000e+00	8.617340e-04	4.854450e-10
9796	14	96	1	95	22	12	0	2	0.000000e+00	1.084859e-03	4.296349e-10
9797	14	96	1	95	22	12	0	2	0.000000e+00	1.365757e-03	3.799531e-10
9798	14	96	1	95	22	12	0	2	0.000000e+00	1.719385e-03	3.357295e-10
9799	14	96	1	95	22	12	0	2	0.000000e+00	2.164578e-03	2.963875e-10
9800	14	96	1	95	22	12	0	2	0.000000e+00	2.725042e-03	2.613905e-10
9801	14	96	1	95	22	12	0	2	0.000000e+00	3.430625e-03	2.302769e-10
9802	14	96	1	95	22	12	0	2	0.000000e+00	4.318901e-03	2.026281e-10
9803	14	96	1	95	22	12	0	2	0.000000e+00	5.437173e-03	1.780780e-10
9804	14	96	1	95	22	12	0	2	0.000000e+00	6.844996e-03	1.562895e-10
9805	14	96	1	95	22	12	0	2	0.000000e+00	8.617340e-03	1.369651e-10
9806	14	96	1	95	22	12	0	2	0.000000e+00	1.084859e-02	1.198395e-10
9807	14	96	1	95	22	12	0	2	0.000000e+00	1.365757e-02	1.046695e-10
9808	14	96	1	95	22	12	0	2	0.000000e+00	1.719385e-02	9.124316e-11
9809	14	96	1	95	22	12	0	2	0.000000e+00	2.164578e-02	7.934141e-11
9810	14	96	1	95	22	12	0	2	0.000000e+00	2.725042e-02	6.883353e-11
9811	14	96	1	95	22	12	0	2	0.000000e+00	3.430624e-02	5.953883e-11
9812	14	96	1	95	22	12	0	2	0.000000e+00	4.318901e-02	5.136887e-11
9813	14	96	1	95	22	12	0	2	0.000000e+00	5.437173e-02	4.415709e-11
9814	14	96	1	95	22	12	0	2	0.000000e+00	6.844998e-02	3.782682e-11
9815	14	96	1	95	22	12	0	2	0.000000e+00	8.617340e-02	3.224780e-11
9816	14	96	1	95	22	12	0	2	0.000000e+00	1.084859e-01	2.735270e-11
9817	14	96	1	95	22	12	0	2	0.000000e+00	1.365757e-01	2.307811e-11
9818	14	96	1	95	22	12	0	2	0.000000e+00	1.719385e-01	1.936867e-11
9819	14	96	1	95	22	12	0	2	0.000000e+00	2.164578e-01	1.618079e-11
9820	14	96	1	95	22	12	0	2	0.000000e+00	2.725042e-01	1.345859e-11
9821	14	96	1	95	22	12	0	2	0.000000e+00	3.430624e-01	1.115577e-11
9822	14	96	1	95	22	12	0	2	0.000000e+00	4.318901e-01	9.215108e-12
9823	14	96	1	95	22	12	0	2	0.000000e+00	5.437173e-01	7.589277e-12
9824	14	96	1	95	22	12	0	2	0.000000e+00	6.844998e-01	6.230177e-12
9825	14	96	1	95	22	12	0	2	0.000000e+00	8.617340e-01	5.100346e-12
9826	14	96	1	95	22	12	0	2	0.000000e+00	1.084859e+00	4.161020e-12
9827	14	96	1	95	22	12	0	2	0.000000e+00	1.365756e+00	3.382202e-12
9828	14	96	1	95	22	12	0	2	0.000000e+00	1.719386e+00	2.737788e-12
9829	14	96	1	95	22	12	0	2	0.000000e+00	2.164578e+00	2.205465e-12
9830	14	96	1	95	22	12	0	2	0.000000e+00	2.725042e+00	1.766037e-12
9831	14	96	1	95	22	12	0	2	0.000000e+00	3.430624e+00	1.403459e-12
9832	14	96	1	95	22	12	0	2	0.000000e+00	4.318899e+00	1.104841e-12
9833	14	96	1	95	22	12	0	2	0.000000e+00	5.437176e+00	8.588155e-13
9834	14	96	1	95	22	12	0	2	0.000000e+00	6.844998e+00	6.561459e-13
9835	14	96	1	95	22	12	0	2	0.000000e+00	8.617340e+00	4.912475e-13
9836	14	96	1	95	22	12	0	2	0.000000e+00	1.084859e+01	3.690622e-13
9837	14	96	1	95	22	12	0	2	0.000000e+00	1.365756e+01	3.215884e-13
9838	14	96	1	95	22	12	0	2	0.000000e+00	1.719386e+01	4.158151e-13
9839	14	96	1	95	22	12	0	2	0.000000e+00	2.164578e+01	7.197798e-13
9840	14	96	1	95	22	12	0	2	0.000000e+00	2.725042e+01	1.236232e-12
9841	14	96	1	95	22	12	0	2	0.000000e+00	3.430624e+01	1.868528e-12
9842	14	96	1	95	22	12	0	2	0.000000e+00	4.318899e+01	2.460934e-12
9843	14	96	1	95	22	12	0	2	0.000000e+00	5.437176e+01	2.872762e-12
9844	14	96	1	95	22	12	0	2	0.000000e+00	6.844998e+01	3.035286e-12
9845	14	96	1	95	22	12	0	2	0.000000e+00	8.617340e+01	2.955290e-12
9846	14	96	1	95	22	12	0	2	0.000000e+00	1.084859e+02	2.691537e-12
9847	14	96	1	95	22	12	0	2	0.000000e+00	1.365756e+02	2.320067e-12
9848	14	96	1	95	22	12	0	2	0.000000e+00	1.719386e+02	1.909414e-12
9849	14	96	1	95	22	12	0	2	0.000000e+00	2.164578e+02	1.510080e-12
9850	14	96	1	95	22	12	0	2	0.000000e+00	2.725042e+02	1.150800e-12
9851	14	96	1	95	22	12	0	2	0.000000e+00	3.430624e+02	8.446944e-13
9852	14	96	1	95	22	12	0	2	0.000000e+00	4.318899e+02	5.938815e-13
9853	14	96	1	95	22	12	0	2	0.000000e+00	5.437176e+02	3.939126e-13
9854	14	96	1	95	22	12	0	2	0.000000e+00	6.844998e+02	2.375747e-13
9855	14	96	1	95	22	12	0	2	0.000000e+00	8.617340e+02	1.170308e-13
9856	14	96	1	95	22	12	0	2	0.000000e+00	1.084859e+03	2.514782e-14
9857	14	96	1	95	22	12	0	2	0.000000e+00	1.365756e+03	1.000000e-30
9858	14	96	1	95	22	12	0	2	0.000000e+00	1.719386e+03	1.000000e-30
9859	14	96	1	95	22	12	0	2	0.000000e+00	2.164578e+03	1.000000e-30
9860	14	96	1	95	22	12	0	2	0.000000e+00	2.725042e+03	1.000000e-30
9861	14	96	1	95	22	12	0	2	0.000000e+00	3.430624e+03	1.000000e-30
9862	14	96	1	95	22	12	0	2	0.000000e+00	4.318899e+03	1.000000e-30
9863	14	96	1	95	22	12	0	2	0.000000e+00	5.437176e+03	1.000000e-30
9864	14	96	1	95	22	12	0	2	0.000000e+00	6.844998e+03	1.000000e-30
9865	14	96	1	95	22	12	0	2	0.000000e+00	8.617340e+03	1.000000e-30
9866	14	96	1	95	22	12	0	2	0.000000e+00	1.084860e+04	1.000000e-30
9867	14	96	1	95	22	12	0	2	0.000000e+00	1.365756e+04	1.000000e-30
9868	14	96	1	95	22	12	0	2	0.000000e+00	1.719386e+04	1.000000e-30
9869	14	96	1	95	22	12	0	2	0.000000e+00	2.164576e+04	1.000000e-30
9870	14	96	1	95	22	12	0	2	0.000000e+00	2.725042e+04	1.000000e-30
