	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
5741	14	95	22	96	1	12	0	2	0.000000e+00	1.152000e+01
5742	14	95	22	96	1	12	0	2	2.942510e-01	8.286000e+00
5743	14	95	22	96	1	12	0	2	6.364680e-01	5.961000e+00
5744	14	95	22	96	1	12	0	2	1.034780e+00	4.287000e+00
5745	14	95	22	96	1	12	0	2	1.498250e+00	3.083000e+00
5746	14	95	22	96	1	12	0	2	2.030780e+00	2.226000e+00
5747	14	95	22	96	1	12	0	2	2.654540e+00	1.602000e+00
5748	14	95	22	96	1	12	0	2	3.376850e+00	1.155000e+00
5749	14	95	22	96	1	12	0	2	4.214470e+00	8.330000e-01
5750	14	95	22	96	1	12	0	2	5.181560e+00	6.019000e-01
5751	14	95	22	96	1	12	0	2	6.321470e+00	4.329000e-01
5752	14	95	22	96	1	12	0	2	7.628370e+00	3.127000e-01
5753	14	95	22	96	1	12	0	2	9.138450e+00	2.261000e-01
5754	14	95	22	96	1	12	0	2	1.090600e+01	1.631000e-01
5755	14	95	22	96	1	12	0	2	1.296730e+01	1.174000e-01
5756	14	95	22	96	1	12	0	2	1.536210e+01	8.451000e-02
5757	14	95	22	96	1	12	0	2	1.813390e+01	6.087000e-02
5758	14	95	22	96	1	12	0	2	2.133010e+01	4.390000e-02
5759	14	95	22	96	1	12	0	2	2.508620e+01	3.152000e-02
5760	14	95	22	96	1	12	0	2	2.940080e+01	2.268000e-02
5761	14	95	22	96	1	12	0	2	3.433820e+01	1.637000e-02
5762	14	95	22	96	1	12	0	2	4.010180e+01	1.177000e-02
5763	14	95	22	96	1	12	0	2	4.667190e+01	8.493000e-03
5764	14	95	22	96	1	12	0	2	5.431550e+01	6.104000e-03
5765	14	95	22	96	1	12	0	2	6.320790e+01	4.370000e-03
5766	14	95	22	96	1	12	0	2	7.330590e+01	3.140000e-03
5767	14	95	22	96	1	12	0	2	8.501460e+01	2.247000e-03
5768	14	95	22	96	1	12	0	2	9.825870e+01	1.614000e-03
5769	14	95	22	96	1	12	0	2	1.135630e+02	1.154000e-03
5770	14	95	22	96	1	12	0	2	1.308090e+02	8.283000e-04
5771	14	95	22	96	1	12	0	2	1.506700e+02	5.919000e-04
5772	14	95	22	96	1	12	0	2	1.729610e+02	4.244000e-04
5773	14	95	22	96	1	12	0	2	1.985480e+02	3.030000e-04
5774	14	95	22	96	1	12	0	2	2.271520e+02	2.171000e-04
5775	14	95	22	96	1	12	0	2	2.598750e+02	1.549000e-04
5776	14	95	22	96	1	12	0	2	2.973090e+02	1.100000e-04
5777	14	95	22	96	1	12	0	2	3.389910e+02	7.840000e-05
5778	14	95	22	96	1	12	0	2	3.865150e+02	5.565000e-05
5779	14	95	22	96	1	12	0	2	4.392180e+02	3.967000e-05
5780	14	95	22	96	1	12	0	2	4.991060e+02	2.816000e-05
5781	14	95	22	96	1	12	0	2	5.652530e+02	2.009000e-05
5782	14	95	22	96	1	12	0	2	6.401650e+02	1.428000e-05
5783	14	95	22	96	1	12	0	2	7.250030e+02	1.010000e-05
5784	14	95	22	96	1	12	0	2	8.183230e+02	7.192000e-06
5785	14	95	22	96	1	12	0	2	9.236610e+02	5.101000e-06
5786	14	95	22	96	1	12	0	2	1.039040e+03	3.640000e-06
5787	14	95	22	96	1	12	0	2	1.168840e+03	2.589000e-06
5788	14	95	22	96	1	12	0	2	1.314860e+03	1.836000e-06
5789	14	95	22	96	1	12	0	2	1.479120e+03	1.298000e-06
5790	14	95	22	96	1	12	0	2	1.658300e+03	9.236000e-07
5791	14	95	22	96	1	12	0	2	1.859190e+03	6.557000e-07
5792	14	95	22	96	1	12	0	2	2.084420e+03	4.643000e-07
5793	14	95	22	96	1	12	0	2	2.336920e+03	3.279000e-07
5794	14	95	22	96	1	12	0	2	2.611220e+03	2.334000e-07
5795	14	95	22	96	1	12	0	2	2.917710e+03	1.658000e-07
5796	14	95	22	96	1	12	0	2	3.260180e+03	1.175000e-07
5797	14	95	22	96	1	12	0	2	3.271150e+03	1.163000e-07
