	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
6121	14	103	25	104	1	12	0	2	0.000000e+00	1.279000e+00
6122	14	103	25	104	1	12	0	2	2.386060e+01	9.203000e-01
6123	14	103	25	104	1	12	0	2	5.162670e+01	6.618000e-01
6124	14	103	25	104	1	12	0	2	8.383970e+01	4.763000e-01
6125	14	103	25	104	1	12	0	2	1.214040e+02	3.425000e-01
6126	14	103	25	104	1	12	0	2	1.646690e+02	2.470000e-01
6127	14	103	25	104	1	12	0	2	2.150830e+02	1.780000e-01
6128	14	103	25	104	1	12	0	2	2.733580e+02	1.284000e-01
6129	14	103	25	104	1	12	0	2	3.415400e+02	9.249000e-02
6130	14	103	25	104	1	12	0	2	4.209530e+02	6.656000e-02
6131	14	103	25	104	1	12	0	2	5.135570e+02	4.786000e-02
6132	14	103	25	104	1	12	0	2	6.201880e+02	3.452000e-02
6133	14	103	25	104	1	12	0	2	7.438870e+02	2.490000e-02
6134	14	103	25	104	1	12	0	2	8.892210e+02	1.790000e-02
6135	14	103	25	104	1	12	0	2	1.055780e+03	1.292000e-02
6136	14	103	25	104	1	12	0	2	1.249290e+03	9.317000e-03
6137	14	103	25	104	1	12	0	2	1.473270e+03	6.723000e-03
6138	14	103	25	104	1	12	0	2	1.731520e+03	4.857000e-03
6139	14	103	25	104	1	12	0	2	2.035030e+03	3.491000e-03
6140	14	103	25	104	1	12	0	2	2.383670e+03	2.516000e-03
6141	14	103	25	104	1	12	0	2	2.792010e+03	1.805000e-03
6142	14	103	25	104	1	12	0	2	3.259290e+03	1.299000e-03
6143	14	103	25	104	1	12	0	2	3.804740e+03	9.307000e-04
6144	14	103	25	104	1	12	0	2	4.426540e+03	6.692000e-04
6145	14	103	25	104	1	12	0	2	5.149930e+03	4.793000e-04
6146	14	103	25	104	1	12	0	2	5.971390e+03	3.445000e-04
6147	14	103	25	104	1	12	0	2	6.923850e+03	2.466000e-04
6148	14	103	25	104	1	12	0	2	8.001280e+03	1.771000e-04
6149	14	103	25	104	1	12	0	2	9.246280e+03	1.267000e-04
6150	14	103	25	104	1	12	0	2	1.064920e+04	9.094000e-05
6151	14	103	25	104	1	12	0	2	1.226490e+04	6.499000e-05
6152	14	103	25	104	1	12	0	2	1.407830e+04	4.660000e-05
6153	14	103	25	104	1	12	0	2	1.470740e+04	4.190000e-05
6154	14	103	25	104	1	12	0	2	1.470830e+05	7.821000e-08
