	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
5960	14	99	14	100	1	12	0	2	0.000000e+00	2.879000e+00
5961	14	99	14	100	1	12	0	2	4.707740e+00	2.071000e+00
5962	14	99	14	100	1	12	0	2	1.017250e+01	1.491000e+00
5963	14	99	14	100	1	12	0	2	1.649950e+01	1.075000e+00
5964	14	99	14	100	1	12	0	2	2.383780e+01	7.751000e-01
5965	14	99	14	100	1	12	0	2	3.242060e+01	5.578000e-01
5966	14	99	14	100	1	12	0	2	4.242170e+01	4.012000e-01
5967	14	99	14	100	1	12	0	2	5.398220e+01	2.891000e-01
5968	14	99	14	100	1	12	0	2	6.750800e+01	2.079000e-01
5969	14	99	14	100	1	12	0	2	8.298060e+01	1.503000e-01
5970	14	99	14	100	1	12	0	2	1.009480e+02	1.086000e-01
5971	14	99	14	100	1	12	0	2	1.219590e+02	7.828000e-02
5972	14	99	14	100	1	12	0	2	1.463340e+02	5.645000e-02
5973	14	99	14	100	1	12	0	2	1.743830e+02	4.082000e-02
5974	14	99	14	100	1	12	0	2	2.070920e+02	2.946000e-02
5975	14	99	14	100	1	12	0	2	2.450940e+02	2.125000e-02
5976	14	99	14	100	1	12	0	2	2.890810e+02	1.533000e-02
5977	14	99	14	100	1	12	0	2	3.398000e+02	1.107000e-02
5978	14	99	14	100	1	12	0	2	3.994040e+02	7.960000e-03
5979	14	99	14	100	1	12	0	2	4.678720e+02	5.735000e-03
5980	14	99	14	100	1	12	0	2	5.480640e+02	4.115000e-03
5981	14	99	14	100	1	12	0	2	6.398310e+02	2.961000e-03
5982	14	99	14	100	1	12	0	2	7.469520e+02	2.122000e-03
5983	14	99	14	100	1	12	0	2	8.690630e+02	1.526000e-03
5984	14	99	14	100	1	12	0	2	1.011130e+03	1.093000e-03
5985	14	99	14	100	1	12	0	2	1.172450e+03	7.857000e-04
5986	14	99	14	100	1	12	0	2	1.359500e+03	5.625000e-04
5987	14	99	14	100	1	12	0	2	1.571090e+03	4.041000e-04
5988	14	99	14	100	1	12	0	2	1.815600e+03	2.891000e-04
5989	14	99	14	100	1	12	0	2	2.091110e+03	2.075000e-04
5990	14	99	14	100	1	12	0	2	2.408400e+03	1.483000e-04
5991	14	99	14	100	1	12	0	2	2.764530e+03	1.064000e-04
5992	14	99	14	100	1	12	0	2	3.173300e+03	7.595000e-05
5993	14	99	14	100	1	12	0	2	3.630270e+03	5.443000e-05
5994	14	99	14	100	1	12	0	2	4.153040e+03	3.884000e-05
5995	14	99	14	100	1	12	0	2	4.751080e+03	2.758000e-05
5996	14	99	14	100	1	12	0	2	5.416980e+03	1.967000e-05
5997	14	99	14	100	1	12	0	2	6.176210e+03	1.396000e-05
5998	14	99	14	100	1	12	0	2	7.018190e+03	9.953000e-06
5999	14	99	14	100	1	12	0	2	7.974920e+03	7.066000e-06
6000	14	99	14	100	1	12	0	2	9.031690e+03	5.042000e-06
6001	14	99	14	100	1	12	0	2	1.022850e+04	3.583000e-06
6002	14	99	14	100	1	12	0	2	1.158380e+04	2.536000e-06
6003	14	99	14	100	1	12	0	2	1.307470e+04	1.805000e-06
6004	14	99	14	100	1	12	0	2	1.470790e+04	1.293000e-06
