	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
22207	14	101	2	1	8.666960e-01	0.000000e+00	2.970000e+00
22208	14	101	3	1	1.996203e+01	3.450000e-05	3.020000e+05
22209	14	101	3	2	1.909532e+01	2.790000e-05	2.230000e+05
22210	14	101	4	1	2.026950e+01	1.550000e-06	7.000000e+03
22211	14	101	4	2	1.940280e+01	1.560000e-05	6.440000e+04
22212	14	101	5	2	1.984540e+01	8.140000e-05	2.350000e+05
22213	14	101	6	1	3.568766e+01	1.360000e-01	1.850000e+09
22214	14	101	6	2	3.482095e+01	2.040000e-02	2.710000e+08
22215	14	101	7	2	3.482467e+01	2.310000e-01	2.040000e+09
22216	14	101	8	1	4.558373e+01	1.110000e-01	4.940000e+09
22217	14	101	8	2	4.471696e+01	9.400000e-02	4.120000e+09
22218	14	101	9	1	4.835715e+01	1.750000e-01	8.850000e+09
22219	14	101	9	2	4.749045e+01	1.630000e-01	8.060000e+09
22220	14	101	10	1	4.885180e+01	1.070000e-01	2.740000e+09
22221	14	101	10	2	4.798507e+01	5.800000e-01	1.450000e+10
22222	14	101	11	3	4.318476e+01	1.330000e-01	2.640000e+09
22223	14	101	11	4	4.287725e+01	2.670000e-01	5.270000e+09
22224	14	101	11	5	4.243464e+01	4.000000e-01	7.910000e+09
22225	14	101	12	6	3.565420e+01	2.410000e-01	3.710000e+09
22226	14	101	12	7	3.565041e+01	4.430000e-02	6.070000e+08
22227	14	101	12	9	2.298467e+01	1.640000e-01	9.060000e+08
22228	14	101	12	10	2.248997e+01	2.550000e-02	1.400000e+08
22229	14	101	13	6	3.565666e+01	3.940000e-02	3.600000e+08
22230	14	101	13	7	3.565297e+01	4.490000e-01	4.100000e+09
22231	14	101	13	10	2.249246e+01	2.890000e-01	1.060000e+09
22232	14	101	14	6	4.449772e+01	1.760000e-01	7.480000e+09
22233	14	101	14	8	3.460161e+01	2.710000e-02	6.950000e+08
22234	14	101	14	9	3.182818e+01	1.680000e-01	3.570000e+09
22235	14	101	14	10	3.133348e+01	6.410000e-02	1.360000e+09
22236	14	101	15	6	4.457580e+01	4.230000e-02	8.980000e+08
22237	14	101	15	7	4.457211e+01	2.890000e-01	6.130000e+09
22238	14	101	15	8	3.467972e+01	1.270000e-01	1.620000e+09
22239	14	101	15	9	3.190624e+01	2.540000e-02	2.700000e+08
22240	14	101	15	10	3.141160e+01	3.700000e-01	3.920000e+09
22241	14	101	16	1	-2.244469e+02	4.013000e-02	4.386000e+10
22242	14	101	16	2	-2.235888e+02	8.227000e-02	8.923000e+10
22243	14	101	16	14	-1.417028e+02	1.168000e-05	5.087000e+06
22244	14	101	16	15	-1.416315e+02	2.449000e-05	1.066000e+07
22245	14	101	17	1	-2.547046e+02	7.555000e-02	1.063000e+11
22246	14	101	17	2	-2.538441e+02	3.014000e-02	4.213000e+10
22247	14	101	17	12	-1.813899e+02	1.206000e-03	8.607000e+08
22248	14	101	18	1	2.559666e+02	8.156000e-02	1.163000e+11
22249	14	101	18	2	2.551029e+02	3.216000e-02	4.554000e+10
22250	14	101	18	12	1.846259e+02	1.433000e-03	1.076000e+09
22251	14	101	19	1	-2.583078e+02	4.555000e-04	6.594000e+08
22252	14	101	19	2	-2.574496e+02	1.991000e-04	2.862000e+08
22253	14	101	19	11	-1.950383e+02	1.233000e-03	1.018000e+09
22254	14	101	19	12	-1.849951e+02	1.803000e-06	1.339000e+06
22255	14	101	19	14	-1.755618e+02	4.108000e-06	2.747000e+06
22256	14	101	19	15	-1.754922e+02	6.099000e-06	4.075000e+06
22257	14	101	20	1	2.644004e+02	9.190000e-02	1.400000e+11
22258	14	101	20	2	2.635349e+02	2.054000e-01	3.107000e+11
22259	14	101	20	12	1.930581e+02	1.818000e-05	1.493000e+07
22260	14	101	20	14	1.842144e+02	2.724000e-03	2.046000e+09
22261	14	101	20	15	1.841351e+02	5.538000e-03	4.156000e+09
22262	14	101	21	1	-2.772052e+02	5.456000e-02	9.096000e+10
22263	14	101	21	2	-2.763525e+02	3.412000e-02	5.654000e+10
22264	14	101	21	11	-2.139357e+02	2.915000e-05	2.895000e+07
22265	14	101	21	12	-2.038944e+02	2.854000e-02	2.575000e+10
22266	14	101	21	14	-1.944601e+02	7.034000e-03	5.771000e+09
22267	14	101	21	15	-1.943900e+02	2.434000e-03	1.995000e+09
22268	14	101	22	1	2.784941e+02	8.084000e-03	1.353000e+10
22269	14	101	22	2	2.776272e+02	1.449000e-02	2.410000e+10
22270	14	101	22	11	2.153477e+02	1.641000e-04	1.641000e+08
22271	14	101	22	12	2.071547e+02	8.455000e-05	7.890000e+07
22272	14	101	22	14	1.983109e+02	2.120000e-04	1.818000e+08
22273	14	101	22	15	1.982316e+02	6.271000e-05	5.375000e+07
22274	14	101	23	1	-2.821511e+02	1.729000e-04	2.987000e+08
22275	14	101	23	2	-2.812932e+02	1.240000e-05	2.129000e+07
22276	14	101	23	11	-2.188796e+02	7.448000e-02	7.742000e+10
22277	14	101	23	12	-2.088366e+02	2.587000e-05	2.448000e+07
22278	14	101	23	14	-1.994049e+02	1.177000e-05	1.015000e+07
22279	14	101	23	15	-1.993344e+02	1.676000e-05	1.444000e+07
22280	14	101	24	1	-2.875032e+02	2.066000e-02	3.705000e+10
22281	14	101	24	2	-2.866457e+02	1.032000e-02	1.840000e+10
22282	14	101	24	11	-2.242318e+02	1.535000e-05	1.674000e+07
22283	14	101	24	12	-2.141907e+02	8.414000e-02	8.375000e+10
22284	14	101	24	14	-2.047598e+02	2.793000e-02	2.541000e+10
22285	14	101	24	15	-2.046888e+02	1.236000e-02	1.124000e+10
22286	14	101	25	1	-2.998017e+02	8.069000e-04	1.574000e+09
22287	14	101	25	2	-2.989415e+02	3.599000e-04	6.978000e+08
22288	14	101	25	11	-2.365308e+02	3.493000e-03	4.240000e+09
22289	14	101	25	12	-2.264888e+02	1.029000e-02	1.146000e+10
22290	14	101	25	14	-2.170556e+02	3.018000e-02	3.085000e+10
22291	14	101	25	15	-2.169834e+02	1.439000e-02	1.470000e+10
22292	14	101	26	1	-3.004410e+02	3.600000e-03	7.050000e+09
22293	14	101	26	2	-2.995916e+02	1.532000e-03	2.983000e+09
22294	14	101	26	11	-2.371779e+02	1.114000e-04	1.360000e+08
22295	14	101	26	12	-2.271362e+02	3.523000e-02	3.943000e+10
22296	14	101	26	14	-2.177036e+02	1.347000e-01	1.385000e+11
22297	14	101	26	15	-2.176310e+02	6.285000e-02	6.459000e+10
22298	14	101	27	2	-3.014711e+02	4.633000e-05	9.136000e+07
22299	14	101	27	11	-2.390621e+02	1.019000e+00	1.264000e+12
22300	14	101	27	12	-2.290200e+02	1.276000e-04	1.452000e+08
22301	14	101	27	14	-2.195852e+02	5.318000e-05	5.563000e+07
22302	14	101	27	15	-2.195152e+02	4.074000e-05	4.259000e+07
22303	14	101	28	1	-3.047614e+02	1.859000e-03	3.747000e+09
22304	14	101	28	2	-3.039023e+02	4.441000e-03	8.899000e+09
22305	14	101	28	11	-2.414881e+02	7.633000e-04	9.658000e+08
22306	14	101	28	12	-2.314485e+02	1.405000e-04	1.632000e+08
22307	14	101	28	14	-2.220153e+02	8.166000e-02	8.733000e+10
22308	14	101	28	15	-2.219438e+02	1.631000e-01	1.743000e+11
22309	14	101	29	1	-3.112104e+02	7.513000e-03	1.579000e+10
22310	14	101	29	2	-3.103534e+02	3.643000e-03	7.612000e+09
22311	14	101	29	11	-2.479402e+02	1.782000e-04	2.377000e+08
22312	14	101	29	12	-2.379015e+02	2.093000e-01	2.570000e+11
22313	14	101	29	14	-2.284672e+02	3.370000e-01	3.817000e+11
22314	14	101	29	15	-2.283956e+02	1.379000e-01	1.561000e+11
22315	14	101	30	1	-3.130018e+02	2.551000e-03	5.421000e+09
22316	14	101	30	2	-3.121428e+02	6.002000e-03	1.269000e+10
22317	14	101	30	11	-2.497281e+02	3.551000e-04	4.805000e+08
22318	14	101	30	12	-2.396860e+02	1.343000e-03	1.675000e+09
