	Z	Ion	Initial Level	Final Level	Temperature	Rate
17415	14	104	50	16	8.470320e+07	8.605400e+00
17416	14	104	50	16	1.196465e+08	8.624100e+00
17417	14	104	50	16	1.690050e+08	8.642400e+00
17418	14	104	50	12	1.690052e+05	4.781400e+00
17419	14	104	50	12	3.372098e+05	5.054300e+00
17420	14	104	50	12	6.728216e+05	5.315000e+00
17421	14	104	50	12	1.342456e+06	5.557800e+00
17422	14	104	50	12	2.678550e+06	5.779000e+00
17423	14	104	50	12	5.344413e+06	6.266700e+00
17424	14	104	50	12	7.549186e+06	6.739600e+00
17425	14	104	50	12	1.066351e+07	7.091200e+00
17426	14	104	50	12	1.506260e+07	7.343800e+00
17427	14	104	50	12	2.127649e+07	7.506400e+00
17428	14	104	50	12	3.005384e+07	7.622300e+00
17429	14	104	50	12	4.245219e+07	7.692500e+00
17430	14	104	50	12	5.996533e+07	7.740000e+00
17431	14	104	50	12	8.470320e+07	7.785400e+00
17432	14	104	50	12	1.196465e+08	7.805900e+00
17433	14	104	50	12	1.690050e+08	7.825900e+00
17434	14	104	50	30	1.690052e+05	6.830000e+00
17435	14	104	50	30	3.372098e+05	6.994000e+00
17436	14	104	50	30	6.728216e+05	7.121600e+00
17437	14	104	50	30	1.342456e+06	7.214600e+00
17438	14	104	50	30	2.678550e+06	7.277500e+00
17439	14	104	50	30	5.344413e+06	7.317900e+00
17440	14	104	50	30	7.549186e+06	7.334200e+00
17441	14	104	50	30	1.066351e+07	7.349600e+00
17442	14	104	50	30	1.506260e+07	7.364000e+00
17443	14	104	50	30	2.127649e+07	7.376000e+00
17444	14	104	50	30	3.005384e+07	7.386000e+00
17445	14	104	50	30	4.245219e+07	7.393000e+00
17446	14	104	50	30	5.996533e+07	7.398200e+00
17447	14	104	50	30	8.470320e+07	7.403000e+00
17448	14	104	50	30	1.196465e+08	7.405500e+00
17449	14	104	50	30	1.690050e+08	7.407900e+00
17450	14	104	50	1	1.690052e+05	6.450600e+00
17451	14	104	50	1	3.372098e+05	6.723400e+00
17452	14	104	50	1	6.728216e+05	6.984000e+00
17453	14	104	50	1	1.342456e+06	7.226800e+00
17454	14	104	50	1	2.678550e+06	7.448200e+00
17455	14	104	50	1	5.344413e+06	7.938000e+00
17456	14	104	50	1	7.549186e+06	8.412000e+00
17457	14	104	50	1	1.066351e+07	8.764000e+00
17458	14	104	50	1	1.506260e+07	9.016700e+00
17459	14	104	50	1	2.127649e+07	9.179400e+00
17460	14	104	50	1	3.005384e+07	9.295300e+00
17461	14	104	50	1	4.245219e+07	9.365500e+00
17462	14	104	50	1	5.996533e+07	9.413100e+00
17463	14	104	50	1	8.470320e+07	9.458500e+00
17464	14	104	50	1	1.196465e+08	9.479000e+00
17465	14	104	50	1	1.690050e+08	9.499000e+00
17466	14	104	50	40	1.690052e+05	6.258100e+00
17467	14	104	50	40	3.372098e+05	6.474300e+00
17468	14	104	50	40	6.728216e+05	6.657100e+00
17469	14	104	50	40	1.342456e+06	6.803200e+00
17470	14	104	50	40	2.678550e+06	6.914000e+00
17471	14	104	50	40	5.344413e+06	7.078900e+00
17472	14	104	50	40	7.549186e+06	7.313600e+00
17473	14	104	50	40	1.066351e+07	7.560500e+00
17474	14	104	50	40	1.506260e+07	7.767600e+00
17475	14	104	50	40	2.127649e+07	7.910900e+00
17476	14	104	50	40	3.005384e+07	8.016700e+00
17477	14	104	50	40	4.245219e+07	8.081800e+00
17478	14	104	50	40	5.996533e+07	8.126200e+00
17479	14	104	50	40	8.470320e+07	8.168700e+00
17480	14	104	50	40	1.196465e+08	8.187500e+00
17481	14	104	50	40	1.690050e+08	8.205900e+00
17482	14	104	50	45	1.690052e+05	7.099500e+00
17483	14	104	50	45	3.372098e+05	7.193800e+00
17484	14	104	50	45	6.728216e+05	7.260900e+00
17485	14	104	50	45	1.342456e+06	7.305300e+00
17486	14	104	50	45	2.678550e+06	7.332200e+00
17487	14	104	50	45	5.344413e+06	7.346000e+00
17488	14	104	50	45	7.549186e+06	7.344600e+00
17489	14	104	50	45	1.066351e+07	7.335800e+00
17490	14	104	50	45	1.506260e+07	7.320100e+00
17491	14	104	50	45	2.127649e+07	7.302000e+00
17492	14	104	50	45	3.005384e+07	7.282700e+00
17493	14	104	50	45	4.245219e+07	7.267500e+00
17494	14	104	50	45	5.996533e+07	7.255300e+00
17495	14	104	50	45	8.470320e+07	7.241400e+00
17496	14	104	50	45	1.196465e+08	7.235000e+00
17497	14	104	50	45	1.690050e+08	7.228100e+00
17498	14	104	50	7	1.690052e+05	6.678000e+00
17499	14	104	50	7	3.372098e+05	6.932500e+00
17500	14	104	50	7	6.728216e+05	7.165100e+00
17501	14	104	50	7	1.342456e+06	7.369700e+00
17502	14	104	50	7	2.678550e+06	7.539600e+00
17503	14	104	50	7	5.344413e+06	7.830500e+00
17504	14	104	50	7	7.549186e+06	8.179800e+00
17505	14	104	50	7	1.066351e+07	8.486000e+00
17506	14	104	50	7	1.506260e+07	8.720300e+00
17507	14	104	50	7	2.127649e+07	8.875000e+00
17508	14	104	50	7	3.005384e+07	8.986600e+00
17509	14	104	50	7	4.245219e+07	9.055000e+00
17510	14	104	50	7	5.996533e+07	9.101700e+00
17511	14	104	50	7	8.470320e+07	9.146400e+00
17512	14	104	50	7	1.196465e+08	9.165800e+00
17513	14	104	50	7	1.690050e+08	9.184700e+00
17514	14	104	50	22	1.690052e+05	4.446100e+00
17515	14	104	50	22	3.372098e+05	4.719000e+00
17516	14	104	50	22	6.728216e+05	4.979600e+00
17517	14	104	50	22	1.342456e+06	5.222400e+00
17518	14	104	50	22	2.678550e+06	5.443600e+00
17519	14	104	50	22	5.344413e+06	5.931300e+00
17520	14	104	50	22	7.549186e+06	6.404300e+00
17521	14	104	50	22	1.066351e+07	6.756000e+00
17522	14	104	50	22	1.506260e+07	7.008600e+00
17523	14	104	50	22	2.127649e+07	7.171200e+00
17524	14	104	50	22	3.005384e+07	7.287100e+00
17525	14	104	50	22	4.245219e+07	7.357300e+00
17526	14	104	50	22	5.996533e+07	7.404800e+00
17527	14	104	50	22	8.470320e+07	7.450200e+00
17528	14	104	50	22	1.196465e+08	7.470700e+00
17529	14	104	50	22	1.690050e+08	7.490700e+00
17530	14	104	50	44	1.690052e+05	6.751700e+00
17531	14	104	50	44	3.372098e+05	6.916400e+00
17532	14	104	50	44	6.728216e+05	7.044900e+00
17533	14	104	50	44	1.342456e+06	7.138700e+00
17534	14	104	50	44	2.678550e+06	7.202300e+00
17535	14	104	50	44	5.344413e+06	7.244600e+00
17536	14	104	50	44	7.549186e+06	7.265500e+00
17537	14	104	50	44	1.066351e+07	7.288900e+00
17538	14	104	50	44	1.506260e+07	7.313900e+00
17539	14	104	50	44	2.127649e+07	7.336000e+00
17540	14	104	50	44	3.005384e+07	7.355300e+00
17541	14	104	50	44	4.245219e+07	7.369000e+00
17542	14	104	50	44	5.996533e+07	7.379200e+00
17543	14	104	50	44	8.470320e+07	7.389100e+00
17544	14	104	50	44	1.196465e+08	7.394000e+00
17545	14	104	50	44	1.690050e+08	7.398800e+00
17546	14	104	50	17	1.690052e+05	6.279700e+00
17547	14	104	50	17	3.372098e+05	6.535800e+00
17548	14	104	50	17	6.728216e+05	6.771200e+00
17549	14	104	50	17	1.342456e+06	6.980500e+00
17550	14	104	50	17	2.678550e+06	7.158000e+00
17551	14	104	50	17	5.344413e+06	7.460500e+00
17552	14	104	50	17	7.549186e+06	7.813400e+00
17553	14	104	50	17	1.066351e+07	8.120500e+00
17554	14	104	50	17	1.506260e+07	8.354900e+00
17555	14	104	50	17	2.127649e+07	8.509700e+00
17556	14	104	50	17	3.005384e+07	8.621200e+00
17557	14	104	50	17	4.245219e+07	8.689500e+00
17558	14	104	50	17	5.996533e+07	8.736200e+00
17559	14	104	50	17	8.470320e+07	8.780800e+00
17560	14	104	50	17	1.196465e+08	8.800100e+00
17561	14	104	50	17	1.690050e+08	8.819000e+00
17562	14	104	50	49	1.690052e+05	5.736700e+00
17563	14	104	50	49	3.372098e+05	5.995900e+00
17564	14	104	50	49	6.728216e+05	6.236600e+00
17565	14	104	50	49	1.342456e+06	6.454500e+00
17566	14	104	50	49	2.678550e+06	6.645300e+00
17567	14	104	50	49	5.344413e+06	6.966800e+00
17568	14	104	50	49	7.549186e+06	7.325300e+00
17569	14	104	50	49	1.066351e+07	7.633600e+00
17570	14	104	50	49	1.506260e+07	7.868000e+00
17571	14	104	50	49	2.127649e+07	8.022700e+00
17572	14	104	50	49	3.005384e+07	8.134200e+00
17573	14	104	50	49	4.245219e+07	8.202500e+00
17574	14	104	50	49	5.996533e+07	8.249000e+00
17575	14	104	50	49	8.470320e+07	8.293500e+00
17576	14	104	50	49	1.196465e+08	8.312800e+00
17577	14	104	50	49	1.690050e+08	8.331600e+00
17578	14	104	51	19	1.690052e+05	5.969700e+00
17579	14	104	51	19	3.372098e+05	6.227900e+00
17580	14	104	51	19	6.728216e+05	6.467000e+00
17581	14	104	51	19	1.342456e+06	6.682200e+00
17582	14	104	51	19	2.678550e+06	6.865200e+00
17583	14	104	51	19	5.344413e+06	7.038800e+00
17584	14	104	51	19	7.549186e+06	7.180700e+00
17585	14	104	51	19	1.066351e+07	7.345000e+00
17586	14	104	51	19	1.506260e+07	7.505500e+00
17587	14	104	51	19	2.127649e+07	7.632500e+00
17588	14	104	51	19	3.005384e+07	7.736000e+00
17589	14	104	51	19	4.245219e+07	7.805500e+00
17590	14	104	51	19	5.996533e+07	7.855900e+00
17591	14	104	51	19	8.470320e+07	7.906100e+00
17592	14	104	51	19	1.196465e+08	7.929100e+00
17593	14	104	51	19	1.690050e+08	7.951900e+00
17594	14	104	51	20	1.690052e+05	5.969700e+00
17595	14	104	51	20	3.372098e+05	6.227900e+00
17596	14	104	51	20	6.728216e+05	6.467000e+00
17597	14	104	51	20	1.342456e+06	6.682200e+00
17598	14	104	51	20	2.678550e+06	6.865200e+00
17599	14	104	51	20	5.344413e+06	7.038800e+00
17600	14	104	51	20	7.549186e+06	7.180700e+00
17601	14	104	51	20	1.066351e+07	7.345000e+00
17602	14	104	51	20	1.506260e+07	7.505500e+00
17603	14	104	51	20	2.127649e+07	7.632500e+00
17604	14	104	51	20	3.005384e+07	7.736000e+00
17605	14	104	51	20	4.245219e+07	7.805500e+00
17606	14	104	51	20	5.996533e+07	7.855900e+00
17607	14	104	51	20	8.470320e+07	7.906100e+00
17608	14	104	51	20	1.196465e+08	7.929100e+00
17609	14	104	51	20	1.690050e+08	7.951900e+00
17610	14	104	51	21	1.690052e+05	5.969700e+00
17611	14	104	51	21	3.372098e+05	6.227900e+00
17612	14	104	51	21	6.728216e+05	6.467000e+00
17613	14	104	51	21	1.342456e+06	6.682200e+00
17614	14	104	51	21	2.678550e+06	6.865200e+00
17615	14	104	51	21	5.344413e+06	7.038800e+00
17616	14	104	51	21	7.549186e+06	7.180700e+00
17617	14	104	51	21	1.066351e+07	7.345000e+00
17618	14	104	51	21	1.506260e+07	7.505500e+00
17619	14	104	51	21	2.127649e+07	7.632500e+00
17620	14	104	51	21	3.005384e+07	7.736000e+00
17621	14	104	51	21	4.245219e+07	7.805500e+00
17622	14	104	51	21	5.996533e+07	7.855900e+00
17623	14	104	51	21	8.470320e+07	7.906100e+00
17624	14	104	51	21	1.196465e+08	7.929100e+00
17625	14	104	51	21	1.690050e+08	7.951900e+00
17626	14	104	51	32	1.690052e+05	5.160200e+00
17627	14	104	51	32	3.372098e+05	5.434900e+00
17628	14	104	51	32	6.728216e+05	5.698300e+00
17629	14	104	51	32	1.342456e+06	5.944900e+00
17630	14	104	51	32	2.678550e+06	6.162200e+00
17631	14	104	51	32	5.344413e+06	6.346700e+00
17632	14	104	51	32	7.549186e+06	6.456500e+00
17633	14	104	51	32	1.066351e+07	6.576600e+00
17634	14	104	51	32	1.506260e+07	6.696700e+00
17635	14	104	51	32	2.127649e+07	6.796100e+00
17636	14	104	51	32	3.005384e+07	6.879500e+00
17637	14	104	51	32	4.245219e+07	6.937200e+00
17638	14	104	51	32	5.996533e+07	6.979700e+00
17639	14	104	51	32	8.470320e+07	7.022100e+00
17640	14	104	51	32	1.196465e+08	7.042100e+00
17641	14	104	51	32	1.690050e+08	7.061800e+00
17642	14	104	51	27	1.690052e+05	6.830000e+00
17643	14	104	51	27	3.372098e+05	6.993900e+00
17644	14	104	51	27	6.728216e+05	7.121600e+00
17645	14	104	51	27	1.342456e+06	7.214500e+00
17646	14	104	51	27	2.678550e+06	7.277300e+00
17647	14	104	51	27	5.344413e+06	7.318300e+00
17648	14	104	51	27	7.549186e+06	7.336800e+00
17649	14	104	51	27	1.066351e+07	7.356800e+00
17650	14	104	51	27	1.506260e+07	7.379100e+00
17651	14	104	51	27	2.127649e+07	7.400400e+00
17652	14	104	51	27	3.005384e+07	7.420800e+00
17653	14	104	51	27	4.245219e+07	7.436400e+00
17654	14	104	51	27	5.996533e+07	7.449000e+00
17655	14	104	51	27	8.470320e+07	7.462100e+00
17656	14	104	51	27	1.196465e+08	7.468700e+00
17657	14	104	51	27	1.690050e+08	7.475400e+00
17658	14	104	51	28	1.690052e+05	6.830000e+00
17659	14	104	51	28	3.372098e+05	6.993900e+00
17660	14	104	51	28	6.728216e+05	7.121600e+00
17661	14	104	51	28	1.342456e+06	7.214500e+00
17662	14	104	51	28	2.678550e+06	7.277300e+00
17663	14	104	51	28	5.344413e+06	7.318300e+00
17664	14	104	51	28	7.549186e+06	7.336800e+00
17665	14	104	51	28	1.066351e+07	7.356800e+00
17666	14	104	51	28	1.506260e+07	7.379100e+00
17667	14	104	51	28	2.127649e+07	7.400400e+00
17668	14	104	51	28	3.005384e+07	7.420800e+00
17669	14	104	51	28	4.245219e+07	7.436400e+00
17670	14	104	51	28	5.996533e+07	7.449000e+00
17671	14	104	51	28	8.470320e+07	7.462100e+00
17672	14	104	51	28	1.196465e+08	7.468700e+00
17673	14	104	51	28	1.690050e+08	7.475400e+00
17674	14	104	51	29	1.690052e+05	6.830000e+00
17675	14	104	51	29	3.372098e+05	6.993900e+00
17676	14	104	51	29	6.728216e+05	7.121600e+00
17677	14	104	51	29	1.342456e+06	7.214500e+00
17678	14	104	51	29	2.678550e+06	7.277300e+00
17679	14	104	51	29	5.344413e+06	7.318300e+00
17680	14	104	51	29	7.549186e+06	7.336800e+00
17681	14	104	51	29	1.066351e+07	7.356800e+00
17682	14	104	51	29	1.506260e+07	7.379100e+00
17683	14	104	51	29	2.127649e+07	7.400400e+00
17684	14	104	51	29	3.005384e+07	7.420800e+00
17685	14	104	51	29	4.245219e+07	7.436400e+00
17686	14	104	51	29	5.996533e+07	7.449000e+00
17687	14	104	51	29	8.470320e+07	7.462100e+00
17688	14	104	51	29	1.196465e+08	7.468700e+00
17689	14	104	51	29	1.690050e+08	7.475400e+00
17690	14	104	51	18	1.690052e+05	5.424200e+00
17691	14	104	51	18	3.372098e+05	5.699000e+00
17692	14	104	51	18	6.728216e+05	5.962500e+00
17693	14	104	51	18	1.342456e+06	6.209200e+00
17694	14	104	51	18	2.678550e+06	6.426700e+00
17695	14	104	51	18	5.344413e+06	6.611400e+00
17696	14	104	51	18	7.549186e+06	6.721000e+00
17697	14	104	51	18	1.066351e+07	6.840800e+00
17698	14	104	51	18	1.506260e+07	6.960500e+00
17699	14	104	51	18	2.127649e+07	7.059600e+00
17700	14	104	51	18	3.005384e+07	7.142600e+00
17701	14	104	51	18	4.245219e+07	7.200200e+00
17702	14	104	51	18	5.996533e+07	7.242600e+00
17703	14	104	51	18	8.470320e+07	7.284800e+00
17704	14	104	51	18	1.196465e+08	7.304800e+00
17705	14	104	51	18	1.690050e+08	7.324500e+00
17706	14	104	51	23	1.690052e+05	6.498800e+00
17707	14	104	51	23	3.372098e+05	6.715800e+00
17708	14	104	51	23	6.728216e+05	6.900100e+00
17709	14	104	51	23	1.342456e+06	7.048500e+00
17710	14	104	51	23	2.678550e+06	7.161100e+00
17711	14	104	51	23	5.344413e+06	7.253100e+00
17712	14	104	51	23	7.549186e+06	7.322000e+00
17713	14	104	51	23	1.066351e+07	7.410900e+00
17714	14	104	51	23	1.506260e+07	7.510200e+00
17715	14	104	51	23	2.127649e+07	7.597700e+00
17716	14	104	51	23	3.005384e+07	7.674000e+00
17717	14	104	51	23	4.245219e+07	7.728000e+00
17718	14	104	51	23	5.996533e+07	7.768500e+00
17719	14	104	51	23	8.470320e+07	7.809600e+00
17720	14	104	51	23	1.196465e+08	7.828600e+00
17721	14	104	51	23	1.690050e+08	7.847600e+00
17722	14	104	51	24	1.690052e+05	6.498800e+00
17723	14	104	51	24	3.372098e+05	6.715800e+00
17724	14	104	51	24	6.728216e+05	6.900100e+00
17725	14	104	51	24	1.342456e+06	7.048500e+00
17726	14	104	51	24	2.678550e+06	7.161100e+00
17727	14	104	51	24	5.344413e+06	7.253100e+00
17728	14	104	51	24	7.549186e+06	7.322000e+00
17729	14	104	51	24	1.066351e+07	7.410900e+00
17730	14	104	51	24	1.506260e+07	7.510200e+00
17731	14	104	51	24	2.127649e+07	7.597700e+00
17732	14	104	51	24	3.005384e+07	7.674000e+00
17733	14	104	51	24	4.245219e+07	7.728000e+00
17734	14	104	51	24	5.996533e+07	7.768500e+00
17735	14	104	51	24	8.470320e+07	7.809600e+00
17736	14	104	51	24	1.196465e+08	7.828600e+00
17737	14	104	51	24	1.690050e+08	7.847600e+00
17738	14	104	51	25	1.690052e+05	6.498800e+00
17739	14	104	51	25	3.372098e+05	6.715800e+00
17740	14	104	51	25	6.728216e+05	6.900100e+00
17741	14	104	51	25	1.342456e+06	7.048500e+00
17742	14	104	51	25	2.678550e+06	7.161100e+00
17743	14	104	51	25	5.344413e+06	7.253100e+00
17744	14	104	51	25	7.549186e+06	7.322000e+00
17745	14	104	51	25	1.066351e+07	7.410900e+00
17746	14	104	51	25	1.506260e+07	7.510200e+00
17747	14	104	51	25	2.127649e+07	7.597700e+00
17748	14	104	51	25	3.005384e+07	7.674000e+00
17749	14	104	51	25	4.245219e+07	7.728000e+00
17750	14	104	51	25	5.996533e+07	7.768500e+00
17751	14	104	51	25	8.470320e+07	7.809600e+00
17752	14	104	51	25	1.196465e+08	7.828600e+00
17753	14	104	51	25	1.690050e+08	7.847600e+00
17754	14	104	51	2	1.690052e+05	6.254500e+00
17755	14	104	51	2	3.372098e+05	6.529700e+00
17756	14	104	51	2	6.728216e+05	6.793400e+00
17757	14	104	51	2	1.342456e+06	7.040300e+00
17758	14	104	51	2	2.678550e+06	7.257900e+00
17759	14	104	51	2	5.344413e+06	7.442400e+00
17760	14	104	51	2	7.549186e+06	7.550600e+00
17761	14	104	51	2	1.066351e+07	7.668500e+00
17762	14	104	51	2	1.506260e+07	7.786300e+00
17763	14	104	51	2	2.127649e+07	7.883900e+00
17764	14	104	51	2	3.005384e+07	7.965900e+00
17765	14	104	51	2	4.245219e+07	8.022700e+00
17766	14	104	51	2	5.996533e+07	8.064600e+00
17767	14	104	51	2	8.470320e+07	8.106500e+00
17768	14	104	51	2	1.196465e+08	8.126200e+00
17769	14	104	51	2	1.690050e+08	8.145700e+00
17770	14	104	51	3	1.690052e+05	6.701000e+00
17771	14	104	51	3	3.372098e+05	6.955800e+00
17772	14	104	51	3	6.728216e+05	7.188900e+00
17773	14	104	51	3	1.342456e+06	7.394300e+00
17774	14	104	51	3	2.678550e+06	7.562000e+00
17775	14	104	51	3	5.344413e+06	7.716500e+00
17776	14	104	51	3	7.549186e+06	7.852000e+00
17777	14	104	51	3	1.066351e+07	8.014300e+00
17778	14	104	51	3	1.506260e+07	8.175400e+00
17779	14	104	51	3	2.127649e+07	8.303500e+00
17780	14	104	51	3	3.005384e+07	8.408000e+00
17781	14	104	51	3	4.245219e+07	8.478200e+00
17782	14	104	51	3	5.996533e+07	8.529100e+00
17783	14	104	51	3	8.470320e+07	8.580000e+00
17784	14	104	51	3	1.196465e+08	8.603300e+00
17785	14	104	51	3	1.690050e+08	8.626600e+00
17786	14	104	51	4	1.690052e+05	6.701000e+00
17787	14	104	51	4	3.372098e+05	6.955800e+00
17788	14	104	51	4	6.728216e+05	7.188900e+00
17789	14	104	51	4	1.342456e+06	7.394300e+00
17790	14	104	51	4	2.678550e+06	7.562000e+00
17791	14	104	51	4	5.344413e+06	7.716500e+00
17792	14	104	51	4	7.549186e+06	7.852000e+00
17793	14	104	51	4	1.066351e+07	8.014300e+00
17794	14	104	51	4	1.506260e+07	8.175400e+00
17795	14	104	51	4	2.127649e+07	8.303500e+00
17796	14	104	51	4	3.005384e+07	8.408000e+00
17797	14	104	51	4	4.245219e+07	8.478200e+00
17798	14	104	51	4	5.996533e+07	8.529100e+00
17799	14	104	51	4	8.470320e+07	8.580000e+00
17800	14	104	51	4	1.196465e+08	8.603300e+00
17801	14	104	51	4	1.690050e+08	8.626600e+00
17802	14	104	51	5	1.690052e+05	6.701000e+00
17803	14	104	51	5	3.372098e+05	6.955800e+00
17804	14	104	51	5	6.728216e+05	7.188900e+00
17805	14	104	51	5	1.342456e+06	7.394300e+00
17806	14	104	51	5	2.678550e+06	7.562000e+00
17807	14	104	51	5	5.344413e+06	7.716500e+00
17808	14	104	51	5	7.549186e+06	7.852000e+00
17809	14	104	51	5	1.066351e+07	8.014300e+00
17810	14	104	51	5	1.506260e+07	8.175400e+00
17811	14	104	51	5	2.127649e+07	8.303500e+00
17812	14	104	51	5	3.005384e+07	8.408000e+00
17813	14	104	51	5	4.245219e+07	8.478200e+00
17814	14	104	51	5	5.996533e+07	8.529100e+00
17815	14	104	51	5	8.470320e+07	8.580000e+00
17816	14	104	51	5	1.196465e+08	8.603300e+00
17817	14	104	51	5	1.690050e+08	8.626600e+00
17818	14	104	51	37	1.690052e+05	6.270500e+00
17819	14	104	51	37	3.372098e+05	6.488400e+00
17820	14	104	51	37	6.728216e+05	6.674200e+00
17821	14	104	51	37	1.342456e+06	6.824600e+00
17822	14	104	51	37	2.678550e+06	6.940000e+00
17823	14	104	51	37	5.344413e+06	7.035000e+00
17824	14	104	51	37	7.549186e+06	7.105300e+00
17825	14	104	51	37	1.066351e+07	7.195500e+00
17826	14	104	51	37	1.506260e+07	7.295700e+00
17827	14	104	51	37	2.127649e+07	7.383600e+00
17828	14	104	51	37	3.005384e+07	7.460300e+00
17829	14	104	51	37	4.245219e+07	7.514400e+00
17830	14	104	51	37	5.996533e+07	7.555000e+00
17831	14	104	51	37	8.470320e+07	7.596100e+00
17832	14	104	51	37	1.196465e+08	7.615200e+00
17833	14	104	51	37	1.690050e+08	7.634200e+00
17834	14	104	51	38	1.690052e+05	6.270500e+00
17835	14	104	51	38	3.372098e+05	6.488400e+00
17836	14	104	51	38	6.728216e+05	6.674200e+00
17837	14	104	51	38	1.342456e+06	6.824600e+00
17838	14	104	51	38	2.678550e+06	6.940000e+00
17839	14	104	51	38	5.344413e+06	7.035000e+00
17840	14	104	51	38	7.549186e+06	7.105300e+00
17841	14	104	51	38	1.066351e+07	7.195500e+00
17842	14	104	51	38	1.506260e+07	7.295700e+00
17843	14	104	51	38	2.127649e+07	7.383600e+00
17844	14	104	51	38	3.005384e+07	7.460300e+00
17845	14	104	51	38	4.245219e+07	7.514400e+00
17846	14	104	51	38	5.996533e+07	7.555000e+00
17847	14	104	51	38	8.470320e+07	7.596100e+00
17848	14	104	51	38	1.196465e+08	7.615200e+00
17849	14	104	51	38	1.690050e+08	7.634200e+00
17850	14	104	51	39	1.690052e+05	6.270500e+00
17851	14	104	51	39	3.372098e+05	6.488400e+00
17852	14	104	51	39	6.728216e+05	6.674200e+00
17853	14	104	51	39	1.342456e+06	6.824600e+00
