	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	Temperature	Rate
6058	14	96	1	95	22	12	0	2	1.000000e+01	4.854450e-10
6059	14	96	1	95	22	12	0	2	1.258925e+01	4.296349e-10
6060	14	96	1	95	22	12	0	2	1.584893e+01	3.799531e-10
6061	14	96	1	95	22	12	0	2	1.995262e+01	3.357295e-10
6062	14	96	1	95	22	12	0	2	2.511886e+01	2.963875e-10
6063	14	96	1	95	22	12	0	2	3.162278e+01	2.613905e-10
6064	14	96	1	95	22	12	0	2	3.981072e+01	2.302769e-10
6065	14	96	1	95	22	12	0	2	5.011873e+01	2.026281e-10
6066	14	96	1	95	22	12	0	2	6.309573e+01	1.780780e-10
6067	14	96	1	95	22	12	0	2	7.943282e+01	1.562895e-10
6068	14	96	1	95	22	12	0	2	1.000000e+02	1.369651e-10
6069	14	96	1	95	22	12	0	2	1.258925e+02	1.198395e-10
6070	14	96	1	95	22	12	0	2	1.584893e+02	1.046695e-10
6071	14	96	1	95	22	12	0	2	1.995262e+02	9.124316e-11
6072	14	96	1	95	22	12	0	2	2.511887e+02	7.934141e-11
6073	14	96	1	95	22	12	0	2	3.162278e+02	6.883353e-11
6074	14	96	1	95	22	12	0	2	3.981071e+02	5.953883e-11
6075	14	96	1	95	22	12	0	2	5.011873e+02	5.136887e-11
6076	14	96	1	95	22	12	0	2	6.309573e+02	4.415709e-11
6077	14	96	1	95	22	12	0	2	7.943284e+02	3.782682e-11
6078	14	96	1	95	22	12	0	2	1.000000e+03	3.224780e-11
6079	14	96	1	95	22	12	0	2	1.258925e+03	2.735270e-11
6080	14	96	1	95	22	12	0	2	1.584893e+03	2.307811e-11
6081	14	96	1	95	22	12	0	2	1.995262e+03	1.936867e-11
6082	14	96	1	95	22	12	0	2	2.511887e+03	1.618079e-11
6083	14	96	1	95	22	12	0	2	3.162278e+03	1.345859e-11
6084	14	96	1	95	22	12	0	2	3.981071e+03	1.115577e-11
6085	14	96	1	95	22	12	0	2	5.011873e+03	9.215108e-12
6086	14	96	1	95	22	12	0	2	6.309573e+03	7.589277e-12
6087	14	96	1	95	22	12	0	2	7.943284e+03	6.230177e-12
6088	14	96	1	95	22	12	0	2	1.000000e+04	5.100346e-12
6089	14	96	1	95	22	12	0	2	1.258925e+04	4.161020e-12
6090	14	96	1	95	22	12	0	2	1.584892e+04	3.382202e-12
6091	14	96	1	95	22	12	0	2	1.995263e+04	2.737788e-12
6092	14	96	1	95	22	12	0	2	2.511887e+04	2.205465e-12
6093	14	96	1	95	22	12	0	2	3.162278e+04	1.766037e-12
6094	14	96	1	95	22	12	0	2	3.981071e+04	1.403459e-12
6095	14	96	1	95	22	12	0	2	5.011870e+04	1.104841e-12
6096	14	96	1	95	22	12	0	2	6.309576e+04	8.588155e-13
6097	14	96	1	95	22	12	0	2	7.943284e+04	6.561459e-13
6098	14	96	1	95	22	12	0	2	1.000000e+05	4.912475e-13
6099	14	96	1	95	22	12	0	2	1.258925e+05	3.690622e-13
6100	14	96	1	95	22	12	0	2	1.584892e+05	3.215884e-13
6101	14	96	1	95	22	12	0	2	1.995263e+05	4.158151e-13
6102	14	96	1	95	22	12	0	2	2.511887e+05	7.197798e-13
6103	14	96	1	95	22	12	0	2	3.162278e+05	1.236232e-12
6104	14	96	1	95	22	12	0	2	3.981071e+05	1.868528e-12
6105	14	96	1	95	22	12	0	2	5.011870e+05	2.460934e-12
6106	14	96	1	95	22	12	0	2	6.309576e+05	2.872762e-12
6107	14	96	1	95	22	12	0	2	7.943284e+05	3.035286e-12
6108	14	96	1	95	22	12	0	2	1.000000e+06	2.955290e-12
6109	14	96	1	95	22	12	0	2	1.258925e+06	2.691537e-12
6110	14	96	1	95	22	12	0	2	1.584892e+06	2.320067e-12
6111	14	96	1	95	22	12	0	2	1.995263e+06	1.909414e-12
6112	14	96	1	95	22	12	0	2	2.511887e+06	1.510080e-12
6113	14	96	1	95	22	12	0	2	3.162278e+06	1.150800e-12
6114	14	96	1	95	22	12	0	2	3.981071e+06	8.446944e-13
6115	14	96	1	95	22	12	0	2	5.011870e+06	5.938815e-13
6116	14	96	1	95	22	12	0	2	6.309576e+06	3.939126e-13
6117	14	96	1	95	22	12	0	2	7.943284e+06	2.375747e-13
6118	14	96	1	95	22	12	0	2	1.000000e+07	1.170308e-13
6119	14	96	1	95	22	12	0	2	1.258925e+07	2.514782e-14
6120	14	96	1	95	22	12	0	2	1.584892e+07	1.000000e-30
6121	14	96	1	95	22	12	0	2	1.995263e+07	1.000000e-30
6122	14	96	1	95	22	12	0	2	2.511887e+07	1.000000e-30
6123	14	96	1	95	22	12	0	2	3.162278e+07	1.000000e-30
6124	14	96	1	95	22	12	0	2	3.981071e+07	1.000000e-30
6125	14	96	1	95	22	12	0	2	5.011870e+07	1.000000e-30
6126	14	96	1	95	22	12	0	2	6.309576e+07	1.000000e-30
6127	14	96	1	95	22	12	0	2	7.943284e+07	1.000000e-30
6128	14	96	1	95	22	12	0	2	1.000000e+08	1.000000e-30
6129	14	96	1	95	22	12	0	2	1.258927e+08	1.000000e-30
6130	14	96	1	95	22	12	0	2	1.584892e+08	1.000000e-30
6131	14	96	1	95	22	12	0	2	1.995263e+08	1.000000e-30
6132	14	96	1	95	22	12	0	2	2.511884e+08	1.000000e-30
6133	14	96	1	95	22	12	0	2	3.162278e+08	1.000000e-30
6134	14	96	1	95	22	12	0	2	3.981075e+08	1.000000e-30
6135	14	96	1	95	22	12	0	2	5.011870e+08	1.000000e-30
6136	14	96	1	95	22	12	0	2	6.309576e+08	1.000000e-30
6137	14	96	1	95	22	12	0	2	7.943275e+08	1.000000e-30
6138	14	96	1	95	22	12	0	2	1.000000e+09	1.000000e-30
