	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	A Coefficient
21508	14	96	2	1	1.193290e+02	0.000000e+00	1.000000e+02
21509	14	96	3	1	1.189640e+02	2.360000e-02	3.700000e+09
21510	14	96	4	3	4.031200e+04	0.000000e+00	6.880000e-01
21511	14	96	5	1	1.178530e+02	2.820000e-01	4.510000e+10
21512	14	96	6	2	1.465520e+03	4.250000e-01	4.400000e+08
21513	14	96	6	3	1.522940e+03	1.630000e-01	1.560000e+08
21514	14	96	6	4	1.582730e+03	4.510000e-02	4.000000e+07
21515	14	96	6	5	1.731860e+03	4.860000e-03	3.600000e+06
21516	14	96	7	2	1.251390e+03	1.540000e+00	9.340000e+08
21517	14	96	8	1	1.088190e+02	0.000000e+00	4.480000e+05
21518	14	96	8	2	1.235450e+03	4.280000e-01	3.740000e+08
21519	14	96	8	3	1.276010e+03	6.520000e-01	5.340000e+08
21520	14	96	8	5	1.419480e+03	7.840000e-03	5.190000e+06
21521	14	96	9	2	1.207050e+03	5.800000e-02	8.840000e+07
21522	14	96	9	3	1.245730e+03	3.920000e-01	5.620000e+08
21523	14	96	9	4	1.285460e+03	1.990000e-01	2.680000e+08
21524	14	96	9	5	1.382120e+03	1.680000e-03	1.960000e+06
21525	14	96	10	1	1.078280e+02	1.990000e-05	2.280000e+06
21526	14	96	10	2	1.118810e+03	4.890000e-01	5.210000e+08
21527	14	96	10	3	1.151960e+03	2.340000e-01	2.350000e+08
21528	14	96	10	5	1.267630e+03	3.050000e-01	2.530000e+08
21529	14	96	11	2	1.137270e+03	5.100000e-02	8.760000e+07
21530	14	96	11	3	1.171550e+03	4.270000e-02	6.910000e+07
21531	14	96	11	4	1.206610e+03	2.270000e-01	3.470000e+08
21532	14	96	11	5	1.291390e+03	3.110000e-01	4.140000e+08
21533	14	96	12	1	1.081910e+02	1.980000e-05	2.260000e+06
21534	14	96	12	2	1.159090e+03	2.000000e-01	1.980000e+08
21535	14	96	12	3	1.194720e+03	2.180000e-01	2.040000e+08
21536	14	96	12	5	1.319600e+03	7.630000e-01	5.840000e+08
21537	14	96	13	3	1.146580e+03	2.170000e-01	1.100000e+09
21538	14	96	13	5	1.261120e+03	1.240000e-02	5.200000e+07
21539	14	96	14	2	1.106340e+03	1.270000e-01	2.310000e+08
21540	14	96	14	3	1.138750e+03	5.340000e-02	9.150000e+07
21541	14	96	14	4	1.171850e+03	1.950000e-01	3.150000e+08
21542	14	96	14	5	1.251650e+03	2.830000e-01	4.010000e+08
21543	14	96	15	3	8.172600e+02	4.090000e-02	4.080000e+08
21544	14	96	15	5	8.738290e+02	5.800000e-01	5.060000e+09
21545	14	96	16	6	8.978540e+02	2.770000e-01	2.290000e+09
21546	14	96	16	9	1.033430e+03	2.980000e-02	1.860000e+08
21547	14	96	16	11	1.090730e+03	3.160000e-02	1.770000e+08
21548	14	96	16	14	1.120780e+03	7.100000e-02	3.770000e+08
21549	14	96	17	1	9.820900e+01	2.620000e-03	6.040000e+08
21550	14	96	17	2	5.548830e+02	0.000000e+00	4.350000e+04
21551	14	96	17	6	8.929900e+02	7.640000e-01	2.130000e+09
21552	14	96	17	8	1.007290e+03	5.890000e-02	1.290000e+08
21553	14	96	17	9	1.026990e+03	4.340000e-03	9.140000e+06
21554	14	96	17	10	1.100870e+03	1.410000e-01	2.580000e+08
21555	14	96	17	11	1.083560e+03	3.810000e-02	7.220000e+07
21556	14	96	17	12	1.064460e+03	5.760000e-02	1.130000e+08
21557	14	96	17	13	1.105830e+03	9.960000e-02	1.810000e+08
21558	14	96	17	14	1.113210e+03	6.910000e-02	1.240000e+08
21559	14	96	18	6	8.827280e+02	1.050000e+00	1.790000e+09
21560	14	96	18	7	9.841650e+02	5.600000e-02	7.710000e+07
21561	14	96	18	8	9.942520e+02	2.970000e-02	4.000000e+07
21562	14	96	18	9	1.013440e+03	2.450000e-02	3.180000e+07
21563	14	96	18	10	1.085310e+03	5.670000e-01	6.420000e+08
21564	14	96	18	11	1.068490e+03	7.440000e-02	8.690000e+07
21565	14	96	18	12	1.049920e+03	2.270000e-01	2.750000e+08
21566	14	96	18	14	1.097310e+03	4.010000e-02	4.440000e+07
21567	14	96	19	2	5.453550e+02	2.140000e-05	5.330000e+04
21568	14	96	19	7	9.665980e+02	3.730000e+00	2.960000e+09
21569	14	96	20	3	5.501720e+02	0.000000e+00	2.820000e+04
21570	14	96	20	8	9.671950e+02	2.450000e+00	2.490000e+09
21571	14	96	20	10	1.053150e+03	4.980000e-02	4.280000e+07
21572	14	96	20	12	1.019790e+03	1.640000e-02	1.500000e+07
21573	14	96	21	3	5.445130e+02	0.000000e+00	3.100000e+04
21574	14	96	21	6	8.475450e+02	1.420000e-04	2.640000e+05
21575	14	96	21	7	9.406310e+02	2.870000e-02	4.320000e+07
21576	14	96	21	8	9.498410e+02	5.640000e-01	8.330000e+08
21577	14	96	21	9	9.673400e+02	1.470000e+00	2.100000e+09
21578	14	96	21	10	1.032610e+03	2.120000e-04	2.650000e+05
21579	14	96	21	11	1.017370e+03	1.100000e-02	1.420000e+07
21580	14	96	21	12	1.000520e+03	2.140000e-03	2.850000e+06
21581	14	96	21	14	1.043460e+03	9.960000e-04	1.220000e+06
21582	14	96	22	7	9.293890e+02	4.040000e-01	4.450000e+08
21583	14	96	22	8	9.383790e+02	6.640000e-05	7.180000e+04
21584	14	96	22	10	1.019080e+03	2.440000e+00	2.240000e+09
21585	14	96	22	12	9.878060e+02	1.450000e-01	1.420000e+08
21586	14	96	23	6	8.124290e+02	2.270000e-04	4.590000e+05
21587	14	96	23	7	8.975730e+02	1.440000e-02	2.380000e+07
21588	14	96	23	8	9.059550e+02	8.930000e-02	1.450000e+08
21589	14	96	23	9	9.218610e+02	1.120000e-01	1.750000e+08
21590	14	96	23	10	9.809510e+02	6.340000e-03	8.780000e+06
21591	14	96	23	11	9.671850e+02	1.570000e+00	2.240000e+09
21592	14	96	23	12	9.519420e+02	2.630000e-01	3.870000e+08
21593	14	96	23	14	9.907400e+02	3.560000e-04	4.830000e+05
21594	14	96	24	1	9.714300e+01	6.540000e-02	1.540000e+10
21595	14	96	24	6	8.119870e+02	1.510000e-03	5.090000e+06
21596	14	96	24	8	9.054060e+02	7.560000e-02	2.050000e+08
21597	14	96	24	9	9.212920e+02	4.050000e-01	1.060000e+09
21598	14	96	24	10	9.803070e+02	5.880000e-03	1.360000e+07
21599	14	96	24	11	9.665590e+02	6.100000e-02	1.450000e+08
21600	14	96	24	13	9.842390e+02	5.580000e-01	1.280000e+09
21601	14	96	24	14	9.900830e+02	1.260000e-01	2.850000e+08
21602	14	96	24	15	1.504730e+03	2.520000e-03	2.470000e+06
21603	14	96	25	7	8.932830e+02	2.130000e-01	2.540000e+08
21604	14	96	25	8	9.015860e+02	8.530000e-02	1.000000e+08
21605	14	96	25	10	9.758300e+02	6.450000e-02	6.450000e+07
21606	14	96	25	12	9.471180e+02	2.370000e+00	2.520000e+09
21607	14	96	26	6	8.054010e+02	1.670000e-02	3.430000e+07
21608	14	96	26	7	8.890030e+02	2.960000e-02	4.990000e+07
21609	14	96	26	8	8.972250e+02	1.300000e-01	2.150000e+08
21610	14	96	26	9	9.128230e+02	4.030000e-02	6.450000e+07
21611	14	96	26	10	9.707240e+02	2.980000e-01	4.210000e+08
21612	14	96	26	11	9.572410e+02	8.110000e-05	1.180000e+05
21613	14	96	26	12	9.423070e+02	7.590000e-02	1.140000e+08
21614	14	96	26	14	9.803080e+02	1.480000e+00	2.060000e+09
21615	14	96	27	1	9.644000e+01	1.460000e+00	3.480000e+11
21616	14	96	27	9	8.616880e+02	7.920000e-03	2.370000e+07
21617	14	96	27	10	9.131010e+02	1.350000e-02	3.600000e+07
21618	14	96	27	11	9.011620e+02	3.400000e-01	9.310000e+08
21619	14	96	27	12	8.879150e+02	1.410000e-02	3.980000e+07
21620	14	96	27	13	9.165110e+02	2.550000e-02	6.740000e+07
21621	14	96	27	14	9.215760e+02	2.900000e-01	7.590000e+08
21622	14	96	27	15	1.351990e+03	1.270000e-01	1.550000e+08
21623	14	96	29	2	2.311640e+02	5.820000e-01	2.420000e+10
21624	14	96	29	3	2.327650e+02	2.970000e-01	1.220000e+10
