	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	A Coefficient
21625	14	96	29	4	2.345710e+02	1.140000e-01	4.620000e+09
21626	14	96	29	5	2.374310e+02	4.860000e-02	1.920000e+09
21627	14	96	29	7	2.834410e+02	1.040000e-07	2.880000e+03
21628	14	96	29	8	2.843340e+02	6.210000e-08	1.710000e+03
21629	14	96	29	9	2.862170e+02	3.700000e-08	1.010000e+03
21630	14	96	29	11	2.906760e+02	1.240000e-08	3.250000e+02
21631	14	96	29	12	2.919320e+02	1.530000e-08	3.980000e+02
21632	14	96	30	3	2.240220e+02	4.500000e-02	5.980000e+09
21633	14	96	30	5	2.283410e+02	2.640000e-01	3.370000e+10
21634	14	96	30	8	2.713960e+02	3.660000e-08	3.320000e+03
21635	14	96	30	10	2.751390e+02	1.100000e-07	9.720000e+03
21636	14	96	30	12	2.783090e+02	9.430000e-08	8.120000e+03
21637	14	96	31	2	1.960600e+02	4.120000e-09	7.140000e+02
21638	14	96	31	6	2.260250e+02	3.720000e-02	4.850000e+09
21639	14	96	31	9	2.342800e+02	2.130000e-01	2.590000e+10
21640	14	96	31	11	2.372590e+02	2.150000e-05	2.540000e+06
21641	14	96	31	14	2.387100e+02	8.100000e-02	9.479999e+09
21642	14	96	31	44	1.291090e+03	2.450000e-01	9.820000e+08
21643	14	96	32	1	7.487700e+01	1.020000e-04	4.060000e+07
21644	14	96	32	2	1.959880e+02	9.180000e-09	5.320000e+02
21645	14	96	32	3	1.971370e+02	2.400000e-09	1.370000e+02
21646	14	96	32	6	2.259290e+02	8.250000e-02	3.590000e+09
21647	14	96	32	8	2.329150e+02	4.040000e-01	1.650000e+10
21648	14	96	32	9	2.341770e+02	3.490000e-02	1.410000e+09
21649	14	96	32	10	2.356670e+02	1.370000e-01	5.490000e+09
21650	14	96	32	11	2.371530e+02	1.240000e-01	4.920000e+09
21651	14	96	32	12	2.379890e+02	6.100000e-03	2.390000e+08
21652	14	96	32	13	2.380910e+02	1.510000e-01	5.920000e+09
21653	14	96	32	14	2.386030e+02	5.450000e-02	2.130000e+09
21654	14	96	32	15	2.640300e+02	1.960000e-03	6.250000e+07
21655	14	96	32	29	1.642700e+03	1.860000e-03	1.540000e+06
21656	14	96	32	44	1.287960e+03	7.350000e-01	9.860000e+08
21657	14	96	33	1	7.485280e+01	8.940000e-10	2.130000e+02
21658	14	96	33	2	1.958220e+02	7.100000e-09	2.470000e+02
21659	14	96	33	3	1.969700e+02	7.890000e-09	2.710000e+02
21660	14	96	33	4	1.982610e+02	4.110000e-09	1.400000e+02
21661	14	96	33	6	2.257090e+02	7.540000e-02	1.980000e+09
21662	14	96	33	7	2.320820e+02	6.690000e-01	1.660000e+10
21663	14	96	33	8	2.326810e+02	2.680000e-02	6.600000e+08
21664	14	96	33	9	2.339400e+02	3.620000e-03	8.820000e+07
21665	14	96	33	10	2.354270e+02	2.420000e-01	5.840000e+09
21666	14	96	33	11	2.369110e+02	6.850000e-02	1.630000e+09
21667	14	96	33	12	2.377440e+02	4.200000e-01	9.910000e+09
21668	14	96	33	14	2.383570e+02	1.560000e-01	3.660000e+09
21669	14	96	33	44	1.280830e+03	1.240000e+00	1.010000e+09
21670	14	96	34	1	7.457620e+01	3.230000e-02	1.290000e+10
21671	14	96	34	5	1.983320e+02	8.390000e-09	4.750000e+02
21672	14	96	34	6	2.232120e+02	3.190000e-03	1.420000e+08
21673	14	96	34	8	2.300280e+02	7.100000e-02	2.980000e+09
21674	14	96	34	9	2.312590e+02	6.020000e-02	2.500000e+09
21675	14	96	34	10	2.327120e+02	2.900000e-01	1.190000e+10
21676	14	96	34	11	2.341610e+02	1.820000e-01	7.400000e+09
21677	14	96	34	12	2.349760e+02	2.110000e-01	8.490000e+09
21678	14	96	34	13	2.350750e+02	2.100000e-03	8.450000e+07
21679	14	96	34	14	2.355740e+02	1.370000e-01	5.470000e+09
21680	14	96	34	15	2.603260e+02	1.120000e-01	3.660000e+09
21681	14	96	34	29	1.509120e+03	5.780000e-01	5.640000e+08
21682	14	96	34	44	1.204380e+03	2.720000e-03	4.160000e+06
21683	14	96	35	2	1.638420e+02	7.670000e-06	6.350000e+05
21684	14	96	35	3	1.645460e+02	1.060000e-04	8.700000e+06
21685	14	96	35	4	1.652320e+02	1.610000e-04	1.310000e+07
21686	14	96	35	5	1.667480e+02	1.290000e-05	1.030000e+06
21687	14	96	35	6	1.841690e+02	6.330000e-07	4.150000e+04
21688	14	96	35	7	1.884660e+02	5.400000e-09	3.380000e+02
21689	14	96	35	8	1.888490e+02	4.690000e-08	2.920000e+03
21690	14	96	35	9	1.895500e+02	3.540000e-08	2.190000e+03
21691	14	96	35	12	1.906430e+02	9.830000e-09	6.010000e+02
21692	14	96	35	14	1.922610e+02	1.710000e-09	1.030000e+02
21693	14	96	35	29	5.613740e+02	7.130000e-06	5.030000e+04
21694	14	96	35	31	9.939730e+02	6.900000e-01	1.550000e+09
21695	14	96	35	32	9.955270e+02	5.150000e-01	1.160000e+09
21696	14	96	35	33	9.990280e+02	3.430000e-02	7.640000e+07
21697	14	96	35	34	1.051420e+03	1.160000e-03	2.340000e+06
21698	14	96	36	1	6.963580e+01	6.760000e-09	1.860000e+03
21699	14	96	36	2	1.638340e+02	1.180000e-04	5.870000e+06
21700	14	96	36	3	1.645380e+02	3.310000e-04	1.630000e+07
21701	14	96	36	5	1.667390e+02	3.530000e-05	1.690000e+06
21702	14	96	36	6	1.841590e+02	1.020000e-06	4.020000e+04
21703	14	96	36	7	1.884550e+02	5.400000e-08	2.030000e+03
21704	14	96	36	8	1.888390e+02	4.110000e-08	1.540000e+03
21705	14	96	36	9	1.895390e+02	3.700000e-08	1.370000e+03
21706	14	96	36	10	1.918280e+02	5.280000e-09	1.920000e+02
21707	14	96	36	11	1.914130e+02	1.270000e-08	4.620000e+02
21708	14	96	36	12	1.906330e+02	2.410000e-08	8.840000e+02
21709	14	96	36	13	1.920060e+02	1.900000e-08	6.880000e+02
21710	14	96	36	29	5.612800e+02	1.190000e-05	5.030000e+04
21711	14	96	36	32	9.952320e+02	1.550000e+00	2.080000e+09
21712	14	96	36	33	9.987310e+02	5.150000e-01	6.890000e+08
21713	14	96	36	34	1.051090e+03	2.170000e-03	2.630000e+06
21714	14	96	37	2	1.638210e+02	6.870000e-04	2.440000e+07
21715	14	96	37	6	1.841440e+02	1.370000e-06	3.850000e+04
21716	14	96	37	7	1.884390e+02	1.290000e-07	3.470000e+03
21717	14	96	37	8	1.888220e+02	2.920000e-08	7.800000e+02
21718	14	96	37	10	1.918120e+02	6.670000e-08	1.730000e+03
21719	14	96	37	11	1.913970e+02	1.780000e-08	4.630000e+02
21720	14	96	37	12	1.906160e+02	1.570000e-08	4.120000e+02
21721	14	96	37	14	1.922340e+02	7.440000e-08	1.920000e+03
21722	14	96	37	29	5.611370e+02	1.660000e-05	5.040000e+04
21723	14	96	37	33	9.982770e+02	2.890000e+00	2.760000e+09
21724	14	96	38	1	6.940780e+01	8.600000e-05	2.380000e+07
21725	14	96	38	2	1.625770e+02	1.390000e-08	7.040000e+02
21726	14	96	38	3	1.632710e+02	1.700000e-05	8.480000e+05
21727	14	96	38	5	1.654390e+02	1.560000e-04	7.590000e+06
21728	14	96	38	8	1.871720e+02	1.270000e-08	4.840000e+02
21729	14	96	38	9	1.878600e+02	8.060000e-09	3.050000e+02
21730	14	96	38	10	1.901090e+02	3.500000e-08	1.290000e+03
21731	14	96	38	11	1.897010e+02	4.680000e-08	1.740000e+03
21732	14	96	38	12	1.889340e+02	5.510000e-08	2.060000e+03
21733	14	96	38	14	1.905230e+02	2.820000e-08	1.040000e+03
21734	14	96	38	15	2.065960e+02	8.690000e-08	2.720000e+03
21735	14	96	38	30	6.020000e+02	1.080000e-05	3.980000e+04
21736	14	96	38	32	9.506160e+02	3.870000e-03	5.710000e+06
21737	14	96	38	33	9.538080e+02	3.940000e-05	5.780000e+04
21738	14	96	38	34	1.001450e+03	2.140000e+00	2.850000e+09
21739	14	96	39	2	7.111700e+00	4.760000e-01	2.100000e+13
21740	14	96	39	3	7.113000e+00	2.610000e-01	1.150000e+13
21741	14	96	39	4	7.114200e+00	9.530000e-02	4.190000e+12
21742	14	96	39	5	7.117200e+00	2.510000e-02	1.100000e+12
21743	14	96	40	3	7.107700e+00	2.520000e-02	3.320000e+12
21744	14	96	40	5	7.111900e+00	2.620000e-01	3.450000e+13
21745	14	96	41	6	7.105800e+00	4.250000e-02	5.610000e+12
21746	14	96	41	9	7.113300e+00	1.960000e-01	2.590000e+13
21747	14	96	41	11	7.115900e+00	1.820000e-05	2.400000e+09
21748	14	96	41	14	7.117000e+00	4.700000e-02	6.180000e+12
21749	14	96	42	1	6.677300e+00	1.630000e-04	8.110000e+09
21750	14	96	42	6	7.105700e+00	1.060000e-01	4.660000e+12
21751	14	96	42	8	7.112200e+00	3.980000e-01	1.750000e+13
21752	14	96	42	9	7.113200e+00	6.240000e-02	2.740000e+12
21753	14	96	42	10	7.114900e+00	7.980000e-02	3.500000e+12
21754	14	96	42	11	7.115700e+00	8.470000e-02	3.720000e+12
21755	14	96	42	12	7.116400e+00	1.510000e-03	6.650000e+10
21756	14	96	42	13	7.116600e+00	9.330000e-02	4.100000e+12
21757	14	96	42	14	7.116900e+00	3.070000e-02	1.350000e+12
21758	14	96	42	15	7.143300e+00	7.620000e-04	3.320000e+10
21759	14	96	43	6	7.105400e+00	1.260000e-01	3.350000e+12
21760	14	96	43	7	7.111400e+00	6.760000e-01	1.780000e+13
21761	14	96	43	8	7.112000e+00	4.610000e-02	1.220000e+12
21762	14	96	43	9	7.112900e+00	3.620000e-05	9.550000e+08
21763	14	96	43	10	7.114600e+00	1.510000e-01	3.990000e+12
21764	14	96	43	11	7.115500e+00	4.780000e-02	1.260000e+12
21765	14	96	43	12	7.116200e+00	2.760000e-01	7.270000e+12
21766	14	96	43	14	7.116700e+00	1.050000e-01	2.770000e+12
21767	14	96	44	1	6.674600e+00	5.740000e-02	2.870000e+12
21768	14	96	44	6	7.102600e+00	2.090000e-03	9.200000e+10
21769	14	96	44	8	7.109100e+00	3.740000e-02	1.640000e+12
21770	14	96	44	9	7.110100e+00	3.010000e-02	1.320000e+12
21771	14	96	44	10	7.111700e+00	2.430000e-01	1.070000e+13
21772	14	96	44	11	7.112600e+00	1.530000e-01	6.740000e+12
21773	14	96	44	12	7.113300e+00	1.980000e-01	8.700000e+12
21774	14	96	44	13	7.113500e+00	7.760000e-04	3.410000e+10
21775	14	96	44	14	7.113800e+00	1.010000e-01	4.440000e+12
21776	14	96	44	15	7.140200e+00	8.300000e-02	3.620000e+12
