	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
0	14	104	2	1	1	0	1	1	0.000000e+00	2.438000e+03	1s2.1S_0
1	14	104	2	2	2	0	3	3	1.839423e+03	2.438000e+03	1s1.2s1.3S_1
2	14	104	2	3	2	1	3	1	1.853535e+03	2.438000e+03	1s1.2p1.3P_0
3	14	104	2	4	2	1	3	3	1.853756e+03	2.438000e+03	1s1.2p1.3P_1
4	14	104	2	5	2	1	3	5	1.854642e+03	2.438000e+03	1s1.2p1.3P_2
5	14	104	2	6	2	0	1	1	1.854650e+03	2.438000e+03	1s1.2s1.1S_0
6	14	104	2	7	2	1	1	3	1.864976e+03	2.438000e+03	1s1.2p1.1P_1
7	14	104	2	8	3	0	3	3	2.175519e+03	2.438000e+03	1s1.3s1.3S_1
8	14	104	2	9	3	1	3	1	2.179398e+03	2.438000e+03	1s1.3p1.3P_0
9	14	104	2	10	3	1	3	3	2.179465e+03	2.438000e+03	1s1.3p1.3P_1
10	14	104	2	11	3	1	3	5	2.179728e+03	2.438000e+03	1s1.3p1.3P_2
11	14	104	2	12	3	0	1	1	2.179540e+03	2.438000e+03	1s1.3s1.1S_0
12	14	104	2	13	3	2	3	3	2.181875e+03	2.438000e+03	1s1.3d1.3D_1
13	14	104	2	14	3	2	3	5	2.181878e+03	2.438000e+03	1s1.3d1.3D_2
14	14	104	2	15	3	2	3	7	2.181980e+03	2.438000e+03	1s1.3d1.3D_3
15	14	104	2	16	3	2	1	5	2.182073e+03	2.438000e+03	1s1.3d1.1D_2
16	14	104	2	17	3	1	1	3	2.182547e+03	2.438000e+03	1s1.3p1.1P_1
17	14	104	2	18	4	0	3	3	2.291153e+03	2.438000e+03	1s1.4s1.3S_1
18	14	104	2	19	4	1	3	1	2.292755e+03	2.438000e+03	1s1.4p1.3P_0
19	14	104	2	20	4	1	3	3	2.292783e+03	2.438000e+03	1s1.4p1.3P_1
20	14	104	2	21	4	1	3	5	2.292894e+03	2.438000e+03	1s1.4p1.3P_2
21	14	104	2	22	4	0	1	1	2.292782e+03	2.438000e+03	1s1.4s1.1S_0
22	14	104	2	23	4	2	3	3	2.293780e+03	2.438000e+03	1s1.4d1.3D_1
23	14	104	2	24	4	2	3	5	2.293780e+03	2.438000e+03	1s1.4d1.3D_2
24	14	104	2	25	4	2	3	7	2.293823e+03	2.438000e+03	1s1.4d1.3D_3
25	14	104	2	26	4	2	1	5	2.293863e+03	2.438000e+03	1s1.4d1.1D_2
26	14	104	2	27	4	3	3	7	2.293888e+03	2.438000e+03	1s1.4f1.3F_3
27	14	104	2	28	4	3	3	9	2.293888e+03	2.438000e+03	1s1.4f1.3F_4
28	14	104	2	29	4	3	3	5	2.293888e+03	2.438000e+03	1s1.4f1.3F_2
29	14	104	2	30	4	3	1	7	2.293888e+03	2.438000e+03	1s1.4f1.1F_3
30	14	104	2	31	4	1	1	3	2.294048e+03	2.438000e+03	1s1.4p1.1P_1
31	14	104	2	32	5	0	3	3	2.344246e+03	2.438000e+03	1s1.5s1.3S_1
32	14	104	2	33	5	1	3	1	2.345056e+03	2.438000e+03	1s1.5p1.3P_0
33	14	104	2	34	5	1	3	3	2.345070e+03	2.438000e+03	1s1.5p1.3P_1
34	14	104	2	35	5	1	3	5	2.345127e+03	2.438000e+03	1s1.5p1.3P_2
35	14	104	2	36	5	0	1	1	2.345068e+03	2.438000e+03	1s1.5s1.1S_0
36	14	104	2	37	5	2	3	3	2.345577e+03	2.438000e+03	1s1.5d1.3D_1
37	14	104	2	38	5	2	3	5	2.345577e+03	2.438000e+03	1s1.5d1.3D_2
38	14	104	2	39	5	2	3	7	2.345600e+03	2.438000e+03	1s1.5d1.3D_3
39	14	104	2	40	5	2	1	5	2.345620e+03	2.438000e+03	1s1.5d1.1D_2
40	14	104	2	41	5	3	3	5	2.345633e+03	2.438000e+03	1s1.5f1.3F_2
41	14	104	2	42	5	3	3	7	2.345633e+03	2.438000e+03	1s1.5f1.3F_3
42	14	104	2	43	5	3	3	9	2.345633e+03	2.438000e+03	1s1.5f1.3F_4
43	14	104	2	44	5	3	1	7	2.345633e+03	2.438000e+03	1s1.5f1.1F_3
44	14	104	2	45	5	4	1	9	2.345645e+03	2.438000e+03	1s1.5g1.1G_4
45	14	104	2	46	5	4	3	11	2.345645e+03	2.438000e+03	1s1.5g1.3G_5
46	14	104	2	47	5	4	3	9	2.345645e+03	2.438000e+03	1s1.5g1.3G_4
47	14	104	2	48	5	4	3	7	2.345645e+03	2.438000e+03	1s1.5g1.3G_3
48	14	104	2	49	5	1	1	3	2.345710e+03	2.438000e+03	1s1.5p1.1P_1
49	14	104	2	50	12	0	1	2	2.419320e+03	2.437620e+03	sprlevls
50	14	104	2	51	12	0	3	2	2.419320e+03	2.437620e+03	sprlevlt
51	14	104	2	52	2	0	1	1	3.811470e+03	2.437620e+03	1s0.2s2.1S
52	14	104	2	53	2	1	1	3	3.837170e+03	2.437620e+03	1s0.2s1.2p1.1P
53	14	104	2	54	2	1	3	9	3.816070e+03	2.437620e+03	1s0.2s1.2p1.3P
54	14	104	2	55	2	0	1	1	3.856700e+03	2.437620e+03	1s0.2p2.1S
55	14	104	2	56	2	2	1	5	3.834670e+03	2.437620e+03	1s0.2p2.1D
56	14	104	2	57	2	1	3	9	3.828350e+03	2.437620e+03	1s0.2p2.3P
57	14	104	2	58	1	2	2	2	2.437620e+03	2.437620e+03	continuum
