	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	Temperature	Rate
6857	14	103	1	102	47	12	0	2	1.000000e+00	-8.329760e+00
6858	14	103	1	102	47	12	0	2	1.100000e+00	-8.381380e+00
6859	14	103	1	102	47	12	0	2	1.200000e+00	-8.433170e+00
6860	14	103	1	102	47	12	0	2	1.300000e+00	-8.485160e+00
6861	14	103	1	102	47	12	0	2	1.400000e+00	-8.537370e+00
6862	14	103	1	102	47	12	0	2	1.500000e+00	-8.589810e+00
6863	14	103	1	102	47	12	0	2	1.600000e+00	-8.642500e+00
6864	14	103	1	102	47	12	0	2	1.700000e+00	-8.695460e+00
6865	14	103	1	102	47	12	0	2	1.800000e+00	-8.748730e+00
6866	14	103	1	102	47	12	0	2	1.900000e+00	-8.802310e+00
6867	14	103	1	102	47	12	0	2	2.000000e+00	-8.856240e+00
6868	14	103	1	102	47	12	0	2	2.100000e+00	-8.910530e+00
6869	14	103	1	102	47	12	0	2	2.200000e+00	-8.965210e+00
6870	14	103	1	102	47	12	0	2	2.300000e+00	-9.020310e+00
6871	14	103	1	102	47	12	0	2	2.400000e+00	-9.075850e+00
6872	14	103	1	102	47	12	0	2	2.500000e+00	-9.131840e+00
6873	14	103	1	102	47	12	0	2	2.600000e+00	-9.188300e+00
6874	14	103	1	102	47	12	0	2	2.700000e+00	-9.245260e+00
6875	14	103	1	102	47	12	0	2	2.800000e+00	-9.302730e+00
6876	14	103	1	102	47	12	0	2	2.900000e+00	-9.360730e+00
6877	14	103	1	102	47	12	0	2	3.000000e+00	-9.419260e+00
6878	14	103	1	102	47	12	0	2	3.100000e+00	-9.478330e+00
6879	14	103	1	102	47	12	0	2	3.200000e+00	-9.537960e+00
6880	14	103	1	102	47	12	0	2	3.300000e+00	-9.598140e+00
6881	14	103	1	102	47	12	0	2	3.400000e+00	-9.658890e+00
6882	14	103	1	102	47	12	0	2	3.500000e+00	-9.720230e+00
6883	14	103	1	102	47	12	0	2	3.600000e+00	-9.782200e+00
6884	14	103	1	102	47	12	0	2	3.700000e+00	-9.844450e+00
6885	14	103	1	102	47	12	0	2	3.800000e+00	-9.905050e+00
6886	14	103	1	102	47	12	0	2	3.900000e+00	-9.958710e+00
6887	14	103	1	102	47	12	0	2	4.000000e+00	-9.997870e+00
6888	14	103	1	102	47	12	0	2	4.100000e+00	-1.001880e+01
6889	14	103	1	102	47	12	0	2	4.200000e+00	-1.002650e+01
6890	14	103	1	102	47	12	0	2	4.300000e+00	-1.003190e+01
6891	14	103	1	102	47	12	0	2	4.400000e+00	-1.004320e+01
6892	14	103	1	102	47	12	0	2	4.500000e+00	-1.006070e+01
6893	14	103	1	102	47	12	0	2	4.600000e+00	-1.007670e+01
6894	14	103	1	102	47	12	0	2	4.700000e+00	-1.008190e+01
6895	14	103	1	102	47	12	0	2	4.800000e+00	-1.007520e+01
6896	14	103	1	102	47	12	0	2	4.900000e+00	-1.006490e+01
6897	14	103	1	102	47	12	0	2	5.000000e+00	-1.006180e+01
6898	14	103	1	102	47	12	0	2	5.100000e+00	-1.007270e+01
6899	14	103	1	102	47	12	0	2	5.200000e+00	-1.010070e+01
6900	14	103	1	102	47	12	0	2	5.300000e+00	-1.014610e+01
6901	14	103	1	102	47	12	0	2	5.400000e+00	-1.020830e+01
6902	14	103	1	102	47	12	0	2	5.500000e+00	-1.028610e+01
6903	14	103	1	102	47	12	0	2	5.600000e+00	-1.037740e+01
6904	14	103	1	102	47	12	0	2	5.700000e+00	-1.047840e+01
6905	14	103	1	102	47	12	0	2	5.800000e+00	-1.058360e+01
6906	14	103	1	102	47	12	0	2	5.900000e+00	-1.068680e+01
6907	14	103	1	102	47	12	0	2	6.000000e+00	-1.078370e+01
6908	14	103	1	102	47	12	0	2	6.100000e+00	-1.087360e+01
6909	14	103	1	102	47	12	0	2	6.200000e+00	-1.096020e+01
6910	14	103	1	102	47	12	0	2	6.300000e+00	-1.104850e+01
6911	14	103	1	102	47	12	0	2	6.400000e+00	-1.114280e+01
6912	14	103	1	102	47	12	0	2	6.500000e+00	-1.124420e+01
6913	14	103	1	102	47	12	0	2	6.600000e+00	-1.135090e+01
6914	14	103	1	102	47	12	0	2	6.700000e+00	-1.145810e+01
6915	14	103	1	102	47	12	0	2	6.800000e+00	-1.156150e+01
6916	14	103	1	102	47	12	0	2	6.900000e+00	-1.165910e+01
6917	14	103	1	102	47	12	0	2	7.000000e+00	-1.175270e+01
6918	14	103	1	102	47	12	0	2	7.100000e+00	-1.184550e+01
6919	14	103	1	102	47	12	0	2	7.200000e+00	-1.194090e+01
6920	14	103	1	102	47	12	0	2	7.300000e+00	-1.204120e+01
6921	14	103	1	102	47	12	0	2	7.400000e+00	-1.214720e+01
6922	14	103	1	102	47	12	0	2	7.500000e+00	-1.225910e+01
6923	14	103	1	102	47	12	0	2	7.600000e+00	-1.237640e+01
6924	14	103	1	102	47	12	0	2	7.700000e+00	-1.249830e+01
6925	14	103	1	102	47	12	0	2	7.800000e+00	-1.262440e+01
6926	14	103	1	102	47	12	0	2	7.900000e+00	-1.275370e+01
6927	14	103	1	102	47	12	0	2	8.000000e+00	-1.288590e+01
6928	14	103	1	102	47	12	0	2	8.100000e+00	-1.302040e+01
6929	14	103	1	102	47	12	0	2	8.200000e+00	-1.315680e+01
6930	14	103	1	102	47	12	0	2	8.300000e+00	-1.329480e+01
6931	14	103	1	102	47	12	0	2	8.400000e+00	-1.343420e+01
6932	14	103	1	102	47	12	0	2	8.500000e+00	-1.357470e+01
6933	14	103	1	102	47	12	0	2	8.600000e+00	-1.371630e+01
6934	14	103	1	102	47	12	0	2	8.700000e+00	-1.385870e+01
6935	14	103	1	102	47	12	0	2	8.800000e+00	-1.400190e+01
6936	14	103	1	102	47	12	0	2	8.900000e+00	-1.414580e+01
6937	14	103	1	102	47	12	0	2	9.000000e+00	-1.429030e+01
