	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
23353	14	104	2	1	1.839360e+03	0.000000e+00	3.600000e+05
23354	14	104	3	1	1.853471e+03	0.000000e+00	1.371500e+08
23355	14	104	3	2	1.411078e+01	1.550000e-01	1.854000e+08
23356	14	104	4	1	1.853693e+03	0.000000e+00	1.371500e+08
23357	14	104	4	2	1.433209e+01	1.550000e-01	1.854000e+08
23358	14	104	5	1	1.854579e+03	0.000000e+00	1.371500e+08
23359	14	104	5	2	1.521805e+01	1.550000e-01	1.854000e+08
23360	14	104	7	1	1.864922e+03	7.550000e-01	3.760000e+13
23361	14	104	7	6	1.032592e+01	3.720000e-02	4.833330e+07
23362	14	104	8	3	3.219728e+02	5.066670e-02	7.555560e+10
23363	14	104	8	4	3.217515e+02	5.066670e-02	7.555560e+10
23364	14	104	8	5	3.208656e+02	5.066670e-02	7.555560e+10
23365	14	104	9	2	3.399636e+02	1.160000e+00	6.411110e+11
23366	14	104	9	8	3.879954e+00	2.600000e-01	1.777780e+07
23367	14	104	10	2	3.400304e+02	1.160000e+00	6.411110e+11
23368	14	104	10	8	3.946779e+00	2.600000e-01	1.777780e+07
23369	14	104	11	2	3.402934e+02	1.160000e+00	6.411110e+11
23370	14	104	11	8	4.209741e+00	2.600000e-01	1.777780e+07
23371	14	104	12	7	3.145529e+02	1.650000e-02	7.066670e+10
23372	14	104	13	3	3.283291e+02	6.110000e+00	1.893330e+12
23373	14	104	13	4	3.281077e+02	6.110000e+00	1.893330e+12
23374	14	104	13	5	3.272218e+02	6.110000e+00	1.893330e+12
23375	14	104	13	9	2.476252e+00	1.880000e-01	2.453330e+06
23376	14	104	13	10	2.409427e+00	1.880000e-01	2.453330e+06
23377	14	104	13	11	2.146466e+00	1.880000e-01	2.453330e+06
23378	14	104	14	3	3.283326e+02	6.110000e+00	1.893330e+12
23379	14	104	14	4	3.281113e+02	6.110000e+00	1.893330e+12
23380	14	104	14	5	3.272254e+02	6.110000e+00	1.893330e+12
23381	14	104	14	9	2.479848e+00	1.880000e-01	2.453330e+06
23382	14	104	14	10	2.413023e+00	1.880000e-01	2.453330e+06
23383	14	104	14	11	2.150061e+00	1.880000e-01	2.453330e+06
23384	14	104	15	3	3.284341e+02	6.110000e+00	1.893330e+12
23385	14	104	15	4	3.282127e+02	6.110000e+00	1.893330e+12
23386	14	104	15	5	3.273268e+02	6.110000e+00	1.893330e+12
23387	14	104	15	9	2.581264e+00	1.880000e-01	2.453330e+06
23388	14	104	15	10	2.514438e+00	1.880000e-01	2.453330e+06
23389	14	104	15	11	2.251477e+00	1.880000e-01	2.453330e+06
23390	14	104	16	7	3.170869e+02	2.100000e+00	1.824000e+12
23391	14	104	16	17	4.732316e-01	1.242000e-02	9.000000e+04
23392	14	104	17	1	2.182362e+03	1.520000e-01	1.040000e+13
23393	14	104	17	6	3.278861e+02	4.010000e-01	6.200000e+11
23394	14	104	17	12	3.007259e+00	6.470000e-02	7.066670e+06
23395	14	104	18	3	4.376034e+02	1.093330e-02	3.011110e+10
23396	14	104	18	4	4.373821e+02	1.093330e-02	3.011110e+10
23397	14	104	18	5	4.364962e+02	1.093330e-02	3.011110e+10
23398	14	104	18	9	1.117506e+02	1.176670e-01	2.122220e+10
23399	14	104	18	10	1.116838e+02	1.176670e-01	2.122220e+10
23400	14	104	18	11	1.114208e+02	1.176670e-01	2.122220e+10
23401	14	104	19	2	4.533157e+02	2.860000e-01	2.811110e+11
23402	14	104	19	8	1.172321e+02	1.270000e+00	8.355550e+10
23403	14	104	19	13	1.108759e+02	1.152000e-01	6.866670e+09
23404	14	104	19	14	1.108723e+02	1.152000e-01	6.866670e+09
23405	14	104	19	15	1.107709e+02	1.152000e-01	6.866670e+09
23406	14	104	19	18	1.601574e+00	3.590000e-01	4.155560e+06
23407	14	104	20	2	4.533443e+02	2.860000e-01	2.811110e+11
23408	14	104	20	8	1.172607e+02	1.270000e+00	8.355550e+10
23409	14	104	20	13	1.109045e+02	1.152000e-01	6.866670e+09
23410	14	104	20	14	1.109009e+02	1.152000e-01	6.866670e+09
23411	14	104	20	15	1.107994e+02	1.152000e-01	6.866670e+09
23412	14	104	20	18	1.630089e+00	3.590000e-01	4.155560e+06
23413	14	104	21	2	4.534550e+02	2.860000e-01	2.811110e+11
23414	14	104	21	8	1.173714e+02	1.270000e+00	8.355550e+10
23415	14	104	21	13	1.110152e+02	1.152000e-01	6.866670e+09
23416	14	104	21	14	1.110116e+02	1.152000e-01	6.866670e+09
23417	14	104	21	15	1.109102e+02	1.152000e-01	6.866670e+09
