	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	Einstein A Coefficient
20689	14	93	2	1	3.480780e+05	0.000000e+00	2.132000e-04
20690	14	93	3	1	2.335120e+03	0.000000e+00	5.575000e+03
20691	14	93	3	2	2.350890e+03	0.000000e+00	4.600000e+03
20692	14	93	4	1	2.329230e+03	0.000000e+00	6.344000e+00
20693	14	93	4	2	2.344920e+03	0.000000e+00	1.328000e+03
20694	14	93	5	2	2.335320e+03	0.000000e+00	1.813000e+03
20695	14	93	6	1	1.808010e+03	1.866000e-03	9.514000e+05
20696	14	93	6	2	1.817450e+03	1.860000e-04	9.385000e+04
20697	14	93	7	2	1.816930e+03	1.671000e-03	5.624000e+05
20698	14	93	8	1	1.526700e+03	1.304000e-01	1.865000e+08
20699	14	93	8	2	1.533430e+03	1.298000e-01	1.840000e+08
20700	14	93	9	1	1.304370e+03	8.845000e-02	1.733000e+08
20701	14	93	9	2	1.309280e+03	8.811000e-02	1.713000e+08
20702	14	93	10	1	1.260420e+03	1.166000e+00	1.223000e+09
20703	14	93	10	2	1.265000e+03	1.162000e-01	1.210000e+08
20704	14	93	11	2	1.264740e+03	1.046000e+00	7.266000e+08
20705	14	93	12	2	1.236030e+03	0.000000e+00	5.188000e+03
20706	14	93	12	4	2.613780e+03	0.000000e+00	1.527000e+03
20707	14	93	12	6	3.863680e+03	2.994000e-01	6.691000e+07
20708	14	93	12	8	6.373130e+03	7.875000e-01	6.466000e+07
20709	14	93	12	9	2.209460e+04	7.524000e-03	5.140000e+04
20710	14	93	12	10	5.397240e+04	9.523000e-02	1.090000e+05
20711	14	93	13	1	1.230750e+03	0.000000e+00	2.573000e+03
20712	14	93	13	2	1.235110e+03	0.000000e+00	2.594000e+03
20713	14	93	13	5	2.621680e+03	2.998000e-05	7.270000e+03
20714	14	93	13	6	3.854740e+03	5.988000e-02	6.721000e+06
20715	14	93	13	7	3.857110e+03	5.386000e-01	6.037000e+07
20716	14	93	13	8	6.348850e+03	1.579000e+00	6.533000e+07
20717	14	93	13	9	2.180540e+04	1.521000e-02	5.334000e+04
20718	14	93	13	10	5.227870e+04	1.965000e-02	1.199000e+04
20719	14	93	13	11	5.273240e+04	1.755000e-01	1.052000e+05
20720	14	93	14	1	1.193290e+03	5.810000e-01	1.360000e+09
20721	14	93	14	2	1.197390e+03	1.448000e-01	3.367000e+08
20722	14	93	15	1	1.190420e+03	2.912000e-01	3.425000e+08
20723	14	93	15	2	1.194500e+03	7.255000e-01	8.475000e+08
