	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
3380	14	93	13	1	3	1	2	2	0.00000000e+00	1.62999992e+01	3p1.2P_1/2
3381	14	93	13	2	3	1	2	4	3.55934016e-02	1.62999992e+01	3p1.2P_3/2
3382	14	93	13	3	3	1	4	2	5.30732012e+00	1.62999992e+01	3s1.3p2.4P_1/2
3383	14	93	13	4	3	1	4	4	5.32074022e+00	1.62999992e+01	3s1.3p2.4P_3/2
3384	14	93	13	5	3	1	4	6	5.34246016e+00	1.62999992e+01	3s1.3p2.4P_5/2
3385	14	93	13	6	3	2	2	4	6.85461998e+00	1.62999992e+01	3s1.3p2.2D_3/2
3386	14	93	13	7	3	2	2	6	6.85657978e+00	1.62999992e+01	3s1.3p2.2D_5/2
3387	14	93	13	8	4	0	2	2	8.11763000e+00	1.62999992e+01	3p0.4s1.2S_1/2
3388	14	93	13	9	3	0	2	2	9.50131989e+00	1.62999992e+01	3s1.3p2.2S_1/2
3389	14	93	13	10	3	2	2	4	9.83261013e+00	1.62999992e+01	3p0.3d1.2D_3/2
3390	14	93	13	11	3	2	2	6	9.83465004e+00	1.62999992e+01	3p0.3d1.2D_5/2
3391	14	93	13	12	4	1	2	2	1.00621996e+01	1.62999992e+01	3p0.4p1.2P_1/2
3392	14	93	13	13	4	1	2	4	1.00697002e+01	1.62999992e+01	3p0.4p1.2P_3/2
3393	14	93	13	14	3	1	2	2	1.03858004e+01	1.62999992e+01	3s1.3p2.2P_1/2
3394	14	93	13	15	3	1	2	4	1.04108000e+01	1.62999992e+01	3s1.3p2.2P_3/2
3395	14	93	13	16	12	0	1	1	1.61868000e+01	1.62999992e+01	superlevel
3396	14	93	13	18	3	0	1	1	1.62999992e+01	1.62999992e+01	continuum
3397	14	93	13	17	1	0	0	1	1.86044995e+03	1.62999992e+01	superlevel_[K]
