	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
3568	14	98	8	1	2	1	3	5	0.00000000e+00	2.46000000e+02	2p4.3P_2
3569	14	98	8	2	2	1	3	3	4.99446988e-01	2.46000000e+02	2p4.3P_1
3570	14	98	8	3	2	1	3	1	6.89683020e-01	2.46000000e+02	2p4.3P_0
3571	14	98	8	4	2	2	1	5	5.77150011e+00	2.46000000e+02	2p4.1D_2
3572	14	98	8	5	2	0	1	1	1.23115997e+01	2.46000000e+02	2p4.1S_0
3573	14	98	8	6	2	1	3	5	4.50084991e+01	2.46000000e+02	2s1.2p5.3P_2
3574	14	98	8	7	2	1	3	3	4.54566002e+01	2.46000000e+02	2s1.2p5.3P_1
3575	14	98	8	8	2	1	3	1	4.57014008e+01	2.46000000e+02	2s1.2p5.3P_0
3576	14	98	8	9	2	1	1	3	6.26664009e+01	2.46000000e+02	2s1.2p5.1P_1
3577	14	98	8	10	2	0	1	1	1.05225998e+02	2.46000000e+02	2s0.2p6.1S_0
3578	14	98	8	12	2	1	3	5	1.75812000e+03	2.46000000e+02	1s1.2s2.2p5.3P_2
3579	14	98	8	13	2	1	3	3	1.75868994e+03	2.46000000e+02	1s1.2s2.2p5.3P_1
3580	14	98	8	14	2	1	3	1	1.75900000e+03	2.46000000e+02	1s1.2s2.2p5.3P_0
3581	14	98	8	15	2	1	1	3	1.76615002e+03	2.46000000e+02	1s1.2s2.2p5.1P_1
3582	14	98	8	16	2	0	3	3	1.80518994e+03	2.46000000e+02	1s1.2s1.2p6.3S_1
3583	14	98	8	17	2	0	1	1	1.81751001e+03	2.46000000e+02	1s1.2s1.2p6.1S_0
3584	14	98	8	19	2	0	2	4	2.46000000e+02	2.46000000e+02	continuum
3585	14	98	8	11	12	0	1	4	2.44292007e+02	2.46000000e+02	superlevel
3586	14	98	8	18	1	0	0	1	1.83787000e+03	-1.59187000e+03	superlevel_[K]
