	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
10901	26	338	14	1	3	1	3	1	0.000000e+00	3.610000e+02	3p2.3P_0
10902	26	338	14	2	3	1	3	3	1.153270e+00	3.610000e+02	3p2.3P_1
10903	26	338	14	3	3	1	3	5	2.301020e+00	3.610000e+02	3p2.3P_2
10904	26	338	14	4	3	2	1	5	5.957180e+00	3.610000e+02	3p2.1D_2
10905	26	338	14	5	3	0	1	1	1.134080e+01	3.610000e+02	3p2.1S_0
10906	26	338	14	6	3	0	5	5	2.659890e+01	3.610000e+02	3s1.3p3.5S_2
10907	26	338	14	7	3	2	3	3	3.559400e+01	3.610000e+02	3s1.3p3.3D_1
10908	26	338	14	8	3	2	3	5	3.561320e+01	3.610000e+02	3s1.3p3.3D_2
10909	26	338	14	9	3	2	3	7	3.596270e+01	3.610000e+02	3s1.3p3.3D_3
10910	26	338	14	10	3	1	3	1	4.076440e+01	3.610000e+02	3s1.3p3.3P_0
10911	26	338	14	11	3	1	3	3	4.086120e+01	3.610000e+02	3s1.3p3.3P_1
10912	26	338	14	12	3	1	3	5	4.093230e+01	3.610000e+02	3s1.3p3.3P_2
10913	26	338	14	13	3	2	1	5	4.491390e+01	3.610000e+02	3s1.3p3.1D_2
10914	26	338	14	14	3	0	3	3	5.148920e+01	3.610000e+02	3s1.3p3.3S_1
10915	26	338	14	15	3	3	3	5	5.363060e+01	3.610000e+02	3p1.3d1.3F_2
10916	26	338	14	16	3	3	3	7	5.445840e+01	3.610000e+02	3p1.3d1.3F_3
10917	26	338	14	17	3	1	1	3	5.428860e+01	3.610000e+02	3s1.3p3.1P_1
10918	26	338	14	18	3	3	3	9	5.559590e+01	3.610000e+02	3p1.3d1.3F_4
10919	26	338	14	19	3	1	3	5	6.027550e+01	3.610000e+02	3p1.3d1.3P_2
10920	26	338	14	20	3	1	3	3	6.133930e+01	3.610000e+02	3p1.3d1.3P_1
10921	26	338	14	21	3	2	1	5	6.182610e+01	3.610000e+02	3p1.3d1.1D_2
10922	26	338	14	22	3	1	3	1	6.215450e+01	3.610000e+02	3p1.3d1.3P_0
10923	26	338	14	23	3	2	3	3	6.277200e+01	3.610000e+02	3p1.3d1.3D_1
10924	26	338	14	24	3	2	3	7	6.310340e+01	3.610000e+02	3p1.3d1.3D_3
10925	26	338	14	25	3	2	3	5	6.311250e+01	3.610000e+02	3p1.3d1.3D_2
10926	26	338	14	26	3	3	1	7	6.901420e+01	3.610000e+02	3p1.3d1.1F_3
10927	26	338	14	27	3	1	1	3	7.072700e+01	3.610000e+02	3p1.3d1.1P_1
10928	26	338	14	29	3	1	5	7	7.093440e+02	3.610000e+02	2p5.3s2.3p3.5P_3
10929	26	338	14	30	3	1	5	5	7.108950e+02	3.610000e+02	2p5.3s2.3p3.5P_2
10930	26	338	14	31	3	1	3	3	7.118130e+02	3.610000e+02	2p5.3s2.3p3.3P_1
10931	26	338	14	32	3	1	3	1	7.128990e+02	3.610000e+02	2p5.3s2.3p3.3P_0
10932	26	338	14	33	3	1	1	3	7.148830e+02	3.610000e+02	2p5.3s2.3p3.1P_1
10933	26	338	14	34	3	2	3	7	7.153290e+02	3.610000e+02	2p5.3s2.3p3.3D_3
10934	26	338	14	35	3	2	3	5	7.169790e+02	3.610000e+02	2p5.3s2.3p3.3D_2
10935	26	338	14	36	3	3	1	7	7.177250e+02	3.610000e+02	2p5.3s2.3p3.1F_3
10936	26	338	14	37	3	0	3	3	7.203550e+02	3.610000e+02	2p5.3s2.3p3.3S_1
10937	26	338	14	38	3	1	5	3	7.204790e+02	3.610000e+02	2p5.3s2.3p3.5P_1
10938	26	338	14	39	3	1	3	5	7.207590e+02	3.610000e+02	2p5.3s2.3p3.3P_2
10939	26	338	14	40	3	1	1	3	7.214560e+02	3.610000e+02	2p5.3s2.3p3.1P_1#2
10940	26	338	14	41	3	2	3	7	7.214860e+02	3.610000e+02	2p5.3s2.3p3.3D_3#2
10941	26	338	14	42	3	2	3	5	7.215330e+02	3.610000e+02	2p5.3s2.3p3.3D_2#2
10942	26	338	14	43	3	3	3	5	7.257660e+02	3.610000e+02	2p5.3s2.3p3.3F_2
10943	26	338	14	44	3	2	3	3	7.272100e+02	3.610000e+02	2p5.3s2.3p3.3D_1
10944	26	338	14	45	3	1	3	1	7.277030e+02	3.610000e+02	2p5.3s2.3p3.3P_0#2
10945	26	338	14	46	3	1	3	5	7.281970e+02	3.610000e+02	2p5.3s2.3p3.3P_2#2
10946	26	338	14	47	3	1	3	1	7.299170e+02	3.610000e+02	2p5.3s2.3p3.3P_0#3
10947	26	338	14	48	3	3	3	7	7.300170e+02	3.610000e+02	2p5.3s2.3p3.3F_3
10948	26	338	14	49	3	2	3	3	7.328150e+02	3.610000e+02	2p5.3s2.3p3.3D_1#2
10949	26	338	14	50	3	1	3	3	7.332180e+02	3.610000e+02	2p5.3s2.3p3.3P_1#2
10950	26	338	14	51	3	1	3	5	7.337030e+02	3.610000e+02	2p5.3s2.3p3.3P_2#3
10951	26	338	14	52	3	1	3	3	7.351020e+02	3.610000e+02	2p5.3s2.3p3.3P_1#3
10952	26	338	14	53	3	2	1	5	7.362900e+02	3.610000e+02	2p5.3s2.3p3.1D_2
10953	26	338	14	54	3	2	1	5	7.408440e+02	3.610000e+02	2p5.3s2.3p3.1D_2#2
10954	26	338	14	55	3	0	1	1	7.455020e+02	3.610000e+02	2p5.3s2.3p3.1S_0
10955	26	338	14	57	3	0	5	5	7.123130e+03	3.610000e+02	1s1.2s2.2p6.3s2.3p3.5S_2
10956	26	338	14	58	3	0	3	3	7.128870e+03	3.610000e+02	1s1.2s2.2p6.3s2.3p3.3S_1
10957	26	338	14	60	3	0	5	5	8.525840e+02	3.610000e+02	2s1.2p6.3s2.3p3.5S_2
10958	26	338	14	61	3	0	3	3	8.588980e+02	3.610000e+02	2s1.2p6.3s2.3p3.3S_1
10959	26	338	14	62	3	1	3	5	7.595010e+01	3.610000e+02	3s0.3p4.3P_2
10960	26	338	14	63	3	1	3	3	7.755230e+01	3.610000e+02	3s0.3p4.3P_1
10961	26	338	14	64	3	1	3	1	7.796910e+01	3.610000e+02	3s0.3p4.3P_0
10962	26	338	14	65	3	2	1	5	7.940540e+01	3.610000e+02	3s0.3p4.1D_2
10963	26	338	14	66	3	0	1	1	9.035500e+01	3.610000e+02	3s0.3p4.1S_0
10964	26	338	14	67	3	3	3	9	7.166620e+02	3.610000e+02	2p5.3s2.3p3.3F_4
10965	26	338	14	59	3	0	1	1	7.499860e+03	7.499860e+03	superlevel_[K]
10966	26	338	14	123	3	1	2	2	3.610000e+02	3.610000e+02	continuum
10967	26	338	14	56	3	0	1	1	1.081160e+03	1.081160e+03	superlevel_[L]
10968	26	338	14	28	12	0	1	2	3.584930e+02	3.610000e+02	superlevel
