	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
10691	26	335	17	1	3	1	2	4	0.000000e+00	2.620000e+02	3p5.2P_3/2
10692	26	335	17	2	3	1	2	2	1.943640e+00	2.620000e+02	3p5.2P_1/2
10693	26	335	17	3	3	0	2	2	3.584730e+01	2.620000e+02	3s1.3p6.2S_1/2
10694	26	335	17	4	3	2	4	6	4.816930e+01	2.620000e+02	3p4.3d1.4D_5/2
10695	26	335	17	5	3	2	4	8	4.817800e+01	2.620000e+02	3p4.3d1.4D_7/2
10696	26	335	17	6	3	2	4	4	4.833980e+01	2.620000e+02	3p4.3d1.4D_3/2
10697	26	335	17	7	3	2	4	2	4.852630e+01	2.620000e+02	3p4.3d1.4D_1/2
10698	26	335	17	8	3	3	4	10	5.176070e+01	2.620000e+02	3p4.3d1.4F_9/2
10699	26	335	17	9	3	1	2	2	5.290990e+01	2.620000e+02	3p4.3d1.2P_1/2
10700	26	335	17	10	3	3	4	8	5.239800e+01	2.620000e+02	3p4.3d1.4F_7/2
10701	26	335	17	11	3	3	4	6	5.288280e+01	2.620000e+02	3p4.3d1.4F_5/2
10702	26	335	17	12	3	1	2	4	5.304330e+01	2.620000e+02	3p4.3d1.2P_3/2
10703	26	335	17	13	3	3	4	4	5.308000e+01	2.620000e+02	3p4.3d1.4F_3/2
10704	26	335	17	14	3	2	2	4	5.386270e+01	2.620000e+02	3p4.3d1.2D_3/2
10705	26	335	17	15	3	1	4	2	5.388580e+01	2.620000e+02	3p4.3d1.4P_1/2
10706	26	335	17	16	3	3	2	8	5.463430e+01	2.620000e+02	3p4.3d1.2F_7/2
10707	26	335	17	17	3	1	4	6	5.475990e+01	2.620000e+02	3p4.3d1.4P_5/2
10708	26	335	17	18	3	1	4	4	5.483250e+01	2.620000e+02	3p4.3d1.4P_3/2
10709	26	335	17	19	3	2	2	6	5.504170e+01	2.620000e+02	3p4.3d1.2D_5/2
10710	26	335	17	20	3	4	2	10	5.586260e+01	2.620000e+02	3p4.3d1.2G_9/2
10711	26	335	17	21	3	4	2	8	5.590390e+01	2.620000e+02	3p4.3d1.2G_7/2
10712	26	335	17	22	3	3	2	6	5.610790e+01	2.620000e+02	3p4.3d1.2F_5/2
