	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
10381	26	331	21	1	3	3	4	4	0.000000e+00	9.900000e+01	3d3.4F_3/2
10382	26	331	21	2	3	3	4	6	6.339000e-02	9.900000e+01	3d3.4F_5/2
10383	26	331	21	3	3	3	4	8	1.473300e-01	9.900000e+01	3d3.4F_7/2
10384	26	331	21	4	3	3	4	10	2.480400e-01	9.900000e+01	3d3.4F_9/2
10385	26	331	21	5	3	1	4	2	2.323250e+00	9.900000e+01	3d3.4P_1/2
10386	26	331	21	6	3	1	4	4	2.348510e+00	9.900000e+01	3d3.4P_3/2
10387	26	331	21	7	3	1	4	6	2.431430e+00	9.900000e+01	3d3.4P_5/2
10388	26	331	21	8	3	4	2	8	2.556110e+00	9.900000e+01	3d3.2G_7/2
10389	26	331	21	9	3	4	2	10	2.642720e+00	9.900000e+01	3d3.2G_9/2
10390	26	331	21	10	3	1	2	4	3.250230e+00	9.900000e+01	3d3.2P_3/2
10391	26	331	21	11	3	1	2	2	3.285020e+00	9.900000e+01	3d3.2P_1/2
10392	26	331	21	12	3	2	2	6	3.531600e+00	9.900000e+01	3d3.2D_5/2
10393	26	331	21	13	3	2	2	4	3.549410e+00	9.900000e+01	3d3.2D_3/2
10394	26	331	21	14	3	5	2	10	3.561360e+00	9.900000e+01	3d3.2H_9/2
10395	26	331	21	15	3	5	2	12	3.620700e+00	9.900000e+01	3d3.2H_11/2
10396	26	331	21	16	3	3	2	8	5.730220e+00	9.900000e+01	3d3.2F_7/2
10397	26	331	21	17	3	3	2	6	5.778120e+00	9.900000e+01	3d3.2F_5/2
10398	26	331	21	18	3	2	2	6	8.890610e+00	9.900000e+01	3d3.2D_5/2#2
10399	26	331	21	19	3	2	2	4	8.932930e+00	9.900000e+01	3d3.2D_3/2#2
10400	26	331	21	22	3	2	6	4	4.691170e+01	9.900000e+01	3p5.3d4.6D_3/2
10401	26	331	21	23	3	2	6	2	4.696820e+01	9.900000e+01	3p5.3d4.6D_1/2
10402	26	331	21	24	3	3	6	4	5.093490e+01	9.900000e+01	3p5.3d4.6F_3/2
10403	26	331	21	25	3	3	6	2	5.098960e+01	9.900000e+01	3p5.3d4.6F_1/2
10404	26	331	21	26	3	1	6	4	5.213230e+01	9.900000e+01	3p5.3d4.6P_3/2
10405	26	331	21	27	3	3	4	4	5.271610e+01	9.900000e+01	3p5.3d4.4F_3/2
