	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
11531	26	343	9	1	2	1	2	4	0.000000e+00	1.358000e+03	2p5.2P_3/2
11532	26	343	9	2	2	1	2	2	1.274450e+01	1.358000e+03	2p5.2P_1/2
11533	26	343	9	3	2	0	2	2	1.322800e+02	1.358000e+03	2s1.2p6.2S_1/2
11534	26	343	9	4	3	1	4	6	7.728370e+02	1.358000e+03	2p4.3s1.4P_5/2
11535	26	343	9	5	3	1	2	4	7.761680e+02	1.358000e+03	2p4.3s1.2P_3/2
11536	26	343	9	6	3	1	4	2	7.827200e+02	1.358000e+03	2p4.3s1.4P_1/2
11537	26	343	9	7	3	1	4	4	7.848460e+02	1.358000e+03	2p4.3s1.4P_3/2
11538	26	343	9	8	3	1	2	2	7.878130e+02	1.358000e+03	2p4.3s1.2P_1/2
11539	26	343	9	9	3	2	2	6	7.950420e+02	1.358000e+03	2p4.3s1.2D_5/2
11540	26	343	9	10	3	2	2	4	7.954520e+02	1.358000e+03	2p4.3s1.2D_3/2
11541	26	343	9	11	3	1	4	4	8.024130e+02	1.358000e+03	2p4.3p1.4P_3/2
11542	26	343	9	12	3	1	4	6	8.028640e+02	1.358000e+03	2p4.3p1.4P_5/2
11543	26	343	9	13	3	1	2	2	8.063470e+02	1.358000e+03	2p4.3p1.2P_1/2
11544	26	343	9	14	3	2	4	8	8.070670e+02	1.358000e+03	2p4.3p1.4D_7/2
11545	26	343	9	15	3	2	2	6	8.082300e+02	1.358000e+03	2p4.3p1.2D_5/2
11546	26	343	9	16	3	0	2	2	8.135260e+02	1.358000e+03	2p4.3s1.2S_1/2
11547	26	343	9	17	3	2	4	2	8.133920e+02	1.358000e+03	2p4.3p1.4D_1/2
11548	26	343	9	18	3	2	4	4	8.137810e+02	1.358000e+03	2p4.3p1.4D_3/2
11549	26	343	9	19	3	1	4	2	8.138720e+02	1.358000e+03	2p4.3p1.4P_1/2
11550	26	343	9	20	3	1	2	4	8.157500e+02	1.358000e+03	2p4.3p1.2P_3/2
11551	26	343	9	21	3	2	4	6	8.177870e+02	1.358000e+03	2p4.3p1.4D_5/2
11552	26	343	9	22	3	0	4	4	8.181540e+02	1.358000e+03	2p4.3p1.4S_3/2
11553	26	343	9	23	3	0	2	2	8.202610e+02	1.358000e+03	2p4.3p1.2S_1/2
11554	26	343	9	24	3	2	2	4	8.209940e+02	1.358000e+03	2p4.3p1.2D_3/2
11555	26	343	9	25	3	3	2	6	8.251600e+02	1.358000e+03	2p4.3p1.2F_5/2
11556	26	343	9	26	3	3	2	8	8.277530e+02	1.358000e+03	2p4.3p1.2F_7/2
11557	26	343	9	27	3	2	2	4	8.297240e+02	1.358000e+03	2p4.3p1.2D_3/2#2
11558	26	343	9	28	3	2	2	6	8.312390e+02	1.358000e+03	2p4.3p1.2D_5/2#2
11559	26	343	9	29	3	1	2	4	8.385400e+02	1.358000e+03	2p4.3p1.2P_3/2#2
11560	26	343	9	30	3	1	2	2	8.398980e+02	1.358000e+03	2p4.3p1.2P_1/2#2
11561	26	343	9	31	3	2	4	6	8.444370e+02	1.358000e+03	2p4.3d1.4D_5/2
11562	26	343	9	32	3	2	4	8	8.444600e+02	1.358000e+03	2p4.3d1.4D_7/2
11563	26	343	9	33	3	2	4	4	8.447790e+02	1.358000e+03	2p4.3d1.4D_3/2
11564	26	343	9	34	3	2	4	2	8.463590e+02	1.358000e+03	2p4.3d1.4D_1/2
11565	26	343	9	35	3	3	4	10	8.475410e+02	1.358000e+03	2p4.3d1.4F_9/2
11566	26	343	9	36	3	1	2	4	8.479280e+02	1.358000e+03	2p4.3p1.2P_3/2#3
11567	26	343	9	37	3	3	2	8	8.490930e+02	1.358000e+03	2p4.3d1.2F_7/2
11568	26	343	9	38	3	1	2	2	8.509990e+02	1.358000e+03	2p4.3p1.2P_1/2#3
11569	26	343	9	39	3	1	4	2	8.519010e+02	1.358000e+03	2p4.3d1.4P_1/2
11570	26	343	9	40	3	1	4	4	8.539540e+02	1.358000e+03	2p4.3d1.4P_3/2
11571	26	343	9	41	3	3	2	6	8.546550e+02	1.358000e+03	2p4.3d1.2F_5/2
11572	26	343	9	42	3	1	2	2	8.561990e+02	1.358000e+03	2p4.3d1.2P_1/2
11573	26	343	9	43	3	3	4	4	8.576640e+02	1.358000e+03	2p4.3d1.4F_3/2
11574	26	343	9	44	3	3	4	6	8.568260e+02	1.358000e+03	2p4.3d1.4F_5/2
11575	26	343	9	45	3	3	4	8	8.580890e+02	1.358000e+03	2p4.3d1.4F_7/2
11576	26	343	9	46	3	2	2	4	8.596590e+02	1.358000e+03	2p4.3d1.2D_3/2
11577	26	343	9	47	3	1	4	6	8.615300e+02	1.358000e+03	2p4.3d1.4P_5/2
11578	26	343	9	48	3	1	2	4	8.631170e+02	1.358000e+03	2p4.3d1.2P_3/2
