	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
10753	26	336	16	1	3	1	3	5	0.000000e+00	2.900000e+02	3p4.3P_2
10754	26	336	16	2	3	1	3	3	1.569960e+00	2.900000e+02	3p4.3P_1
10755	26	336	16	3	3	1	3	1	1.773720e+00	2.900000e+02	3p4.3P_0
10756	26	336	16	4	3	2	1	5	4.677650e+00	2.900000e+02	3p4.1D_2
10757	26	336	16	5	3	0	1	1	1.001560e+01	2.900000e+02	3p4.1S_0
10758	26	336	16	6	3	1	3	5	3.514200e+01	2.900000e+02	3s1.3p5.3P_2
10759	26	336	16	7	3	1	3	3	3.633180e+01	2.900000e+02	3s1.3p5.3P_1
10760	26	336	16	8	3	1	3	1	3.707600e+01	2.900000e+02	3s1.3p5.3P_0
10761	26	336	16	9	3	1	1	3	4.484390e+01	2.900000e+02	3s1.3p5.1P_1
10762	26	336	16	10	3	2	5	1	4.675410e+01	2.900000e+02	3p3.3d1.5D_0
10763	26	336	16	11	3	2	5	3	4.678150e+01	2.900000e+02	3p3.3d1.5D_1
10764	26	336	16	12	3	2	5	5	4.807830e+01	2.900000e+02	3p3.3d1.5D_2
10765	26	336	16	13	3	2	5	7	4.812030e+01	2.900000e+02	3p3.3d1.5D_3
10766	26	336	16	14	3	2	5	9	4.701670e+01	2.900000e+02	3p3.3d1.5D_4
10767	26	336	16	15	3	2	3	5	5.070060e+01	2.900000e+02	3p3.3d1.3D_2
10768	26	336	16	16	3	2	3	7	5.095940e+01	2.900000e+02	3p3.3d1.3D_3
10769	26	336	16	17	3	2	3	3	5.114760e+01	2.900000e+02	3p3.3d1.3D_1
10770	26	336	16	18	3	3	3	5	5.183220e+01	2.900000e+02	3p3.3d1.3F_2
10771	26	336	16	19	3	3	3	7	5.221990e+01	2.900000e+02	3p3.3d1.3F_3
10772	26	336	16	20	3	3	3	9	5.274620e+01	2.900000e+02	3p3.3d1.3F_4
10773	26	336	16	21	3	0	1	1	5.290280e+01	2.900000e+02	3p3.3d1.1S_0
10774	26	336	16	22	3	4	3	7	5.493070e+01	2.900000e+02	3p3.3d1.3G_3
10775	26	336	16	23	3	4	3	9	5.512830e+01	2.900000e+02	3p3.3d1.3G_4
10776	26	336	16	24	3	4	3	11	5.537120e+01	2.900000e+02	3p3.3d1.3G_5
10777	26	336	16	25	3	4	1	9	5.653770e+01	2.900000e+02	3p3.3d1.1G_4
10778	26	336	16	26	3	2	1	5	5.759110e+01	2.900000e+02	3p3.3d1.1D_2
10779	26	336	16	27	3	2	3	3	5.962040e+01	2.900000e+02	3p3.3d1.3D_1#2
10780	26	336	16	28	3	1	3	1	5.996370e+01	2.900000e+02	3p3.3d1.3P_0
10781	26	336	16	29	3	3	3	7	6.002740e+01	2.900000e+02	3p3.3d1.3F_3#2
10782	26	336	16	30	3	3	3	9	6.014360e+01	2.900000e+02	3p3.3d1.3F_4#2
10783	26	336	16	31	3	3	3	5	6.015290e+01	2.900000e+02	3p3.3d1.3F_2#2
10784	26	336	16	32	3	1	3	3	6.028940e+01	2.900000e+02	3p3.3d1.3P_1
10785	26	336	16	33	3	2	3	5	6.053040e+01	2.900000e+02	3p3.3d1.3D_2#2
10786	26	336	16	34	3	1	3	5	6.148160e+01	2.900000e+02	3p3.3d1.3P_2
10787	26	336	16	35	3	2	3	7	6.149010e+01	2.900000e+02	3p3.3d1.3D_3#2
10788	26	336	16	36	3	3	1	7	6.537780e+01	2.900000e+02	3p3.3d1.1F_3
10789	26	336	16	37	3	0	3	3	6.572220e+01	2.900000e+02	3p3.3d1.3S_1
10790	26	336	16	38	3	1	3	5	6.584030e+01	2.900000e+02	3p3.3d1.3P_2#2
10791	26	336	16	39	3	1	1	3	6.581670e+01	2.900000e+02	3p3.3d1.1P_1
10792	26	336	16	40	3	1	3	1	6.936800e+01	2.900000e+02	3p3.3d1.3P_0#2
10793	26	336	16	41	3	1	3	3	6.709780e+01	2.900000e+02	3p3.3d1.3P_1#2
10794	26	336	16	42	3	2	3	7	6.869570e+01	2.900000e+02	3p3.3d1.3D_3#3
10795	26	336	16	43	3	2	3	5	6.960160e+01	2.900000e+02	3p3.3d1.3D_2#3
10796	26	336	16	44	3	2	3	3	7.019280e+01	2.900000e+02	3p3.3d1.3D_1#3
10797	26	336	16	45	3	2	1	5	7.173950e+01	2.900000e+02	3p3.3d1.1D_2#2
10798	26	336	16	46	3	3	1	7	7.361950e+01	2.900000e+02	3p3.3d1.1F_3#2
10799	26	336	16	47	3	1	1	3	7.721980e+01	2.900000e+02	3p3.3d1.1P_1#2
10800	26	336	16	49	3	1	1	3	6.951020e+02	2.900000e+02	2p5.3s2.3p5.1P_1
10801	26	336	16	50	3	2	3	7	6.954900e+02	2.900000e+02	2p5.3s2.3p5.3D_3
10802	26	336	16	51	3	2	3	5	6.997870e+02	2.900000e+02	2p5.3s2.3p5.3D_2
10803	26	336	16	52	3	0	3	3	7.005200e+02	2.900000e+02	2p5.3s2.3p5.3S_1
10804	26	336	16	53	3	1	3	5	7.018330e+02	2.900000e+02	2p5.3s2.3p5.3P_2
10805	26	336	16	54	3	1	3	1	7.050590e+02	2.900000e+02	2p5.3s2.3p5.3P_0
10806	26	336	16	55	3	2	3	3	7.098020e+02	2.900000e+02	2p5.3s2.3p5.3D_1
10807	26	336	16	56	3	1	3	3	7.113090e+02	2.900000e+02	2p5.3s2.3p5.3P_1
10808	26	336	16	57	3	2	1	5	7.129510e+02	2.900000e+02	2p5.3s2.3p5.1D_2
10809	26	336	16	58	3	0	1	1	7.193010e+02	2.900000e+02	2p5.3s2.3p5.1S_0
10810	26	336	16	60	3	1	3	5	7.102270e+03	2.900000e+02	1s1.2s2.2p6.3s2.3p5.3P_2
10811	26	336	16	61	3	1	3	3	7.103330e+03	2.900000e+02	1s1.2s2.2p6.3s2.3p5.3P_1
10812	26	336	16	62	3	1	3	1	7.104600e+03	2.900000e+02	1s1.2s2.2p6.3s2.3p5.3P_0
10813	26	336	16	63	3	1	1	3	7.106260e+03	2.900000e+02	1s1.2s2.2p6.3s2.3p5.1P_1
10814	26	336	16	65	3	1	3	5	8.437250e+02	2.900000e+02	2s1.2p6.3s2.3p5.3P_2
10815	26	336	16	66	3	1	3	3	8.445580e+02	2.900000e+02	2s1.2p6.3s2.3p5.3P_1
10816	26	336	16	67	3	1	3	1	8.458290e+02	2.900000e+02	2s1.2p6.3s2.3p5.3P_0
10817	26	336	16	68	3	1	1	3	8.470820e+02	2.900000e+02	2s1.2p6.3s2.3p5.1P_1
10818	26	336	16	69	3	0	1	1	7.892960e+01	2.900000e+02	3s0.3p6.1S_0
10819	26	336	16	48	12	0	1	4	2.879860e+02	2.900000e+02	superlevel
10820	26	336	16	190	3	0	4	4	2.900000e+02	2.900000e+02	continuum
10821	26	336	16	59	3	0	1	1	9.943440e+02	9.943440e+02	superlevel_[L]
10822	26	336	16	64	3	0	1	1	7.379500e+03	7.379500e+03	superlevel_[K]
