	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	Temperature	Rate
0	26	328	1	327	160	12	0	2	1.000000e+01	3.377534e-10
1	26	328	1	327	160	12	0	2	1.258925e+01	2.783557e-10
2	26	328	1	327	160	12	0	2	1.584893e+01	2.294037e-10
3	26	328	1	327	160	12	0	2	1.995262e+01	1.890601e-10
4	26	328	1	327	160	12	0	2	2.511886e+01	1.558118e-10
5	26	328	1	327	160	12	0	2	3.162278e+01	1.284193e-10
6	26	328	1	327	160	12	0	2	3.981072e+01	1.060719e-10
7	26	328	1	327	160	12	0	2	5.011873e+01	9.063589e-11
8	26	328	1	327	160	12	0	2	6.309573e+01	9.781384e-11
9	26	328	1	327	160	12	0	2	7.943282e+01	1.800527e-10
10	26	328	1	327	160	12	0	2	1.000000e+02	4.308338e-10
11	26	328	1	327	160	12	0	2	1.258925e+02	9.281333e-10
12	26	328	1	327	160	12	0	2	1.584893e+02	1.649339e-09
13	26	328	1	327	160	12	0	2	1.995262e+02	2.451317e-09
14	26	328	1	327	160	12	0	2	2.511887e+02	3.147238e-09
15	26	328	1	327	160	12	0	2	3.162278e+02	3.614183e-09
16	26	328	1	327	160	12	0	2	3.981071e+02	3.844415e-09
17	26	328	1	327	160	12	0	2	5.011873e+02	3.908589e-09
18	26	328	1	327	160	12	0	2	6.309573e+02	3.879806e-09
19	26	328	1	327	160	12	0	2	7.943284e+02	3.791314e-09
20	26	328	1	327	160	12	0	2	1.000000e+03	3.648463e-09
21	26	328	1	327	160	12	0	2	1.258925e+03	3.455974e-09
22	26	328	1	327	160	12	0	2	1.584893e+03	3.224405e-09
23	26	328	1	327	160	12	0	2	1.995262e+03	2.962099e-09
24	26	328	1	327	160	12	0	2	2.511887e+03	2.672390e-09
25	26	328	1	327	160	12	0	2	3.162278e+03	2.358956e-09
26	26	328	1	327	160	12	0	2	3.981071e+03	2.032779e-09
27	26	328	1	327	160	12	0	2	5.011873e+03	1.712457e-09
28	26	328	1	327	160	12	0	2	6.309573e+03	1.419187e-09
29	26	328	1	327	160	12	0	2	7.943284e+03	1.168719e-09
30	26	328	1	327	160	12	0	2	1.000000e+04	9.671857e-10
31	26	328	1	327	160	12	0	2	1.258925e+04	8.133552e-10
32	26	328	1	327	160	12	0	2	1.584892e+04	7.035899e-10
33	26	328	1	327	160	12	0	2	1.995263e+04	6.348477e-10
34	26	328	1	327	160	12	0	2	2.511887e+04	6.039621e-10
35	26	328	1	327	160	12	0	2	3.162278e+04	6.037963e-10
36	26	328	1	327	160	12	0	2	3.981071e+04	6.202548e-10
37	26	328	1	327	160	12	0	2	5.011870e+04	6.348630e-10
38	26	328	1	327	160	12	0	2	6.309576e+04	6.316993e-10
39	26	328	1	327	160	12	0	2	7.943284e+04	6.031152e-10
40	26	328	1	327	160	12	0	2	1.000000e+05	5.506181e-10
41	26	328	1	327	160	12	0	2	1.258925e+05	4.817040e-10
42	26	328	1	327	160	12	0	2	1.584892e+05	4.057043e-10
43	26	328	1	327	160	12	0	2	1.995263e+05	3.307652e-10
44	26	328	1	327	160	12	0	2	2.511887e+05	2.624217e-10
45	26	328	1	327	160	12	0	2	3.162278e+05	2.035727e-10
46	26	328	1	327	160	12	0	2	3.981071e+05	1.550421e-10
47	26	328	1	327	160	12	0	2	5.011870e+05	1.163188e-10
48	26	328	1	327	160	12	0	2	6.309576e+05	8.619859e-11
49	26	328	1	327	160	12	0	2	7.943284e+05	6.324113e-11
50	26	328	1	327	160	12	0	2	1.000000e+06	4.601506e-11
51	26	328	1	327	160	12	0	2	1.258925e+06	3.323531e-11
52	26	328	1	327	160	12	0	2	1.584892e+06	2.386712e-11
53	26	328	1	327	160	12	0	2	1.995263e+06	1.704118e-11
54	26	328	1	327	160	12	0	2	2.511887e+06	1.210878e-11
55	26	328	1	327	160	12	0	2	3.162278e+06	8.564463e-12
56	26	328	1	327	160	12	0	2	3.981071e+06	6.029762e-12
57	26	328	1	327	160	12	0	2	5.011870e+06	4.225716e-12
58	26	328	1	327	160	12	0	2	6.309576e+06	2.948490e-12
59	26	328	1	327	160	12	0	2	7.943284e+06	2.047860e-12
60	26	328	1	327	160	12	0	2	1.000000e+07	1.415794e-12
61	26	328	1	327	160	12	0	2	1.258925e+07	9.738670e-13
62	26	328	1	327	160	12	0	2	1.584892e+07	6.663462e-13
63	26	328	1	327	160	12	0	2	1.995263e+07	4.532101e-13
64	26	328	1	327	160	12	0	2	2.511887e+07	3.062670e-13
65	26	328	1	327	160	12	0	2	3.162278e+07	2.053999e-13
66	26	328	1	327	160	12	0	2	3.981071e+07	1.365525e-13
67	26	328	1	327	160	12	0	2	5.011870e+07	8.982550e-14
68	26	328	1	327	160	12	0	2	6.309576e+07	5.831771e-14
69	26	328	1	327	160	12	0	2	7.943284e+07	3.724777e-14
70	26	328	1	327	160	12	0	2	1.000000e+08	2.329700e-14
71	26	328	1	327	160	12	0	2	1.258927e+08	1.419059e-14
72	26	328	1	327	160	12	0	2	1.584892e+08	8.354102e-15
73	26	328	1	327	160	12	0	2	1.995263e+08	4.702192e-15
74	26	328	1	327	160	12	0	2	2.511884e+08	2.487709e-15
75	26	328	1	327	160	12	0	2	3.162278e+08	1.195364e-15
76	26	328	1	327	160	12	0	2	3.981075e+08	4.778596e-16
77	26	328	1	327	160	12	0	2	5.011870e+08	1.056331e-16
78	26	328	1	327	160	12	0	2	6.309576e+08	1.000000e-30
79	26	328	1	327	160	12	0	2	7.943275e+08	1.000000e-30
80	26	328	1	327	160	12	0	2	1.000000e+09	1.000000e-30
