	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
0	26	330	22	3	3	1	7	9	4.659340e+01	7.494000e+01	3p5.3d5.7P_4
1	26	330	22	4	3	1	7	7	4.720090e+01	7.494000e+01	3p5.3d5.7P_3
2	26	330	22	5	3	1	7	5	4.771400e+01	7.494000e+01	3p5.3d5.7P_2
3	26	330	22	6	3	1	5	5	5.143420e+01	7.494000e+01	3p5.3d5.5P_2
4	26	330	22	7	3	1	5	7	5.176520e+01	7.494000e+01	3p5.3d5.5P_3
5	26	330	22	8	3	1	5	3	7.230170e+01	7.494000e+01	3p5.3d5.5P_1
6	26	330	22	9	3	1	5	5	7.276100e+01	7.494000e+01	3p5.3d5.5P_2#2
7	26	330	22	10	3	1	5	7	7.315150e+01	7.494000e+01	3p5.3d5.5P_3#2
8	26	330	22	11	3	1	7	9	7.077030e+02	7.494000e+01	2p5.3s2.3p6.3d5.7P_4
9	26	330	22	12	3	1	7	7	7.094560e+02	7.494000e+01	2p5.3s2.3p6.3d5.7P_3
10	26	330	22	13	3	1	5	5	7.108710e+02	7.494000e+01	2p5.3s2.3p6.3d5.5P_2
11	26	330	22	14	3	1	5	3	7.117710e+02	7.494000e+01	2p5.3s2.3p6.3d5.5P_1
12	26	330	22	15	3	1	5	7	7.156450e+02	7.494000e+01	2p5.3s2.3p6.3d5.5P_3
13	26	330	22	16	3	2	3	5	7.160780e+02	7.494000e+01	2p5.3s2.3p6.3d5.3D_2
14	26	330	22	17	3	1	5	5	7.163430e+02	7.494000e+01	2p5.3s2.3p6.3d5.5P_2#2
15	26	330	22	18	3	2	3	3	7.177900e+02	7.494000e+01	2p5.3s2.3p6.3d5.3D_1
16	26	330	22	19	3	1	5	3	7.182370e+02	7.494000e+01	2p5.3s2.3p6.3d5.5P_1#2
17	26	330	22	20	3	1	5	3	7.199040e+02	7.494000e+01	2p5.3s2.3p6.3d5.5P_1#3
18	26	330	22	21	3	1	3	3	7.202020e+02	7.494000e+01	2p5.3s2.3p6.3d5.3P_1
19	26	330	22	22	3	1	3	5	7.216560e+02	7.494000e+01	2p5.3s2.3p6.3d5.3P_2
20	26	330	22	23	3	2	1	5	7.221250e+02	7.494000e+01	2p5.3s2.3p6.3d5.1D_2
21	26	330	22	24	3	2	3	5	7.228140e+02	7.494000e+01	2p5.3s2.3p6.3d5.3D_2#2
22	26	330	22	25	3	3	3	5	7.233680e+02	7.494000e+01	2p5.3s2.3p6.3d5.3F_2
23	26	330	22	26	3	2	3	5	7.237520e+02	7.494000e+01	2p5.3s2.3p6.3d5.3D_2#3
24	26	330	22	27	3	3	1	7	7.240690e+02	7.494000e+01	2p5.3s2.3p6.3d5.1F_3
25	26	330	22	28	3	4	3	7	7.248590e+02	7.494000e+01	2p5.3s2.3p6.3d5.3G_3
26	26	330	22	29	3	1	5	7	7.252190e+02	7.494000e+01	2p5.3s2.3p6.3d5.5P_3#2
27	26	330	22	30	3	2	3	7	7.295400e+02	7.494000e+01	2p5.3s2.3p6.3d5.3D_3
28	26	330	22	31	3	0	7	7	7.115130e+03	7.494000e+01	1s1.2s2.2p6.3s2.3p6.3d5.7S_3
29	26	330	22	32	3	0	5	5	7.115220e+03	7.494000e+01	1s1.2s2.2p6.3s2.3p6.3d5.5S_2
30	26	330	22	1	3	2	5	25	0.000000e+00	7.494000e+01	3d4.5D
31	26	330	22	65	3	3	4	4	7.494000e+01	7.494000e+01	continuum
32	26	330	22	2	12	0	1	4	7.441960e+01	7.494000e+01	superlevel
