	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
0	26	327	25	1	4	2	6	10	0.000000e+00	1.620000e+01	3d6.4s1.6D_9/2
1	26	327	25	2	4	2	6	8	4.768140e-02	1.620000e+01	3d6.4s1.6D_7/2
2	26	327	25	3	4	2	6	6	8.273570e-02	1.620000e+01	3d6.4s1.6D_5/2
3	26	327	25	4	4	2	6	4	1.068900e-01	1.620000e+01	3d6.4s1.6D_3/2
4	26	327	25	5	4	2	6	2	1.210710e-01	1.620000e+01	3d6.4s1.6D_1/2
5	26	327	25	6	3	3	4	10	2.320360e-01	1.620000e+01	3d7.4F_9/2
6	26	327	25	7	3	3	4	8	3.011280e-01	1.620000e+01	3d7.4F_7/2
7	26	327	25	8	3	3	4	6	3.516580e-01	1.620000e+01	3d7.4F_5/2
8	26	327	25	9	3	3	4	4	3.862920e-01	1.620000e+01	3d7.4F_3/2
9	26	327	25	10	4	2	4	8	9.857730e-01	1.620000e+01	3d6.4s1.4D_7/2
10	26	327	25	11	4	2	4	6	1.039880e+00	1.620000e+01	3d6.4s1.4D_5/2
11	26	327	25	12	4	2	4	4	1.075630e+00	1.620000e+01	3d6.4s1.4D_3/2
12	26	327	25	13	4	2	4	2	1.096240e+00	1.620000e+01	3d6.4s1.4D_1/2
13	26	327	25	14	3	1	4	6	1.669700e+00	1.620000e+01	3d7.4P_5/2
14	26	327	25	15	3	1	4	4	1.694310e+00	1.620000e+01	3d7.4P_3/2
15	26	327	25	16	3	1	4	2	1.723000e+00	1.620000e+01	3d7.4P_1/2
16	26	327	25	17	3	4	2	10	1.963370e+00	1.620000e+01	3d7.2G_9/2
17	26	327	25	18	3	4	2	8	2.028400e+00	1.620000e+01	3d7.2G_7/2
18	26	327	25	19	3	1	2	4	2.275150e+00	1.620000e+01	3d7.2P_3/2
19	26	327	25	20	3	1	2	2	2.340340e+00	1.620000e+01	3d7.2P_1/2
20	26	327	25	21	3	5	2	12	2.520440e+00	1.620000e+01	3d7.2H_11/2
