	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16198	26	328	25	329	1	12	0	2	0.000000e+00	2.047000e+01
16199	26	328	25	329	1	12	0	2	9.295220e-02	1.474000e+01
16200	26	328	25	329	1	12	0	2	2.010710e-01	1.061000e+01
16201	26	328	25	329	1	12	0	2	3.268290e-01	7.633000e+00
16202	26	328	25	329	1	12	0	2	4.733790e-01	5.489000e+00
16203	26	328	25	329	1	12	0	2	6.435380e-01	3.950000e+00
16204	26	328	25	329	1	12	0	2	8.400000e-01	2.848000e+00
16205	26	328	25	329	1	12	0	2	1.068070e+00	2.054000e+00
16206	26	328	25	329	1	12	0	2	1.334870e+00	1.479000e+00
16207	26	328	25	329	1	12	0	2	1.641550e+00	1.068000e+00
16208	26	328	25	329	1	12	0	2	2.001600e+00	7.687000e-01
16209	26	328	25	329	1	12	0	2	2.420980e+00	5.529000e-01
16210	26	328	25	329	1	12	0	2	2.905520e+00	3.985000e-01
16211	26	328	25	329	1	12	0	2	3.472700e+00	2.865000e-01
16212	26	328	25	329	1	12	0	2	4.120030e+00	2.071000e-01
16213	26	328	25	329	1	12	0	2	4.869290e+00	1.497000e-01
16214	26	328	25	329	1	12	0	2	5.752770e+00	1.076000e-01
16215	26	328	25	329	1	12	0	2	6.771490e+00	7.753000e-02
16216	26	328	25	329	1	12	0	2	7.941690e+00	5.597000e-02
16217	26	328	25	329	1	12	0	2	9.312280e+00	4.024000e-02
16218	26	328	25	329	1	12	0	2	1.088070e+01	2.902000e-02
16219	26	328	25	329	1	12	0	2	1.271160e+01	2.085000e-02
16220	26	328	25	329	1	12	0	2	1.479870e+01	1.503000e-02
16221	26	328	25	329	1	12	0	2	1.722680e+01	1.080000e-02
16222	26	328	25	329	1	12	0	2	2.005150e+01	7.725000e-03
16223	26	328	25	329	1	12	0	2	2.325930e+01	5.548000e-03
16224	26	328	25	329	1	12	0	2	2.697860e+01	3.968000e-03
16225	26	328	25	329	1	12	0	2	3.118580e+01	2.849000e-03
16226	26	328	25	329	1	12	0	2	3.604760e+01	2.036000e-03
16227	26	328	25	329	1	12	0	2	4.152570e+01	1.461000e-03
16228	26	328	25	329	1	12	0	2	4.783490e+01	1.044000e-03
16229	26	328	25	329	1	12	0	2	5.491600e+01	7.482000e-04
16230	26	328	25	329	1	12	0	2	6.304400e+01	5.340000e-04
16231	26	328	25	329	1	12	0	2	7.213040e+01	3.826000e-04
16232	26	328	25	329	1	12	0	2	8.252500e+01	2.728000e-04
16233	26	328	25	329	1	12	0	2	9.441620e+01	1.937000e-04
16234	26	328	25	329	1	12	0	2	1.076570e+02	1.380000e-04
16235	26	328	25	329	1	12	0	2	1.227540e+02	9.796000e-05
16236	26	328	25	329	1	12	0	2	1.394960e+02	6.982000e-05
16237	26	328	25	329	1	12	0	2	1.585200e+02	4.956000e-05
16238	26	328	25	329	1	12	0	2	1.795320e+02	3.535000e-05
16239	26	328	25	329	1	12	0	2	2.033290e+02	2.511000e-05
16240	26	328	25	329	1	12	0	2	2.302790e+02	1.777000e-05
16241	26	328	25	329	1	12	0	2	2.599230e+02	1.265000e-05
16242	26	328	25	329	1	12	0	2	2.933840e+02	8.968000e-06
16243	26	328	25	329	1	12	0	2	3.300380e+02	6.399000e-06
16244	26	328	25	329	1	12	0	2	3.712710e+02	4.551000e-06
16245	26	328	25	329	1	12	0	2	4.176540e+02	3.226000e-06
16246	26	328	25	329	1	12	0	2	4.698320e+02	2.280000e-06
16247	26	328	25	329	1	12	0	2	5.267520e+02	1.623000e-06
16248	26	328	25	329	1	12	0	2	5.905670e+02	1.152000e-06
16249	26	328	25	329	1	12	0	2	6.621120e+02	8.156000e-07
16250	26	328	25	329	1	12	0	2	7.423230e+02	5.760000e-07
16251	26	328	25	329	1	12	0	2	8.294590e+02	4.099000e-07
16252	26	328	25	329	1	12	0	2	9.268200e+02	2.911000e-07
16253	26	328	25	329	1	12	0	2	1.035610e+03	2.063000e-07
