	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16782	26	342	268	343	1	12	0	2	0.000000e+00	6.375000e-01
16783	26	342	268	343	1	12	0	2	9.603280e+01	4.587000e-01
16784	26	342	268	343	1	12	0	2	2.076340e+02	3.300000e-01
16785	26	342	268	343	1	12	0	2	3.370950e+02	2.376000e-01
16786	26	342	268	343	1	12	0	2	4.872380e+02	1.712000e-01
16787	26	342	268	343	1	12	0	2	6.623980e+02	1.232000e-01
16788	26	342	268	343	1	12	0	2	8.645810e+02	8.890000e-02
16789	26	342	268	343	1	12	0	2	1.101990e+03	6.392000e-02
16790	26	342	268	343	1	12	0	2	1.376360e+03	4.605000e-02
16791	26	342	268	343	1	12	0	2	1.695910e+03	3.315000e-02
16792	26	342	268	343	1	12	0	2	2.068540e+03	2.385000e-02
16793	26	342	268	343	1	12	0	2	2.497620e+03	1.720000e-02
16794	26	342	268	343	1	12	0	2	2.995380e+03	1.241000e-02
16795	26	342	268	343	1	12	0	2	3.580190e+03	8.924000e-03
16796	26	342	268	343	1	12	0	2	4.250410e+03	6.442000e-03
16797	26	342	268	343	1	12	0	2	5.029080e+03	4.647000e-03
16798	26	342	268	343	1	12	0	2	5.930350e+03	3.354000e-03
16799	26	342	268	343	1	12	0	2	6.969580e+03	2.423000e-03
16800	26	342	268	343	1	12	0	2	8.190860e+03	1.742000e-03
16801	26	342	268	343	1	12	0	2	9.593800e+03	1.255000e-03
16802	26	342	268	343	1	12	0	2	1.123690e+04	9.007000e-04
16803	26	342	268	343	1	12	0	2	1.311720e+04	6.482000e-04
16804	26	342	268	343	1	12	0	2	1.470640e+04	5.069000e-04
16805	26	342	268	343	1	12	0	2	1.470820e+05	2.049000e-06
