	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
96424	26	336	2	1	1.570566e+00	0.000000e+00	4.383000e+01
96425	26	336	3	1	1.774403e+00	0.000000e+00	1.016000e-02
96426	26	336	3	2	2.038353e-01	0.000000e+00	2.260000e-01
96427	26	336	4	1	4.679444e+00	0.000000e+00	8.533000e+01
96428	26	336	4	2	3.108881e+00	0.000000e+00	8.686000e+00
96429	26	336	4	3	2.905050e+00	0.000000e+00	1.559000e-03
96430	26	336	5	1	1.001940e+01	0.000000e+00	1.274000e+00
96431	26	336	5	2	8.448842e+00	0.000000e+00	9.748000e+02
96432	26	336	5	4	5.339961e+00	0.000000e+00	8.341000e+00
96433	26	336	6	1	3.515548e+01	2.287000e-01	2.453000e+09
96434	26	336	6	2	3.358499e+01	7.884000e-02	7.717000e+08
96435	26	336	6	4	3.047607e+01	9.444000e-03	7.613000e+07
96436	26	336	7	1	3.634573e+01	8.263000e-02	1.579000e+09
96437	26	336	7	2	3.477514e+01	4.732000e-02	8.278000e+08
96438	26	336	7	3	3.457132e+01	6.106000e-02	1.056000e+09
96439	26	336	7	4	3.166625e+01	9.549000e-05	1.385000e+06
96440	26	336	7	5	2.632629e+01	1.728000e-03	1.733000e+07
96441	26	336	8	2	3.551967e+01	6.312000e-02	3.456000e+09
96442	26	336	9	1	4.486112e+01	1.061000e-02	3.089000e+08
96443	26	336	9	2	4.329062e+01	5.469000e-04	1.483000e+07
96444	26	336	9	4	4.018175e+01	3.779000e-01	8.824001e+09
96445	26	336	9	5	3.484179e+01	1.632000e-02	2.865000e+08
96446	26	336	10	2	4.646961e+01	1.129000e-03	1.058000e+08
96447	26	336	11	1	4.806525e+01	1.601000e-03	5.351000e+07
96448	26	336	11	2	4.649471e+01	1.009000e-03	3.156000e+07
96449	26	336	11	3	4.629090e+01	4.017000e-04	1.245000e+07
96450	26	336	11	4	4.338591e+01	1.137000e-05	3.094000e+05
96451	26	336	11	5	3.804585e+01	2.678000e-06	5.607000e+04
96452	26	336	12	1	4.809677e+01	3.083000e-03	6.190000e+07
96453	26	336	12	2	4.652629e+01	2.999000e-06	5.633000e+04
96454	26	336	12	4	4.341736e+01	3.210000e-05	5.252000e+05
96455	26	336	13	1	4.813879e+01	1.480000e-03	2.126000e+07
96456	26	336	13	4	4.345936e+01	1.342000e-05	1.571000e+05
96457	26	336	14	6	1.311052e+01	0.000000e+00	2.997000e-01
96458	26	336	14	13	1.272035e-01	0.000000e+00	2.841000e-02
96459	26	336	15	1	5.147602e+01	1.611000e-03	3.704000e+07
96460	26	336	15	2	4.990561e+01	3.942000e-04	8.521000e+06
96461	26	336	15	4	4.679673e+01	5.322000e-04	1.012000e+07
96462	26	336	16	1	5.178304e+01	1.758000e-04	2.922000e+06
96463	26	336	16	4	4.710361e+01	5.924000e-05	8.148000e+05
96464	26	336	17	1	5.198366e+01	4.760000e-04	1.861000e+07
96465	26	336	17	2	5.041313e+01	3.459000e-04	1.272000e+07
96466	26	336	17	3	5.020938e+01	1.116000e-05	4.071000e+05
96467	26	336	17	4	4.730418e+01	2.476000e-05	8.015000e+05
96468	26	336	17	5	4.196425e+01	8.173000e-05	2.082000e+06
96469	26	336	18	1	5.273770e+01	8.057000e-04	1.945000e+07
96470	26	336	18	2	5.116713e+01	6.825000e-06	1.551000e+05
96471	26	336	18	4	4.805836e+01	4.277000e-05	8.574000e+05
96472	26	336	19	1	5.315304e+01	5.052000e-04	8.849000e+06
96473	26	336	19	4	4.847362e+01	7.533000e-04	1.097000e+07
96474	26	336	20	6	1.856725e+01	0.000000e+00	3.757000e+01
96475	26	336	20	12	5.625967e+00	0.000000e+00	8.806000e-04
