	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
200568	26	350	36	3	1.821077e+03	4.030000e-01	3.780000e+12
200569	26	350	36	4	1.819057e+03	4.030000e-01	3.780000e+12
200570	26	350	36	5	1.804300e+03	4.030000e-01	3.780000e+12
200571	26	350	36	9	6.153936e+02	1.240000e+00	1.333330e+12
200572	26	350	36	10	6.148233e+02	1.240000e+00	1.333330e+12
200573	26	350	36	11	6.104096e+02	1.240000e+00	1.333330e+12
200574	26	350	36	19	1.953742e+02	5.320000e+00	5.740000e+11
200575	26	350	36	20	1.951262e+02	5.320000e+00	5.740000e+11
200576	26	350	36	21	1.932665e+02	5.320000e+00	5.740000e+11
200577	26	350	36	29	1.547564e+00	2.430000e-01	5.346670e+05
200578	26	350	36	30	1.382671e+00	2.430000e-01	5.346670e+05
200579	26	350	36	31	4.280247e-01	2.430000e-01	5.346670e+05
200580	26	350	44	3	6.816116e+03	0.000000e+00	3.190000e+14
200581	26	350	44	4	6.814096e+03	0.000000e+00	3.190000e+14
200582	26	350	44	5	6.799339e+03	0.000000e+00	3.190000e+14
200583	26	350	44	7	6.781252e+03	0.000000e+00	3.190000e+14
200584	26	350	45	2	6.909465e+03	0.000000e+00	1.950000e+14
200585	26	350	45	6	6.878040e+03	0.000000e+00	1.950000e+14
200586	26	350	46	2	6.858967e+03	0.000000e+00	4.760000e+13
200587	26	350	47	3	6.923412e+03	0.000000e+00	3.880000e+13
200588	26	350	47	4	6.921392e+03	0.000000e+00	3.880000e+13
200589	26	350	47	5	6.906635e+03	0.000000e+00	3.880000e+13
200590	26	350	47	7	6.888548e+03	0.000000e+00	3.880000e+13
200591	26	350	48	3	6.874614e+03	0.000000e+00	2.520000e+14
200592	26	350	48	4	6.872594e+03	0.000000e+00	2.520000e+14
200593	26	350	48	5	6.857837e+03	0.000000e+00	2.520000e+14
200594	26	350	48	7	6.839750e+03	0.000000e+00	2.520000e+14
200595	26	350	49	3	6.859914e+03	0.000000e+00	1.245000e+14
200596	26	350	49	4	6.857895e+03	0.000000e+00	1.245000e+14
200597	26	350	49	5	6.843137e+03	0.000000e+00	1.245000e+14
200598	26	350	49	6	6.857441e+03	0.000000e+00	3.590000e+12
200599	26	350	49	7	6.825050e+03	0.000000e+00	1.416000e+14
