	Z	Ion	Initial Level	Final Level	Energy	Strength	Rate
0	26	328	2	1	5.404887e-02	0.000000e+00	2.870000e-03
1	26	328	3	1	9.155762e-02	0.000000e+00	2.810000e-09
2	26	328	3	2	3.750877e-02	0.000000e+00	1.790000e-03
3	26	328	4	2	6.148521e-02	0.000000e+00	1.050000e-09
4	26	328	4	3	2.397639e-02	0.000000e+00	6.820000e-04
5	26	328	6	1	2.404447e+00	0.000000e+00	5.930000e-06
6	26	328	6	2	2.350399e+00	0.000000e+00	5.080000e-01
7	26	328	6	3	2.312891e+00	0.000000e+00	5.990000e-05
8	26	328	6	4	2.288915e+00	0.000000e+00	4.910000e-02
9	26	328	6	5	2.277156e+00	0.000000e+00	2.530000e-05
10	26	328	7	2	2.509493e+00	0.000000e+00	7.120000e-05
11	26	328	7	3	2.471986e+00	0.000000e+00	6.320000e-01
12	26	328	7	4	2.448006e+00	0.000000e+00	1.600000e-04
13	26	328	7	5	2.436249e+00	0.000000e+00	1.100000e-01
14	26	328	7	6	1.590946e-01	0.000000e+00	4.770000e-02
15	26	328	8	3	2.536442e+00	0.000000e+00	4.200000e-04
16	26	328	8	4	2.512468e+00	0.000000e+00	8.130000e-01
17	26	328	8	7	6.445743e-02	0.000000e+00	7.540000e-03
18	26	328	9	1	2.484544e+00	0.000000e+00	4.270000e-06
19	26	328	10	1	2.515404e+00	0.000000e+00	1.050000e-05
20	26	328	10	2	2.461356e+00	0.000000e+00	2.500000e-06
21	26	328	10	9	3.085891e-02	0.000000e+00	4.050000e-04
22	26	328	11	1	2.537844e+00	0.000000e+00	9.620000e-03
23	26	328	11	2	2.483793e+00	0.000000e+00	1.920000e-03
24	26	328	11	3	2.446287e+00	0.000000e+00	1.320000e-07
25	26	328	11	6	1.333954e-01	0.000000e+00	2.950000e-10
26	26	328	11	10	2.243917e-02	0.000000e+00	1.850000e-04
27	26	328	12	1	2.659408e+00	0.000000e+00	4.300000e-01
28	26	328	12	2	2.605361e+00	0.000000e+00	8.230000e-02
29	26	328	12	3	2.567852e+00	0.000000e+00	1.370000e-05
30	26	328	12	6	2.549612e-01	0.000000e+00	2.940000e-07
31	26	328	12	10	1.440049e-01	0.000000e+00	3.200000e-03
32	26	328	12	11	1.215657e-01	0.000000e+00	5.820000e-03
33	26	328	13	1	2.688776e+00	0.000000e+00	4.240000e-02
34	26	328	13	2	2.634728e+00	0.000000e+00	2.320000e-01
35	26	328	13	3	2.597223e+00	0.000000e+00	8.130000e-02
36	26	328	13	4	2.573246e+00	0.000000e+00	1.870000e-05
37	26	328	13	6	2.843304e-01	0.000000e+00	1.530000e-06
38	26	328	13	7	1.252356e-01	0.000000e+00	5.530000e-09
39	26	328	13	11	1.509349e-01	0.000000e+00	2.830000e-03
40	26	328	13	12	2.936906e-02	0.000000e+00	3.390000e-04
41	26	328	14	1	2.708359e+00	0.000000e+00	2.420000e-06
42	26	328	14	2	2.654307e+00	0.000000e+00	2.560000e-02
43	26	328	14	3	2.616799e+00	0.000000e+00	9.040000e-02
44	26	328	14	4	2.592823e+00	0.000000e+00	4.410000e-02
45	26	328	14	5	2.581067e+00	0.000000e+00	1.960000e-05
46	26	328	14	6	3.039098e-01	0.000000e+00	8.150000e-06
47	26	328	14	7	1.448150e-01	0.000000e+00	1.220000e-07
48	26	328	14	8	8.035726e-02	0.000000e+00	3.840000e-10
49	26	328	14	13	1.957945e-02	0.000000e+00	1.380000e-04
50	26	328	15	1	3.043126e+00	0.000000e+00	3.860000e-04
51	26	328	15	2	2.989076e+00	0.000000e+00	2.560000e-05
52	26	328	15	9	5.585817e-01	0.000000e+00	4.120000e-02
53	26	328	15	10	5.277227e-01	0.000000e+00	2.890000e-02
54	26	328	15	11	5.052818e-01	0.000000e+00	4.170000e-03
55	26	328	15	12	3.837166e-01	0.000000e+00	7.940000e-03
56	26	328	15	13	3.543480e-01	0.000000e+00	2.630000e-07
57	26	328	16	1	3.090445e+00	0.000000e+00	2.920000e-03
58	26	328	16	2	3.036396e+00	0.000000e+00	1.010000e-03
59	26	328	16	3	2.998887e+00	0.000000e+00	2.440000e-05
60	26	328	16	6	6.859957e-01	0.000000e+00	3.640000e-08
61	26	328	16	9	6.058977e-01	0.000000e+00	1.980000e-05
62	26	328	16	10	5.750411e-01	0.000000e+00	2.630000e-04
63	26	328	16	11	5.526015e-01	0.000000e+00	4.580000e-02
64	26	328	16	12	4.310354e-01	0.000000e+00	8.080000e-03
65	26	328	16	13	4.016665e-01	0.000000e+00	1.140000e-06
66	26	328	16	14	3.820871e-01	0.000000e+00	3.770000e-07
67	26	328	16	15	4.731826e-02	0.000000e+00	1.450000e-03
68	26	328	17	1	3.115334e+00	0.000000e+00	1.760000e-04
69	26	328	17	2	3.061288e+00	0.000000e+00	1.260000e-03
70	26	328	17	3	3.023777e+00	0.000000e+00	5.770000e-04
71	26	328	17	4	2.999802e+00	0.000000e+00	1.360000e-05
72	26	328	17	6	7.108864e-01	0.000000e+00	4.010000e-07
73	26	328	17	7	5.517898e-01	0.000000e+00	3.920000e-09
74	26	328	17	10	5.999284e-01	0.000000e+00	2.200000e-05
75	26	328	17	11	5.774892e-01	0.000000e+00	3.690000e-02
76	26	328	17	12	4.559245e-01	0.000000e+00	3.240000e-03
77	26	328	17	13	4.265553e-01	0.000000e+00	1.600000e-02
78	26	328	17	14	4.069762e-01	0.000000e+00	1.000000e-02
79	26	328	17	16	2.488909e-02	0.000000e+00	2.710000e-04
80	26	328	19	1	3.823628e+00	0.000000e+00	3.390000e-07
81	26	328	19	9	1.339084e+00	0.000000e+00	6.730000e-02
82	26	328	19	10	1.308225e+00	0.000000e+00	4.410000e-02
83	26	328	19	11	1.285786e+00	0.000000e+00	2.270000e-07
84	26	328	19	12	1.164219e+00	0.000000e+00	2.780000e-06
85	26	328	19	15	7.805044e-01	0.000000e+00	1.540000e-04
86	26	328	19	16	7.331843e-01	0.000000e+00	2.990000e-09
87	26	328	20	1	3.806091e+00	0.000000e+00	1.970000e-01
88	26	328	20	2	3.752046e+00	0.000000e+00	5.600000e-02
89	26	328	20	3	3.714534e+00	0.000000e+00	4.120000e-02
90	26	328	20	4	3.690551e+00	0.000000e+00	4.840000e-05
91	26	328	20	6	1.401642e+00	0.000000e+00	3.490000e-02
92	26	328	20	7	1.242547e+00	0.000000e+00	1.400000e-04
93	26	328	20	10	1.290685e+00	0.000000e+00	2.270000e-04
94	26	328	20	11	1.268247e+00	0.000000e+00	5.980000e-04
95	26	328	20	12	1.146678e+00	0.000000e+00	1.220000e-02
96	26	328	20	13	1.117309e+00	0.000000e+00	7.360000e-03
97	26	328	20	14	1.097732e+00	0.000000e+00	1.580000e-03
98	26	328	20	15	7.629632e-01	0.000000e+00	6.460000e-04
99	26	328	20	16	7.156464e-01	0.000000e+00	1.060000e-04
100	26	328	20	17	6.907579e-01	0.000000e+00	1.110000e-04
101	26	328	21	1	3.807167e+00	0.000000e+00	2.630000e-04
