	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16598	26	336	48	337	1	12	0	2	0.000000e+00	1.523000e+00
16599	26	336	48	337	1	12	0	2	1.686080e+01	1.095000e+00
16600	26	336	48	337	1	12	0	2	3.637940e+01	7.885000e-01
16601	26	336	48	337	1	12	0	2	5.916180e+01	5.671000e-01
16602	26	336	48	337	1	12	0	2	8.543770e+01	4.089000e-01
16603	26	336	48	337	1	12	0	2	1.159340e+02	2.949000e-01
16604	26	336	48	337	1	12	0	2	1.514690e+02	2.125000e-01
16605	26	336	48	337	1	12	0	2	1.925460e+02	1.534000e-01
16606	26	336	48	337	1	12	0	2	2.406050e+02	1.104000e-01
16607	26	336	48	337	1	12	0	2	2.965800e+02	7.949000e-02
16608	26	336	48	337	1	12	0	2	3.618540e+02	5.716000e-02
16609	26	336	48	337	1	12	0	2	4.370130e+02	4.122000e-02
16610	26	336	48	337	1	12	0	2	5.242050e+02	2.974000e-02
16611	26	336	48	337	1	12	0	2	6.266460e+02	2.138000e-02
16612	26	336	48	337	1	12	0	2	7.440460e+02	1.543000e-02
16613	26	336	48	337	1	12	0	2	8.804460e+02	1.113000e-02
16614	26	336	48	337	1	12	0	2	1.038310e+03	8.030000e-03
16615	26	336	48	337	1	12	0	2	1.220360e+03	5.801000e-03
16616	26	336	48	337	1	12	0	2	1.434290e+03	4.170000e-03
16617	26	336	48	337	1	12	0	2	1.680040e+03	3.005000e-03
16618	26	336	48	337	1	12	0	2	1.967860e+03	2.156000e-03
16619	26	336	48	337	1	12	0	2	2.297230e+03	1.551000e-03
16620	26	336	48	337	1	12	0	2	2.681700e+03	1.112000e-03
16621	26	336	48	337	1	12	0	2	3.119980e+03	7.995000e-04
16622	26	336	48	337	1	12	0	2	3.629870e+03	5.727000e-04
16623	26	336	48	337	1	12	0	2	4.208900e+03	4.116000e-04
16624	26	336	48	337	1	12	0	2	4.880250e+03	2.946000e-04
16625	26	336	48	337	1	12	0	2	5.639680e+03	2.116000e-04
16626	26	336	48	337	1	12	0	2	6.517260e+03	1.514000e-04
16627	26	336	48	337	1	12	0	2	7.506100e+03	1.087000e-04
16628	26	336	48	337	1	12	0	2	8.644970e+03	7.766000e-05
16629	26	336	48	337	1	12	0	2	9.923130e+03	5.569000e-05
16630	26	336	48	337	1	12	0	2	1.139030e+04	3.976000e-05
16631	26	336	48	337	1	12	0	2	1.303040e+04	2.849000e-05
16632	26	336	48	337	1	12	0	2	1.470750e+04	2.103000e-05
16633	26	336	48	337	1	12	0	2	1.470830e+05	3.234000e-08
