	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16473	26	333	13	334	1	12	0	2	0.000000e+00	2.879000e+00
16474	26	333	13	334	1	12	0	2	4.707740e+00	2.071000e+00
16475	26	333	13	334	1	12	0	2	1.017250e+01	1.491000e+00
16476	26	333	13	334	1	12	0	2	1.649950e+01	1.075000e+00
16477	26	333	13	334	1	12	0	2	2.383780e+01	7.751000e-01
16478	26	333	13	334	1	12	0	2	3.242060e+01	5.578000e-01
16479	26	333	13	334	1	12	0	2	4.242170e+01	4.012000e-01
16480	26	333	13	334	1	12	0	2	5.398220e+01	2.891000e-01
16481	26	333	13	334	1	12	0	2	6.750800e+01	2.079000e-01
16482	26	333	13	334	1	12	0	2	8.298060e+01	1.503000e-01
16483	26	333	13	334	1	12	0	2	1.009480e+02	1.086000e-01
16484	26	333	13	334	1	12	0	2	1.219590e+02	7.828000e-02
16485	26	333	13	334	1	12	0	2	1.463340e+02	5.645000e-02
16486	26	333	13	334	1	12	0	2	1.743830e+02	4.082000e-02
16487	26	333	13	334	1	12	0	2	2.070920e+02	2.946000e-02
16488	26	333	13	334	1	12	0	2	2.450940e+02	2.125000e-02
16489	26	333	13	334	1	12	0	2	2.890810e+02	1.533000e-02
16490	26	333	13	334	1	12	0	2	3.398000e+02	1.107000e-02
16491	26	333	13	334	1	12	0	2	3.994040e+02	7.960000e-03
16492	26	333	13	334	1	12	0	2	4.678720e+02	5.735000e-03
16493	26	333	13	334	1	12	0	2	5.480640e+02	4.115000e-03
16494	26	333	13	334	1	12	0	2	6.398310e+02	2.961000e-03
16495	26	333	13	334	1	12	0	2	7.469520e+02	2.122000e-03
16496	26	333	13	334	1	12	0	2	8.690630e+02	1.526000e-03
16497	26	333	13	334	1	12	0	2	1.011130e+03	1.093000e-03
16498	26	333	13	334	1	12	0	2	1.172450e+03	7.857000e-04
16499	26	333	13	334	1	12	0	2	1.359500e+03	5.625000e-04
16500	26	333	13	334	1	12	0	2	1.571090e+03	4.041000e-04
16501	26	333	13	334	1	12	0	2	1.815600e+03	2.891000e-04
16502	26	333	13	334	1	12	0	2	2.091110e+03	2.075000e-04
16503	26	333	13	334	1	12	0	2	2.408400e+03	1.483000e-04
16504	26	333	13	334	1	12	0	2	2.764530e+03	1.064000e-04
16505	26	333	13	334	1	12	0	2	3.173300e+03	7.595000e-05
16506	26	333	13	334	1	12	0	2	3.630270e+03	5.443000e-05
16507	26	333	13	334	1	12	0	2	4.153040e+03	3.884000e-05
16508	26	333	13	334	1	12	0	2	4.751080e+03	2.758000e-05
16509	26	333	13	334	1	12	0	2	5.416980e+03	1.967000e-05
16510	26	333	13	334	1	12	0	2	6.176210e+03	1.396000e-05
16511	26	333	13	334	1	12	0	2	7.018190e+03	9.953000e-06
16512	26	333	13	334	1	12	0	2	7.974920e+03	7.066000e-06
16513	26	333	13	334	1	12	0	2	9.031690e+03	5.042000e-06
16514	26	333	13	334	1	12	0	2	1.022850e+04	3.583000e-06
16515	26	333	13	334	1	12	0	2	1.158380e+04	2.536000e-06
16516	26	333	13	334	1	12	0	2	1.307470e+04	1.805000e-06
16517	26	333	13	334	1	12	0	2	1.470790e+04	1.293000e-06
