	Z	Ion	Initial Level	Final Level	Temperature	Rate
20937	26	350	43	28	9.906042e+06	7.339900e+00
20938	26	350	43	28	1.976514e+07	7.804600e+00
20939	26	350	43	28	2.791901e+07	8.197900e+00
20940	26	350	43	28	3.943665e+07	8.545300e+00
20941	26	350	43	28	5.570577e+07	8.808800e+00
20942	26	350	43	28	7.868642e+07	8.998300e+00
20943	26	350	43	28	1.111477e+08	9.131900e+00
20944	26	350	43	28	1.570001e+08	9.225500e+00
20945	26	350	43	28	2.217684e+08	9.290700e+00
20946	26	350	43	28	3.132565e+08	9.336400e+00
20947	26	350	43	28	4.424862e+08	9.368300e+00
20948	26	350	43	28	6.250293e+08	9.390000e+00
20949	26	350	43	34	6.250286e+05	7.966000e+00
20950	26	350	43	34	1.247096e+06	8.129900e+00
20951	26	350	43	34	2.488283e+06	8.257600e+00
20952	26	350	43	34	4.964779e+06	8.350500e+00
20953	26	350	43	34	9.906042e+06	8.413200e+00
20954	26	350	43	34	1.976514e+07	8.452700e+00
20955	26	350	43	34	2.791901e+07	8.466500e+00
20956	26	350	43	34	3.943665e+07	8.477800e+00
20957	26	350	43	34	5.570577e+07	8.486900e+00
20958	26	350	43	34	7.868642e+07	8.494100e+00
20959	26	350	43	34	1.111477e+08	8.499800e+00
20960	26	350	43	34	1.570001e+08	8.503800e+00
20961	26	350	43	34	2.217684e+08	8.506600e+00
20962	26	350	43	34	3.132565e+08	8.508900e+00
20963	26	350	43	34	4.424862e+08	8.510000e+00
20964	26	350	43	34	6.250293e+08	8.510800e+00
20965	26	350	43	23	6.250286e+05	7.636100e+00
20966	26	350	43	23	1.247096e+06	7.853000e+00
20967	26	350	43	23	2.488283e+06	8.036900e+00
20968	26	350	43	23	4.964779e+06	8.184900e+00
20969	26	350	43	23	9.906042e+06	8.297500e+00
20970	26	350	43	23	1.976514e+07	8.401900e+00
20971	26	350	43	23	2.791901e+07	8.489900e+00
20972	26	350	43	23	3.943665e+07	8.609900e+00
20973	26	350	43	23	5.570577e+07	8.738300e+00
20974	26	350	43	23	7.868642e+07	8.851700e+00
20975	26	350	43	23	1.111477e+08	8.942100e+00
20976	26	350	43	23	1.570001e+08	9.009700e+00
20977	26	350	43	23	2.217684e+08	9.058800e+00
20978	26	350	43	23	3.132565e+08	9.094600e+00
20979	26	350	43	23	4.424862e+08	9.119500e+00
20980	26	350	43	23	6.250293e+08	9.136800e+00
20981	26	350	43	24	6.250286e+05	7.636100e+00
20982	26	350	43	24	1.247096e+06	7.853000e+00
20983	26	350	43	24	2.488283e+06	8.036900e+00
20984	26	350	43	24	4.964779e+06	8.184900e+00
20985	26	350	43	24	9.906042e+06	8.297500e+00
20986	26	350	43	24	1.976514e+07	8.401900e+00
20987	26	350	43	24	2.791901e+07	8.489900e+00
20988	26	350	43	24	3.943665e+07	8.609900e+00
20989	26	350	43	24	5.570577e+07	8.738300e+00
20990	26	350	43	24	7.868642e+07	8.851700e+00
20991	26	350	43	24	1.111477e+08	8.942100e+00
20992	26	350	43	24	1.570001e+08	9.009700e+00
20993	26	350	43	24	2.217684e+08	9.058800e+00
20994	26	350	43	24	3.132565e+08	9.094600e+00
20995	26	350	43	24	4.424862e+08	9.119500e+00
20996	26	350	43	24	6.250293e+08	9.136800e+00
20997	26	350	43	25	6.250286e+05	7.636100e+00
20998	26	350	43	25	1.247096e+06	7.853000e+00
20999	26	350	43	25	2.488283e+06	8.036900e+00
21000	26	350	43	25	4.964779e+06	8.184900e+00
21001	26	350	43	25	9.906042e+06	8.297500e+00
21002	26	350	43	25	1.976514e+07	8.401900e+00
21003	26	350	43	25	2.791901e+07	8.489900e+00
21004	26	350	43	25	3.943665e+07	8.609900e+00
21005	26	350	43	25	5.570577e+07	8.738300e+00
21006	26	350	43	25	7.868642e+07	8.851700e+00
21007	26	350	43	25	1.111477e+08	8.942100e+00
21008	26	350	43	25	1.570001e+08	9.009700e+00
21009	26	350	43	25	2.217684e+08	9.058800e+00
21010	26	350	43	25	3.132565e+08	9.094600e+00
21011	26	350	43	25	4.424862e+08	9.119500e+00
21012	26	350	43	25	6.250293e+08	9.136800e+00
21013	26	350	43	38	6.250286e+05	8.235400e+00
21014	26	350	43	38	1.247096e+06	8.329700e+00
21015	26	350	43	38	2.488283e+06	8.396700e+00
21016	26	350	43	38	4.964779e+06	8.441000e+00
21017	26	350	43	38	9.906042e+06	8.467900e+00
21018	26	350	43	38	1.976514e+07	8.482200e+00
21019	26	350	43	38	2.791901e+07	8.484700e+00
21020	26	350	43	38	3.943665e+07	8.483400e+00
21021	26	350	43	38	5.570577e+07	8.478800e+00
21022	26	350	43	38	7.868642e+07	8.472000e+00
21023	26	350	43	38	1.111477e+08	8.464300e+00
21024	26	350	43	38	1.570001e+08	8.456800e+00
21025	26	350	43	38	2.217684e+08	8.450100e+00
21026	26	350	43	38	3.132565e+08	8.444400e+00
21027	26	350	43	38	4.424862e+08	8.439800e+00
21028	26	350	43	38	6.250293e+08	8.436100e+00
21029	26	350	43	9	6.250286e+05	7.475200e+00
21030	26	350	43	9	1.247096e+06	7.726900e+00
21031	26	350	43	9	2.488283e+06	7.951900e+00
21032	26	350	43	9	4.964779e+06	8.153000e+00
21033	26	350	43	9	9.906042e+06	8.331700e+00
21034	26	350	43	9	1.976514e+07	8.576300e+00
21035	26	350	43	9	2.791901e+07	8.800000e+00
21036	26	350	43	9	3.943665e+07	9.045400e+00
21037	26	350	43	9	5.570577e+07	9.258200e+00
21038	26	350	43	9	7.868642e+07	9.422100e+00
21039	26	350	43	9	1.111477e+08	9.542400e+00
21040	26	350	43	9	1.570001e+08	9.628600e+00
21041	26	350	43	9	2.217684e+08	9.690000e+00
21042	26	350	43	9	3.132565e+08	9.734100e+00
21043	26	350	43	9	4.424862e+08	9.765300e+00
21044	26	350	43	9	6.250293e+08	9.787700e+00
21045	26	350	43	10	6.250286e+05	7.475200e+00
21046	26	350	43	10	1.247096e+06	7.726900e+00
21047	26	350	43	10	2.488283e+06	7.951900e+00
21048	26	350	43	10	4.964779e+06	8.153000e+00
21049	26	350	43	10	9.906042e+06	8.331700e+00
21050	26	350	43	10	1.976514e+07	8.576300e+00
21051	26	350	43	10	2.791901e+07	8.800000e+00
21052	26	350	43	10	3.943665e+07	9.045400e+00
21053	26	350	43	10	5.570577e+07	9.258200e+00
21054	26	350	43	10	7.868642e+07	9.422100e+00
21055	26	350	43	10	1.111477e+08	9.542400e+00
21056	26	350	43	10	1.570001e+08	9.628600e+00
21057	26	350	43	10	2.217684e+08	9.690000e+00
21058	26	350	43	10	3.132565e+08	9.734100e+00
21059	26	350	43	10	4.424862e+08	9.765300e+00
21060	26	350	43	10	6.250293e+08	9.787700e+00
21061	26	350	43	11	6.250286e+05	7.475200e+00
21062	26	350	43	11	1.247096e+06	7.726900e+00
21063	26	350	43	11	2.488283e+06	7.951900e+00
21064	26	350	43	11	4.964779e+06	8.153000e+00
21065	26	350	43	11	9.906042e+06	8.331700e+00
21066	26	350	43	11	1.976514e+07	8.576300e+00
21067	26	350	43	11	2.791901e+07	8.800000e+00
21068	26	350	43	11	3.943665e+07	9.045400e+00
21069	26	350	43	11	5.570577e+07	9.258200e+00
21070	26	350	43	11	7.868642e+07	9.422100e+00
21071	26	350	43	11	1.111477e+08	9.542400e+00
21072	26	350	43	11	1.570001e+08	9.628600e+00
21073	26	350	43	11	2.217684e+08	9.690000e+00
21074	26	350	43	11	3.132565e+08	9.734100e+00
21075	26	350	43	11	4.424862e+08	9.765300e+00
21076	26	350	43	11	6.250293e+08	9.787700e+00
