	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16423	26	332	10	333	1	12	0	2	0.000000e+00	3.760000e+00
16424	26	332	10	333	1	12	0	2	2.760380e+00	2.705000e+00
16425	26	332	10	333	1	12	0	2	5.963810e+00	1.947000e+00
16426	26	332	10	333	1	12	0	2	9.686780e+00	1.402000e+00
16427	26	332	10	333	1	12	0	2	1.402940e+01	1.008000e+00
16428	26	332	10	333	1	12	0	2	1.904320e+01	7.269000e-01
16429	26	332	10	333	1	12	0	2	2.485700e+01	5.243000e-01
16430	26	332	10	333	1	12	0	2	3.165240e+01	3.774000e-01
16431	26	332	10	333	1	12	0	2	3.946890e+01	2.726000e-01
16432	26	332	10	333	1	12	0	2	4.853340e+01	1.970000e-01
16433	26	332	10	333	1	12	0	2	5.905950e+01	1.423000e-01
16434	26	332	10	333	1	12	0	2	7.136870e+01	1.026000e-01
16435	26	332	10	333	1	12	0	2	8.564870e+01	7.394000e-02
16436	26	332	10	333	1	12	0	2	1.020800e+02	5.345000e-02
16437	26	332	10	333	1	12	0	2	1.212430e+02	3.857000e-02
16438	26	332	10	333	1	12	0	2	1.435060e+02	2.781000e-02
16439	26	332	10	333	1	12	0	2	1.692750e+02	2.006000e-02
16440	26	332	10	333	1	12	0	2	1.989880e+02	1.449000e-02
16441	26	332	10	333	1	12	0	2	2.339070e+02	1.042000e-02
16442	26	332	10	333	1	12	0	2	2.740180e+02	7.505000e-03
16443	26	332	10	333	1	12	0	2	3.209980e+02	5.384000e-03
16444	26	332	10	333	1	12	0	2	3.747590e+02	3.874000e-03
16445	26	332	10	333	1	12	0	2	4.375130e+02	2.776000e-03
16446	26	332	10	333	1	12	0	2	5.090520e+02	1.996000e-03
16447	26	332	10	333	1	12	0	2	5.922790e+02	1.430000e-03
16448	26	332	10	333	1	12	0	2	6.867880e+02	1.028000e-03
16449	26	332	10	333	1	12	0	2	7.963730e+02	7.358000e-04
16450	26	332	10	333	1	12	0	2	9.203290e+02	5.286000e-04
16451	26	332	10	333	1	12	0	2	1.063570e+03	3.781000e-04
16452	26	332	10	333	1	12	0	2	1.224970e+03	2.714000e-04
16453	26	332	10	333	1	12	0	2	1.410860e+03	1.940000e-04
16454	26	332	10	333	1	12	0	2	1.619490e+03	1.391000e-04
16455	26	332	10	333	1	12	0	2	1.858960e+03	9.936000e-05
16456	26	332	10	333	1	12	0	2	2.126670e+03	7.121000e-05
16457	26	332	10	333	1	12	0	2	2.432930e+03	5.080000e-05
16458	26	332	10	333	1	12	0	2	2.783290e+03	3.608000e-05
16459	26	332	10	333	1	12	0	2	3.173400e+03	2.573000e-05
16460	26	332	10	333	1	12	0	2	3.618180e+03	1.826000e-05
16461	26	332	10	333	1	12	0	2	4.111450e+03	1.302000e-05
16462	26	332	10	333	1	12	0	2	4.671950e+03	9.244000e-06
16463	26	332	10	333	1	12	0	2	5.291050e+03	6.596000e-06
16464	26	332	10	333	1	12	0	2	5.992170e+03	4.687000e-06
16465	26	332	10	333	1	12	0	2	6.786180e+03	3.318000e-06
16466	26	332	10	333	1	12	0	2	7.659610e+03	2.362000e-06
16467	26	332	10	333	1	12	0	2	8.645470e+03	1.675000e-06
16468	26	332	10	333	1	12	0	2	9.725400e+03	1.195000e-06
16469	26	332	10	333	1	12	0	2	1.094030e+04	8.504000e-07
16470	26	332	10	333	1	12	0	2	1.230690e+04	6.030000e-07
16471	26	332	10	333	1	12	0	2	1.384420e+04	4.262000e-07
16472	26	332	10	333	1	12	0	2	1.470800e+04	3.562000e-07
