	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16728	26	340	54	341	1	12	0	2	0.000000e+00	8.189000e-01
16729	26	340	54	341	1	12	0	2	5.823820e+01	5.890000e-01
16730	26	340	54	341	1	12	0	2	1.258820e+02	4.239000e-01
16731	26	340	54	341	1	12	0	2	2.045830e+02	3.049000e-01
16732	26	340	54	341	1	12	0	2	2.958570e+02	2.196000e-01
16733	26	340	54	341	1	12	0	2	4.023400e+02	1.579000e-01
16734	26	340	54	341	1	12	0	2	5.252520e+02	1.139000e-01
16735	26	340	54	341	1	12	0	2	6.673260e+02	8.221000e-02
16736	26	340	54	341	1	12	0	2	8.335550e+02	5.922000e-02
16737	26	340	54	341	1	12	0	2	1.027170e+03	4.264000e-02
16738	26	340	54	341	1	12	0	2	1.252940e+03	3.067000e-02
16739	26	340	54	341	1	12	0	2	1.512900e+03	2.212000e-02
16740	26	340	54	341	1	12	0	2	1.814480e+03	1.596000e-02
16741	26	340	54	341	1	12	0	2	2.168800e+03	1.148000e-02
16742	26	340	54	341	1	12	0	2	2.574880e+03	8.284000e-03
16743	26	340	54	341	1	12	0	2	3.046650e+03	5.976000e-03
16744	26	340	54	341	1	12	0	2	3.592700e+03	4.312000e-03
16745	26	340	54	341	1	12	0	2	4.222350e+03	3.116000e-03
16746	26	340	54	341	1	12	0	2	4.962300e+03	2.240000e-03
16747	26	340	54	341	1	12	0	2	5.812290e+03	1.614000e-03
16748	26	340	54	341	1	12	0	2	6.807820e+03	1.158000e-03
16749	26	340	54	341	1	12	0	2	7.947040e+03	8.334000e-04
16750	26	340	54	341	1	12	0	2	9.276890e+03	5.973000e-04
16751	26	340	54	341	1	12	0	2	1.079280e+04	4.295000e-04
16752	26	340	54	341	1	12	0	2	1.255650e+04	3.077000e-04
16753	26	340	54	341	1	12	0	2	1.455920e+04	2.211000e-04
16754	26	340	54	341	1	12	0	2	1.470680e+04	2.162000e-04
16755	26	340	54	341	1	12	0	2	1.470820e+05	6.690000e-07
