	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16946	15	350	42	351	1	12	0	1	0.000000e+00	1.179200e+00
16947	15	350	42	351	1	12	0	1	4.500140e+02	8.480000e-01
16948	15	350	42	351	1	12	0	1	9.704980e+02	6.108000e-01
16949	15	350	42	351	1	12	0	1	1.577800e+03	4.392000e-01
16950	15	350	42	351	1	12	0	1	2.278320e+03	3.168000e-01
16951	15	350	42	351	1	12	0	1	3.095560e+03	2.281600e-01
16952	15	350	42	351	1	12	0	1	4.038890e+03	1.646800e-01
16953	15	350	42	351	1	12	0	1	5.146590e+03	1.184800e-01
16954	15	350	42	351	1	12	0	1	6.426670e+03	8.540000e-02
16955	15	350	42	351	1	12	0	1	7.917570e+03	6.148000e-02
16956	15	350	42	351	1	12	0	1	9.656170e+03	4.424000e-02
16957	15	350	42	351	1	12	0	1	1.165810e+04	3.193200e-02
16958	15	350	42	351	1	12	0	1	1.398050e+04	2.304800e-02
16959	15	350	42	351	1	12	0	1	1.470400e+04	2.101200e-02
16960	15	350	43	351	1	12	0	3	0.000000e+00	3.930670e-01
16961	15	350	43	351	1	12	0	3	4.500140e+02	2.826670e-01
16962	15	350	43	351	1	12	0	3	9.704980e+02	2.036000e-01
16963	15	350	43	351	1	12	0	3	1.577800e+03	1.464000e-01
16964	15	350	43	351	1	12	0	3	2.278320e+03	1.056000e-01
16965	15	350	43	351	1	12	0	3	3.095560e+03	7.605330e-02
16966	15	350	43	351	1	12	0	3	4.038890e+03	5.489330e-02
16967	15	350	43	351	1	12	0	3	5.146590e+03	3.949330e-02
16968	15	350	43	351	1	12	0	3	6.426670e+03	2.846670e-02
16969	15	350	43	351	1	12	0	3	7.917570e+03	2.049330e-02
16970	15	350	43	351	1	12	0	3	9.656170e+03	1.474670e-02
16971	15	350	43	351	1	12	0	3	1.165810e+04	1.064400e-02
16972	15	350	43	351	1	12	0	3	1.398050e+04	7.682670e-03
16973	15	350	43	351	1	12	0	3	1.470400e+04	7.004000e-03
