	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16929	26	349	25	350	1	12	0	2	0.000000e+00	3.199000e-01
16930	26	349	25	350	1	12	0	2	3.813270e+02	2.302000e-01
16931	26	349	25	350	1	12	0	2	8.255220e+02	1.655000e-01
16932	26	349	25	350	1	12	0	2	1.342290e+03	1.190000e-01
16933	26	349	25	350	1	12	0	2	1.938390e+03	8.579000e-02
16934	26	349	25	350	1	12	0	2	2.633810e+03	6.177000e-02
16935	26	349	25	350	1	12	0	2	3.436510e+03	4.457000e-02
16936	26	349	25	350	1	12	0	2	4.379100e+03	3.205000e-02
16937	26	349	25	350	1	12	0	2	5.468360e+03	2.310000e-02
16938	26	349	25	350	1	12	0	2	6.737030e+03	1.663000e-02
16939	26	349	25	350	1	12	0	2	8.216440e+03	1.197000e-02
16940	26	349	25	350	1	12	0	2	9.919970e+03	8.634000e-03
16941	26	349	25	350	1	12	0	2	1.189620e+04	6.231000e-03
16942	26	349	25	350	1	12	0	2	1.421800e+04	4.480000e-03
16943	26	349	25	350	1	12	0	2	1.470440e+04	4.205000e-03
16944	26	349	25	350	1	12	0	2	1.470800e+05	3.211000e-05
16945	26	349	25	350	1	12	0	2	1.470830e+06	7.834000e-08
