	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16254	26	329	34	330	1	12	0	2	0.000000e+00	1.152000e+01
16255	26	329	34	330	1	12	0	2	2.942510e-01	8.286000e+00
16256	26	329	34	330	1	12	0	2	6.364680e-01	5.961000e+00
16257	26	329	34	330	1	12	0	2	1.034780e+00	4.287000e+00
16258	26	329	34	330	1	12	0	2	1.498250e+00	3.083000e+00
16259	26	329	34	330	1	12	0	2	2.030780e+00	2.226000e+00
16260	26	329	34	330	1	12	0	2	2.654540e+00	1.602000e+00
16261	26	329	34	330	1	12	0	2	3.376850e+00	1.155000e+00
16262	26	329	34	330	1	12	0	2	4.214470e+00	8.330000e-01
16263	26	329	34	330	1	12	0	2	5.181560e+00	6.019000e-01
16264	26	329	34	330	1	12	0	2	6.321470e+00	4.329000e-01
16265	26	329	34	330	1	12	0	2	7.628370e+00	3.127000e-01
16266	26	329	34	330	1	12	0	2	9.138450e+00	2.261000e-01
16267	26	329	34	330	1	12	0	2	1.090600e+01	1.631000e-01
16268	26	329	34	330	1	12	0	2	1.296730e+01	1.174000e-01
16269	26	329	34	330	1	12	0	2	1.536210e+01	8.451000e-02
16270	26	329	34	330	1	12	0	2	1.813390e+01	6.087000e-02
16271	26	329	34	330	1	12	0	2	2.133010e+01	4.390000e-02
16272	26	329	34	330	1	12	0	2	2.508620e+01	3.152000e-02
16273	26	329	34	330	1	12	0	2	2.940080e+01	2.268000e-02
16274	26	329	34	330	1	12	0	2	3.433820e+01	1.637000e-02
16275	26	329	34	330	1	12	0	2	4.010180e+01	1.177000e-02
16276	26	329	34	330	1	12	0	2	4.667190e+01	8.493000e-03
16277	26	329	34	330	1	12	0	2	5.431550e+01	6.104000e-03
16278	26	329	34	330	1	12	0	2	6.320790e+01	4.370000e-03
16279	26	329	34	330	1	12	0	2	7.330590e+01	3.140000e-03
16280	26	329	34	330	1	12	0	2	8.501460e+01	2.247000e-03
16281	26	329	34	330	1	12	0	2	9.825870e+01	1.614000e-03
16282	26	329	34	330	1	12	0	2	1.135630e+02	1.154000e-03
16283	26	329	34	330	1	12	0	2	1.308090e+02	8.283000e-04
16284	26	329	34	330	1	12	0	2	1.506700e+02	5.919000e-04
16285	26	329	34	330	1	12	0	2	1.729610e+02	4.244000e-04
16286	26	329	34	330	1	12	0	2	1.985480e+02	3.030000e-04
16287	26	329	34	330	1	12	0	2	2.271520e+02	2.171000e-04
16288	26	329	34	330	1	12	0	2	2.598750e+02	1.549000e-04
16289	26	329	34	330	1	12	0	2	2.973090e+02	1.100000e-04
16290	26	329	34	330	1	12	0	2	3.389910e+02	7.840000e-05
16291	26	329	34	330	1	12	0	2	3.865150e+02	5.565000e-05
16292	26	329	34	330	1	12	0	2	4.392180e+02	3.967000e-05
16293	26	329	34	330	1	12	0	2	4.991060e+02	2.816000e-05
16294	26	329	34	330	1	12	0	2	5.652530e+02	2.009000e-05
16295	26	329	34	330	1	12	0	2	6.401650e+02	1.428000e-05
16296	26	329	34	330	1	12	0	2	7.250030e+02	1.010000e-05
16297	26	329	34	330	1	12	0	2	8.183230e+02	7.192000e-06
16298	26	329	34	330	1	12	0	2	9.236610e+02	5.101000e-06
16299	26	329	34	330	1	12	0	2	1.039040e+03	3.640000e-06
16300	26	329	34	330	1	12	0	2	1.168840e+03	2.589000e-06
16301	26	329	34	330	1	12	0	2	1.314860e+03	1.836000e-06
16302	26	329	34	330	1	12	0	2	1.479120e+03	1.298000e-06
16303	26	329	34	330	1	12	0	2	1.658300e+03	9.236000e-07
16304	26	329	34	330	1	12	0	2	1.859190e+03	6.557000e-07
16305	26	329	34	330	1	12	0	2	2.084420e+03	4.643000e-07
16306	26	329	34	330	1	12	0	2	2.336920e+03	3.279000e-07
16307	26	329	34	330	1	12	0	2	2.611220e+03	2.334000e-07
16308	26	329	34	330	1	12	0	2	2.917710e+03	1.658000e-07
16309	26	329	34	330	1	12	0	2	3.260180e+03	1.175000e-07
16310	26	329	34	330	1	12	0	2	3.271150e+03	1.163000e-07
