	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16634	26	337	42	338	1	12	0	2	0.000000e+00	1.279000e+00
16635	26	337	42	338	1	12	0	2	2.386060e+01	9.203000e-01
16636	26	337	42	338	1	12	0	2	5.162670e+01	6.618000e-01
16637	26	337	42	338	1	12	0	2	8.383970e+01	4.763000e-01
16638	26	337	42	338	1	12	0	2	1.214040e+02	3.425000e-01
16639	26	337	42	338	1	12	0	2	1.646690e+02	2.470000e-01
16640	26	337	42	338	1	12	0	2	2.150830e+02	1.780000e-01
16641	26	337	42	338	1	12	0	2	2.733580e+02	1.284000e-01
16642	26	337	42	338	1	12	0	2	3.415400e+02	9.249000e-02
16643	26	337	42	338	1	12	0	2	4.209530e+02	6.656000e-02
16644	26	337	42	338	1	12	0	2	5.135570e+02	4.786000e-02
16645	26	337	42	338	1	12	0	2	6.201880e+02	3.452000e-02
16646	26	337	42	338	1	12	0	2	7.438870e+02	2.490000e-02
16647	26	337	42	338	1	12	0	2	8.892210e+02	1.790000e-02
16648	26	337	42	338	1	12	0	2	1.055780e+03	1.292000e-02
16649	26	337	42	338	1	12	0	2	1.249290e+03	9.317000e-03
16650	26	337	42	338	1	12	0	2	1.473270e+03	6.723000e-03
16651	26	337	42	338	1	12	0	2	1.731520e+03	4.857000e-03
16652	26	337	42	338	1	12	0	2	2.035030e+03	3.491000e-03
16653	26	337	42	338	1	12	0	2	2.383670e+03	2.516000e-03
16654	26	337	42	338	1	12	0	2	2.792010e+03	1.805000e-03
16655	26	337	42	338	1	12	0	2	3.259290e+03	1.299000e-03
16656	26	337	42	338	1	12	0	2	3.804740e+03	9.307000e-04
16657	26	337	42	338	1	12	0	2	4.426540e+03	6.692000e-04
16658	26	337	42	338	1	12	0	2	5.149930e+03	4.793000e-04
16659	26	337	42	338	1	12	0	2	5.971390e+03	3.445000e-04
16660	26	337	42	338	1	12	0	2	6.923850e+03	2.466000e-04
16661	26	337	42	338	1	12	0	2	8.001280e+03	1.771000e-04
16662	26	337	42	338	1	12	0	2	9.246280e+03	1.267000e-04
16663	26	337	42	338	1	12	0	2	1.064920e+04	9.094000e-05
16664	26	337	42	338	1	12	0	2	1.226490e+04	6.499000e-05
16665	26	337	42	338	1	12	0	2	1.407830e+04	4.660000e-05
16666	26	337	42	338	1	12	0	2	1.470740e+04	4.190000e-05
16667	26	337	42	338	1	12	0	2	1.470830e+05	7.821000e-08
