	Z	Ion	Electron	Level	N	L	2S+1	2J+1	Energy	Potential	Configuration
14428	26	348	4	1	2	0	1	1	0.000000e+00	1.950000e+03	2s2.1S_0
14429	26	348	4	2	2	1	3	1	4.324840e+01	1.950000e+03	2s1.2p1.3P_0
14430	26	348	4	3	2	1	3	3	4.710290e+01	1.950000e+03	2s1.2p1.3P_1
14431	26	348	4	4	2	1	3	5	5.861300e+01	1.950000e+03	2s1.2p1.3P_2
14432	26	348	4	5	2	1	1	3	9.348030e+01	1.950000e+03	2s1.2p1.1P_1
14433	26	348	4	6	2	1	3	1	1.187870e+02	1.950000e+03	2s0.2p2.3P_0
14434	26	348	4	7	2	1	3	3	1.276210e+02	1.950000e+03	2s0.2p2.3P_1
14435	26	348	4	8	2	1	3	5	1.331490e+02	1.950000e+03	2s0.2p2.3P_2
14436	26	348	4	9	2	2	1	5	1.496110e+02	1.950000e+03	2s0.2p2.1D_2
14437	26	348	4	10	2	0	1	1	1.767460e+02	1.950000e+03	2s0.2p2.1S_0
14438	26	348	4	11	3	0	3	3	1.107390e+03	1.950000e+03	2s1.3s1.3S_1
14439	26	348	4	12	3	0	1	1	1.115100e+03	1.950000e+03	2s1.3s1.1S_0
14440	26	348	4	13	3	1	3	3	1.127620e+03	1.950000e+03	2s1.3p1.3P_1
14441	26	348	4	14	3	1	3	1	1.128830e+03	1.950000e+03	2s1.3p1.3P_0
14442	26	348	4	15	3	1	1	3	1.131530e+03	1.950000e+03	2s1.3p1.1P_1
14443	26	348	4	16	3	1	3	5	1.132090e+03	1.950000e+03	2s1.3p1.3P_2
14444	26	348	4	17	3	2	3	3	1.142820e+03	1.950000e+03	2s1.3d1.3D_1
14445	26	348	4	18	3	2	3	5	1.143020e+03	1.950000e+03	2s1.3d1.3D_2
14446	26	348	4	19	3	2	3	7	1.144420e+03	1.950000e+03	2s1.3d1.3D_3
14447	26	348	4	20	3	2	1	5	1.152030e+03	1.950000e+03	2s1.3d1.1D_2
14448	26	348	4	21	3	1	3	1	1.162760e+03	1.950000e+03	2s0.2p1.3s1.3P_0
14449	26	348	4	22	3	1	3	3	1.164990e+03	1.950000e+03	2s0.2p1.3s1.3P_1
14450	26	348	4	23	3	2	3	3	1.176190e+03	1.950000e+03	2s0.2p1.3p1.3D_1
14451	26	348	4	24	3	1	3	5	1.177370e+03	1.950000e+03	2s0.2p1.3s1.3P_2
14452	26	348	4	25	3	1	1	3	1.182630e+03	1.950000e+03	2s0.2p1.3s1.1P_1
14453	26	348	4	26	3	2	3	5	1.183270e+03	1.950000e+03	2s0.2p1.3p1.3D_2
14454	26	348	4	27	3	1	1	3	1.184420e+03	1.950000e+03	2s0.2p1.3p1.1P_1
14455	26	348	4	28	3	1	3	1	1.187350e+03	1.950000e+03	2s0.2p1.3p1.3P_0
14456	26	348	4	29	3	3	3	5	1.191580e+03	1.950000e+03	2s0.2p1.3d1.3F_2
14457	26	348	4	30	3	1	3	3	1.195400e+03	1.950000e+03	2s0.2p1.3p1.3P_1
14458	26	348	4	31	3	2	3	7	1.195620e+03	1.950000e+03	2s0.2p1.3p1.3D_3
14459	26	348	4	32	3	3	3	7	1.195770e+03	1.950000e+03	2s0.2p1.3d1.3F_3
14460	26	348	4	33	3	0	3	3	1.198450e+03	1.950000e+03	2s0.2p1.3p1.3S_1
14461	26	348	4	34	3	2	3	5	1.197370e+03	1.950000e+03	2s0.2p1.3d1.3D_2
14462	26	348	4	35	3	1	3	5	1.198140e+03	1.950000e+03	2s0.2p1.3p1.3P_2
14463	26	348	4	36	3	2	3	3	1.200540e+03	1.950000e+03	2s0.2p1.3d1.3D_1
14464	26	348	4	37	3	2	1	5	1.206130e+03	1.950000e+03	2s0.2p1.3p1.1D_2
14465	26	348	4	38	3	3	3	9	1.207610e+03	1.950000e+03	2s0.2p1.3d1.3F_4
14466	26	348	4	39	3	2	1	5	1.208640e+03	1.950000e+03	2s0.2p1.3d1.1D_2
14467	26	348	4	40	3	2	3	7	1.211720e+03	1.950000e+03	2s0.2p1.3d1.3D_3
14468	26	348	4	41	3	1	3	5	1.214170e+03	1.950000e+03	2s0.2p1.3d1.3P_2
14469	26	348	4	42	3	1	3	3	1.214810e+03	1.950000e+03	2s0.2p1.3d1.3P_1
14470	26	348	4	43	3	1	3	1	1.215090e+03	1.950000e+03	2s0.2p1.3d1.3P_0
14471	26	348	4	44	3	0	1	1	1.216650e+03	1.950000e+03	2s0.2p1.3p1.1S_0
14472	26	348	4	45	3	3	1	7	1.221170e+03	1.950000e+03	2s0.2p1.3d1.1F_3
14473	26	348	4	46	3	1	1	3	1.223810e+03	1.950000e+03	2s0.2p1.3d1.1P_1
14474	26	348	4	47	4	0	3	3	1.487560e+03	1.950000e+03	2s1.4s1.3S_1
14475	26	348	4	48	4	0	1	1	1.488510e+03	1.950000e+03	2s1.4s1.1S_0
14476	26	348	4	49	4	1	3	1	1.495370e+03	1.950000e+03	2s1.4p1.3P_0
14477	26	348	4	50	4	1	3	3	1.494190e+03	1.950000e+03	2s1.4p1.3P_1
14478	26	348	4	51	4	1	3	5	1.497050e+03	1.950000e+03	2s1.4p1.3P_2
14479	26	348	4	52	4	1	1	3	1.496360e+03	1.950000e+03	2s1.4p1.1P_1
14480	26	348	4	53	4	2	3	3	1.499960e+03	1.950000e+03	2s1.4d1.3D_1
14481	26	348	4	54	4	2	3	5	1.500210e+03	1.950000e+03	2s1.4d1.3D_2
14482	26	348	4	55	4	2	3	7	1.500930e+03	1.950000e+03	2s1.4d1.3D_3
14483	26	348	4	56	4	2	1	5	1.503070e+03	1.950000e+03	2s1.4d1.1D_2
14484	26	348	4	57	4	3	3	5	1.505260e+03	1.950000e+03	2s1.4f1.3F_2
14485	26	348	4	58	4	3	3	7	1.505360e+03	1.950000e+03	2s1.4f1.3F_3
14486	26	348	4	59	4	3	3	9	1.505550e+03	1.950000e+03	2s1.4f1.3F_4
14487	26	348	4	60	4	3	1	7	1.506180e+03	1.950000e+03	2s1.4f1.1F_3
14488	26	348	4	61	4	1	3	1	1.537930e+03	1.950000e+03	2s0.2p1.4s1.3P_0
14489	26	348	4	62	4	1	3	3	1.538530e+03	1.950000e+03	2s0.2p1.4s1.3P_1
14490	26	348	4	63	4	2	3	3	1.543700e+03	1.950000e+03	2s0.2p1.4p1.3D_1
14491	26	348	4	64	4	1	3	3	1.546880e+03	1.950000e+03	2s0.2p1.4p1.3P_1
14492	26	348	4	65	4	2	3	5	1.547100e+03	1.950000e+03	2s0.2p1.4p1.3D_2
14493	26	348	4	66	4	1	3	1	1.547480e+03	1.950000e+03	2s0.2p1.4p1.3P_0
14494	26	348	4	67	4	3	3	5	1.549920e+03	1.950000e+03	2s0.2p1.4d1.3F_2
14495	26	348	4	68	4	1	3	5	1.550600e+03	1.950000e+03	2s0.2p1.4d1.3P_2
14496	26	348	4	69	4	3	3	7	1.550940e+03	1.950000e+03	2s0.2p1.4d1.3F_3
14497	26	348	4	70	4	2	3	3	1.551460e+03	1.950000e+03	2s0.2p1.4d1.3D_1
14498	26	348	4	71	4	1	3	5	1.551910e+03	1.950000e+03	2s0.2p1.4s1.3P_2
14499	26	348	4	72	4	4	3	7	1.553820e+03	1.950000e+03	2s0.2p1.4f1.3G_3
14500	26	348	4	73	4	3	3	5	1.554230e+03	1.950000e+03	2s0.2p1.4f1.3F_2
14501	26	348	4	74	4	2	3	7	1.554330e+03	1.950000e+03	2s0.2p1.4f1.3D_3
14502	26	348	4	75	4	1	1	3	1.554360e+03	1.950000e+03	2s0.2p1.4s1.1P_1
14503	26	348	4	76	4	4	3	9	1.554390e+03	1.950000e+03	2s0.2p1.4f1.3G_4
14504	26	348	4	77	4	1	1	3	1.559910e+03	1.950000e+03	2s0.2p1.4p1.1P_1
14505	26	348	4	78	4	2	3	7	1.560380e+03	1.950000e+03	2s0.2p1.4p1.3D_3
14506	26	348	4	79	4	2	1	5	1.560380e+03	1.950000e+03	2s0.2p1.4p1.1D_2
14507	26	348	4	80	4	0	3	3	1.561410e+03	1.950000e+03	2s0.2p1.4p1.3S_1
14508	26	348	4	81	4	1	3	5	1.563830e+03	1.950000e+03	2s0.2p1.4p1.3P_2
14509	26	348	4	82	4	3	3	9	1.565610e+03	1.950000e+03	2s0.2p1.4d1.3F_4
14510	26	348	4	83	4	2	1	5	1.565070e+03	1.950000e+03	2s0.2p1.4d1.1D_2
14511	26	348	4	84	4	2	3	7	1.565810e+03	1.950000e+03	2s0.2p1.4d1.3D_3
14512	26	348	4	85	4	0	1	1	1.567320e+03	1.950000e+03	2s0.2p1.4p1.1S_0
14513	26	348	4	86	4	2	3	5	1.567180e+03	1.950000e+03	2s0.2p1.4d1.3D_2
14514	26	348	4	87	4	1	3	3	1.567300e+03	1.950000e+03	2s0.2p1.4d1.3P_1
14515	26	348	4	88	4	1	3	1	1.567700e+03	1.950000e+03	2s0.2p1.4d1.3P_0
14516	26	348	4	89	4	3	1	7	1.568520e+03	1.950000e+03	2s0.2p1.4f1.1F_3
14517	26	348	4	90	4	3	3	9	1.568860e+03	1.950000e+03	2s0.2p1.4f1.3F_4
14518	26	348	4	91	4	2	1	5	1.569350e+03	1.950000e+03	2s0.2p1.4f1.1D_2
14519	26	348	4	92	4	3	3	7	1.569420e+03	1.950000e+03	2s0.2p1.4f1.3F_3
14520	26	348	4	93	4	4	3	11	1.569610e+03	1.950000e+03	2s0.2p1.4f1.3G_5
14521	26	348	4	94	4	4	1	9	1.569910e+03	1.950000e+03	2s0.2p1.4f1.1G_4
14522	26	348	4	95	4	3	1	7	1.569170e+03	1.950000e+03	2s0.2p1.4d1.1F_3
