	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16911	26	348	167	349	1	12	0	2	0.000000e+00	3.483000e-01
16912	26	348	167	349	1	12	0	2	3.220160e+02	2.505000e-01
16913	26	348	167	349	1	12	0	2	6.951070e+02	1.804000e-01
16914	26	348	167	349	1	12	0	2	1.130440e+03	1.297000e-01
16915	26	348	167	349	1	12	0	2	1.632580e+03	9.355000e-02
16916	26	348	167	349	1	12	0	2	2.218390e+03	6.737000e-02
16917	26	348	167	349	1	12	0	2	2.894590e+03	4.862000e-02
16918	26	348	167	349	1	12	0	2	3.688610e+03	3.497000e-02
16919	26	348	167	349	1	12	0	2	4.606190e+03	2.520000e-02
16920	26	348	167	349	1	12	0	2	5.674910e+03	1.815000e-02
16921	26	348	167	349	1	12	0	2	6.921180e+03	1.306000e-02
16922	26	348	167	349	1	12	0	2	8.356180e+03	9.423000e-03
16923	26	348	167	349	1	12	0	2	1.002100e+04	6.801000e-03
16924	26	348	167	349	1	12	0	2	1.197680e+04	4.890000e-03
16925	26	348	167	349	1	12	0	2	1.421830e+04	3.530000e-03
16926	26	348	167	349	1	12	0	2	1.470470e+04	3.309000e-03
16927	26	348	167	349	1	12	0	2	1.470800e+05	2.344000e-05
16928	26	348	167	349	1	12	0	2	1.470840e+06	5.188000e-08
