	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16668	26	338	28	339	1	12	0	2	0.000000e+00	1.090000e+00
16669	26	338	28	339	1	12	0	2	3.281540e+01	7.845000e-01
16670	26	338	28	339	1	12	0	2	7.101920e+01	5.643000e-01
16671	26	338	28	339	1	12	0	2	1.152090e+02	4.066000e-01
16672	26	338	28	339	1	12	0	2	1.667390e+02	2.926000e-01
16673	26	338	28	339	1	12	0	2	2.268550e+02	2.104000e-01
16674	26	338	28	339	1	12	0	2	2.962460e+02	1.516000e-01
16675	26	338	28	339	1	12	0	2	3.764570e+02	1.095000e-01
16676	26	338	28	339	1	12	0	2	4.703040e+02	7.884000e-02
16677	26	338	28	339	1	12	0	2	5.796070e+02	5.675000e-02
16678	26	338	28	339	1	12	0	2	7.070700e+02	4.081000e-02
16679	26	338	28	339	1	12	0	2	8.538340e+02	2.943000e-02
16680	26	338	28	339	1	12	0	2	1.024100e+03	2.124000e-02
16681	26	338	28	339	1	12	0	2	1.224140e+03	1.526000e-02
16682	26	338	28	339	1	12	0	2	1.453390e+03	1.102000e-02
16683	26	338	28	339	1	12	0	2	1.719740e+03	7.948000e-03
16684	26	338	28	339	1	12	0	2	2.028020e+03	5.735000e-03
16685	26	338	28	339	1	12	0	2	2.383500e+03	4.143000e-03
16686	26	338	28	339	1	12	0	2	2.801240e+03	2.979000e-03
16687	26	338	28	339	1	12	0	2	3.281110e+03	2.146000e-03
16688	26	338	28	339	1	12	0	2	3.843160e+03	1.540000e-03
16689	26	338	28	339	1	12	0	2	4.486330e+03	1.108000e-03
16690	26	338	28	339	1	12	0	2	5.237100e+03	7.941000e-04
16691	26	338	28	339	1	12	0	2	6.092940e+03	5.711000e-04
16692	26	338	28	339	1	12	0	2	7.088630e+03	4.090000e-04
16693	26	338	28	339	1	12	0	2	8.219270e+03	2.940000e-04
16694	26	338	28	339	1	12	0	2	9.530300e+03	2.104000e-04
16695	26	338	28	339	1	12	0	2	1.101320e+04	1.512000e-04
16696	26	338	28	339	1	12	0	2	1.272690e+04	1.081000e-04
16697	26	338	28	339	1	12	0	2	1.465790e+04	7.761000e-05
16698	26	338	28	339	1	12	0	2	1.470830e+05	1.724000e-07
