	Z	Initial_Ion	Initial_Level	Final_Ion	Final_Level	N	L	2S+1	Energy (Ry)	Cross Section (Mb)
16756	26	341	22	342	1	12	0	2	0.000000e+00	7.197000e-01
16757	26	341	22	342	1	12	0	2	7.543770e+01	5.176000e-01
16758	26	341	22	342	1	12	0	2	1.627800e+02	3.728000e-01
16759	26	341	22	342	1	12	0	2	2.644010e+02	2.684000e-01
16760	26	341	22	342	1	12	0	2	3.822560e+02	1.933000e-01
16761	26	341	22	342	1	12	0	2	5.197480e+02	1.391000e-01
16762	26	341	22	342	1	12	0	2	6.784530e+02	1.004000e-01
16763	26	341	22	342	1	12	0	2	8.619060e+02	7.249000e-02
16764	26	341	22	342	1	12	0	2	1.076540e+03	5.224000e-02
16765	26	341	22	342	1	12	0	2	1.326530e+03	3.762000e-02
16766	26	341	22	342	1	12	0	2	1.618050e+03	2.706000e-02
16767	26	341	22	342	1	12	0	2	1.953720e+03	1.953000e-02
16768	26	341	22	342	1	12	0	2	2.343130e+03	1.409000e-02
16769	26	341	22	342	1	12	0	2	2.800630e+03	1.013000e-02
16770	26	341	22	342	1	12	0	2	3.324960e+03	7.316000e-03
16771	26	341	22	342	1	12	0	2	3.934130e+03	5.278000e-03
16772	26	341	22	342	1	12	0	2	4.639200e+03	3.809000e-03
16773	26	341	22	342	1	12	0	2	5.452210e+03	2.752000e-03
16774	26	341	22	342	1	12	0	2	6.407640e+03	1.979000e-03
16775	26	341	22	342	1	12	0	2	7.505160e+03	1.426000e-03
16776	26	341	22	342	1	12	0	2	8.790650e+03	1.023000e-03
16777	26	341	22	342	1	12	0	2	1.026160e+04	7.365000e-04
16778	26	341	22	342	1	12	0	2	1.197870e+04	5.279000e-04
16779	26	341	22	342	1	12	0	2	1.393610e+04	3.797000e-04
16780	26	341	22	342	1	12	0	2	1.470660e+04	3.373000e-04
16781	26	341	22	342	1	12	0	2	1.470820e+05	1.201000e-06
